@relation dataset

@attribute att_1 real
@attribute att_2 real
@attribute att_3 real
@attribute att_4 real
@attribute att_5 real
@attribute att_6 real
@attribute att_7 real
@attribute att_8 real
@attribute att_9 real


@data
?,0.0,0.0,?,2.657,0.577,0.0,0.0,6.67
?,?,1.0,?,?,1.104,3.0,0.0,5.02
?,?,0.0,3.355,3.097,0.889,?,1.0,4.821
0.0,0.0,0.0,4.416,?,?,?,0.0,5.422
?,?,?,?,2.324,?,?,?,?
126.44,152.848,3.0,?,?,?,?,?,?
26.02,32.897,2.0,2.729,?,?,1.0,?,?
?,65.794,?,3.586,2.758,0.518,?,0.0,?
26.02,?,?,?,1.918,0.597,?,0.0,6.108
?,32.897,2.0,?,?,0.597,1.0,?,?
115.47,?,?,0.038,?,0.544,?,?,4.006
?,110.512,?,3.31,?,1.169,0.0,?,4.535
?,?,0.0,?,?,?,0.0,1.0,8.164
20.31,28.269,0.0,0.198,?,?,1.0,1.0,4.906
?,110.688,?,?,?,0.745,?,?,?
47.56,65.155,?,?,2.899,?,1.0,0.0,?
?,?,?,?,2.031,?,?,?,4.462
74.6,?,2.0,?,1.823,1.075,0.0,?,?
?,78.828,?,?,2.472,0.988,?,?,3.474
?,?,4.0,?,3.033,1.552,?,?,3.103
116.67,180.366,4.0,-1.96,?,1.83,1.0,?,?
49.33,?,?,3.988,?,0.694,1.0,?,4.121
?,42.683,?,0.347,1.334,0.961,?,0.0,?
?,?,?,-0.081,?,2.001,1.0,?,?
?,?,?,-0.937,2.299,?,?,?,0.46
?,?,1.0,3.617,?,?,?,?,?
?,42.683,1.0,?,2.027,0.409,?,0.0,5.461
56.15,?,2.0,3.112,?,?,2.0,0.0,3.531
105.86,?,?,0.623,?,?,2.0,?,?
?,50.747,0.0,?,2.09,0.617,?,0.0,?
0.0,0.0,?,?,?,?,0.0,?,?
?,?,2.0,3.326,2.837,?,?,0.0,?
?,?,?,?,?,0.874,0.0,?,?
?,?,0.0,?,?,0.732,0.0,?,?
13.14,?,?,2.859,2.614,?,0.0,0.0,?
?,?,?,2.255,?,?,0.0,0.0,?
