@relation dataset

@attribute V1 real
@attribute V2 real
@attribute V3 real
@attribute V4 real
@attribute V5 real
@attribute V6 real
@attribute V7 real
@attribute V8 real
@attribute V9 real
@attribute V10 real
@attribute V11 real
@attribute V12 real
@attribute V13 real
@attribute V14 real
@attribute V15 real
@attribute V16 real
@attribute V17 real
@attribute V18 real
@attribute V19 real
@attribute V20 real
@attribute V21 real
@attribute V22 real
@attribute V23 real
@attribute V24 real
@attribute V25 real
@attribute V26 real
@attribute V27 real
@attribute V28 real
@attribute V29 real
@attribute V30 real
@attribute V31 real
@attribute V32 real
@attribute V33 real
@attribute V34 real
@attribute V35 real
@attribute V36 real
@attribute V37 real
@attribute V38 real
@attribute V39 real
@attribute V40 real
@attribute V41 real
@attribute class {1, 2}


@data
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.14,?,?,?,1.202,?,?,?,?,1.975,0.0,0.0,0.0,7.718,0.0,?,?,?,?,?,?,7.984,?,0.0,?
?,2.4719,?,0.0,0.0,0.0,?,?,?,1.0,?,?,?,?,7.408,?,?,1.146,?,0.0,0.0,?,0.0,?,?,?,1.618,?,0.0,?,?,?,?,0.0,1.0,?,3.125,?,?,0.0,0.0,?
?,2.1848,0.0,?,?,?,?,18.2,?,1.0,0.0,0.0,2.211,1.0,7.408,?,1.007,?,?,?,?,0.999,0.0,?,?,?,?,?,0.0,?,1.707,?,0.0,1.0,?,2.79,?,1.0,6.251,?,0.0,2
?,?,?,?,?,0.0,0.0,?,?,2.0,?,0.0,2.746,1.557,?,?,0.998,?,?,?,?,?,?,?,0.0,0.0,?,?,?,0.0,2.195,?,0.0,?,?,?,?,?,7.098,?,?,2
?,?,?,?,0.0,0.0,?,?,?,1.0,?,0.0,?,?,?,?,?,1.149,?,0.0,?,?,?,0.0,?,0.0,1.414,?,?,?,?,0.0,0.0,0.0,?,?,?,?,6.578,0.0,0.0,?
4.17,?,?,0.0,?,?,0.0,?,?,?,0.0,0.0,?,0.971,?,?,0.989,1.144,?,?,0.0,?,0.0,0.0,0.0,0.0,?,?,?,?,?,?,0.0,?,0.0,?,?,0.0,?,?,?,?
?,?,?,?,?,?,0.0,31.6,?,?,?,?,?,1.379,?,?,0.98,?,0.0,0.0,0.0,1.224,0.0,0.0,0.0,0.0,?,?,?,?,2.133,?,?,0.0,?,?,2.5,?,?,?,?,2
?,3.4137,?,0.0,0.0,0.0,0.0,33.3,2.0,?,0.0,?,?,?,9.222,2.0,?,?,?,0.0,?,?,0.0,?,?,0.0,?,0.144,?,20.067,?,0.0,?,?,0.0,?,?,?,7.758,?,0.0,2
4.236,?,?,?,?,?,?,?,1.0,2.0,0.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.993,?,?,10.319,?,?,?,0.0,?,?,2.133,?,8.337,0.0,?,2
4.523,?,?,0.0,0.0,?,0.0,?,2.0,?,0.0,-0.913,?,?,?,?,?,1.142,0.0,?,0.0,?,?,?,0.0,?,?,?,?,20.676,?,?,0.0,0.0,0.0,?,?,0.0,?,?,0.0,?
?,3.5408,0.0,0.0,?,0.0,?,?,?,?,?,?,?,?,10.32,?,0.982,?,0.0,?,0.0,?,0.0,?,?,?,2.105,?,?,23.157,?,0.0,?,?,0.0,?,2.083,0.0,?,0.0,?,?
4.836,5.6969,?,?,0.0,0.0,?,?,?,?,?,?,?,?,10.906,?,?,?,?,?,0.0,?,?,?,?,?,?,?,?,37.824,?,?,?,0.0,?,3.526,2.268,?,?,0.0,0.0,2
4.476,3.7418,?,0.0,?,0.0,?,?,?,2.0,?,?,2.917,1.5,9.345,?,?,1.146,?,?,0.0,?,0.0,?,?,0.0,2.042,?,?,?,2.34,?,0.0,?,?,?,?,0.0,7.628,0.0,0.0,?
?,?,?,0.0,0.0,0.0,?,?,2.0,?,0.0,-0.255,3.039,1.975,?,?,1.014,?,?,?,?,1.124,?,0.0,?,?,?,?,?,10.129,?,?,?,?,0.0,3.35,2.685,?,7.677,?,?,?
4.38,?,?,?,0.0,?,?,30.8,?,?,0.0,?,3.345,2.252,?,5.0,?,1.144,?,0.0,?,1.138,0.0,0.0,0.0,?,?,?,?,?,?,0.0,?,?,1.0,?,?,0.0,?,?,0.0,2
4.412,?,0.0,0.0,?,0.0,?,?,2.0,4.0,0.0,-0.268,?,?,?,8.0,?,?,?,?,0.0,1.208,0.0,0.0,?,0.0,?,?,0.0,23.892,17.114,?,?,?,?,?,1.899,?,?,0.0,?,?
4.243,?,?,?,?,?,?,?,0.0,4.0,?,?,3.477,2.522,?,4.0,1.008,1.143,?,0.0,?,1.139,?,?,?,?,?,-0.002,?,20.288,?,0.0,0.0,0.0,2.0,?,?,?,8.169,0.0,0.0,?
4.237,?,?,0.0,?,?,?,31.8,0.0,4.0,?,?,?,?,9.917,4.0,?,?,0.0,?,?,1.158,0.0,0.0,?,?,2.0,0.0,?,20.53,7.174,?,?,0.0,2.0,3.335,?,?,8.317,0.0,0.0,2
?,?,?,?,?,0.0,?,?,?,8.0,?,?,4.201,3.774,?,?,?,1.144,0.0,0.0,0.0,?,0.0,?,0.0,?,?,?,?,?,?,?,?,?,0.0,3.397,?,?,?,0.0,?,?
?,?,?,?,0.0,0.0,?,30.4,?,4.0,?,?,3.272,?,?,?,1.027,1.145,0.0,?,?,1.142,?,0.0,?,0.0,2.101,0.015,?,?,3.207,0.0,?,?,?,3.486,?,0.0,8.051,?,?,?
?,3.455,1.0,?,0.0,?,?,?,2.0,?,?,?,4.363,?,10.513,?,0.979,?,?,0.0,?,?,?,?,0.0,?,?,0.0,?,23.602,12.745,0.0,?,?,?,?,1.976,?,?,?,0.0,?
?,4.2802,?,0.0,0.0,0.0,0.0,?,?,?,?,?,3.192,?,9.565,?,1.036,1.146,?,?,?,?,0.0,0.0,?,?,?,?,0.0,?,?,?,0.0,?,0.0,?,3.133,?,?,?,?,2
4.67,4.0218,?,?,0.0,?,?,33.3,3.0,?,?,?,?,2.21,9.961,?,?,?,0.0,?,?,1.203,0.0,?,0.0,0.0,?,-0.002,?,11.115,?,?,?,?,?,3.53,2.262,0.0,?,?,?,?
4.644,3.7043,?,?,?,0.0,?,?,2.0,?,?,0.185,3.146,?,9.536,?,?,1.139,?,?,?,?,?,0.0,0.0,?,2.089,-0.025,?,10.696,?,?,?,0.0,?,3.525,?,0.0,7.913,?,?,2
?,?,0.0,0.0,0.0,0.0,0.0,33.3,?,?,0.0,?,?,?,?,?,0.973,1.138,?,?,0.0,1.21,0.0,?,?,0.0,?,?,?,11.181,?,0.0,?,?,?,?,?,?,?,0.0,?,?
4.343,3.9399,0.0,0.0,?,?,?,?,0.0,?,?,?,?,1.5,?,?,?,1.139,?,?,?,1.108,?,0.0,?,?,?,?,0.0,19.107,2.682,0.0,0.0,0.0,2.0,?,?,?,8.016,0.0,0.0,?
?,3.2723,?,?,?,?,0.0,?,1.0,3.0,?,?,2.555,0.971,?,?,?,?,0.0,?,?,1.018,?,0.0,?,?,1.848,?,?,9.118,?,0.0,0.0,0.0,?,?,4.433,0.0,?,0.0,?,2
?,4.0275,?,0.0,?,?,?,32.0,3.0,?,0.0,-0.579,3.256,?,?,?,?,?,?,?,?,1.174,0.0,?,0.0,0.0,2.12,0.014,0.0,?,3.114,?,?,?,0.0,?,?,?,?,?,0.0,?
?,?,?,0.0,?,?,?,?,1.0,0.0,?,0.56,?,?,8.597,?,?,?,0.0,?,?,?,0.0,?,?,0.0,?,?,0.0,0.0,1.542,0.0,?,1.0,0.0,?,3.033,1.0,?,?,?,2
5.098,?,?,?,?,?,0.0,17.6,0.0,?,?,0.0,?,1.5,?,?,?,?,0.0,0.0,0.0,?,?,?,?,?,2.112,?,?,?,2.472,0.0,?,1.0,?,?,?,1.0,9.315,?,?,2
4.214,3.5181,?,0.0,0.0,?,?,?,1.0,2.0,0.0,?,?,?,8.755,?,1.057,?,?,0.0,0.0,?,0.0,?,?,?,1.902,-0.263,0.0,?,?,0.0,0.0,0.0,?,?,3.296,?,8.172,?,1.0,?
5.098,?,?,0.0,0.0,?,0.0,?,?,?,?,0.0,?,2.911,?,4.0,?,1.145,?,0.0,?,1.168,?,0.0,0.0,?,?,?,?,?,?,0.0,0.0,?,?,4.45,2.459,0.0,9.153,0.0,?,2
4.372,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.0,0.964,1.128,?,?,?,?,?,?,?,?,2.031,?,0.0,?,?,?,?,0.0,0.0,?,?,0.0,?,?,0.0,?
4.17,2.2197,?,?,?,0.0,?,27.3,1.0,2.0,?,?,2.507,?,?,?,1.028,?,?,?,?,1.018,1.0,0.0,?,?,2.214,?,0.0,?,?,?,?,?,1.0,?,2.767,0.0,7.303,?,0.0,2
3.802,?,0.0,?,?,0.0,?,?,2.0,?,0.0,0.0,?,1.95,?,?,?,1.142,?,?,0.0,?,?,0.0,?,?,?,0.129,0.0,0.0,2.885,?,?,?,1.0,3.104,?,0.0,?,0.0,0.0,?
?,?,?,?,?,?,?,?,2.0,?,0.0,?,?,1.975,?,?,?,?,?,?,?,?,?,?,0.0,?,1.962,?,0.0,?,?,?,0.0,?,1.0,?,2.315,0.0,?,0.0,0.0,?
?,?,0.0,0.0,?,0.0,?,?,4.0,6.0,0.0,?,?,?,10.465,?,1.0,1.143,?,?,?,?,0.0,0.0,0.0,?,2.161,?,0.0,?,8.486,0.0,0.0,?,?,3.451,?,0.0,8.618,0.0,?,?
?,?,?,?,?,?,?,?,2.0,?,0.0,?,3.305,?,?,?,?,1.139,0.0,0.0,?,?,0.0,0.0,0.0,?,?,0.016,?,?,?,?,?,?,?,?,3.152,?,?,0.0,?,?
?,?,1.0,0.0,?,?,0.0,?,?,2.0,0.0,?,?,?,?,?,?,?,?,?,?,?,0.0,0.0,?,?,?,-0.274,?,?,?,?,?,?,4.0,?,?,?,?,0.0,?,?
?,?,?,?,0.0,?,?,?,3.0,?,?,?,?,?,?,0.0,?,1.121,0.0,0.0,?,?,1.0,?,0.0,0.0,2.236,0.012,?,0.0,1.74,?,0.0,?,0.0,3.646,?,?,8.083,?,?,2
?,?,?,?,2.0,?,1.0,?,?,?,?,0.0,3.073,?,?,?,0.976,1.129,0.0,?,?,1.266,1.0,?,?,?,2.149,?,?,0.0,?,0.0,?,?,?,3.553,?,?,?,?,?,2
?,3.135,?,0.0,?,0.0,?,46.2,?,1.0,?,?,?,?,?,?,?,?,0.0,0.0,?,?,?,?,0.0,?,?,-0.08,?,0.0,0.975,0.0,1.0,?,?,3.566,?,?,?,?,0.0,?
4.732,?,0.0,?,?,?,?,42.9,?,?,0.0,?,?,0.875,?,?,?,1.119,?,0.0,?,?,?,0.0,?,?,?,0.047,0.0,0.0,?,0.0,?,?,2.0,3.67,?,?,?,0.0,0.0,?
4.607,3.1517,?,?,0.0,?,?,?,?,2.0,?,0.0,3.118,?,?,?,?,?,?,?,?,1.214,?,0.0,?,?,?,?,?,0.0,1.544,?,2.0,?,?,?,2.537,0.0,?,?,?,?
?,3.1976,?,?,0.0,0.0,?,?,0.0,2.0,0.0,0.0,3.451,1.546,10.067,4.0,0.994,1.123,0.0,?,0.0,?,?,?,0.0,?,2.305,-0.002,?,0.0,2.0,?,2.0,?,?,3.729,?,?,8.364,?,?,2
?,?,3.0,?,0.0,?,?,?,?,1.0,?,?,?,0.861,?,2.0,?,1.099,?,?,?,?,?,?,?,?,2.307,?,0.0,0.0,?,?,4.0,?,?,?,2.9,?,?,?,?,?
?,?,?,0.0,0.0,0.0,2.0,?,?,?,0.0,0.0,?,?,?,2.0,?,1.117,?,?,0.0,?,1.0,?,0.0,?,?,?,0.0,10.288,?,0.0,0.0,0.0,?,3.671,?,?,?,?,0.0,2
4.869,?,?,0.0,0.0,?,?,?,1.0,?,?,0.0,3.404,1.528,?,?,?,1.123,?,?,?,1.22,1.0,?,?,?,?,0.004,?,10.337,1.945,0.0,2.0,0.0,?,?,?,0.0,8.362,?,?,?
5.156,?,?,0.0,?,?,4.0,?,?,6.0,0.0,-3.296,?,?,?,?,?,?,0.0,?,0.0,1.225,?,?,?,?,2.532,?,0.0,44.736,?,0.0,?,?,0.0,3.986,?,?,?,?,?,2
?,3.2754,?,0.0,0.0,0.0,?,40.0,?,?,0.0,-1.016,?,?,10.32,10.0,1.016,?,?,0.0,?,?,?,0.0,0.0,?,?,?,?,?,?,?,?,0.0,?,?,2.667,?,?,2.0,?,?
5.074,2.2282,0.0,0.0,0.0,?,?,?,?,4.0,?,?,4.037,?,10.658,?,1.003,?,0.0,?,0.0,1.243,?,0.0,0.0,?,2.355,?,?,24.332,?,?,?,?,?,?,?,?,?,?,0.0,2
5.072,3.1939,?,?,0.0,?,2.0,?,?,4.0,0.0,-1.165,3.808,?,10.379,?,1.015,1.117,?,?,?,1.235,1.0,?,?,?,?,?,?,23.409,3.342,?,0.0,0.0,?,?,?,?,?,2.0,?,?
4.876,3.0864,0.0,?,?,?,?,41.7,0.0,?,0.0,?,3.571,?,?,10.0,?,?,?,?,?,?,?,0.0,0.0,?,?,0.001,?,22.051,2.573,?,?,?,?,3.755,?,?,?,?,?,?
4.842,2.9844,?,0.0,?,?,?,?,?,?,0.0,?,3.39,?,?,4.0,0.998,1.121,0.0,0.0,0.0,?,1.0,?,?,0.0,?,0.004,?,10.482,2.113,0.0,?,0.0,?,?,2.611,?,?,?,?,?
?,2.8539,?,0.0,?,?,?,?,0.0,3.0,?,?,3.39,0.762,?,?,?,?,0.0,?,?,1.249,?,?,?,?,?,?,0.0,21.666,?,?,?,?,?,?,?,?,8.527,?,?,2
4.828,?,?,?,0.0,0.0,?,50.0,0.0,?,?,?,3.838,?,?,10.0,1.026,1.104,?,0.0,?,?,?,0.0,?,0.0,?,0.0,?,?,?,?,?,?,?,?,?,?,?,?,0.0,2
5.12,?,?,?,0.0,0.0,?,?,?,6.0,?,?,4.156,?,?,?,1.004,?,0.0,0.0,0.0,?,?,0.0,?,?,2.4,?,0.0,36.905,3.368,?,?,0.0,0.0,?,?,0.0,?,?,0.0,?
?,3.0836,0.0,?,?,?,?,?,?,2.0,?,-0.879,3.151,?,?,4.0,?,?,?,?,0.0,1.235,?,0.0,?,0.0,2.194,-0.026,?,10.201,?,?,?,?,1.0,?,?,?,?,0.0,0.0,?
?,?,?,?,?,0.0,?,41.2,?,2.0,2.0,?,3.249,?,9.882,?,1.024,1.127,?,?,0.0,1.219,?,?,0.0,?,?,0.015,?,10.271,?,?,1.0,2.0,3.0,?,?,?,?,?,?,2
4.951,?,0.0,0.0,?,?,?,?,2.0,?,0.0,-0.464,?,?,10.241,?,?,1.127,0.0,0.0,?,1.223,1.0,?,?,?,?,?,?,11.465,?,?,1.0,?,?,3.743,?,?,?,?,?,2
?,3.3133,?,?,?,?,?,?,0.0,3.0,?,?,?,?,?,7.0,?,?,?,?,?,1.207,?,?,0.0,0.0,2.267,?,?,?,?,?,1.0,?,?,?,?,?,?,0.0,?,2
?,?,?,?,?,?,2.0,?,?,?,?,-1.648,3.513,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.0,1.0,?,?,?,?,?,0.0,?
?,2.7876,?,?,?,0.0,?,?,1.0,?,?,?,3.678,2.125,10.281,?,1.016,?,0.0,0.0,?,?,?,?,0.0,0.0,?,?,?,22.67,3.549,?,1.0,?,?,3.718,?,?,8.635,0.0,?,?
5.31,?,?,0.0,?,?,1.0,?,?,?,0.0,?,3.425,?,?,6.0,?,?,?,?,?,?,1.0,0.0,?,?,2.288,?,0.0,?,?,?,1.0,?,?,?,3.258,0.0,?,0.0,?,?
?,2.2808,?,?,?,0.0,0.0,?,?,?,?,?,2.801,0.802,?,?,0.985,?,0.0,?,0.0,1.197,?,?,?,0.0,?,?,?,?,?,0.0,?,?,0.0,?,?,?,?,?,?,?
4.963,?,?,0.0,?,?,?,?,?,?,0.0,?,?,0.985,?,4.0,1.009,?,?,?,?,?,?,?,?,0.0,2.359,0.001,0.0,?,?,0.0,?,0.0,1.0,3.881,?,0.0,8.68,?,0.0,2
?,?,?,0.0,0.0,0.0,3.0,?,0.0,?,0.0,?,3.359,?,?,?,?,?,0.0,?,0.0,1.243,3.0,0.0,?,0.0,?,0.004,?,10.31,?,?,?,0.0,?,3.775,?,?,?,?,?,?
?,2.8449,?,?,?,?,?,41.7,0.0,?,1.0,?,2.898,?,9.183,2.0,?,?,?,?,?,1.254,1.0,0.0,?,?,2.101,-0.082,?,10.249,0.975,0.0,?,2.0,?,?,?,1.0,?,0.0,0.0,2
4.963,?,?,0.0,1.0,?,?,50.0,0.0,?,3.0,-0.995,?,?,10.277,?,1.02,1.108,?,0.0,?,1.277,?,0.0,?,?,2.359,?,?,?,1.762,0.0,?,?,1.0,3.899,2.667,?,8.702,?,0.0,?
?,?,0.0,0.0,0.0,?,?,?,?,?,?,-0.318,?,1.425,10.091,6.0,1.019,?,?,0.0,0.0,?,1.0,0.0,0.0,?,?,?,?,10.582,?,?,0.0,?,?,3.477,?,?,?,?,0.0,2
?,?,?,?,0.0,?,?,?,0.0,1.0,?,?,?,?,?,?,0.992,?,?,?,?,?,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,2.333,?,7.556,?,0.0,?
?,?,0.0,?,?,?,?,?,?,6.0,?,?,?,1.792,10.074,?,1.044,?,?,?,0.0,1.011,?,?,0.0,?,?,?,?,?,?,0.0,?,0.0,?,?,3.694,?,7.88,?,0.0,?
?,1.8975,?,0.0,?,0.0,?,?,?,?,?,-0.336,?,?,10.735,9.0,0.991,?,?,0.0,?,?,1.0,0.0,?,0.0,?,0.0,?,11.756,?,?,?,?,3.0,?,?,?,8.727,0.0,?,?
5.164,?,?,?,?,?,0.0,?,2.0,?,?,?,?,1.437,10.493,?,1.042,1.155,0.0,?,?,?,?,?,?,0.0,?,-0.001,?,10.741,?,?,0.0,?,?,3.551,3.256,?,8.338,?,?,?
3.732,?,0.0,0.0,?,?,?,22.2,?,?,2.0,0.0,?,?,8.16,?,?,?,0.0,0.0,?,?,?,?,0.0,?,?,?,0.0,?,?,0.0,?,?,?,2.89,?,?,6.675,?,?,?
?,?,?,?,2.0,0.0,?,30.8,2.0,0.0,2.0,?,3.545,?,9.522,?,?,1.145,0.0,?,0.0,?,?,?,?,?,1.97,?,0.0,0.0,6.909,?,0.0,2.0,1.0,?,?,?,7.749,0.0,?,?
?,?,0.0,?,?,?,?,?,2.0,?,?,0.0,?,3.792,?,?,?,1.141,0.0,?,?,?,0.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.0,8.228,?,?,?
4.235,2.7848,?,?,?,0.0,?,?,2.0,?,?,0.0,?,?,9.118,1.0,?,1.146,?,?,?,?,0.0,?,?,?,?,0.039,?,?,3.449,?,?,0.0,?,?,?,?,?,?,0.0,?
?,?,?,?,?,?,0.0,?,1.0,?,0.0,0.0,?,?,?,1.0,?,?,0.0,?,0.0,1.189,1.0,?,?,?,?,?,0.0,?,?,?,0.0,0.0,0.0,?,?,?,?,?,0.0,?
4.362,?,?,0.0,0.0,0.0,?,?,3.0,2.0,0.0,?,?,?,9.059,?,0.993,1.151,?,?,0.0,?,?,?,0.0,?,?,-0.074,?,0.0,?,?,?,?,2.0,?,?,0.0,?,?,0.0,2
?,?,0.0,0.0,?,?,?,?,?,1.0,0.0,1.188,2.812,?,?,?,?,1.134,0.0,?,?,1.258,?,?,0.0,?,?,0.135,?,?,?,?,0.0,?,?,3.467,2.619,?,?,0.0,?,?
4.0,?,0.0,?,?,?,0.0,?,?,?,?,?,?,0.811,?,?,?,?,0.0,0.0,?,?,?,0.0,0.0,?,1.732,?,0.0,9.0,1.0,?,?,?,?,3.304,?,?,?,?,?,2
?,?,?,0.0,?,0.0,0.0,32.8,?,4.0,?,?,?,?,10.675,?,?,?,?,0.0,0.0,1.193,?,0.0,?,0.0,?,?,?,?,15.507,?,0.0,?,0.0,?,1.889,?,?,?,?,2
4.534,?,?,0.0,?,?,?,32.4,4.0,4.0,?,-0.28,?,3.181,10.485,10.0,?,?,0.0,?,?,1.18,0.0,0.0,0.0,?,2.14,?,?,23.596,?,?,0.0,?,0.0,?,2.154,0.0,?,0.0,?,?
?,?,?,0.0,?,0.0,?,?,?,4.0,?,?,?,?,?,?,0.98,?,0.0,0.0,?,1.186,?,?,?,0.0,?,?,0.0,23.377,10.97,0.0,?,0.0,?,3.376,2.044,?,8.67,0.0,0.0,2
4.263,?,?,?,0.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.159,0.0,0.0,0.0,?,?,?,?,?,?,?,?,?,2.0,?,3.379,0.0,8.478,?,0.0,2
4.17,?,?,?,?,?,0.0,?,?,1.0,1.0,?,?,?,?,?,?,1.154,0.0,0.0,?,1.174,0.0,0.0,0.0,?,1.848,0.425,?,9.472,1.542,?,?,1.0,?,3.379,?,?,?,?,?,?
?,4.0313,0.0,?,1.0,?,?,31.3,?,2.0,0.0,0.159,3.39,?,?,5.0,?,?,0.0,?,?,?,?,0.0,?,?,?,0.004,?,?,?,0.0,?,?,?,?,?,1.0,8.131,?,?,2
4.347,3.4478,0.0,0.0,?,?,?,30.8,?,2.0,?,?,?,?,9.338,?,0.998,?,0.0,0.0,?,?,0.0,0.0,?,?,?,?,0.0,?,4.098,?,?,?,?,3.405,2.515,?,?,?,?,2
4.343,3.9399,0.0,0.0,0.0,?,?,?,?,4.0,?,-2.514,?,1.5,9.309,4.0,?,?,?,?,?,?,0.0,0.0,?,?,2.0,?,?,19.107,?,?,?,0.0,2.0,?,4.167,0.0,8.016,0.0,?,2
?,3.6148,?,?,?,0.0,?,25.0,1.0,3.0,?,-1.185,?,?,9.184,2.0,?,?,?,0.0,?,?,0.0,?,?,0.0,?,?,0.0,?,1.521,?,?,0.0,?,?,4.0,0.0,?,0.0,?,2
?,?,?,0.0,?,?,?,?,0.0,?,?,-2.845,3.138,?,9.666,5.0,?,?,?,0.0,?,?,?,0.0,?,?,2.117,0.053,?,?,2.428,?,?,0.0,3.0,3.49,4.241,?,?,?,?,2
?,?,?,?,?,?,0.0,?,1.0,?,0.0,?,?,?,?,?,?,?,?,?,?,?,0.0,?,?,0.0,?,-0.088,?,?,?,?,?,?,0.0,?,?,?,?,?,0.0,?
?,?,?,?,?,?,?,32.4,0.0,7.0,?,?,3.819,3.09,?,?,?,1.141,0.0,?,?,1.135,?,?,0.0,?,?,?,?,?,6.884,?,0.0,?,0.0,?,?,0.0,8.562,?,0.0,?
?,?,0.0,0.0,?,?,?,23.1,?,2.0,8.0,-1.384,?,1.73,?,?,?,1.173,?,?,?,1.117,?,?,?,?,2.194,-0.008,?,?,?,?,0.0,2.0,6.0,3.467,3.083,?,8.19,?,0.0,2
4.303,?,?,?,0.0,?,?,?,?,?,0.0,?,?,?,9.389,?,0.979,?,?,?,?,?,?,0.0,?,?,2.0,?,0.0,?,?,?,0.0,?,?,?,?,?,?,0.0,?,?
?,?,?,?,?,?,?,?,?,?,?,?,3.185,1.125,?,0.0,?,1.107,?,?,0.0,1.323,1.0,?,?,?,?,?,?,?,?,0.0,0.0,?,0.0,?,?,?,?,?,?,2
4.651,?,?,0.0,2.0,?,?,41.7,?,2.0,?,?,?,1.911,9.989,3.0,?,?,?,0.0,0.0,?,?,?,?,0.0,?,-0.002,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,2.7215,0.0,0.0,?,?,2.0,?,?,?,3.0,?,?,?,10.164,3.0,1.002,?,0.0,?,0.0,1.259,1.0,0.0,?,0.0,?,?,0.0,21.814,3.356,?,1.0,3.0,1.0,?,?,?,?,0.0,0.0,?
4.543,2.5935,?,?,2.0,?,1.0,40.9,1.0,1.0,?,?,?,1.705,?,1.0,?,?,0.0,0.0,0.0,?,?,0.0,0.0,0.0,?,-0.008,?,?,2.905,?,?,2.0,?,?,?,?,8.223,?,0.0,2
?,1.8048,?,?,?,?,?,36.2,1.0,?,?,0.0,3.874,?,10.213,?,?,?,?,?,0.0,?,?,0.0,?,?,?,?,?,0.0,8.143,?,1.0,0.0,1.0,?,?,0.0,?,?,?,?
?,?,0.0,?,?,?,?,42.9,?,2.0,0.0,0.0,3.025,0.875,?,4.0,?,?,?,0.0,?,1.209,?,0.0,?,?,2.17,0.047,?,0.0,1.14,?,?,?,2.0,?,?,?,8.003,?,?,?
?,?,0.0,?,?,0.0,?,?,2.0,?,0.0,?,3.217,?,9.882,?,0.987,1.114,0.0,?,?,1.294,?,?,0.0,0.0,?,?,0.0,?,?,0.0,0.0,?,0.0,3.695,?,0.0,?,0.0,?,?
?,2.4853,?,0.0,0.0,0.0,2.0,?,4.0,4.0,?,-0.892,?,2.972,?,12.0,0.984,1.133,?,0.0,?,?,?,?,0.0,?,2.351,?,?,?,?,0.0,0.0,0.0,0.0,?,?,?,8.984,?,0.0,2
?,3.2502,?,0.0,0.0,0.0,2.0,?,0.0,4.0,?,?,?,?,10.136,?,?,?,?,?,?,1.194,?,0.0,?,?,2.288,?,0.0,20.766,2.011,?,0.0,0.0,?,?,?,?,?,0.0,0.0,?
4.844,?,?,0.0,0.0,0.0,3.0,50.0,0.0,?,0.0,?,?,?,?,9.0,1.015,1.104,?,0.0,?,?,?,0.0,?,0.0,2.286,0.0,?,?,?,0.0,?,?,1.0,3.736,?,0.0,8.765,?,0.0,?
4.77,?,?,0.0,?,0.0,?,?,?,?,?,?,3.131,?,?,?,?,?,?,?,?,?,?,0.0,0.0,?,?,?,0.0,0.0,?,?,?,?,0.0,3.533,1.75,0.0,?,0.0,0.0,2
?,?,0.0,0.0,2.0,0.0,?,?,?,?,4.0,?,3.343,?,9.971,0.0,?,1.141,?,0.0,0.0,?,2.0,0.0,?,?,?,?,?,?,2.829,?,?,?,?,?,?,?,?,?,0.0,2
?,?,?,0.0,0.0,?,3.0,45.7,?,?,?,0.0,?,?,10.642,12.0,?,?,0.0,?,?,?,3.0,0.0,?,?,2.236,?,?,?,?,?,?,?,?,?,?,0.0,?,0.0,0.0,2
?,?,?,?,?,?,?,?,?,?,?,?,3.233,?,?,?,1.011,?,?,?,0.0,?,?,?,?,?,?,?,0.0,10.219,?,0.0,?,?,?,?,?,?,?,?,0.0,2
?,?,?,?,0.0,0.0,?,54.5,?,0.0,?,0.0,4.043,?,?,0.0,?,?,0.0,?,?,?,2.0,?,?,0.0,2.3,?,?,?,?,?,?,?,0.0,?,?,?,11.612,?,1.0,2
?,?,?,0.0,0.0,0.0,0.0,33.3,?,?,0.0,?,2.566,0.929,?,?,1.047,1.139,0.0,?,?,1.127,1.0,0.0,?,?,?,-0.239,?,9.677,?,?,?,?,0.0,3.454,?,0.0,7.487,?,0.0,?
4.414,3.0463,?,?,0.0,0.0,?,?,?,?,0.0,?,2.895,?,?,?,?,?,?,?,0.0,1.241,1.0,?,?,0.0,2.152,?,?,?,1.496,0.0,?,?,?,3.637,2.667,0.0,7.872,0.0,?,2
?,2.6696,?,?,?,?,?,?,?,?,0.0,?,?,0.862,?,?,?,1.139,?,?,?,1.166,?,?,?,0.0,?,?,?,10.021,?,?,?,?,?,?,2.778,?,?,0.0,0.0,?
?,?,?,0.0,?,0.0,?,35.3,?,?,?,?,3.12,?,?,6.0,1.03,1.135,?,0.0,?,1.19,1.0,?,0.0,0.0,2.288,?,?,?,1.585,?,?,?,?,?,3.019,?,?,0.0,?,?
?,2.9065,0.0,?,?,0.0,?,?,1.0,3.0,?,?,2.875,0.917,?,?,1.049,?,0.0,0.0,?,1.119,?,?,?,0.0,2.199,?,?,?,1.101,0.0,?,?,?,3.512,?,?,7.713,0.0,?,?
4.882,3.3902,0.0,0.0,?,0.0,?,41.2,?,?,?,?,3.459,1.258,?,?,1.069,?,?,?,?,1.179,?,?,?,?,2.288,?,?,20.641,?,?,?,4.0,?,?,?,?,?,?,0.0,?
