@relation dataset

@attribute mssubclass real
@attribute mszoning {0, 1, 2, 3, 4}
@attribute lotarea real
@attribute street {0, 1}
@attribute lotshape {0, 1, 2, 3}
@attribute landcontour {0, 1, 2, 3}
@attribute utilities {0, 1}
@attribute lotconfig {0, 1, 2, 3, 4}
@attribute landslope {0, 1, 2}
@attribute bldgtype {0, 1, 2, 3, 4}
@attribute overallqual real
@attribute overallcond real
@attribute yearbuilt real
@attribute yearremodadd real
@attribute roofstyle {0, 1, 2, 3, 4, 5}
@attribute roofmatl {0, 1, 2, 3, 4, 5, 6, 7}
@attribute masvnrtype {0, 1, 2, 3}
@attribute masvnrarea real
@attribute exterqual {0, 1, 2, 3}
@attribute extercond {0, 1, 2, 3}
@attribute foundation {0, 1, 2, 3, 4}
@attribute bsmtqual {0, 1, 2, 3}
@attribute bsmtcond {0, 1, 2, 3}
@attribute bsmtexposure {0, 1, 2, 3}
@attribute bsmtfintype1 {0, 1, 2, 3, 4, 5}
@attribute bsmtfinsf1 real
@attribute bsmtfintype2 {0, 1, 2, 3, 4, 5}
@attribute bsmtfinsf2 real
@attribute bsmtunfsf real
@attribute totalbsmtsf real
@attribute heating {0, 1, 2, 3}
@attribute heatingqc {0, 1, 2, 3, 4}
@attribute centralair {0, 1}
@attribute electrical {0, 1, 2, 3, 4}
@attribute 1stflrsf real
@attribute 2ndflrsf real
@attribute lowqualfinsf real
@attribute grlivarea real
@attribute bsmtfullbath real
@attribute bsmthalfbath real
@attribute fullbath real
@attribute halfbath real
@attribute bedroomabvgr real
@attribute kitchenabvgr real
@attribute kitchenqual {0, 1, 2, 3}
@attribute totrmsabvgrd real
@attribute functional {0, 1, 2, 3, 4, 5, 6}
@attribute fireplaces real
@attribute garagetype {0, 1, 2, 3, 4, 5}
@attribute garageyrblt real
@attribute garagefinish {0, 1, 2}
@attribute garagecars real
@attribute garagearea real
@attribute garagequal {0, 1, 2, 3, 4}
@attribute garagecond {0, 1, 2, 3, 4}
@attribute paveddrive {0, 1, 2}
@attribute wooddecksf real
@attribute openporchsf real
@attribute enclosedporch real
@attribute 3ssnporch real
@attribute screenporch real
@attribute poolarea real
@attribute miscval real
@attribute yrsold {2006, 2007, 2008, 2009, 2010}
@attribute saletype {0, 1, 2, 3, 4, 5, 6, 7, 8}
@attribute salecondition {0, 1, 2, 3, 4, 5}
@attribute saleprice real


@data
20.0,?,?,1,?,?,?,4,0,?,8.0,5.0,2004.0,?,1,?,?,?,2,?,2,2,?,?,?,1464.0,5,0.0,536.0,?,0,?,1,?,2000.0,0.0,0.0,?,?,0.0,?,0.0,?,?,?,?,?,?,1,2004.0,0,3.0,888.0,4,4,2,?,0.0,0.0,?,?,0.0,?,?,?,4,?
?,3,?,?,3,?,0,4,?,0,?,?,?,1991.0,1,?,1,246.0,?,3,?,2,3,?,?,?,5,0.0,0.0,?,?,?,1,4,1122.0,1121.0,0.0,?,?,?,?,1.0,?,?,2,8.0,?,?,1,1990.0,1,3.0,?,4,?,?,127.0,?,224.0,0.0,?,?,0.0,2007,8,4,?
30.0,?,?,1,?,?,?,?,?,0,4.0,5.0,1940.0,?,?,1,?,?,3,?,1,?,?,?,?,?,5,0.0,?,?,0,0,1,?,861.0,0.0,?,?,?,?,?,?,1.0,1.0,?,4.0,6,0.0,?,1961.0,2,?,539.0,4,?,2,?,?,0.0,?,?,?,0.0,2009,8,?,?
?,?,?,?,?,3,?,4,0,?,9.0,?,2003.0,2004.0,1,?,?,?,2,?,2,0,?,?,?,?,5,0.0,622.0,?,?,?,1,4,?,0.0,0.0,?,?,0.0,?,0.0,3.0,?,?,?,?,3.0,1,?,?,?,708.0,?,4,?,208.0,?,?,0.0,?,?,?,2006,8,?,360000.0
?,3,7685.0,1,0,?,0,?,?,0,6.0,5.0,?,?,1,1,?,112.0,3,3,?,2,?,?,0,?,?,?,?,697.0,?,2,1,?,?,?,0.0,1501.0,?,0.0,?,1.0,?,?,2,6.0,?,?,1,?,?,?,420.0,?,4,2,?,63.0,?,0.0,0.0,?,0.0,?,8,4,?
20.0,?,?,1,?,?,0,?,?,0,?,?,?,2002.0,?,1,?,?,3,2,?,?,3,3,0,680.0,?,0.0,292.0,?,0,0,1,?,?,?,?,972.0,?,0.0,?,?,?,1.0,3,5.0,?,1.0,?,?,2,1.0,?,4,4,2,0.0,?,?,0.0,?,?,0.0,2009,?,4,132000.0
?,4,7800.0,1,3,?,?,?,?,1,?,7.0,?,1950.0,?,1,?,0.0,3,3,1,2,3,2,?,507.0,5,0.0,286.0,?,0,?,1,?,793.0,325.0,0.0,?,?,?,?,0.0,?,?,3,?,6,?,?,?,2,?,?,4,4,?,?,0.0,?,?,?,0.0,?,2006,?,4,119900.0
?,3,215245.0,?,2,?,0,?,?,?,?,?,1965.0,?,3,1,?,?,?,3,1,?,3,1,0,1236.0,4,820.0,?,?,?,4,1,?,?,0.0,0.0,?,?,0.0,?,?,?,?,?,?,?,2.0,1,?,1,?,513.0,?,?,2,0.0,?,0.0,0.0,0.0,0.0,?,?,?,?,375000.0
70.0,4,?,?,?,?,0,?,0,0,?,7.0,?,?,1,1,2,0.0,3,?,?,?,1,?,?,?,5,0.0,712.0,728.0,0,0,?,4,832.0,?,?,1641.0,?,?,1.0,?,?,?,?,?,?,?,5,?,2,?,546.0,?,4,?,?,0.0,?,?,?,?,0.0,?,8,4,178000.0
?,3,?,1,?,3,?,4,0,0,7.0,5.0,?,?,?,?,?,0.0,2,3,2,?,3,?,?,425.0,5,?,?,716.0,?,0,?,4,716.0,716.0,?,?,1.0,0.0,2.0,?,3.0,1.0,2,6.0,?,1.0,1,?,?,2.0,?,4,?,?,?,?,?,?,?,?,0.0,?,8,?,188500.0
60.0,?,?,?,0,?,?,0,?,0,?,?,1980.0,1980.0,1,1,?,278.0,?,?,1,?,3,?,2,?,5,?,?,?,?,?,?,?,?,1200.0,?,2353.0,1.0,0.0,2.0,?,?,?,0,10.0,6,?,?,?,1,2.0,?,4,4,2,?,195.0,0.0,?,0.0,?,0.0,?,8,4,260000.0
60.0,?,9000.0,?,?,?,0,4,?,0,8.0,5.0,2006.0,?,?,?,2,0.0,2,?,2,?,3,?,5,?,5,0.0,?,1088.0,0,?,1,?,?,?,0.0,?,?,0.0,2.0,1.0,?,?,?,8.0,6,1.0,?,?,?,3.0,1025.0,?,?,2,?,?,0.0,0.0,0.0,?,0.0,?,8,4,?
?,?,9900.0,1,?,?,0,?,1,?,?,5.0,?,?,1,1,?,256.0,2,?,?,2,3,?,?,987.0,5,0.0,360.0,?,?,?,?,?,?,1274.0,?,?,?,0.0,2.0,?,4.0,?,?,9.0,6,1.0,1,?,?,?,656.0,4,?,2,?,60.0,?,0.0,?,0.0,?,?,?,?,?
?,3,14115.0,1,?,3,0,?,?,?,?,5.0,1980.0,?,?,?,?,?,?,3,1,?,?,?,?,1036.0,5,0.0,336.0,1372.0,?,?,?,?,?,0.0,0.0,?,1.0,?,2.0,?,3.0,?,?,?,6,?,1,1980.0,?,2.0,588.0,4,?,?,?,48.0,?,0.0,0.0,0.0,?,2009,8,4,?
?,3,16259.0,?,?,?,0,?,?,?,?,?,?,2006.0,1,?,3,?,?,?,2,?,?,0,5,0.0,5,0.0,1249.0,?,0,?,1,4,?,?,0.0,2596.0,?,?,?,?,4.0,1.0,?,9.0,?,?,?,2006.0,?,3.0,840.0,4,4,?,240.0,?,0.0,0.0,0.0,?,0.0,?,6,?,?
60.0,?,12099.0,?,?,3,?,4,?,?,8.0,5.0,?,2004.0,?,?,1,?,?,?,2,?,?,?,?,?,5,?,166.0,1136.0,0,0,?,?,1136.0,1332.0,0.0,?,1.0,0.0,2.0,?,4.0,1.0,?,10.0,6,1.0,3,?,0,?,872.0,4,?,?,184.0,?,0.0,0.0,0.0,0.0,0.0,?,?,?,354000.0
?,3,10380.0,?,?,?,0,4,?,?,7.0,5.0,1986.0,?,?,?,1,?,?,3,1,?,?,?,?,28.0,0,?,?,1502.0,0,?,?,?,1553.0,1177.0,?,?,1.0,0.0,?,1.0,?,?,2,?,6,1.0,?,1987.0,?,2.0,?,4,?,?,?,96.0,?,0.0,0.0,?,?,?,8,4,?
20.0,4,5820.0,?,3,?,0,?,?,0,3.0,8.0,1955.0,?,1,?,?,0.0,3,?,?,?,3,?,?,?,5,0.0,?,1162.0,?,0,?,4,?,0.0,?,1163.0,?,?,1.0,0.0,3.0,?,3,6.0,?,?,?,?,2,1.0,?,?,4,?,142.0,98.0,?,?,0.0,?,?,?,8,4,?
80.0,3,?,?,3,?,0,0,?,?,7.0,?,1967.0,2007.0,4,6,?,300.0,2,2,?,?,3,?,5,0.0,5,0.0,?,?,0,0,1,?,1898.0,1080.0,0.0,?,0.0,?,2.0,1.0,5.0,?,2,11.0,6,1.0,3,1961.0,?,2.0,?,?,4,?,240.0,0.0,0.0,0.0,?,0.0,?,?,?,?,242000.0
45.0,4,?,?,3,3,?,?,?,0,5.0,?,1941.0,?,?,?,?,0.0,3,3,1,?,3,?,1,?,5,0.0,?,?,?,3,?,1,?,?,?,803.0,0.0,?,?,0.0,2.0,?,3,5.0,?,?,?,1941.0,?,?,?,4,?,2,?,0.0,?,0.0,0.0,0.0,?,2007,?,4,87000.0
120.0,?,10846.0,1,0,?,?,1,?,?,?,?,?,?,?,1,?,?,2,3,2,2,3,1,2,1619.0,5,0.0,100.0,1719.0,?,0,1,4,1719.0,0.0,0.0,1719.0,2.0,?,1.0,?,?,?,2,?,?,2.0,1,?,0,2.0,?,4,4,?,122.0,30.0,?,?,?,?,0.0,2008,?,4,324000.0
20.0,3,11600.0,1,3,?,?,?,?,?,?,5.0,1960.0,1960.0,3,?,?,?,?,?,1,?,3,?,?,565.0,5,?,?,?,?,4,1,?,1383.0,?,0.0,?,?,?,1.0,?,3.0,1.0,?,7.0,?,0.0,?,1960.0,1,1.0,?,?,4,?,0.0,45.0,0.0,?,?,0.0,0.0,?,?,?,?
75.0,3,?,1,?,0,0,?,?,?,?,6.0,1916.0,?,?,?,?,0.0,3,?,0,3,?,3,?,?,?,?,?,?,0,2,0,0,1445.0,?,?,2134.0,0.0,?,?,0.0,5.0,?,?,?,?,?,5,?,2,?,?,?,?,2,0.0,?,?,0.0,?,0.0,?,?,?,4,214500.0
70.0,4,6402.0,1,3,3,?,?,0,0,5.0,?,?,1950.0,?,?,2,0.0,3,3,?,3,?,2,?,0.0,5,0.0,?,596.0,?,4,?,?,596.0,?,?,1192.0,?,?,?,0.0,?,1.0,3,?,6,?,?,?,?,?,189.0,?,?,?,?,?,137.0,0.0,0.0,0.0,0.0,2009,8,4,?
90.0,3,?,1,?,3,?,4,0,?,?,4.0,?,1964.0,1,?,?,?,3,?,1,3,?,3,2,40.0,?,?,?,?,?,4,?,4,1728.0,0.0,0.0,1728.0,?,?,?,?,6.0,?,3,10.0,?,0.0,5,2002.0,2,?,352.0,?,?,2,155.0,?,?,0.0,0.0,0.0,0.0,?,?,4,?
20.0,3,?,?,3,?,?,?,?,0,5.0,6.0,1958.0,?,1,?,?,0.0,?,3,?,?,?,3,4,?,5,0.0,?,?,?,?,?,4,?,0.0,0.0,?,?,?,1.0,0.0,3.0,1.0,3,6.0,?,0.0,?,1958.0,?,1.0,308.0,4,?,?,0.0,0.0,0.0,0.0,0.0,0.0,?,2007,8,4,?
?,4,8198.0,1,3,3,0,?,0,4,?,?,2004.0,2004.0,1,?,?,146.0,?,3,?,2,?,?,?,?,?,0.0,?,1358.0,?,0,?,?,?,0.0,0.0,1358.0,1.0,0.0,2.0,0.0,2.0,?,?,?,6,?,1,?,1,2.0,484.0,4,?,?,?,30.0,?,?,?,?,?,2008,?,4,207000.0
60.0,?,?,?,0,?,0,4,?,0,6.0,?,?,1998.0,?,?,2,0.0,3,3,?,2,3,1,?,?,5,?,115.0,943.0,0,?,1,4,943.0,695.0,?,?,1.0,0.0,2.0,1.0,3.0,1.0,?,7.0,?,?,1,?,0,?,?,?,?,2,?,38.0,?,0.0,?,0.0,?,2008,?,?,192000.0
?,?,164660.0,0,?,?,?,0,?,1,5.0,6.0,?,?,1,?,2,?,?,?,?,3,?,?,?,?,1,147.0,103.0,1499.0,0,?,?,?,?,?,?,?,?,0.0,?,?,3.0,1.0,3,?,?,?,?,?,0,?,529.0,?,?,2,670.0,0.0,?,0.0,0.0,0.0,700.0,?,8,4,228950.0
20.0,?,14157.0,?,?,1,0,0,?,0,9.0,?,2005.0,?,3,?,3,200.0,2,3,?,0,3,?,2,1249.0,5,0.0,?,1922.0,0,?,?,4,?,0.0,0.0,?,?,?,?,?,3.0,1.0,?,?,6,1.0,1,2005.0,?,?,676.0,?,?,2,?,?,?,?,0.0,0.0,?,?,8,?,377426.0
20.0,?,?,?,?,?,?,4,0,0,?,?,2002.0,?,1,?,?,113.0,2,3,?,2,3,0,?,810.0,?,?,?,?,?,?,?,4,1536.0,0.0,?,1536.0,1.0,0.0,2.0,0.0,3.0,1.0,?,?,6,0.0,?,?,?,2.0,?,?,?,2,?,74.0,0.0,0.0,0.0,0.0,0.0,?,?,4,214000.0
?,?,?,1,3,3,0,?,?,0,?,?,?,1998.0,?,1,?,?,?,3,?,?,3,2,0,213.0,?,?,?,1208.0,?,0,1,4,?,0.0,?,1621.0,?,0.0,?,0.0,3.0,?,?,8.0,?,0.0,?,?,1,2.0,?,?,?,?,108.0,45.0,0.0,0.0,?,?,400.0,?,8,?,?
20.0,?,12400.0,1,?,?,?,4,?,?,?,?,1958.0,?,3,?,1,?,?,?,1,?,?,3,4,585.0,?,?,630.0,?,?,4,?,?,1215.0,?,0.0,?,0.0,?,?,?,?,1.0,?,6.0,?,0.0,?,?,2,1.0,?,4,4,2,0.0,?,?,0.0,234.0,?,?,?,?,?,155000.0
60.0,?,14191.0,?,3,?,?,?,0,?,8.0,?,2002.0,2002.0,1,?,?,0.0,?,?,2,?,3,3,?,?,?,0.0,?,?,0,0,?,4,993.0,915.0,?,1908.0,?,0.0,2.0,1.0,4.0,1.0,2,?,?,?,?,2002.0,?,2.0,431.0,4,?,2,135.0,?,?,?,?,0.0,?,2010,?,4,202900.0
20.0,?,8400.0,?,3,?,?,4,0,?,4.0,4.0,1950.0,?,1,?,2,0.0,?,?,1,?,0,3,5,0.0,5,0.0,?,721.0,0,?,?,?,841.0,0.0,?,?,0.0,0.0,?,?,?,1.0,?,?,?,?,?,?,2,1.0,294.0,4,?,?,?,0.0,24.0,?,0.0,?,0.0,2009,?,?,82000.0
?,?,8849.0,1,0,3,?,4,?,?,?,5.0,2005.0,?,?,1,?,616.0,?,3,2,?,3,3,?,28.0,5,?,1656.0,?,0,?,?,?,1684.0,0.0,?,?,?,?,?,?,?,1.0,?,?,6,1.0,?,2005.0,1,?,?,4,4,2,?,72.0,?,0.0,0.0,0.0,?,2008,8,?,?
?,?,?,1,3,?,?,?,?,4,?,?,1976.0,1976.0,?,?,2,?,?,?,1,?,?,3,?,129.0,?,?,175.0,?,0,4,1,4,?,?,?,1112.0,?,?,?,?,3.0,?,?,?,6,0.0,1,1976.0,2,?,?,4,4,2,182.0,?,0.0,?,?,?,?,?,8,4,?
50.0,?,6435.0,1,3,3,0,4,?,0,?,?,?,?,?,?,?,0.0,3,?,?,3,3,?,5,?,5,0.0,?,?,?,2,1,?,?,605.0,0.0,1577.0,0.0,0.0,?,?,3.0,?,1,6.0,6,?,?,1939.0,?,?,?,4,?,2,0.0,?,?,0.0,?,0.0,0.0,?,8,4,?
20.0,3,?,1,?,?,0,1,0,0,?,8.0,?,1998.0,?,1,2,?,3,?,1,3,?,?,?,?,?,0.0,460.0,958.0,0,4,1,?,958.0,?,?,958.0,?,?,1.0,?,?,?,3,5.0,6,0.0,1,?,1,1.0,301.0,4,4,?,?,0.0,?,0.0,?,?,15500.0,2007,?,?,151500.0
20.0,3,17600.0,?,0,3,0,4,?,?,6.0,5.0,1960.0,?,1,1,1,30.0,?,3,?,3,3,?,?,?,?,0.0,?,1478.0,0,0,?,0,?,?,0.0,?,1.0,0.0,?,0.0,3.0,1.0,?,6.0,?,2.0,?,?,2,?,?,4,4,?,0.0,?,?,0.0,?,?,0.0,2009,?,4,157500.0
?,3,?,?,?,?,0,4,?,3,7.0,5.0,2003.0,2004.0,?,?,3,106.0,2,3,2,?,3,?,2,?,?,0.0,191.0,?,0,0,1,?,?,?,?,?,1.0,?,2.0,?,2.0,1.0,?,?,6,0.0,3,?,1,2.0,?,?,4,?,0.0,?,?,0.0,?,0.0,0.0,?,?,4,?
?,3,?,1,?,3,0,?,?,0,9.0,?,?,2006.0,?,1,1,870.0,0,?,2,0,3,3,2,?,5,0.0,?,1848.0,?,0,1,?,?,?,0.0,?,1.0,0.0,?,?,?,1.0,0,10.0,6,?,?,?,0,3.0,?,?,?,?,0.0,?,?,?,?,?,0.0,2006,6,?,437154.0
?,?,?,?,0,?,?,4,0,4,?,?,?,2007.0,?,1,1,?,?,?,?,0,?,?,?,0.0,?,0.0,1869.0,?,?,0,?,4,1869.0,0.0,0.0,?,?,0.0,?,0.0,2.0,1.0,?,?,6,1.0,?,2007.0,?,2.0,617.0,?,4,?,210.0,54.0,0.0,?,?,?,0.0,2007,6,5,?
?,3,?,?,0,2,0,?,?,0,7.0,?,?,?,?,?,?,?,3,?,2,2,3,?,2,1082.0,5,0.0,?,1453.0,?,?,?,?,?,0.0,?,?,1.0,0.0,1.0,?,2.0,?,?,?,?,?,?,1986.0,?,?,445.0,?,?,?,0.0,?,?,0.0,?,0.0,?,2006,8,0,190000.0
50.0,3,9084.0,?,3,3,?,?,?,?,5.0,?,?,?,1,?,2,0.0,?,3,?,?,?,2,3,?,?,?,0.0,616.0,?,?,?,?,616.0,495.0,0.0,1111.0,0.0,?,1.0,0.0,3.0,1.0,?,5.0,6,?,5,?,?,?,200.0,4,?,?,?,0.0,?,?,?,0.0,?,?,5,4,?
?,4,8520.0,?,?,?,?,?,0,?,?,?,?,?,?,1,2,?,3,2,?,?,?,?,5,0.0,?,0.0,?,624.0,0,?,?,?,720.0,?,0.0,720.0,?,0.0,1.0,0.0,?,1.0,3,?,6,0.0,5,2005.0,2,?,484.0,?,?,?,?,0.0,0.0,0.0,?,0.0,?,2010,?,?,?
50.0,?,8400.0,?,?,0,?,?,?,0,6.0,5.0,?,2000.0,1,1,?,?,3,3,?,?,3,?,3,388.0,5,?,552.0,940.0,?,?,?,?,?,403.0,?,1595.0,?,?,1.0,?,2.0,1.0,3,?,?,2.0,1,1940.0,2,1.0,?,?,?,?,?,0.0,?,?,0.0,0.0,?,?,?,?,140000.0
?,3,11249.0,?,?,?,?,?,?,?,6.0,5.0,1995.0,?,?,1,2,0.0,?,?,2,?,?,3,0,334.0,?,544.0,?,?,0,0,1,?,?,?,0.0,1200.0,?,?,?,0.0,3.0,1.0,?,6.0,?,?,1,?,?,2.0,?,4,?,2,0.0,26.0,?,?,0.0,0.0,?,2007,?,4,177500.0
20.0,3,?,?,0,?,0,?,0,?,?,6.0,?,?,1,1,1,?,3,?,2,?,3,?,?,560.0,5,0.0,598.0,1158.0,?,2,1,?,?,0.0,?,?,?,?,?,?,?,1.0,?,?,?,0.0,?,?,1,2.0,?,4,?,?,120.0,?,0.0,?,0.0,?,0.0,?,8,?,?
?,?,4224.0,?,?,?,?,4,0,?,5.0,?,1976.0,1976.0,1,?,2,?,3,?,2,2,3,3,?,?,5,0.0,268.0,1142.0,?,4,1,4,?,?,?,?,?,0.0,?,1.0,3.0,1.0,3,?,6,1.0,?,?,0,2.0,528.0,?,4,2,?,90.0,0.0,?,?,?,?,?,8,4,134000.0
80.0,?,6930.0,?,0,?,0,4,0,0,5.0,?,1958.0,?,3,?,1,120.0,3,?,?,3,3,?,?,300.0,?,?,?,1062.0,?,?,1,1,?,?,0.0,1352.0,0.0,1.0,1.0,?,?,?,?,?,?,0.0,?,?,?,1.0,288.0,4,4,?,168.0,0.0,294.0,0.0,?,0.0,0.0,2006,?,0,?
?,3,?,1,?,?,0,?,0,?,?,?,1998.0,?,?,?,?,?,2,3,?,2,?,0,?,?,?,0.0,130.0,?,0,?,1,?,?,?,?,?,1.0,?,2.0,?,?,1.0,?,?,?,1.0,?,1998.0,1,2.0,?,4,?,?,208.0,?,0.0,?,374.0,?,0.0,?,8,4,280000.0
?,3,7540.0,?,?,?,?,?,?,0,?,6.0,1978.0,?,1,?,?,?,?,?,?,2,?,?,?,?,?,0.0,115.0,888.0,0,0,?,?,912.0,?,0.0,912.0,1.0,0.0,?,0.0,?,1.0,?,?,?,?,?,?,1,2.0,?,?,4,2,0.0,?,0.0,0.0,192.0,0.0,0.0,?,8,?,?
?,?,?,?,?,?,?,4,0,0,5.0,?,?,?,1,?,2,?,?,3,1,3,3,3,?,?,?,0.0,?,?,0,2,1,4,988.0,517.0,?,1505.0,1.0,?,1.0,?,?,1.0,?,8.0,?,?,5,1940.0,?,?,240.0,?,4,0,0.0,0.0,?,?,?,0.0,?,?,8,?,?
160.0,4,1680.0,?,3,?,0,4,0,3,?,?,1972.0,2007.0,?,1,1,?,?,3,1,?,?,3,?,162.0,5,0.0,321.0,483.0,0,?,?,4,?,?,0.0,?,?,0.0,?,1.0,2.0,1.0,2,5.0,6,?,5,?,?,?,?,?,?,2,?,?,?,?,?,?,0.0,2009,8,?,?
60.0,3,18800.0,1,?,3,0,?,?,?,?,5.0,?,?,1,1,?,?,?,3,2,2,3,2,2,?,?,?,84.0,796.0,?,4,?,?,790.0,784.0,0.0,1574.0,1.0,0.0,?,?,?,1.0,3,6.0,6,1.0,?,?,0,2.0,566.0,?,?,?,306.0,?,0.0,?,0.0,?,?,?,8,4,190000.0
?,?,10690.0,?,?,?,0,?,?,?,?,7.0,1920.0,1997.0,3,1,?,0.0,?,2,?,?,?,?,4,?,?,0.0,?,?,?,?,?,0,672.0,?,0.0,1344.0,0.0,?,1.0,0.0,3.0,1.0,?,6.0,?,?,?,1964.0,2,?,?,?,?,?,0.0,128.0,218.0,?,?,?,?,2009,8,?,?
?,?,9500.0,1,?,?,?,4,0,?,?,?,?,?,1,1,?,247.0,?,3,?,?,3,?,1,609.0,5,?,?,?,?,?,?,?,?,?,?,?,?,0.0,1.0,?,?,1.0,?,6.0,?,?,?,?,1,2.0,?,4,4,?,0.0,76.0,?,0.0,185.0,?,0.0,2009,8,?,?
?,?,?,?,0,3,?,?,0,?,?,5.0,?,1962.0,?,5,1,305.0,?,?,1,?,3,?,2,?,?,0.0,728.0,1099.0,?,2,?,4,1431.0,?,?,1431.0,0.0,?,?,?,?,1.0,3,?,6,?,2,?,1,1.0,296.0,?,4,2,64.0,110.0,0.0,?,0.0,?,0.0,2008,8,4,165000.0
?,?,7800.0,?,3,3,0,4,?,?,5.0,?,1954.0,?,?,1,?,?,?,?,2,?,3,?,?,?,5,0.0,728.0,1268.0,0,2,?,4,1268.0,?,?,?,?,0.0,?,0.0,?,?,3,?,6,1.0,?,?,0,?,244.0,4,?,2,0.0,98.0,0.0,?,0.0,0.0,0.0,?,?,?,?
20.0,?,?,1,?,3,?,0,?,?,?,7.0,?,?,?,1,2,?,3,?,?,3,3,3,0,72.0,?,?,?,1063.0,0,0,?,?,1287.0,?,0.0,?,1.0,?,?,0.0,?,1.0,?,7.0,6,?,5,1997.0,?,2.0,576.0,4,?,2,?,17.0,0.0,0.0,182.0,0.0,0.0,2010,8,?,?
60.0,?,8121.0,?,0,?,?,?,?,?,6.0,5.0,2000.0,2000.0,1,1,2,0.0,?,?,?,2,3,?,5,?,5,0.0,953.0,?,0,0,?,4,?,711.0,0.0,?,0.0,?,?,?,?,?,?,7.0,?,?,?,2000.0,1,?,460.0,4,4,?,?,40.0,?,0.0,?,0.0,?,?,8,?,172400.0
120.0,3,?,1,3,?,0,4,?,4,?,5.0,1984.0,1984.0,?,?,2,0.0,?,?,1,2,3,?,0,?,?,?,0.0,?,0,?,1,4,?,?,0.0,?,?,?,?,0.0,?,1.0,3,4.0,6,?,?,?,2,?,264.0,?,?,2,?,0.0,?,0.0,?,0.0,0.0,2010,?,4,?
20.0,3,10634.0,?,3,?,?,?,?,?,5.0,6.0,1953.0,1953.0,?,1,2,?,3,3,?,?,?,3,?,428.0,3,?,0.0,608.0,0,?,1,?,1319.0,?,0.0,?,?,?,1.0,?,3.0,?,3,5.0,?,?,1,1953.0,2,?,?,?,4,2,?,?,?,0.0,?,0.0,?,?,?,?,123000.0
?,?,8200.0,1,?,?,0,?,?,0,?,?,?,2004.0,1,1,?,0.0,2,3,?,2,3,3,5,?,?,?,847.0,?,?,0,1,4,?,?,?,?,0.0,?,?,1.0,?,?,2,?,?,?,?,?,?,?,434.0,?,4,?,?,?,0.0,0.0,0.0,0.0,?,2007,?,?,?
85.0,?,?,?,0,?,?,?,?,?,?,5.0,?,1996.0,1,?,2,?,2,?,?,?,?,0,2,298.0,?,0.0,?,870.0,?,0,1,?,914.0,?,0.0,914.0,0.0,?,?,0.0,?,1.0,3,?,?,0.0,5,1998.0,?,2.0,576.0,4,?,?,?,0.0,0.0,0.0,0.0,0.0,?,2006,8,4,?
60.0,?,11143.0,1,0,3,?,0,0,?,8.0,5.0,2004.0,?,?,?,2,?,2,?,2,2,3,3,?,?,5,0.0,?,1580.0,?,0,1,4,1580.0,?,?,2466.0,0.0,0.0,?,0.0,4.0,1.0,?,?,6,1.0,?,2004.0,?,?,?,4,?,?,?,?,0.0,0.0,?,?,?,?,8,?,340000.0
20.0,3,?,?,?,3,0,0,0,0,?,2.0,2010.0,2010.0,3,?,?,?,2,?,?,0,?,0,2,?,?,0.0,411.0,1856.0,?,0,?,?,?,?,?,?,1.0,?,?,?,?,1.0,0,8.0,?,?,?,?,?,?,834.0,?,?,?,113.0,0.0,?,?,0.0,?,?,2010,6,5,?
?,?,8123.0,?,0,?,?,4,?,0,?,?,2000.0,2000.0,?,?,?,16.0,3,3,?,?,3,?,?,?,?,?,982.0,982.0,?,?,?,?,1007.0,?,0.0,?,?,0.0,?,1.0,3.0,1.0,?,?,?,?,?,2000.0,0,?,?,4,?,2,?,63.0,?,0.0,?,?,?,?,?,?,?
50.0,?,5000.0,1,?,3,?,4,0,?,5.0,6.0,?,1950.0,1,1,?,?,?,3,?,3,?,3,3,218.0,5,0.0,?,?,?,4,?,4,?,?,?,?,?,0.0,?,?,3.0,?,2,6.0,?,?,5,1924.0,2,1.0,308.0,4,4,?,?,?,?,0.0,0.0,?,?,?,8,4,?
20.0,?,7200.0,?,3,?,0,?,0,?,7.0,5.0,?,2006.0,?,1,?,?,?,?,?,?,1,3,5,?,5,0.0,1293.0,1293.0,?,0,?,?,1301.0,0.0,?,?,?,?,2.0,0.0,?,?,2,5.0,6,1.0,?,2006.0,1,?,?,4,4,?,216.0,?,?,?,0.0,0.0,?,2006,6,5,?
?,?,9245.0,?,0,3,?,?,0,0,?,?,2006.0,2006.0,?,1,2,0.0,?,?,2,?,3,0,?,0.0,5,0.0,939.0,?,?,0,1,4,?,858.0,?,?,0.0,?,?,?,3.0,1.0,2,?,6,?,?,?,1,2.0,639.0,?,?,?,?,?,?,0.0,?,?,?,2007,?,?,213500.0
45.0,?,?,1,?,?,?,0,?,0,?,?,1928.0,1950.0,1,1,?,?,?,?,0,?,0,3,5,0.0,5,0.0,784.0,?,?,?,?,?,784.0,0.0,0.0,784.0,0.0,?,?,0.0,2.0,1.0,?,?,6,?,5,?,?,2.0,?,1,1,0,?,0.0,?,0.0,?,0.0,0.0,?,8,?,76000.0
60.0,?,53107.0,?,1,?,0,0,?,0,6.0,?,?,1992.0,1,1,?,?,2,?,2,2,?,?,2,985.0,5,0.0,595.0,?,?,0,1,?,1079.0,874.0,0.0,?,?,?,2.0,?,?,?,2,?,?,2.0,?,?,?,2.0,?,?,?,?,?,?,?,0.0,0.0,?,0.0,2007,8,?,240000.0
