@relation dataset

@attribute mssubclass real
@attribute mszoning {0, 1, 2, 3, 4}
@attribute lotarea real
@attribute street {0, 1}
@attribute lotshape {0, 1, 2, 3}
@attribute landcontour {0, 1, 2, 3}
@attribute utilities {0, 1}
@attribute lotconfig {0, 1, 2, 3, 4}
@attribute landslope {0, 1, 2}
@attribute bldgtype {0, 1, 2, 3, 4}
@attribute overallqual real
@attribute overallcond real
@attribute yearbuilt real
@attribute yearremodadd real
@attribute roofstyle {0, 1, 2, 3, 4, 5}
@attribute roofmatl {0, 1, 2, 3, 4, 5, 6, 7}
@attribute masvnrtype {0, 1, 2, 3}
@attribute masvnrarea real
@attribute exterqual {0, 1, 2, 3}
@attribute extercond {0, 1, 2, 3}
@attribute foundation {0, 1, 2, 3, 4}
@attribute bsmtqual {0, 1, 2, 3}
@attribute bsmtcond {0, 1, 2, 3}
@attribute bsmtexposure {0, 1, 2, 3}
@attribute bsmtfintype1 {0, 1, 2, 3, 4, 5}
@attribute bsmtfinsf1 real
@attribute bsmtfintype2 {0, 1, 2, 3, 4, 5}
@attribute bsmtfinsf2 real
@attribute bsmtunfsf real
@attribute totalbsmtsf real
@attribute heating {0, 1, 2, 3}
@attribute heatingqc {0, 1, 2, 3, 4}
@attribute centralair {0, 1}
@attribute electrical {0, 1, 2, 3, 4}
@attribute 1stflrsf real
@attribute 2ndflrsf real
@attribute lowqualfinsf real
@attribute grlivarea real
@attribute bsmtfullbath real
@attribute bsmthalfbath real
@attribute fullbath real
@attribute halfbath real
@attribute bedroomabvgr real
@attribute kitchenabvgr real
@attribute kitchenqual {0, 1, 2, 3}
@attribute totrmsabvgrd real
@attribute functional {0, 1, 2, 3, 4, 5, 6}
@attribute fireplaces real
@attribute garagetype {0, 1, 2, 3, 4, 5}
@attribute garageyrblt real
@attribute garagefinish {0, 1, 2}
@attribute garagecars real
@attribute garagearea real
@attribute garagequal {0, 1, 2, 3, 4}
@attribute garagecond {0, 1, 2, 3, 4}
@attribute paveddrive {0, 1, 2}
@attribute wooddecksf real
@attribute openporchsf real
@attribute enclosedporch real
@attribute 3ssnporch real
@attribute screenporch real
@attribute poolarea real
@attribute miscval real
@attribute yrsold {2006, 2007, 2008, 2009, 2010}
@attribute saletype {0, 1, 2, 3, 4, 5, 6, 7, 8}
@attribute salecondition {0, 1, 2, 3, 4, 5}
@attribute saleprice real


@data
?,4,8520.0,1,?,3,?,4,0,0,6.0,8.0,1928.0,2003.0,1,?,?,0.0,?,2,0,3,?,3,?,0.0,5,0.0,624.0,624.0,?,?,1,4,?,0.0,?,720.0,0.0,0.0,?,?,?,?,3,5.0,?,0.0,?,?,?,2.0,484.0,4,4,?,?,0.0,?,0.0,0.0,?,?,?,?,?,105900.0
50.0,3,8400.0,1,3,0,?,?,0,?,6.0,5.0,1940.0,?,?,1,2,0.0,?,?,1,3,3,?,?,?,?,?,?,940.0,?,0,1,?,?,?,0.0,1595.0,?,0.0,?,0.0,2.0,1.0,3,6.0,6,?,?,?,2,1.0,240.0,4,?,?,?,?,108.0,?,?,?,?,2006,?,?,?
20.0,?,11249.0,?,?,?,0,?,0,0,?,?,1995.0,?,1,?,2,?,?,2,2,2,?,3,0,334.0,?,544.0,322.0,1200.0,0,0,1,4,1200.0,0.0,?,?,?,?,2.0,0.0,3.0,?,2,?,?,0.0,1,?,?,?,?,?,?,2,?,?,?,?,?,0.0,0.0,?,8,?,177500.0
20.0,3,?,1,?,3,0,4,?,0,6.0,?,1992.0,1992.0,1,?,?,?,?,3,?,2,?,?,?,560.0,?,?,598.0,?,0,?,?,4,?,?,0.0,?,1.0,0.0,?,?,?,1.0,2,6.0,?,?,?,?,1,?,?,?,?,2,120.0,26.0,?,0.0,0.0,0.0,?,2009,8,4,?
?,?,?,?,?,3,?,?,0,?,?,5.0,?,1976.0,1,?,?,0.0,3,?,2,?,3,?,0,874.0,5,0.0,?,?,0,4,1,?,1142.0,?,?,?,?,?,1.0,?,?,1.0,3,6.0,?,?,?,1976.0,?,2.0,528.0,?,?,?,?,90.0,0.0,?,?,0.0,?,2007,8,4,?
?,3,6930.0,1,?,3,0,?,0,?,?,4.0,?,?,3,?,?,?,?,?,1,?,?,?,1,300.0,?,294.0,?,1062.0,0,?,?,1,?,0.0,?,?,0.0,1.0,?,0.0,3.0,1.0,?,?,?,0.0,3,?,?,1.0,?,4,4,?,168.0,0.0,?,?,?,0.0,0.0,?,8,0,130000.0
?,?,?,?,?,3,?,1,?,0,?,?,?,?,1,1,?,530.0,2,3,2,2,3,0,2,956.0,5,?,130.0,1086.0,?,0,?,4,?,?,0.0,?,1.0,?,?,?,?,?,2,7.0,6,1.0,1,1998.0,?,?,592.0,4,4,?,?,?,?,0.0,?,?,?,?,8,?,?
?,3,?,?,?,?,0,?,0,?,6.0,?,1978.0,?,1,1,?,?,?,?,?,2,3,0,2,773.0,?,?,?,?,?,0,?,?,?,?,0.0,912.0,?,0.0,1.0,?,2.0,1.0,3,?,?,1.0,1,1978.0,1,2.0,470.0,?,?,?,?,0.0,0.0,?,192.0,0.0,0.0,2007,8,?,?
50.0,?,?,?,3,?,?,4,?,0,5.0,5.0,?,?,?,1,?,?,3,?,1,3,3,?,4,?,5,?,?,883.0,0,2,?,4,?,517.0,0.0,1505.0,1.0,?,?,?,3.0,1.0,3,?,6,0.0,?,?,?,1.0,240.0,?,4,?,?,0.0,?,0.0,0.0,?,?,2008,8,?,145000.0
?,?,1680.0,?,3,3,0,4,0,3,?,8.0,?,2007.0,1,1,?,?,?,?,1,?,3,?,?,?,5,0.0,?,483.0,0,2,?,4,483.0,?,0.0,?,0.0,?,?,1.0,?,1.0,?,5.0,6,?,?,?,?,1.0,264.0,?,?,2,?,?,?,?,?,0.0,0.0,2009,8,?,?
60.0,?,?,?,?,3,?,?,0,0,6.0,5.0,?,1976.0,?,?,1,120.0,3,?,2,2,3,2,?,712.0,5,?,?,796.0,?,4,?,?,790.0,?,0.0,?,1.0,?,?,1.0,?,?,?,?,6,1.0,?,1976.0,?,2.0,566.0,?,?,2,306.0,?,?,0.0,?,?,?,2006,8,4,?
70.0,?,?,1,3,?,?,?,0,0,?,7.0,1920.0,1997.0,3,1,?,?,?,?,?,3,0,3,4,456.0,?,?,?,?,?,?,?,?,672.0,?,0.0,?,?,0.0,1.0,0.0,?,?,3,?,6,0.0,5,1964.0,?,?,468.0,?,1,2,0.0,128.0,?,?,0.0,?,?,?,8,?,147000.0
20.0,3,?,1,0,3,?,?,0,0,6.0,?,?,?,?,1,1,?,?,?,1,?,?,3,1,?,?,?,?,?,?,2,1,?,1394.0,0.0,0.0,1394.0,1.0,?,?,?,?,1.0,3,6.0,6,2.0,?,?,1,2.0,514.0,?,4,?,0.0,?,?,0.0,?,0.0,0.0,?,8,4,159000.0
?,3,9150.0,1,?,3,?,?,0,?,6.0,?,?,?,1,5,1,305.0,3,3,1,2,3,1,?,371.0,?,?,728.0,1099.0,?,?,1,4,?,?,0.0,?,0.0,?,?,0.0,3.0,?,?,?,?,?,2,?,1,?,296.0,?,?,?,?,110.0,?,0.0,?,?,0.0,?,?,?,?
?,3,7800.0,?,3,3,0,4,?,?,?,?,1954.0,?,1,1,?,200.0,?,?,2,3,3,3,?,?,5,?,728.0,1268.0,?,2,1,?,1268.0,0.0,0.0,1268.0,?,0.0,?,0.0,2.0,?,?,?,6,1.0,?,1954.0,?,?,244.0,?,?,?,0.0,?,0.0,0.0,0.0,0.0,0.0,?,?,4,132000.0
20.0,?,9830.0,1,?,3,?,0,?,0,?,?,1959.0,2006.0,?,1,2,0.0,3,?,?,3,?,?,0,72.0,4,?,733.0,?,?,0,1,4,1287.0,?,?,1287.0,1.0,0.0,1.0,?,3.0,?,2,7.0,6,1.0,5,1997.0,?,2.0,576.0,4,4,?,?,17.0,?,0.0,182.0,0.0,0.0,?,?,4,?
?,?,?,?,?,3,0,4,?,?,?,?,?,?,?,1,2,0.0,?,?,2,2,3,3,5,0.0,?,?,953.0,953.0,0,0,1,4,953.0,711.0,?,?,0.0,0.0,?,?,3.0,?,3,?,6,1.0,1,2000.0,?,2.0,460.0,4,?,?,?,40.0,?,0.0,?,?,?,?,8,?,172400.0
?,?,7175.0,1,?,?,?,?,?,?,6.0,?,?,1984.0,?,1,2,?,?,?,1,?,3,?,0,623.0,3,?,?,?,?,4,1,4,752.0,0.0,0.0,?,?,0.0,1.0,?,2.0,?,?,4.0,?,0.0,?,1984.0,2,?,264.0,4,4,2,?,?,?,0.0,90.0,0.0,?,2010,8,4,?
?,3,?,1,3,?,?,4,?,0,?,?,1953.0,1953.0,1,?,?,0.0,3,3,2,?,?,?,?,428.0,3,?,?,608.0,?,?,1,?,1319.0,0.0,0.0,?,1.0,0.0,1.0,?,?,1.0,3,?,3,?,1,?,2,1.0,270.0,4,4,?,66.0,0.0,0.0,0.0,?,?,?,?,?,4,123000.0
?,?,?,1,?,3,?,?,?,?,7.0,?,2003.0,?,?,?,?,?,2,?,2,?,3,?,?,?,5,?,?,?,?,?,1,?,?,1081.0,0.0,1928.0,0.0,0.0,2.0,1.0,4.0,1.0,2,8.0,6,1.0,?,?,0,2.0,434.0,4,4,2,?,48.0,0.0,?,?,0.0,0.0,2007,8,4,?
?,?,8846.0,1,?,3,0,?,0,0,5.0,?,?,?,?,?,?,0.0,?,3,?,2,3,?,2,298.0,5,?,?,870.0,0,0,?,4,914.0,?,0.0,?,?,0.0,1.0,0.0,2.0,1.0,3,?,?,0.0,5,?,2,2.0,?,4,4,?,0.0,?,?,?,?,0.0,0.0,2006,?,4,148000.0
?,1,11143.0,1,0,3,0,?,?,0,?,?,2004.0,2005.0,1,1,?,0.0,2,3,2,?,3,3,5,0.0,?,?,1580.0,?,?,?,1,?,?,886.0,?,?,0.0,0.0,3.0,?,?,1.0,2,?,6,?,1,?,?,?,?,4,?,?,159.0,214.0,0.0,?,?,?,?,2007,8,4,340000.0
20.0,3,?,?,?,3,0,?,0,?,?,?,?,2010.0,3,?,?,350.0,?,3,?,?,?,?,?,1445.0,?,0.0,411.0,1856.0,?,?,1,4,?,0.0,?,1856.0,?,?,?,?,?,?,?,8.0,?,?,?,?,0,?,?,?,?,2,113.0,0.0,0.0,?,?,0.0,0.0,?,6,?,394432.0
60.0,3,?,1,?,3,?,4,?,?,?,5.0,2000.0,2000.0,?,1,?,16.0,?,?,?,?,?,3,5,0.0,5,?,982.0,?,?,0,1,?,1007.0,793.0,?,1800.0,?,?,2.0,1.0,?,?,3,?,6,?,1,2000.0,?,2.0,463.0,?,?,2,?,63.0,?,?,0.0,0.0,?,?,?,?,?
50.0,?,?,?,?,3,?,?,0,?,?,?,?,?,1,?,?,?,?,3,?,3,?,3,3,218.0,5,0.0,?,?,0,?,1,?,1026.0,?,0.0,?,0.0,0.0,2.0,?,3.0,1.0,2,6.0,?,1.0,?,1924.0,?,?,308.0,4,?,?,0.0,?,242.0,?,0.0,?,?,?,8,?,?
?,1,?,1,?,3,0,4,0,?,7.0,5.0,?,?,?,?,?,?,?,?,?,2,?,?,5,?,?,?,1293.0,1293.0,?,0,?,4,?,0.0,0.0,1301.0,?,0.0,?,0.0,?,?,?,5.0,6,1.0,?,2006.0,1,?,?,4,4,?,?,?,?,0.0,?,?,?,?,?,5,187750.0
?,3,9245.0,1,0,3,0,?,0,0,?,5.0,?,?,1,1,?,?,?,3,?,2,3,?,?,0.0,?,0.0,?,939.0,0,0,1,?,?,?,?,1797.0,?,?,2.0,1.0,3.0,1.0,2,?,?,0.0,1,?,?,2.0,639.0,?,4,?,144.0,?,0.0,0.0,?,0.0,0.0,2007,?,4,?
?,2,9000.0,1,3,3,0,?,0,0,?,?,?,1950.0,1,1,?,0.0,3,?,?,?,0,?,5,0.0,?,?,784.0,784.0,?,?,?,0,?,?,0.0,?,?,0.0,1.0,?,2.0,1.0,3,?,?,0.0,5,?,?,2.0,?,1,1,0,?,0.0,?,0.0,0.0,?,?,2009,?,4,76000.0
?,?,53107.0,?,1,?,0,?,?,?,?,?,?,1992.0,?,1,?,0.0,2,?,2,?,?,?,2,985.0,5,?,595.0,1580.0,0,?,?,4,1079.0,874.0,0.0,1953.0,?,0.0,2.0,1.0,?,?,2,9.0,6,?,1,?,?,?,?,4,4,2,216.0,?,?,0.0,?,?,0.0,2007,8,?,240000.0
?,?,3182.0,1,3,?,?,?,?,4,?,?,?,2005.0,1,?,1,16.0,2,?,2,2,?,?,2,?,5,0.0,1232.0,?,0,0,1,?,?,?,0.0,1269.0,0.0,0.0,?,0.0,2.0,?,2,?,6,1.0,1,?,0,?,?,4,4,2,?,?,?,0.0,144.0,?,?,?,?,4,?
?,3,7200.0,1,?,?,?,4,?,?,6.0,?,?,?,?,1,1,255.0,3,?,?,3,3,0,?,631.0,5,0.0,410.0,1041.0,0,0,1,?,1125.0,0.0,0.0,1125.0,1.0,0.0,1.0,0.0,3.0,1.0,3,?,?,1.0,?,?,2,1.0,352.0,4,?,?,?,0.0,0.0,?,0.0,0.0,?,?,8,0,?
20.0,3,9382.0,1,?,3,?,?,0,?,?,?,?,2000.0,?,?,?,125.0,?,?,2,2,3,?,?,?,5,?,?,1468.0,0,?,1,?,1479.0,?,0.0,?,?,?,2.0,?,3.0,?,2,?,6,0.0,1,?,?,?,577.0,4,4,?,?,25.0,0.0,?,0.0,0.0,?,2008,8,4,?
?,?,?,?,3,?,0,?,0,?,10.0,?,2007.0,?,1,?,3,?,?,3,2,?,3,0,?,1280.0,?,?,?,1682.0,?,0,?,?,?,590.0,0.0,?,?,?,2.0,1.0,3.0,1.0,0,9.0,6,?,?,?,0,?,846.0,4,4,?,196.0,134.0,?,?,0.0,0.0,0.0,?,6,5,426000.0
50.0,?,8405.0,1,3,?,0,?,?,0,5.0,?,1900.0,1950.0,?,1,2,0.0,?,?,0,3,1,3,4,241.0,1,?,?,?,?,?,?,4,961.0,?,0.0,1367.0,1.0,?,1.0,?,?,1.0,3,?,6,0.0,5,?,?,?,?,?,4,2,?,?,?,?,?,0.0,0.0,2008,8,?,119000.0
60.0,3,?,?,?,3,?,1,0,?,6.0,5.0,?,?,?,1,?,?,?,3,?,0,?,3,0,?,?,0.0,?,?,0,0,?,4,?,?,0.0,?,?,0.0,?,1.0,3.0,?,2,?,?,?,3,?,0,2.0,?,?,4,2,125.0,192.0,0.0,0.0,0.0,?,0.0,2009,?,?,?
50.0,3,10134.0,?,3,?,?,4,?,?,?,?,1940.0,1950.0,1,1,?,?,3,3,?,3,?,?,?,?,?,0.0,?,?,?,?,1,?,735.0,?,0.0,?,0.0,0.0,?,?,?,?,?,5.0,6,?,5,1940.0,?,?,?,?,4,2,?,39.0,0.0,0.0,?,?,?,?,?,?,109000.0
?,3,?,1,?,?,0,?,?,?,?,?,?,?,?,?,2,0.0,3,3,1,?,3,?,?,?,?,?,405.0,1144.0,?,?,1,4,?,?,?,?,?,0.0,?,?,3.0,?,?,6.0,?,0.0,?,1956.0,?,1.0,?,4,4,?,44.0,0.0,0.0,?,0.0,0.0,?,?,?,4,129000.0
20.0,3,?,1,3,?,?,4,?,?,?,5.0,1972.0,?,?,1,?,0.0,3,?,1,?,3,?,?,?,5,0.0,?,894.0,?,4,?,4,?,0.0,?,894.0,?,?,1.0,0.0,?,1.0,?,?,6,?,5,1985.0,?,2.0,?,?,?,?,215.0,?,?,?,0.0,?,?,?,?,?,123000.0
60.0,3,?,?,?,?,0,4,0,0,?,?,?,1962.0,1,?,1,?,?,3,?,?,3,?,?,540.0,5,0.0,324.0,864.0,?,4,?,?,876.0,936.0,?,1812.0,?,0.0,?,0.0,4.0,1.0,3,?,?,1.0,1,?,?,1.0,264.0,?,?,2,?,?,?,0.0,?,0.0,?,2007,?,4,169500.0
?,4,?,?,3,?,?,?,0,?,?,2.0,1920.0,1950.0,?,1,2,?,3,?,?,1,?,3,5,?,5,?,961.0,?,0,?,?,3,?,?,0.0,1077.0,?,0.0,1.0,?,2.0,1.0,3,6.0,1,0.0,?,1920.0,2,1.0,338.0,?,?,0,?,0.0,?,?,0.0,0.0,0.0,2007,?,?,67000.0
?,?,?,?,?,?,0,4,?,0,7.0,5.0,?,?,?,?,3,?,2,?,2,?,?,3,?,?,?,0.0,?,1092.0,0,?,?,?,1112.0,?,0.0,1550.0,?,?,?,0.0,?,1.0,2,7.0,6,0.0,?,?,0,?,?,?,4,?,0.0,168.0,?,0.0,?,?,0.0,?,8,?,?
?,3,?,?,1,3,?,?,?,?,?,?,?,1996.0,1,1,?,0.0,2,?,2,?,?,?,?,786.0,5,?,?,1260.0,0,0,1,?,1288.0,0.0,0.0,1288.0,1.0,0.0,1.0,?,1.0,1.0,?,?,6,2.0,1,1996.0,0,2.0,500.0,?,?,?,120.0,30.0,?,?,?,?,?,2008,?,4,?
20.0,3,?,1,0,3,0,?,0,0,7.0,5.0,2005.0,2005.0,1,?,?,?,2,3,2,?,3,?,2,24.0,5,?,1286.0,?,0,?,1,4,1310.0,?,?,1310.0,?,0.0,2.0,0.0,3.0,1.0,2,?,6,?,?,?,0,?,?,?,?,2,0.0,?,?,0.0,0.0,0.0,0.0,2006,6,5,?
?,3,?,?,?,3,?,?,?,0,5.0,?,?,1997.0,1,?,2,?,3,3,?,?,?,?,5,?,?,0.0,?,672.0,?,?,?,?,?,0.0,0.0,?,0.0,?,?,?,?,1.0,?,4.0,6,0.0,?,1940.0,?,1.0,240.0,4,4,?,?,0.0,0.0,?,0.0,?,0.0,2008,?,4,?
?,?,12090.0,?,?,3,?,?,0,?,?,?,1998.0,?,3,?,1,?,?,3,?,?,3,3,5,0.0,5,0.0,1141.0,?,?,2,1,4,1165.0,?,0.0,?,0.0,0.0,2.0,1.0,?,?,?,?,?,1.0,3,?,?,?,420.0,4,4,2,?,?,?,?,?,?,?,?,8,0,?
?,?,10364.0,1,?,?,?,4,?,?,?,5.0,1995.0,1996.0,?,?,2,0.0,3,?,2,?,?,?,?,?,5,?,?,?,0,2,?,?,?,766.0,0.0,1572.0,0.0,0.0,2.0,1.0,3.0,?,?,7.0,6,1.0,3,1995.0,0,2.0,?,?,?,2,?,?,0.0,0.0,?,0.0,0.0,?,?,4,?
20.0,3,?,?,0,3,0,?,0,0,4.0,?,1976.0,?,?,1,2,0.0,?,?,?,3,?,3,?,?,5,?,165.0,?,?,0,1,?,?,?,0.0,?,1.0,0.0,?,?,3.0,?,?,?,2,1.0,1,?,?,2.0,490.0,?,4,2,120.0,78.0,0.0,0.0,0.0,?,?,?,8,4,150000.0
?,3,?,?,?,3,0,?,0,0,6.0,5.0,?,1950.0,1,?,2,0.0,?,?,?,3,?,?,5,0.0,?,0.0,?,?,0,?,1,0,1166.0,?,?,1639.0,?,0.0,1.0,0.0,3.0,1.0,3,?,?,?,5,1936.0,?,1.0,?,4,?,?,0.0,0.0,0.0,?,?,0.0,0.0,2008,8,?,115000.0
70.0,3,?,1,?,?,?,4,?,?,6.0,7.0,1915.0,1976.0,?,?,2,0.0,?,3,?,?,3,?,?,?,5,0.0,?,840.0,0,0,?,?,?,840.0,?,?,?,?,2.0,?,?,1.0,3,?,?,?,?,?,2,?,?,?,?,2,0.0,?,?,0.0,?,0.0,0.0,2008,8,4,177000.0
60.0,3,?,?,3,3,?,?,0,?,7.0,5.0,2006.0,2006.0,1,1,?,350.0,2,3,2,?,?,3,?,?,?,0.0,1063.0,?,?,?,?,?,1071.0,?,0.0,?,0.0,?,?,?,3.0,1.0,?,?,?,1.0,1,?,?,?,?,4,4,?,192.0,?,?,?,0.0,?,0.0,2007,?,?,?
?,1,?,1,?,?,0,?,?,0,8.0,?,2007.0,?,1,?,?,?,2,3,2,?,3,3,?,789.0,?,?,245.0,?,?,0,1,4,?,?,0.0,2078.0,?,?,?,1.0,?,?,0,?,6,1.0,?,?,?,?,836.0,?,?,?,0.0,?,0.0,0.0,0.0,0.0,?,2008,?,5,339750.0
?,?,?,1,3,3,0,?,0,?,5.0,3.0,?,?,?,1,2,?,?,?,1,3,?,?,?,?,5,?,?,?,0,4,?,0,1276.0,?,?,1276.0,0.0,0.0,?,0.0,3.0,1.0,?,?,?,?,?,1958.0,?,1.0,?,?,?,2,?,0.0,0.0,0.0,0.0,0.0,0.0,?,0,0,60000.0
?,?,34650.0,?,?,?,?,?,?,?,?,?,?,1955.0,?,?,2,?,?,3,?,?,3,?,4,1056.0,5,0.0,0.0,1056.0,?,?,0,4,?,0.0,0.0,?,?,0.0,?,?,3.0,1.0,3,5.0,6,0.0,?,1955.0,0,2.0,?,4,?,?,264.0,0.0,?,0.0,0.0,?,?,2006,8,?,?
20.0,?,?,1,1,3,0,4,0,?,7.0,5.0,2009.0,2009.0,1,1,3,432.0,?,3,?,0,?,?,2,?,?,?,?,?,0,?,?,4,1478.0,0.0,?,?,1.0,0.0,?,?,2.0,1.0,?,7.0,6,?,?,?,?,?,?,4,4,2,?,?,?,?,0.0,0.0,?,2010,6,?,?
30.0,4,?,?,3,3,?,?,0,?,5.0,?,?,1950.0,1,1,2,?,3,?,1,3,3,?,5,?,?,?,?,?,0,2,?,0,?,?,0.0,1028.0,?,?,?,0.0,?,?,3,?,6,1.0,?,?,2,2.0,?,4,?,2,0.0,0.0,130.0,?,?,?,0.0,2010,8,4,115000.0
?,3,?,1,?,?,?,1,?,?,7.0,5.0,?,?,?,?,2,0.0,2,3,2,?,?,3,?,?,?,?,?,1080.0,?,?,?,?,?,?,?,?,0.0,1.0,?,1.0,?,?,2,9.0,?,1.0,1,?,?,?,?,4,?,2,196.0,187.0,0.0,?,0.0,0.0,0.0,?,?,?,?
?,?,?,?,?,3,0,?,?,?,7.0,?,?,2007.0,?,1,?,?,?,?,2,?,?,0,2,24.0,?,?,?,?,?,0,?,4,1340.0,?,0.0,?,?,0.0,2.0,?,?,?,?,6.0,6,0.0,1,2007.0,?,?,?,?,4,?,100.0,?,0.0,?,0.0,0.0,?,2007,6,5,181134.0
?,3,?,?,3,3,?,4,?,0,?,7.0,1978.0,1978.0,?,?,1,203.0,?,3,?,?,3,?,?,209.0,?,?,?,672.0,0,?,?,4,?,728.0,?,1400.0,0.0,?,1.0,1.0,3.0,1.0,?,?,6,?,1,?,0,?,440.0,4,4,?,?,0.0,0.0,0.0,?,?,0.0,?,8,4,149500.0
?,3,22420.0,1,0,3,?,?,?,?,?,?,?,?,3,?,?,0.0,3,?,?,2,3,3,?,?,5,0.0,242.0,1370.0,1,?,?,0,?,?,?,?,1.0,0.0,?,?,4.0,?,?,?,?,1.0,?,1918.0,?,3.0,864.0,4,?,0,0.0,0.0,0.0,?,0.0,0.0,0.0,?,?,4,?
50.0,?,?,1,3,3,0,?,?,0,5.0,?,?,1950.0,1,?,?,?,?,?,0,3,?,3,?,?,5,0.0,444.0,756.0,?,1,0,1,?,?,?,?,1.0,?,?,1.0,3.0,1.0,3,?,?,0.0,?,?,?,1.0,?,?,4,?,0.0,?,0.0,0.0,0.0,?,?,2007,8,?,126000.0
?,?,?,1,?,3,?,?,0,?,?,6.0,?,?,1,1,?,0.0,3,?,1,?,3,?,?,775.0,?,0.0,281.0,1056.0,?,?,1,?,?,0.0,?,?,?,?,?,?,?,1.0,?,?,6,?,?,1968.0,?,?,304.0,4,4,?,0.0,?,184.0,?,?,0.0,?,2010,8,4,142000.0
90.0,?,7060.0,1,?,?,?,?,0,2,?,5.0,1997.0,?,1,?,?,?,?,?,?,2,?,1,2,?,?,?,?,?,?,0,1,4,1344.0,0.0,?,1344.0,2.0,?,?,0.0,?,2.0,?,?,6,0.0,?,?,0,?,784.0,4,4,?,?,0.0,?,?,0.0,?,0.0,2008,?,?,206300.0
?,?,16635.0,?,0,?,0,2,0,?,6.0,?,1977.0,?,?,?,3,126.0,?,?,?,?,?,?,0,?,?,?,356.0,1602.0,0,?,?,4,?,?,?,?,0.0,?,?,?,3.0,1.0,2,?,6,?,?,?,0,?,529.0,4,?,2,240.0,?,0.0,0.0,0.0,0.0,?,?,?,4,?
?,3,21750.0,?,?,?,?,4,?,?,5.0,?,1954.0,1954.0,?,?,?,?,3,3,1,?,?,3,5,0.0,?,?,988.0,988.0,?,0,?,0,988.0,0.0,0.0,988.0,?,?,1.0,0.0,2.0,?,?,4.0,?,0.0,?,1954.0,1,2.0,?,4,?,?,0.0,0.0,0.0,?,?,?,0.0,?,8,4,?
?,?,9200.0,1,3,?,?,?,0,0,?,5.0,?,1998.0,1,1,1,?,?,?,2,2,?,3,2,?,?,?,484.0,?,0,2,?,4,1470.0,?,0.0,?,1.0,0.0,2.0,?,4.0,1.0,2,8.0,?,1.0,1,1998.0,?,?,696.0,4,4,?,0.0,?,?,?,?,?,?,2008,8,?,315000.0
?,?,?,1,?,?,?,?,?,?,?,5.0,1956.0,?,1,1,1,74.0,?,3,?,2,3,?,3,616.0,?,0.0,580.0,?,0,2,1,?,1196.0,?,?,1196.0,?,0.0,1.0,0.0,2.0,?,3,?,6,?,1,1956.0,1,?,?,?,?,?,0.0,?,?,?,?,?,?,2008,8,4,?
?,4,3378.0,?,?,?,?,4,?,0,7.0,8.0,?,?,1,?,2,0.0,?,?,1,?,3,3,5,0.0,5,0.0,?,?,?,?,1,4,707.0,682.0,?,?,0.0,0.0,1.0,1.0,3.0,?,?,?,6,?,?,?,2,?,?,?,?,1,0.0,?,126.0,0.0,0.0,0.0,0.0,2009,?,4,?
?,?,?,1,?,?,0,4,1,0,7.0,?,1989.0,?,?,?,?,145.0,?,3,2,?,?,?,?,1518.0,?,0.0,0.0,1518.0,?,2,?,?,?,?,?,1644.0,1.0,1.0,2.0,?,?,1.0,?,5.0,6,1.0,1,1989.0,0,2.0,?,?,4,?,?,?,?,?,396.0,?,?,2009,8,4,?
20.0,?,8593.0,?,?,?,0,?,0,0,4.0,?,?,1957.0,3,?,2,0.0,3,?,?,3,?,3,4,?,5,?,619.0,907.0,0,0,?,4,907.0,?,0.0,907.0,0.0,0.0,1.0,?,3.0,1.0,3,?,6,0.0,5,1964.0,2,1.0,?,?,4,?,?,0.0,?,0.0,?,?,?,?,?,?,109008.0
?,?,6762.0,?,?,3,?,?,0,0,?,5.0,?,2007.0,?,?,?,?,2,3,2,?,?,?,?,?,?,?,?,?,?,0,?,?,?,0.0,?,1208.0,1.0,0.0,2.0,0.0,?,?,2,?,6,?,1,?,1,2.0,?,?,4,?,105.0,54.0,?,0.0,?,?,?,?,?,5,195400.0
20.0,3,11457.0,?,0,3,?,0,?,0,6.0,?,?,1988.0,1,?,?,?,?,3,1,?,?,2,2,1005.0,5,?,?,1392.0,?,4,?,?,?,0.0,0.0,1412.0,?,?,?,0.0,?,1.0,?,6.0,?,?,?,1988.0,2,2.0,?,?,?,2,0.0,0.0,?,?,?,?,?,?,8,4,175000.0
?,4,?,?,?,3,?,4,?,?,?,?,1971.0,?,?,?,?,232.0,3,3,1,?,?,?,0,?,?,0.0,?,483.0,?,4,1,4,483.0,?,?,?,?,0.0,?,1.0,?,1.0,3,4.0,?,0.0,5,?,?,1.0,?,4,4,2,0.0,0.0,?,?,?,?,?,2008,0,?,?
160.0,?,1920.0,1,3,?,?,4,?,?,5.0,5.0,1971.0,?,1,?,1,?,?,3,?,?,3,?,0,?,?,0.0,294.0,?,0,0,1,?,765.0,?,?,1365.0,?,0.0,1.0,1.0,2.0,1.0,3,?,?,?,5,?,?,?,?,?,4,2,?,?,0.0,?,?,?,0.0,2007,8,4,?
60.0,?,?,?,0,3,0,0,0,?,6.0,?,1997.0,?,1,?,?,0.0,3,3,2,2,?,?,5,0.0,5,?,926.0,?,?,?,1,?,?,?,0.0,1604.0,?,?,2.0,1.0,3.0,1.0,?,7.0,6,1.0,?,?,0,2.0,470.0,?,?,?,?,36.0,0.0,?,?,?,?,?,8,4,181000.0
