@relation dataset

@attribute V1 real
@attribute V2 real
@attribute V3 real
@attribute V4 real
@attribute V5 real
@attribute V6 real
@attribute V7 real
@attribute V8 real
@attribute V9 real
@attribute V10 real
@attribute V11 real
@attribute V12 real
@attribute V13 real
@attribute V14 real
@attribute V15 real
@attribute V16 real
@attribute V17 real
@attribute V18 real
@attribute V19 real
@attribute V20 real
@attribute V21 real
@attribute V22 real
@attribute V23 real
@attribute V24 real
@attribute V25 real
@attribute V26 real
@attribute V27 real
@attribute V28 real
@attribute V29 real
@attribute V30 real
@attribute V31 real
@attribute V32 real
@attribute V33 real
@attribute V34 real
@attribute V35 real
@attribute V36 real
@attribute V37 real
@attribute V38 real
@attribute V39 real
@attribute V40 real
@attribute V41 real
@attribute class {1, 2}


@data
4.0,2.5101,0.0,?,?,?,0.0,25.0,2.0,?,?,0.0,?,?,8.318,?,?,?,0.0,?,0.0,1.118,0.0,0.0,?,?,1.732,?,?,?,?,?,?,?,?,2.97,?,?,?,?,?,?
?,?,?,?,?,?,0.0,29.6,3.0,?,?,0.0,?,?,9.202,2.0,0.973,?,?,?,?,1.16,0.0,0.0,0.0,?,?,?,?,?,2.602,?,0.0,?,?,?,?,?,?,0.0,?,?
3.879,2.6274,0.0,0.0,?,0.0,0.0,29.6,2.0,1.0,0.0,?,2.938,2.281,8.743,1.0,?,1.146,?,?,0.0,1.161,0.0,?,0.0,?,?,0.039,0.0,0.0,3.685,?,?,?,?,2.936,?,0.0,7.087,?,?,?
?,2.7989,0.0,?,?,0.0,0.0,31.0,?,?,?,?,3.364,?,?,?,0.969,?,?,0.0,?,?,?,?,?,?,?,?,?,?,5.698,0.0,?,?,1.0,2.976,?,0.0,7.552,?,0.0,2
5.391,?,?,0.0,0.0,0.0,?,26.7,?,?,0.0,?,?,?,?,?,?,?,0.0,?,0.0,?,?,?,0.0,0.0,?,0.0,?,?,1.69,0.0,?,0.0,?,?,2.108,0.0,?,0.0,?,?
3.732,?,0.0,0.0,?,0.0,0.0,25.0,?,?,0.0,?,?,?,?,?,1.005,?,?,?,?,?,?,0.0,0.0,?,1.802,-0.229,0.0,0.0,?,?,0.0,?,2.0,2.897,3.0,0.0,6.732,?,0.0,2
?,3.0163,?,0.0,0.0,?,?,32.7,2.0,?,0.0,0.0,?,?,9.649,1.0,0.968,?,?,0.0,?,1.202,?,0.0,?,0.0,?,?,?,?,?,0.0,0.0,?,?,3.129,1.816,?,?,?,0.0,?
3.414,?,0.0,?,0.0,0.0,?,?,1.0,?,0.0,0.0,2.263,1.0,?,?,?,?,0.0,?,0.0,?,0.0,?,?,?,1.618,?,0.0,0.0,?,?,?,?,?,?,?,?,6.631,?,?,?
?,?,0.0,?,?,0.0,0.0,?,?,?,0.0,0.0,?,?,7.408,0.0,1.007,1.178,0.0,?,?,0.999,?,?,0.0,0.0,1.618,-0.603,0.0,0.0,1.707,0.0,?,1.0,?,?,?,1.0,?,?,0.0,2
4.334,3.1387,0.0,0.0,?,?,?,?,2.0,?,0.0,0.0,2.746,?,8.944,2.0,0.998,1.153,0.0,0.0,0.0,?,0.0,0.0,?,?,1.97,0.135,?,0.0,2.195,0.0,0.0,0.0,?,3.114,2.548,?,?,0.0,?,?
?,2.311,0.0,?,0.0,0.0,?,28.6,1.0,?,?,?,2.03,0.918,6.594,?,1.014,1.149,0.0,0.0,?,?,?,?,0.0,0.0,?,0.903,?,?,1.333,?,0.0,0.0,0.0,2.991,3.667,0.0,6.578,?,?,2
4.17,2.8963,?,0.0,0.0,0.0,0.0,30.8,2.0,1.0,0.0,0.0,2.466,0.971,8.597,?,0.989,?,?,?,?,?,?,0.0,0.0,?,?,0.363,0.0,?,1.542,?,0.0,?,0.0,3.18,2.867,0.0,?,0.0,?,2
4.414,3.1682,?,?,0.0,?,0.0,31.6,?,1.0,0.0,0.287,2.768,1.379,?,1.0,0.98,1.142,?,?,?,?,?,0.0,?,0.0,2.0,?,?,?,2.133,?,0.0,0.0,?,?,2.5,?,?,0.0,0.0,2
?,3.4137,?,?,0.0,?,?,33.3,2.0,?,?,-0.125,?,?,?,?,?,1.139,?,0.0,0.0,1.209,0.0,?,?,0.0,2.0,0.144,?,20.067,2.133,?,?,?,?,3.426,?,0.0,?,0.0,?,2
4.236,3.1869,0.0,0.0,0.0,?,0.0,?,1.0,2.0,?,?,3.78,3.284,9.867,2.0,0.977,1.136,?,?,?,?,0.0,?,?,?,1.993,0.0,?,10.319,?,0.0,?,0.0,1.0,?,2.133,?,8.337,0.0,?,2
?,4.0241,0.0,0.0,0.0,?,?,?,2.0,?,?,-0.913,3.082,1.837,?,6.0,?,1.142,0.0,?,0.0,1.121,?,?,?,?,2.074,?,0.0,?,?,?,?,?,?,?,?,0.0,?,?,0.0,?
4.475,?,?,0.0,?,0.0,0.0,?,?,4.0,?,?,4.103,?,10.32,6.0,?,1.14,0.0,0.0,0.0,1.181,0.0,0.0,0.0,0.0,2.105,?,?,23.157,?,0.0,0.0,0.0,?,3.474,2.083,?,?,?,?,2
?,?,0.0,0.0,0.0,?,0.0,?,?,6.0,0.0,?,?,2.929,?,?,?,1.14,?,?,0.0,?,?,0.0,0.0,?,?,?,?,?,4.685,0.0,?,?,?,?,2.268,?,8.951,?,0.0,?
4.476,?,?,?,?,0.0,?,30.0,?,2.0,0.0,?,2.917,1.5,9.345,?,?,?,?,0.0,?,1.153,?,0.0,0.0,?,2.042,-0.079,0.0,10.191,2.34,0.0,?,?,0.0,3.389,?,0.0,7.628,?,0.0,?
?,?,0.0,0.0,0.0,?,?,28.6,2.0,?,0.0,?,?,?,9.118,?,?,?,?,0.0,0.0,?,0.0,?,0.0,?,?,?,?,?,3.449,0.0,0.0,0.0,?,?,2.685,0.0,?,?,0.0,2
4.38,3.3996,?,0.0,0.0,?,?,30.8,1.0,?,?,-1.068,?,?,9.625,5.0,1.019,?,0.0,?,0.0,1.138,0.0,?,?,0.0,2.044,?,0.0,20.772,?,?,?,?,?,?,3.028,?,?,0.0,0.0,2
4.412,?,0.0,?,0.0,0.0,?,?,2.0,4.0,?,-0.268,4.587,?,?,8.0,0.974,1.137,0.0,?,?,?,?,0.0,?,?,?,0.0,?,?,17.114,?,?,0.0,?,3.395,1.899,?,9.075,0.0,?,2
4.243,?,?,0.0,0.0,0.0,?,31.3,0.0,?,?,?,?,2.522,?,?,?,?,?,?,0.0,1.139,0.0,?,?,?,2.0,?,?,?,?,0.0,?,0.0,2.0,?,2.952,?,8.169,0.0,?,2
4.237,3.0152,?,?,0.0,0.0,0.0,31.8,0.0,?,0.0,-1.396,?,?,?,4.0,?,?,0.0,?,0.0,1.158,?,?,0.0,?,2.0,0.0,0.0,20.53,?,?,?,0.0,2.0,?,2.63,0.0,8.317,0.0,?,2
4.412,?,?,0.0,?,?,0.0,30.6,2.0,?,0.0,-0.554,?,3.774,?,8.0,?,?,?,0.0,0.0,?,0.0,?,?,?,2.085,?,?,23.21,10.723,?,?,0.0,0.0,3.397,?,?,8.752,?,0.0,2
?,3.9936,?,?,?,?,?,30.4,2.0,?,?,?,3.272,?,9.59,6.0,1.027,?,?,0.0,?,?,?,?,?,?,?,?,0.0,21.21,?,0.0,0.0,?,?,?,?,?,?,?,0.0,2
?,3.455,?,0.0,?,0.0,?,?,?,?,?,?,4.363,4.044,?,8.0,0.979,1.138,?,?,0.0,?,?,0.0,?,0.0,?,0.0,?,?,?,0.0,0.0,0.0,?,?,1.976,?,?,0.0,?,2
4.706,?,?,?,?,?,0.0,30.0,2.0,?,?,-1.853,3.192,?,9.565,?,?,?,?,0.0,?,?,?,0.0,?,?,2.127,?,?,?,?,?,0.0,0.0,?,?,3.133,?,?,0.0,?,?
?,4.0218,0.0,?,0.0,0.0,?,33.3,3.0,2.0,?,0.218,3.447,?,9.961,?,?,?,0.0,?,0.0,?,?,?,?,0.0,2.147,?,?,11.115,?,0.0,?,?,?,?,?,?,?,?,0.0,?
?,?,?,0.0,?,0.0,?,33.3,2.0,2.0,0.0,0.185,?,?,9.536,6.0,?,1.139,?,?,0.0,1.197,?,?,0.0,0.0,2.089,?,?,?,3.237,0.0,?,?,0.0,?,2.533,?,7.913,0.0,?,?
4.644,?,?,?,?,0.0,0.0,33.3,?,?,0.0,0.238,?,?,10.195,?,0.973,?,?,0.0,0.0,?,?,0.0,0.0,0.0,2.094,?,0.0,11.181,?,0.0,?,0.0,0.0,3.525,1.931,0.0,?,0.0,0.0,?
?,?,?,0.0,0.0,?,?,33.3,?,4.0,0.0,?,?,1.5,?,?,?,1.139,?,0.0,0.0,?,0.0,0.0,?,0.0,2.0,-0.097,?,?,?,?,?,0.0,2.0,?,?,0.0,?,0.0,?,?
?,3.2723,?,0.0,?,?,?,22.2,1.0,?,?,-1.19,?,?,8.597,0.0,?,?,0.0,0.0,0.0,?,0.0,0.0,0.0,0.0,1.848,?,?,?,?,0.0,0.0,?,?,3.333,4.433,?,?,0.0,0.0,2
4.588,?,?,0.0,?,?,0.0,?,3.0,3.0,0.0,-0.579,?,1.859,9.768,?,1.007,1.141,?,0.0,?,1.174,0.0,0.0,0.0,?,?,0.014,0.0,?,?,?,?,0.0,?,?,?,?,?,?,0.0,2
?,3.3821,?,?,0.0,0.0,0.0,40.0,1.0,0.0,2.0,?,2.559,0.971,8.597,0.0,0.987,1.133,?,0.0,?,1.332,?,?,0.0,?,?,?,0.0,?,1.542,0.0,?,?,0.0,3.452,?,1.0,7.564,?,?,?
?,3.8431,?,?,0.0,?,0.0,17.6,?,3.0,?,0.0,3.176,?,?,?,?,?,0.0,?,0.0,1.131,?,?,?,?,?,-0.085,?,19.811,2.472,?,?,1.0,2.0,4.692,?,1.0,?,0.0,0.0,?
4.214,?,1.0,0.0,?,0.0,0.0,?,?,?,0.0,?,2.953,?,?,?,?,?,0.0,?,?,1.174,0.0,0.0,1.0,0.0,1.902,?,0.0,9.587,?,?,0.0,?,?,?,3.296,?,8.172,0.0,?,?
?,?,?,0.0,0.0,0.0,?,?,1.0,4.0,?,0.0,?,2.911,?,4.0,?,?,0.0,0.0,0.0,1.168,0.0,0.0,0.0,?,2.121,0.0,0.0,?,?,0.0,0.0,?,2.0,?,?,0.0,9.153,?,0.0,2
4.372,?,0.0,0.0,?,?,0.0,38.5,2.0,0.0,0.0,2.495,?,1.922,9.494,?,?,?,?,?,0.0,1.288,0.0,0.0,0.0,?,2.031,-0.023,?,?,3.412,0.0,?,?,0.0,3.363,?,0.0,7.909,?,?,2
4.17,2.2197,0.0,?,0.0,?,0.0,27.3,?,?,0.0,0.0,2.507,?,?,?,?,?,0.0,?,?,?,?,0.0,0.0,?,?,-0.228,?,0.0,?,0.0,?,?,?,?,?,0.0,?,0.0,0.0,2
?,?,0.0,?,0.0,0.0,0.0,31.6,2.0,1.0,0.0,0.0,2.746,?,?,?,0.98,1.142,0.0,0.0,0.0,?,?,?,?,0.0,1.848,0.129,?,0.0,?,?,0.0,0.0,?,?,2.357,0.0,?,?,?,?
?,?,?,0.0,?,?,?,?,?,?,0.0,?,2.975,?,?,2.0,?,1.15,?,0.0,?,1.137,?,?,?,?,1.962,?,0.0,0.0,?,?,0.0,0.0,1.0,?,?,0.0,7.316,0.0,0.0,2
?,?,0.0,0.0,?,0.0,?,31.0,4.0,?,?,-0.307,?,3.022,10.465,10.0,1.0,1.143,0.0,?,?,?,0.0,?,?,?,?,?,?,?,8.486,0.0,0.0,0.0,0.0,?,?,0.0,8.618,0.0,?,2
4.618,4.7233,?,0.0,0.0,0.0,?,33.3,?,?,0.0,?,?,?,9.768,?,1.035,?,0.0,0.0,0.0,1.163,?,0.0,?,?,?,?,?,?,2.612,0.0,?,?,?,?,3.152,?,?,0.0,0.0,2
4.562,4.1592,1.0,?,0.0,?,0.0,?,?,2.0,?,-0.713,2.978,0.918,9.184,0.0,?,?,?,0.0,?,?,0.0,?,0.0,?,2.0,-0.274,0.0,?,1.521,0.0,?,?,4.0,?,4.148,2.0,8.83,?,?,?
?,?,?,0.0,?,0.0,?,41.7,3.0,0.0,?,?,?,?,?,0.0,0.966,1.121,0.0,?,?,?,1.0,?,?,0.0,?,?,?,0.0,?,0.0,0.0,0.0,?,?,?,0.0,8.083,0.0,0.0,?
4.517,?,?,?,?,0.0,?,40.0,?,0.0,?,0.0,3.073,?,9.391,0.0,0.976,1.129,0.0,0.0,0.0,1.266,?,0.0,?,?,?,-0.024,?,?,2.036,?,?,1.0,?,?,?,?,7.884,0.0,0.0,2
?,?,?,?,0.0,?,?,?,?,?,?,0.0,2.884,?,?,2.0,0.998,?,0.0,?,0.0,1.264,?,?,0.0,0.0,2.101,?,0.0,0.0,?,0.0,1.0,?,1.0,3.566,2.524,?,?,0.0,0.0,2
?,?,?,0.0,?,0.0,?,?,?,2.0,0.0,?,3.025,0.875,?,4.0,?,1.119,?,0.0,0.0,?,1.0,0.0,0.0,?,?,?,?,?,?,?,2.0,?,?,?,?,?,?,0.0,0.0,?
4.607,3.1517,?,?,?,0.0,?,41.2,?,?,0.0,0.0,3.118,1.187,?,4.0,?,?,0.0,?,?,?,1.0,?,?,0.0,2.194,-0.026,?,?,1.544,0.0,2.0,?,1.0,?,2.537,0.0,8.058,0.0,?,?
?,?,0.0,0.0,0.0,0.0,3.0,40.7,0.0,?,?,0.0,?,?,10.067,?,?,?,0.0,?,?,?,?,0.0,0.0,0.0,2.305,-0.002,?,0.0,2.0,?,?,0.0,?,3.729,2.192,0.0,?,0.0,?,2
?,3.567,3.0,?,?,?,?,?,?,1.0,?,0.0,3.66,?,?,?,1.073,?,?,?,?,?,1.0,?,?,?,?,0.015,?,0.0,?,?,4.0,0.0,?,4.106,?,?,?,?,?,?
4.782,2.9304,0.0,?,0.0,?,2.0,?,2.0,1.0,0.0,?,3.294,?,9.947,2.0,0.984,1.117,0.0,?,0.0,?,?,0.0,0.0,0.0,2.251,-0.007,?,?,1.951,?,?,0.0,0.0,3.671,?,0.0,8.238,0.0,?,?
4.869,3.2685,?,0.0,0.0,?,3.0,?,1.0,?,0.0,?,3.404,?,10.009,6.0,1.018,?,0.0,?,0.0,?,1.0,?,0.0,0.0,?,0.004,?,10.337,?,0.0,2.0,?,?,3.743,2.75,0.0,?,?,0.0,2
?,2.4524,0.0,0.0,?,?,?,?,?,6.0,?,?,?,0.75,?,?,?,1.093,?,0.0,0.0,1.225,6.0,?,?,?,?,?,?,44.736,1.508,?,?,0.0,?,3.986,3.271,0.0,?,4.0,0.0,?
?,3.2754,0.0,?,0.0,?,2.0,?,?,4.0,0.0,-1.016,3.678,1.875,10.32,10.0,1.016,1.125,?,?,0.0,?,?,?,?,0.0,?,0.0,0.0,23.088,2.707,0.0,?,?,?,3.793,2.667,0.0,?,?,?,?
?,2.2282,?,0.0,0.0,?,?,?,1.0,?,?,?,?,1.563,10.658,13.0,?,?,?,0.0,?,1.243,?,0.0,?,0.0,?,0.0,0.0,24.332,4.684,?,?,0.0,?,?,?,?,?,2.0,0.0,2
5.072,?,0.0,0.0,0.0,?,?,43.8,?,?,?,-1.165,3.808,?,10.379,12.0,?,1.117,0.0,?,0.0,1.235,1.0,?,?,0.0,?,?,0.0,?,?,0.0,0.0,0.0,?,3.795,?,?,?,2.0,?,?
4.876,?,0.0,0.0,?,?,2.0,?,0.0,4.0,?,-0.858,3.571,?,10.236,10.0,1.03,1.121,0.0,0.0,0.0,?,?,0.0,?,?,2.297,?,0.0,22.051,?,0.0,0.0,0.0,?,3.755,2.833,0.0,8.591,?,0.0,2
?,?,0.0,?,?,?,?,41.7,2.0,2.0,0.0,?,?,1.258,10.136,4.0,?,1.121,?,0.0,?,1.238,1.0,0.0,?,0.0,2.278,0.004,0.0,?,?,?,?,?,1.0,3.718,?,0.0,8.382,?,0.0,2
4.982,?,0.0,?,?,0.0,2.0,53.3,0.0,?,0.0,?,3.39,?,10.226,8.0,1.05,1.097,?,0.0,0.0,1.249,3.0,0.0,0.0,0.0,?,0.004,0.0,21.666,?,0.0,0.0,0.0,?,3.866,?,?,8.527,2.0,0.0,?
4.828,?,0.0,0.0,0.0,?,2.0,?,0.0,4.0,?,?,?,0.584,?,10.0,1.026,?,0.0,?,0.0,1.248,?,?,?,?,2.265,?,0.0,?,?,?,0.0,?,?,3.715,2.648,?,8.88,0.0,?,2
5.12,3.2785,?,0.0,0.0,?,3.0,36.8,?,6.0,?,?,?,2.419,10.778,?,1.004,1.131,0.0,?,0.0,?,?,?,?,0.0,2.4,0.0,?,36.905,3.368,?,?,0.0,?,3.852,?,0.0,9.032,3.0,0.0,?
?,?,?,0.0,?,?,?,46.7,0.0,2.0,?,-0.879,3.151,1.187,9.642,?,?,?,0.0,?,?,?,1.0,?,0.0,?,2.194,?,?,?,?,0.0,0.0,0.0,1.0,3.663,2.926,?,?,?,?,?
?,3.1187,?,0.0,1.0,?,2.0,?,0.0,2.0,?,?,?,?,?,?,?,1.127,?,0.0,?,?,1.0,0.0,?,0.0,2.236,?,0.0,?,1.74,0.0,?,2.0,3.0,3.707,?,1.0,8.288,0.0,0.0,2
4.951,?,?,?,0.0,?,?,38.7,2.0,3.0,0.0,?,3.59,2.071,?,?,1.002,1.127,0.0,0.0,0.0,?,1.0,?,?,?,2.29,?,?,?,3.744,0.0,1.0,?,1.0,3.743,?,0.0,8.502,1.0,?,2
4.923,?,?,0.0,0.0,?,2.0,?,?,?,?,-1.113,3.261,1.185,?,7.0,1.04,1.117,?,?,?,?,1.0,?,0.0,?,2.267,?,0.0,?,1.563,?,?,?,2.0,?,3.2,?,8.303,0.0,0.0,2
?,?,0.0,?,0.0,?,?,42.9,?,?,0.0,?,?,1.508,?,8.0,1.04,?,0.0,0.0,0.0,?,?,0.0,?,0.0,?,?,0.0,?,2.228,?,?,0.0,?,3.761,?,0.0,?,?,0.0,2
?,2.7876,0.0,0.0,?,0.0,2.0,40.0,1.0,4.0,0.0,-0.746,?,2.125,10.281,?,1.016,?,?,?,?,?,1.0,?,0.0,0.0,2.282,0.0,0.0,?,3.549,?,1.0,?,0.0,?,2.667,0.0,8.635,0.0,?,2
5.31,?,1.0,0.0,0.0,0.0,?,?,0.0,?,?,?,?,1.185,?,6.0,?,1.112,0.0,0.0,0.0,?,?,0.0,0.0,0.0,2.288,?,0.0,?,1.726,?,?,0.0,1.0,4.734,?,0.0,?,0.0,?,?
?,?,?,?,?,?,?,35.3,0.0,?,?,?,?,?,?,?,?,?,0.0,?,?,?,1.0,0.0,0.0,?,2.101,?,0.0,?,?,?,0.0,?,?,?,?,0.0,7.446,?,?,?
?,?,?,?,0.0,0.0,?,52.4,0.0,?,?,-0.884,?,?,?,?,?,?,0.0,?,?,?,3.0,0.0,?,?,2.359,0.001,0.0,10.645,1.762,?,0.0,?,1.0,?,2.59,0.0,?,0.0,?,2
?,2.6955,0.0,?,?,?,?,47.1,?,?,?,?,?,0.943,?,?,?,?,0.0,0.0,?,?,3.0,0.0,0.0,0.0,?,0.004,0.0,10.31,?,0.0,2.0,?,0.0,3.775,?,?,8.386,0.0,?,?
?,2.8449,0.0,0.0,0.0,?,?,41.7,0.0,1.0,1.0,0.041,?,0.802,?,?,?,1.128,?,0.0,?,?,1.0,0.0,?,?,?,?,?,10.249,?,?,0.0,2.0,1.0,?,2.738,1.0,7.809,?,0.0,?
4.963,?,?,0.0,?,0.0,2.0,?,?,?,3.0,-0.995,?,0.985,10.277,2.0,?,1.108,0.0,?,0.0,?,3.0,0.0,?,?,2.359,?,0.0,10.582,1.762,0.0,?,?,?,3.899,2.667,1.0,?,?,0.0,2
?,2.8739,0.0,0.0,0.0,?,0.0,30.8,?,4.0,0.0,?,?,1.425,10.091,6.0,1.019,1.144,?,?,?,1.149,1.0,?,?,?,?,0.004,0.0,?,?,0.0,?,0.0,0.0,?,2.556,0.0,?,?,?,?
?,2.3925,?,0.0,0.0,0.0,?,?,0.0,?,2.0,0.225,2.93,0.75,?,?,?,?,0.0,?,?,?,?,0.0,?,0.0,2.091,0.041,0.0,?,?,0.0,?,?,1.0,?,?,?,?,?,?,2
4.983,?,?,?,0.0,?,?,23.1,2.0,6.0,?,?,3.342,?,10.074,?,1.044,1.16,0.0,0.0,?,1.011,0.0,?,?,?,2.247,?,?,0.0,?,0.0,0.0,?,?,3.397,3.694,0.0,7.88,?,0.0,2
?,1.8975,?,?,?,?,?,?,?,?,?,-0.336,4.19,?,10.735,?,?,?,?,?,0.0,1.157,?,0.0,?,?,2.361,?,?,?,?,?,?,?,3.0,3.497,?,0.0,?,?,0.0,2
?,3.0492,?,0.0,?,0.0,?,26.7,2.0,6.0,?,-0.462,?,?,?,9.0,?,1.155,0.0,?,?,?,?,0.0,0.0,?,2.402,-0.001,0.0,10.741,?,0.0,?,?,5.0,?,3.256,1.0,8.338,0.0,?,2
3.732,?,0.0,0.0,0.0,?,0.0,?,1.0,?,2.0,0.0,2.553,?,8.16,?,?,?,0.0,?,0.0,1.119,0.0,0.0,0.0,?,?,?,0.0,0.0,?,?,0.0,?,?,2.89,?,2.0,6.675,?,0.0,2
3.966,?,0.0,0.0,2.0,?,0.0,?,?,?,?,0.0,3.545,3.146,?,?,0.964,1.145,0.0,0.0,?,?,?,0.0,0.0,?,?,?,?,0.0,?,0.0,0.0,?,1.0,3.005,?,?,7.749,?,0.0,2
?,?,0.0,0.0,?,?,?,?,?,1.0,?,0.0,?,3.792,?,?,0.965,?,0.0,0.0,0.0,?,?,?,?,0.0,?,?,0.0,0.0,10.955,0.0,?,?,?,3.01,?,?,8.228,0.0,?,?
4.235,2.7848,?,?,0.0,0.0,?,29.6,?,1.0,?,0.0,?,1.975,9.118,1.0,?,?,0.0,0.0,?,1.168,0.0,0.0,0.0,?,?,0.039,?,?,?,0.0,0.0,0.0,?,?,2.093,?,7.229,0.0,?,?
4.236,1.599,0.0,?,0.0,?,0.0,32.8,1.0,?,0.0,0.0,?,3.974,?,?,0.967,1.14,?,0.0,0.0,?,?,?,0.0,0.0,?,?,?,?,?,0.0,?,0.0,0.0,?,1.611,?,8.211,?,0.0,?
?,?,?,0.0,?,0.0,?,?,?,2.0,?,?,?,?,9.059,2.0,?,1.151,0.0,?,0.0,1.123,?,0.0,0.0,?,?,?,?,?,?,?,0.0,0.0,?,3.076,?,?,?,?,0.0,2
4.414,3.7375,0.0,?,0.0,?,0.0,35.3,?,1.0,0.0,1.188,?,1.379,9.222,?,?,1.134,0.0,0.0,0.0,1.258,0.0,0.0,0.0,0.0,?,0.135,?,?,2.133,?,0.0,0.0,0.0,?,2.619,0.0,7.714,0.0,0.0,2
4.0,?,0.0,?,0.0,0.0,?,25.0,?,2.0,?,-0.833,?,?,8.318,?,1.053,?,0.0,?,0.0,1.076,?,?,0.0,?,1.732,-0.687,0.0,9.0,1.0,?,0.0,?,1.0,?,?,0.0,7.178,0.0,?,2
?,?,0.0,0.0,?,0.0,?,32.8,?,?,?,-0.327,?,?,?,6.0,0.974,?,?,?,0.0,1.193,0.0,?,0.0,?,?,0.0,?,?,?,0.0,0.0,?,?,?,?,?,?,?,0.0,2
?,?,?,0.0,?,?,0.0,?,4.0,4.0,0.0,?,?,3.181,?,?,0.983,?,0.0,?,0.0,1.18,?,0.0,0.0,0.0,2.14,0.0,0.0,23.596,?,0.0,?,0.0,0.0,?,2.154,?,?,0.0,?,2
?,3.408,0.0,0.0,0.0,?,?,32.5,?,?,0.0,-0.09,?,3.774,10.379,?,?,?,0.0,0.0,?,?,0.0,0.0,?,0.0,2.068,0.0,0.0,23.377,?,?,0.0,?,?,?,2.044,0.0,?,0.0,0.0,?
?,?,?,?,0.0,?,?,?,?,4.0,?,?,3.41,?,?,4.0,?,1.135,0.0,0.0,0.0,?,?,0.0,?,0.0,2.0,?,0.0,?,?,?,?,0.0,2.0,3.643,3.379,0.0,?,?,0.0,?
?,3.4143,0.0,0.0,?,?,0.0,30.0,0.0,?,?,-0.481,2.548,0.971,8.597,1.0,1.02,1.154,0.0,0.0,0.0,1.174,0.0,0.0,?,?,1.848,?,?,?,1.542,?,0.0,?,?,?,?,1.0,?,0.0,0.0,?
4.65,4.0313,0.0,0.0,1.0,0.0,?,?,3.0,?,0.0,?,?,?,9.916,?,?,1.145,?,0.0,?,1.184,?,0.0,0.0,0.0,2.122,?,0.0,?,3.936,?,0.0,?,?,?,?,1.0,8.131,0.0,?,?
?,?,0.0,?,1.0,?,0.0,?,?,2.0,?,-0.193,3.233,2.3,?,?,?,?,0.0,0.0,0.0,?,?,?,0.0,?,2.011,0.014,?,10.535,4.098,0.0,0.0,?,1.0,3.405,2.515,1.0,?,?,?,2
4.343,?,?,?,0.0,0.0,0.0,?,?,?,?,-2.514,3.047,?,?,4.0,?,?,0.0,0.0,?,1.108,0.0,?,0.0,0.0,?,?,0.0,19.107,?,0.0,?,?,2.0,?,?,0.0,?,?,0.0,2
4.562,3.6148,0.0,0.0,?,0.0,?,25.0,?,3.0,0.0,?,?,0.918,9.184,?,?,?,?,0.0,?,1.066,?,?,?,0.0,2.0,?,?,9.449,1.521,0.0,0.0,0.0,2.0,3.424,4.0,0.0,?,?,0.0,2
?,3.9139,0.0,?,0.0,?,0.0,?,0.0,5.0,0.0,-2.845,3.138,1.436,?,5.0,?,1.153,0.0,0.0,?,1.066,0.0,0.0,0.0,?,2.117,?,0.0,19.412,?,0.0,?,?,3.0,3.49,?,0.0,8.03,0.0,?,2
?,?,?,?,?,0.0,?,?,?,?,0.0,?,2.985,1.5,9.345,4.0,1.032,1.143,?,?,0.0,1.156,?,0.0,0.0,0.0,2.042,?,?,20.291,?,?,?,?,0.0,?,?,0.0,?,?,0.0,?
?,3.9908,?,0.0,?,?,0.0,32.4,?,7.0,0.0,?,?,?,?,?,1.034,1.141,?,?,?,?,0.0,0.0,0.0,?,?,?,0.0,?,6.884,0.0,0.0,?,?,?,?,?,?,0.0,0.0,2
?,?,0.0,0.0,?,?,0.0,?,?,?,8.0,?,?,?,9.99,2.0,?,1.173,?,0.0,0.0,?,?,?,0.0,0.0,?,-0.008,0.0,?,2.395,0.0,0.0,2.0,6.0,3.467,?,4.0,8.19,?,?,?
4.303,?,0.0,?,?,?,?,34.8,3.0,1.0,?,?,3.027,1.837,9.389,?,0.979,1.135,0.0,?,0.0,?,?,0.0,0.0,?,2.0,0.042,?,10.396,?,?,?,?,0.0,3.349,?,0.0,?,0.0,0.0,?
?,?,1.0,0.0,0.0,0.0,1.0,?,?,0.0,?,0.0,3.185,?,9.311,?,?,1.107,0.0,0.0,?,1.323,1.0,0.0,?,?,?,?,?,0.0,?,?,?,?,?,3.692,2.16,?,?,0.0,1.0,?
4.651,?,?,?,2.0,?,?,?,1.0,?,?,?,?,?,?,3.0,1.007,1.125,?,?,0.0,1.256,?,?,?,?,2.202,?,0.0,?,3.267,?,?,3.0,?,3.611,?,?,8.461,?,0.0,2
4.692,?,0.0,?,?,?,?,40.7,2.0,?,3.0,?,?,1.876,?,3.0,1.002,?,?,0.0,?,1.259,?,0.0,0.0,?,2.236,0.001,?,?,?,0.0,1.0,?,?,?,2.619,?,?,?,0.0,?
4.543,2.5935,0.0,0.0,2.0,?,1.0,40.9,1.0,?,2.0,?,3.298,?,?,1.0,0.993,?,0.0,0.0,?,?,?,0.0,?,0.0,?,?,0.0,?,?,?,?,2.0,1.0,3.567,?,1.0,?,0.0,0.0,2
4.653,?,?,0.0,0.0,0.0,?,?,?,1.0,0.0,0.0,3.874,3.355,10.213,?,0.97,?,?,0.0,?,1.236,?,0.0,0.0,?,?,0.0,?,0.0,?,0.0,?,?,1.0,3.64,1.833,?,?,0.0,0.0,2
4.562,?,0.0,?,?,?,2.0,?,?,2.0,?,?,?,?,9.54,?,?,?,0.0,0.0,0.0,?,?,?,?,0.0,2.17,0.047,?,0.0,1.14,?,2.0,?,?,3.646,2.917,?,8.003,0.0,0.0,?
