@relation dataset

@attribute attribute_0 real
@attribute attribute_1 real
@attribute attribute_2 real
@attribute attribute_3 real
@attribute attribute_4 real
@attribute attribute_5 real
@attribute attribute_6 real
@attribute attribute_7 real
@attribute attribute_8 real
@attribute attribute_9 real
@attribute attribute_10 real
@attribute attribute_11 real
@attribute attribute_12 {1, 2}


@data
6.9,0.22,0.49,7.0,0.063,?,?,0.9957,?,?,?,6.0,?
7.8,0.26,0.49,?,?,21.0,?,?,3.16,0.35,10.3,5.0,?
?,0.17,?,8.8,0.048,23.0,108.0,0.9947,?,?,10.5,?,2
6.8,0.17,0.74,2.4,?,?,182.0,0.9953,?,?,10.5,?,?
6.2,0.27,?,?,?,20.0,74.0,0.9931,?,?,9.8,6.0,2
7.1,?,0.49,?,?,17.0,128.0,?,3.31,?,10.6,4.0,2
6.4,?,0.74,11.9,0.046,54.0,168.0,0.9978,3.58,?,10.1,5.0,2
7.6,?,?,13.4,?,?,191.0,0.9989,?,?,9.0,4.0,?
?,?,?,?,?,?,119.0,?,?,?,?,?,2
9.0,0.3,0.49,?,?,?,?,0.9938,2.94,?,?,?,2
?,0.24,?,7.4,?,46.0,108.0,?,3.03,0.33,?,7.0,2
6.4,?,0.74,?,?,?,?,?,3.58,0.68,10.1,?,2
6.4,0.25,?,?,?,?,?,0.9956,?,?,9.2,6.0,?
7.3,0.3,0.74,?,?,?,165.0,0.9982,3.02,0.4,8.7,?,2
?,0.31,?,1.3,?,34.0,?,0.9948,?,?,9.8,5.0,?
6.4,?,?,7.8,0.045,?,?,0.9956,3.21,?,9.2,6.0,?
7.3,0.3,0.74,?,0.039,?,?,?,?,0.4,8.7,5.0,?
?,?,?,1.5,?,27.0,122.0,?,3.35,0.48,?,6.0,?
7.9,?,0.74,1.2,?,?,?,0.991,3.08,?,12.3,6.0,?
6.4,0.12,?,6.4,0.042,49.0,161.0,0.9945,3.34,?,10.4,?,2
?,?,?,?,0.047,?,?,?,?,?,?,?,2
8.6,?,?,?,?,9.0,?,0.9953,3.13,?,10.5,6.0,2
7.0,?,?,3.8,0.047,37.0,136.0,0.9938,2.95,?,9.4,?,2
6.4,0.27,?,7.3,0.046,53.0,206.0,0.9956,?,?,?,?,2
?,?,0.01,2.7,0.034,?,122.0,0.9906,3.15,0.3,?,5.0,2
6.4,0.27,0.49,?,?,?,?,?,3.24,0.43,9.2,6.0,2
?,?,0.74,?,0.172,?,?,?,3.27,?,?,?,2
6.7,?,0.49,1.6,?,20.0,94.0,?,3.11,0.5,11.4,6.0,?
7.0,0.29,?,?,0.047,?,136.0,?,2.95,0.4,9.4,?,2
?,0.34,?,8.0,0.046,?,?,0.996,3.08,0.52,?,6.0,2
5.6,?,?,4.7,?,27.0,?,0.9906,?,0.36,?,?,?
?,0.41,?,?,?,?,53.0,?,3.32,0.5,13.5,7.0,2
6.7,0.41,?,?,0.048,?,?,0.9942,3.24,0.35,9.5,5.0,?
?,?,0.49,?,0.032,?,113.0,0.9903,3.37,0.42,?,9.0,2
?,0.32,0.49,1.7,?,?,?,0.9906,?,0.46,?,?,?
?,0.19,0.49,4.9,?,44.0,?,?,3.34,?,?,?,2
6.9,0.27,?,23.5,?,?,?,?,2.98,0.47,8.6,?,?
?,0.2,?,?,0.048,46.0,?,?,3.09,0.46,10.0,7.0,2
7.5,0.32,?,?,?,44.0,?,?,?,0.46,12.5,?,2
?,?,?,5.2,0.04,19.0,?,?,3.12,0.34,10.1,?,2
7.8,0.26,0.49,3.2,0.027,?,87.0,0.9919,3.03,?,11.3,?,2
8.0,?,?,?,?,?,?,0.9928,?,?,?,7.0,?
8.0,0.29,0.49,11.7,0.035,?,131.0,0.9958,?,0.34,?,5.0,2
7.5,?,0.49,?,0.047,42.0,140.0,?,?,0.47,10.7,6.0,?
?,?,0.49,?,0.045,61.0,206.0,0.9957,?,0.4,?,6.0,?
?,?,?,?,?,?,143.0,?,?,?,9.2,?,2
?,0.37,?,?,?,53.0,?,?,3.14,?,8.5,?,?
6.2,?,0.49,?,0.029,?,?,0.9928,3.41,?,?,8.0,2
7.8,0.26,0.49,3.2,0.027,?,?,?,3.03,?,11.3,7.0,?
8.9,0.32,?,?,0.05,?,131.0,?,?,?,?,?,2
6.5,?,?,?,?,16.0,169.0,?,3.11,0.37,8.7,?,?
?,0.14,?,?,?,22.0,118.0,?,3.36,0.36,9.4,6.0,2
?,0.17,0.49,1.0,?,46.0,131.0,?,?,0.51,?,7.0,?
?,?,0.49,?,0.037,37.0,?,0.9954,?,0.53,9.7,6.0,2
?,?,0.49,?,?,?,?,?,3.31,?,10.2,?,?
?,?,?,?,0.05,17.0,?,?,?,0.34,9.4,5.0,?
?,?,0.49,?,0.057,?,108.0,?,?,0.35,?,?,2
7.8,0.15,?,7.7,?,21.0,98.0,?,?,0.31,?,6.0,?
6.9,0.25,0.24,1.8,?,?,121.0,0.993,3.23,?,11.4,?,?
?,?,?,?,0.057,14.0,108.0,0.9928,?,0.35,11.5,?,2
7.1,?,0.49,6.5,?,28.0,?,?,?,0.58,12.2,?,?
7.4,0.19,0.49,6.7,?,?,110.0,0.9938,3.2,0.38,?,7.0,?
8.3,0.25,0.49,?,?,50.0,?,1.0001,?,?,?,?,2
?,?,0.74,1.6,0.035,21.0,126.0,0.9933,?,0.45,?,?,?
7.8,?,?,?,0.043,?,?,0.9952,3.21,?,10.0,?,2
8.1,0.12,?,?,?,?,?,0.9934,3.13,0.48,9.7,6.0,?
7.6,0.47,0.49,?,?,42.0,220.0,0.9988,2.96,0.51,9.2,5.0,?
?,0.22,0.49,?,?,26.0,105.0,0.993,3.1,0.39,?,5.0,2
7.8,0.49,?,7.0,0.043,?,?,0.9952,?,?,10.0,?,?
?,0.22,0.49,7.5,?,?,?,?,?,?,?,6.0,?
7.3,0.19,0.49,15.55,?,?,?,?,?,?,9.1,?,2
?,?,0.49,?,0.049,?,144.0,0.9971,3.09,?,10.2,7.0,?
7.3,0.19,0.49,15.55,?,?,134.0,?,?,0.36,?,?,2
7.5,0.24,0.49,?,0.048,50.0,149.0,0.9962,?,0.59,?,?,?
6.4,?,?,7.5,?,42.0,?,0.9948,3.27,0.52,10.1,6.0,2
?,?,0.49,?,0.036,20.0,?,0.99,?,?,12.1,7.0,2
?,0.3,?,1.6,0.045,?,100.0,?,?,?,?,5.0,2
?,0.26,?,?,?,?,?,?,3.65,?,?,4.0,?
?,0.31,?,?,0.044,27.0,131.0,0.9912,?,0.67,12.8,7.0,?
?,?,0.74,?,0.076,48.0,?,?,3.12,0.58,9.0,?,2
8.2,?,0.49,1.0,?,29.0,118.0,?,3.24,0.36,10.9,?,2
?,0.33,0.28,31.6,0.053,?,176.0,1.0103,?,?,8.8,?,?
6.6,?,0.49,?,?,?,?,0.9956,3.11,?,9.0,5.0,?
7.8,?,0.49,?,0.046,?,142.0,0.9936,3.09,0.59,?,5.0,?
5.8,0.15,0.49,?,?,21.0,98.0,0.9929,?,0.48,?,5.0,?
?,0.4,0.49,?,0.06,?,162.0,?,3.26,?,?,6.0,?
?,?,?,?,?,52.0,?,?,?,?,?,?,2
6.6,0.325,0.49,7.7,?,?,217.0,?,?,?,9.3,?,2
?,0.27,0.49,?,?,62.0,?,0.9959,?,?,?,?,?
?,0.26,0.49,?,?,54.0,?,0.9954,?,?,?,6.0,2
6.7,?,?,?,0.047,?,114.0,0.9914,2.92,?,?,7.0,?
7.9,0.33,?,?,0.053,35.0,176.0,?,3.15,0.38,?,6.0,2
8.1,?,0.46,15.4,0.059,?,?,1.0004,?,?,?,?,?
?,?,?,1.0,?,48.0,114.0,0.9911,?,?,11.5,8.0,?
7.8,0.445,0.56,1.0,?,?,?,0.9938,3.25,?,10.8,?,2
?,?,0.34,5.9,0.055,?,128.0,?,2.95,0.51,?,?,2
?,0.18,?,1.2,?,20.0,?,?,?,?,?,7.0,?
7.1,?,?,1.2,?,?,?,?,?,0.44,?,?,2
7.8,?,?,?,?,33.0,160.0,?,3.2,?,9.8,6.0,?
?,?,?,?,0.028,27.0,87.0,?,?,?,?,?,?
6.6,0.26,?,4.8,?,41.0,?,?,3.2,0.38,?,?,2
?,0.27,0.31,?,?,?,163.0,0.9951,3.2,0.38,?,5.0,?
?,0.22,?,?,0.046,82.0,188.0,0.9955,?,0.44,?,6.0,?
?,0.27,?,?,?,?,?,?,?,?,?,?,2
?,?,0.3,6.5,?,27.0,?,?,?,0.42,?,?,2
?,0.23,0.37,1.8,0.032,?,156.0,0.992,?,?,11.1,6.0,2
?,?,?,6.6,0.045,42.0,170.0,?,?,0.45,?,6.0,?
?,?,0.2,?,?,18.0,?,?,3.33,?,10.1,5.0,2
?,?,?,18.35,0.054,44.0,197.0,1.0008,?,0.55,9.0,5.0,?
6.3,?,0.3,?,0.046,?,?,0.9962,3.74,0.55,11.9,6.0,?
?,?,?,?,?,55.0,205.0,?,3.12,?,?,7.0,2
?,0.25,?,14.4,?,?,?,?,?,0.38,9.0,7.0,?
?,0.26,0.33,?,?,?,195.0,?,?,?,?,?,?
7.2,0.25,?,?,0.055,55.0,?,?,?,?,?,?,?
?,?,0.37,?,0.047,42.0,?,?,3.46,0.72,?,5.0,2
?,?,0.33,17.85,0.049,?,?,?,?,?,?,7.0,2
?,?,?,?,?,?,?,?,3.55,?,?,?,2
7.1,0.16,0.25,1.3,0.034,?,123.0,0.9915,?,0.55,?,?,2
9.0,?,0.3,1.5,?,?,?,?,3.11,0.45,9.7,?,2
?,?,?,14.4,?,?,205.0,0.9986,3.12,0.38,?,7.0,2
7.0,0.24,0.3,4.2,0.04,41.0,?,?,?,0.49,?,?,?
?,0.265,?,8.6,0.048,54.0,198.0,?,3.25,0.41,10.2,5.0,2
7.7,?,?,1.4,0.06,?,?,?,?,?,9.2,6.0,2
?,?,0.33,?,0.036,?,?,?,3.25,?,?,?,2
8.5,?,?,14.9,?,47.0,190.0,0.9982,3.08,0.31,10.0,6.0,2
?,?,0.3,?,?,39.0,190.0,0.9914,3.32,0.37,12.2,?,2
7.0,0.24,?,4.2,?,?,?,?,3.28,?,11.8,6.0,?
6.3,0.26,0.29,2.2,0.043,35.0,175.0,?,?,0.43,11.6,6.0,?
?,?,?,1.8,?,25.0,?,?,?,?,?,6.0,?
?,?,?,11.1,0.033,43.0,208.0,?,?,?,10.3,5.0,?
?,0.27,?,?,?,?,114.0,0.9955,?,0.35,?,?,?
?,0.33,?,?,0.058,?,?,0.9954,?,?,9.6,5.0,?
?,0.31,?,6.4,?,?,148.0,?,?,?,9.6,?,?
?,0.25,?,1.5,0.035,32.0,127.0,?,?,0.47,11.3,?,?
?,?,0.22,1.5,0.038,38.0,157.0,0.9934,?,?,?,6.0,?
6.8,0.26,?,?,?,48.0,179.0,?,?,0.4,?,5.0,2
7.0,0.61,?,1.7,?,?,161.0,0.9946,?,0.6,10.6,4.0,2
?,?,?,?,?,50.0,?,?,3.44,?,9.8,5.0,2
?,0.31,0.24,?,0.032,10.0,?,?,?,?,?,?,2
?,?,?,6.1,?,31.0,?,0.9939,3.24,0.51,?,5.0,?
7.9,?,?,?,?,25.0,178.0,0.995,3.22,0.51,10.0,6.0,2
?,0.34,?,?,?,?,?,0.9957,3.3,?,10.1,?,2
?,?,0.24,?,?,?,116.0,?,3.07,0.48,9.4,5.0,2
6.5,?,0.34,?,?,43.0,?,?,3.32,0.59,?,?,?
?,?,?,6.0,0.046,29.0,108.0,0.9939,?,?,10.8,?,2
6.8,0.27,?,?,?,?,142.0,0.9921,3.1,0.43,9.9,6.0,2
?,0.2,0.33,1.7,0.05,28.0,?,?,?,0.43,?,4.0,?
?,0.23,?,1.8,?,?,69.0,?,?,?,9.4,?,2
?,?,0.39,2.6,0.044,30.0,180.0,?,3.46,0.44,?,7.0,2
?,?,0.48,2.7,0.052,24.0,190.0,0.995,?,?,10.9,7.0,2
7.5,0.4,1.0,?,?,?,?,?,3.24,0.38,?,?,?
?,?,?,1.6,0.04,?,?,0.9912,?,0.59,?,?,?
?,?,0.3,5.0,?,?,?,0.9945,3.47,0.42,10.5,6.0,?
6.9,0.17,?,4.6,0.064,?,152.0,0.9952,3.29,?,9.3,?,2
7.0,?,0.32,6.4,?,28.0,97.0,?,3.23,0.44,?,?,?
7.6,0.445,?,?,?,68.0,212.0,0.9986,3.48,0.36,10.0,?,?
?,0.3,0.24,6.6,?,35.0,?,0.9953,?,0.48,9.4,?,?
?,0.22,0.33,?,?,45.0,138.0,0.9939,3.2,?,11.4,6.0,2
?,0.23,?,?,?,?,?,0.9929,2.94,0.3,10.4,?,?
?,?,?,13.8,?,?,?,0.9988,3.36,0.37,9.5,?,?
6.6,0.545,?,2.5,0.031,48.0,111.0,?,?,?,?,?,2
?,?,?,?,0.041,?,?,?,2.99,0.45,?,?,2
6.9,?,0.3,?,?,50.0,185.0,?,3.39,0.38,9.6,6.0,2
?,0.32,0.36,4.6,0.042,?,?,0.9928,?,?,12.0,?,2
6.1,0.22,0.23,?,0.052,?,?,0.9948,?,?,?,?,2
?,0.16,?,?,?,?,185.0,?,?,?,?,6.0,?
7.5,?,?,1.8,0.054,19.0,101.0,0.9946,3.24,?,?,?,2
8.4,0.29,?,?,?,?,?,0.9908,?,?,?,?,?
?,0.37,?,?,?,23.0,?,?,?,0.45,?,?,?
?,?,0.4,?,0.038,28.0,152.0,0.9906,?,0.32,?,6.0,?
?,?,0.23,14.9,0.039,?,?,?,?,0.35,9.7,?,?
?,?,?,?,?,33.0,?,0.9982,3.23,0.51,?,6.0,2
6.6,0.22,0.58,?,?,?,136.0,?,3.1,0.3,?,5.0,2
6.1,?,?,12.0,0.053,?,?,?,3.16,?,?,?,?
?,0.22,0.29,4.8,0.05,33.0,87.0,0.994,?,?,9.9,5.0,?
?,0.3,0.36,?,0.042,?,169.0,?,3.23,0.51,9.3,?,?
?,0.27,?,?,?,?,102.0,?,?,0.42,?,5.0,2
6.1,0.17,?,?,0.056,45.0,135.0,?,3.2,?,10.2,6.0,?
7.4,0.18,0.3,10.4,0.045,?,174.0,0.9966,?,0.57,?,?,2
?,0.16,?,2.5,0.046,?,153.0,0.9921,?,?,11.4,7.0,?
6.1,0.255,?,12.3,0.045,?,197.0,0.9967,3.24,0.54,?,6.0,?
7.4,?,?,1.4,?,43.0,?,0.9934,3.42,0.54,?,?,2
?,?,?,?,0.042,?,?,?,?,0.43,?,?,2
?,?,?,?,0.039,47.0,142.0,0.99705,3.14,0.35,9.7,6.0,?
6.7,0.27,?,?,0.053,54.0,202.0,0.9961,3.22,?,9.3,5.0,2
6.9,0.29,0.23,?,?,56.0,215.0,?,?,0.44,?,?,2
9.6,0.21,?,?,?,12.0,53.0,?,?,?,10.6,5.0,2
6.6,?,?,8.7,0.046,81.0,224.0,0.99605,3.17,0.44,9.3,5.0,?
6.4,?,?,?,0.042,67.0,181.0,?,3.31,0.35,10.2,?,?
8.0,0.3,0.28,?,?,31.0,?,?,?,?,?,6.0,?
6.4,?,?,1.5,0.037,?,?,0.9916,?,?,11.0,?,2
7.3,0.21,0.3,10.9,?,?,112.0,0.997,3.4,?,9.6,6.0,?
?,0.27,0.25,?,?,?,202.0,?,?,0.43,?,5.0,?
6.9,?,0.23,8.6,0.056,?,215.0,?,?,?,?,5.0,?
6.6,0.32,?,?,0.054,56.0,209.0,0.9961,?,0.45,8.8,5.0,2
?,?,?,1.7,?,?,179.0,0.9955,3.28,?,8.9,?,2
?,?,0.07,1.4,0.048,58.0,?,?,3.17,0.38,10.0,?,2
?,?,0.28,4.5,0.046,33.0,?,?,3.16,0.56,?,?,2
?,?,?,9.9,0.059,?,181.0,0.9955,3.04,?,?,?,2
6.5,?,?,1.4,?,40.0,?,0.9941,?,?,?,?,?
7.8,0.4,?,9.5,?,?,?,0.9955,3.04,?,10.9,?,?
7.8,0.39,?,9.9,0.059,?,?,?,?,0.42,10.9,6.0,2
6.9,?,0.28,?,0.054,?,99.0,0.9924,3.16,?,10.8,?,?
?,?,?,19.6,?,?,?,0.9973,3.24,0.4,12.0,?,2
?,0.25,?,?,?,42.0,163.0,?,?,0.47,?,?,2
6.5,?,0.26,?,?,?,?,?,?,0.72,?,6.0,?
?,?,0.36,1.8,?,?,150.0,0.9922,?,0.69,?,?,2
?,0.15,?,1.8,?,43.0,150.0,0.9922,?,0.69,11.0,?,2
?,?,?,?,0.052,47.0,?,?,3.24,0.38,9.8,?,?
6.1,?,0.37,1.8,?,?,?,?,3.49,0.44,10.5,?,?
?,?,?,9.25,0.034,73.0,142.0,?,?,?,11.4,6.0,2
?,?,?,?,?,?,?,?,?,?,10.1,?,2
?,0.24,?,?,0.038,?,127.0,?,3.33,0.46,?,7.0,2
8.5,0.21,0.26,?,0.034,?,?,0.9945,?,0.37,11.4,6.0,2
7.4,?,?,?,?,29.0,115.0,?,?,0.52,11.8,?,2
?,0.26,0.3,2.1,?,?,?,0.9909,3.33,?,?,?,2
8.2,0.36,?,?,0.035,?,122.0,?,?,?,12.0,?,2
7.8,0.2,?,?,?,?,189.0,0.991,?,0.74,?,7.0,?
9.4,?,0.3,?,?,26.0,176.0,0.9954,3.15,?,9.1,5.0,?
6.4,?,?,1.6,?,?,117.0,?,3.36,?,9.3,?,2
?,0.22,0.36,1.4,?,?,?,?,3.2,0.53,?,?,?
?,?,0.31,17.95,0.062,?,187.0,?,3.27,0.64,?,5.0,2
6.6,?,0.24,2.0,?,23.0,?,0.9946,?,0.54,9.4,5.0,?
6.7,?,?,6.3,?,?,149.0,0.9953,?,0.47,9.6,?,?
?,0.37,?,?,0.037,?,126.0,0.9918,?,0.62,12.0,5.0,2
?,?,0.27,?,0.039,37.0,?,0.9936,?,0.34,11.3,?,?
?,0.23,?,15.4,0.073,?,173.0,?,3.06,0.41,?,?,2
6.4,?,0.21,?,?,35.0,?,?,?,?,9.9,6.0,?
?,?,0.22,?,0.049,57.0,?,0.9966,?,?,?,?,?
?,0.16,0.23,1.6,?,?,?,0.9942,3.07,0.32,9.5,?,?
6.8,?,0.29,15.4,?,56.0,173.0,?,?,0.41,8.7,6.0,2
6.4,0.26,?,?,0.04,?,?,0.9956,?,0.58,9.9,?,2
7.6,?,0.22,10.2,?,57.0,?,?,3.08,0.4,9.3,?,2
7.5,?,0.39,?,0.065,?,?,?,3.16,?,9.4,?,?
?,?,?,?,?,9.0,?,0.9944,3.15,0.41,?,?,?
8.8,0.2,?,15.0,0.053,?,?,?,?,?,8.8,?,2
7.5,?,0.39,12.4,?,?,119.0,?,3.16,?,9.4,5.0,2
?,0.2,0.43,15.0,0.053,?,?,1.0008,?,?,8.8,?,?
?,?,0.21,1.5,?,39.0,?,0.9928,3.18,0.41,?,?,2
7.6,0.38,0.2,?,0.046,9.0,?,0.9944,3.15,0.41,?,5.0,?
5.6,?,0.24,?,0.042,24.0,72.0,?,3.29,?,?,6.0,2
7.2,0.15,?,?,0.038,18.0,110.0,?,3.19,0.43,?,?,2
?,0.42,0.29,?,0.03,?,100.0,?,?,0.32,?,?,?
?,?,0.35,?,?,?,164.0,0.9912,?,?,?,6.0,2
?,0.27,0.3,?,0.029,34.0,?,?,3.36,0.5,12.0,7.0,?
?,0.5,?,?,0.034,?,?,?,3.19,?,9.2,?,?
6.0,?,?,1.0,?,?,96.0,0.9896,?,0.44,?,?,?
?,?,0.28,1.2,?,38.0,131.0,0.9889,3.19,0.41,13.0,?,?
6.8,?,?,2.8,?,10.0,164.0,?,3.09,0.53,12.0,6.0,2
7.4,?,0.31,1.7,?,23.0,?,0.9926,3.07,?,?,?,2
?,0.42,0.29,4.1,?,?,100.0,?,?,?,?,7.0,2
?,0.19,0.24,?,0.054,34.0,231.0,?,3.36,?,?,?,2
?,?,0.12,11.5,0.033,35.0,165.0,?,3.22,?,9.0,5.0,2
7.1,?,0.4,1.5,?,13.0,84.0,0.9944,3.42,0.6,10.4,?,2
6.5,0.32,0.12,11.5,0.033,35.0,?,?,?,?,9.0,5.0,2
?,0.19,0.24,6.3,0.054,34.0,231.0,?,3.36,?,10.0,6.0,2
?,?,0.23,6.3,?,?,?,?,?,0.54,10.0,?,2
7.7,0.44,0.24,?,?,?,167.0,0.9948,3.12,?,11.3,?,2
7.7,0.44,?,?,?,?,?,0.9948,3.12,0.43,?,?,?
?,?,0.24,15.1,0.03,?,153.0,0.9953,?,?,?,?,?
7.7,0.44,0.24,?,0.031,41.0,167.0,?,?,0.43,?,7.0,?
?,?,?,?,?,34.0,153.0,0.9953,3.13,0.51,12.0,?,2
6.4,0.21,?,?,?,?,?,?,3.6,0.41,10.6,6.0,?
?,0.55,0.42,?,?,37.0,?,0.9988,?,0.56,9.3,?,2
?,0.19,?,?,0.123,27.0,?,?,3.04,0.54,?,?,2
7.2,0.24,?,?,?,37.0,?,0.992,3.27,?,?,7.0,2
?,?,0.36,?,?,53.0,247.0,0.9984,3.44,0.55,?,?,2
7.0,0.19,?,?,?,27.0,104.0,0.9954,3.04,?,9.4,6.0,?
?,0.18,0.33,?,0.054,24.0,?,?,?,0.51,10.5,5.0,2
?,0.24,0.29,2.2,?,37.0,102.0,?,?,?,?,?,2
?,?,?,11.8,?,96.0,249.0,?,?,?,?,?,2
?,?,0.45,?,?,32.0,139.0,0.9972,3.33,?,11.2,6.0,2
?,?,?,4.7,0.029,21.0,94.0,?,?,?,?,6.0,2
7.4,0.44,?,11.5,?,?,?,?,?,0.44,?,?,?
7.6,?,0.58,?,0.041,62.0,?,0.9966,?,?,9.0,5.0,?
?,?,?,?,?,44.0,157.0,?,?,?,?,5.0,2
8.7,?,?,?,0.052,?,243.0,1.0007,2.98,0.82,?,5.0,?
?,?,0.25,1.7,0.042,48.0,?,0.992,3.25,?,?,?,2
7.1,0.25,0.25,1.6,?,?,181.0,?,3.2,0.42,?,?,2
?,?,0.46,4.7,0.029,?,94.0,0.991,3.29,?,?,?,2
6.4,0.18,0.31,?,?,?,?,0.9934,?,?,?,?,?
8.3,?,0.39,2.4,0.058,?,?,?,3.28,0.59,10.3,5.0,2
6.8,?,?,6.4,?,44.0,?,?,3.29,?,?,?,?
?,?,?,14.0,0.053,?,?,0.9981,3.14,?,9.8,6.0,2
?,?,?,1.6,0.056,?,181.0,?,?,0.46,10.0,4.0,?
?,?,?,?,?,13.0,?,?,?,?,9.7,5.0,?
8.9,0.33,?,1.4,0.056,?,171.0,0.9946,?,0.47,?,?,2
8.0,0.22,?,?,?,83.0,197.0,?,3.14,0.45,?,?,2
6.7,0.18,?,4.7,0.046,57.0,?,0.9946,?,0.66,10.5,?,?
7.8,0.2,0.28,?,0.054,?,?,0.997,3.14,0.46,?,6.0,?
?,?,0.31,2.3,0.054,22.0,104.0,?,3.24,0.92,?,7.0,?
6.6,0.28,?,?,0.049,57.0,202.0,0.9958,3.24,0.39,9.5,5.0,2
7.1,0.25,?,2.4,?,?,122.0,?,?,?,?,?,2
?,?,0.44,?,?,?,142.0,0.9958,3.12,0.43,10.2,6.0,2
?,0.27,0.25,13.9,0.05,?,?,0.9984,3.34,0.5,9.8,6.0,?
?,?,0.28,13.8,?,34.0,?,?,3.1,0.37,11.6,6.0,?
7.4,?,?,7.3,0.031,?,144.0,?,3.15,0.38,?,?,?
?,0.18,0.28,8.5,?,41.0,140.0,0.9952,3.04,?,?,7.0,2
6.3,0.19,?,1.8,0.049,35.0,163.0,?,3.31,?,10.3,?,2
?,0.21,?,?,?,38.0,?,?,?,0.49,?,?,?
?,0.33,?,16.05,?,26.0,?,?,3.09,0.46,?,5.0,2
5.8,0.33,0.2,16.05,0.047,26.0,?,?,?,?,8.9,?,2
7.9,?,?,7.35,0.034,?,?,0.9938,?,0.31,10.8,5.0,?
?,0.31,?,?,0.058,?,?,0.9997,?,0.6,?,5.0,?
8.0,0.19,0.3,?,0.053,48.0,140.0,0.994,3.18,0.49,9.6,?,2
?,0.2,0.36,1.2,?,?,78.0,?,3.08,?,10.4,?,2
?,?,?,?,0.043,41.0,?,0.9986,?,0.57,8.7,?,?
?,?,0.61,?,?,?,103.0,?,?,?,?,?,2
7.7,0.3,0.42,14.3,?,45.0,?,0.9991,?,?,?,?,?
?,?,?,16.2,?,14.0,103.0,0.9987,3.06,?,9.2,6.0,?
?,?,?,14.3,0.045,45.0,?,?,?,?,9.2,5.0,2
?,0.3,?,?,0.045,45.0,?,0.9991,3.18,?,?,5.0,?
?,0.22,?,?,0.029,34.0,124.0,0.9948,?,?,?,?,?
7.2,?,?,?,0.043,14.0,103.0,?,?,?,9.2,?,2
?,0.53,?,?,?,?,?,?,?,?,?,5.0,2
7.3,?,0.41,?,?,?,?,0.9988,?,?,9.7,5.0,?
?,?,0.4,17.85,0.049,?,185.0,?,?,0.42,?,5.0,2
7.6,?,0.4,1.3,?,24.0,112.0,0.9932,3.14,0.76,?,?,?
7.7,0.3,0.42,?,0.045,45.0,213.0,0.9991,?,?,?,5.0,?
7.6,0.33,?,?,?,44.0,?,0.9989,3.18,0.64,?,?,?
6.8,?,0.31,18.3,?,40.0,?,1.0,?,?,?,5.0,?
6.8,?,0.31,?,0.046,?,?,?,?,0.41,8.7,5.0,?
?,0.35,?,?,0.056,?,?,?,3.14,0.44,9.5,?,2
7.9,?,0.33,?,0.039,?,212.0,?,?,?,?,6.0,2
7.5,0.29,?,?,0.037,?,166.0,0.9966,?,?,8.9,6.0,2
7.5,?,?,?,?,53.0,?,?,?,?,?,6.0,2
?,0.31,?,?,0.053,15.0,89.0,?,3.29,0.64,?,6.0,?
?,0.44,0.31,?,?,41.0,104.0,0.99,?,?,12.6,?,?
10.0,0.23,?,?,0.033,45.0,?,0.9988,2.72,?,9.7,6.0,2
7.4,0.21,?,?,?,14.0,118.0,0.9942,?,?,10.4,?,?
8.8,?,0.35,10.7,0.04,?,?,0.9984,?,0.49,9.1,6.0,2
7.8,?,0.27,?,?,25.0,106.0,0.9932,?,0.55,?,5.0,?
7.9,?,0.33,10.3,0.039,?,?,0.9969,2.93,?,?,6.0,?
?,0.29,0.67,?,?,53.0,166.0,0.9966,2.9,0.41,?,6.0,2
?,?,?,1.9,?,16.0,?,?,?,?,10.6,?,?
7.9,0.37,?,?,?,64.0,158.0,?,3.12,0.59,12.0,7.0,2
7.2,?,?,?,0.038,26.0,?,?,?,0.59,?,7.0,2
7.6,0.13,0.34,?,0.062,40.0,126.0,?,3.21,0.39,?,5.0,2
?,?,?,?,0.045,54.0,180.0,?,?,0.42,9.2,?,2
?,?,?,?,0.041,20.0,?,?,3.04,?,?,?,?
?,?,0.27,?,0.036,20.0,112.0,?,2.96,?,11.7,6.0,?
8.3,0.23,0.3,2.1,?,21.0,153.0,0.9953,3.09,0.5,9.6,6.0,?
?,0.43,?,?,0.033,?,135.0,?,3.0,0.37,?,?,?
7.2,?,?,?,?,26.0,?,0.9914,2.93,0.59,12.5,7.0,2
6.6,?,0.36,8.1,0.045,?,180.0,0.9958,?,0.42,?,?,?
7.1,?,0.26,?,0.041,?,?,0.9926,3.04,0.74,9.9,?,?
6.6,?,0.29,14.4,0.044,?,177.0,0.9991,?,?,8.9,?,2
7.3,0.22,?,13.7,0.049,56.0,189.0,0.9994,3.24,0.66,9.0,6.0,2
8.1,?,0.33,11.1,?,52.5,?,?,?,?,10.2,?,?
?,?,0.34,?,0.062,40.0,?,0.9966,3.21,?,?,5.0,2
7.0,0.12,?,?,0.055,27.0,127.0,?,3.29,0.41,9.4,?,?
?,?,?,?,?,10.0,59.0,?,?,?,10.4,?,?
7.6,?,0.36,?,?,?,?,?,?,?,?,?,?
?,?,?,1.4,?,?,?,0.9931,?,?,?,?,?
6.3,0.22,?,1.4,0.208,14.0,96.0,0.9932,?,?,10.0,6.0,2
7.1,?,?,?,?,46.0,169.0,0.9926,?,?,10.5,5.0,?
?,?,0.32,6.8,?,?,193.0,?,?,0.39,11.4,6.0,2
