@relation dataset

@attribute attribute_0 real
@attribute attribute_1 real
@attribute attribute_2 real
@attribute attribute_3 real
@attribute attribute_4 real
@attribute attribute_5 real
@attribute attribute_6 real
@attribute attribute_7 real
@attribute attribute_8 real
@attribute attribute_9 real
@attribute attribute_10 real
@attribute attribute_11 real
@attribute attribute_12 {1, 2}


@data
?,?,0.49,?,?,31.0,?,?,?,0.49,10.0,?,2
?,0.21,?,?,0.042,41.0,158.0,0.9997,3.28,?,?,?,2
?,0.27,?,?,?,?,156.0,?,3.04,?,8.7,?,2
14.2,0.27,?,?,0.037,33.0,?,0.992,3.15,0.54,11.1,6.0,2
?,?,0.49,?,?,?,?,0.9954,?,0.55,?,6.0,2
7.4,0.27,?,1.1,?,?,?,?,3.15,?,11.1,?,?
6.6,?,?,?,?,41.0,158.0,?,?,?,8.7,?,2
?,0.27,?,12.5,?,?,156.0,0.9981,3.04,?,?,?,?
?,?,?,?,0.037,?,?,0.9943,?,?,11.2,7.0,?
7.5,0.23,?,7.7,?,61.0,?,0.9941,?,?,?,?,?
7.3,?,?,?,0.028,32.0,?,?,3.24,0.54,10.8,6.0,?
?,0.18,?,?,?,?,?,?,?,0.67,9.0,6.0,2
?,?,0.49,1.5,0.031,?,122.0,0.9932,3.03,0.4,10.3,?,2
?,?,0.49,?,0.028,?,?,?,?,?,9.9,?,?
?,0.28,0.49,1.0,?,?,?,?,?,0.41,?,6.0,2
6.0,0.17,0.49,1.0,?,26.0,106.0,0.992,3.21,0.42,?,6.0,?
?,?,?,?,?,?,107.0,0.9936,?,?,10.8,?,2
7.1,?,?,15.6,0.044,44.0,?,0.9996,3.38,?,?,6.0,?
7.1,?,?,0.8,0.029,?,86.0,?,?,?,?,4.0,?
?,?,?,1.3,?,?,104.0,0.9924,3.23,0.57,?,6.0,?
7.3,?,0.49,1.1,?,?,99.0,?,3.2,0.72,10.6,6.0,2
?,0.13,?,?,?,6.0,24.0,0.9926,2.91,0.32,9.9,5.0,2
7.9,?,0.49,?,?,?,?,0.9952,?,?,10.6,?,?
6.7,0.29,?,4.7,?,?,?,?,?,0.45,?,6.0,2
6.7,0.3,0.49,?,?,36.0,158.0,?,?,0.45,9.9,?,?
?,0.36,0.24,1.8,0.025,?,102.0,0.9903,?,?,12.8,6.0,?
8.5,0.15,0.49,1.5,0.031,?,?,0.9932,3.03,0.4,?,6.0,?
?,?,0.49,5.2,?,?,?,0.9953,3.18,0.48,10.6,?,2
6.6,0.19,0.99,1.2,0.122,45.0,?,?,3.09,?,?,?,?
?,?,?,?,0.038,?,?,?,?,0.44,?,7.0,?
?,?,?,?,?,?,156.0,0.9962,?,0.63,11.0,7.0,?
7.9,?,0.49,8.2,?,32.0,164.0,0.9965,3.29,?,?,7.0,2
?,?,?,1.3,?,35.0,?,?,?,?,10.7,?,?
7.6,0.23,?,?,?,?,?,0.9967,3.08,?,9.6,6.0,2
?,?,0.49,?,0.051,36.0,?,0.9953,?,0.48,?,?,?
6.2,0.43,0.49,?,?,?,115.0,?,3.27,0.57,?,4.0,2
?,0.35,?,?,?,14.0,56.0,?,?,0.33,?,?,?
7.8,0.3,0.74,1.8,?,?,156.0,?,3.29,0.52,?,?,2
9.1,0.28,0.49,2.0,?,10.0,?,?,?,?,10.1,5.0,?
7.1,0.34,0.49,?,0.027,26.0,?,0.99,3.3,?,?,?,2
?,0.3,0.74,?,?,33.0,156.0,0.991,?,?,12.8,6.0,2
9.1,?,?,?,0.059,10.0,112.0,?,3.15,?,10.1,5.0,2
?,?,0.49,?,0.044,?,117.0,?,?,?,10.1,?,2
7.6,0.18,?,18.05,?,?,?,?,3.06,?,?,5.0,?
7.5,0.19,?,1.8,0.055,19.0,110.0,0.9946,?,?,?,5.0,2
7.4,?,0.49,?,0.055,49.0,?,?,?,0.58,9.7,6.0,2
6.7,0.3,0.74,5.0,?,?,157.0,?,?,?,9.9,?,2
?,?,0.74,4.6,?,36.0,?,0.9946,?,?,?,5.0,2
?,?,0.49,8.2,?,49.0,?,?,3.52,?,?,6.0,?
6.9,?,?,?,0.063,50.0,?,0.9957,3.54,?,10.3,6.0,?
7.8,?,0.49,3.1,?,?,116.0,?,3.16,?,10.3,?,?
?,0.17,0.49,?,?,23.0,108.0,0.9947,?,?,10.5,?,2
?,?,?,?,0.053,?,?,0.9953,?,0.76,10.5,6.0,2
?,?,0.49,?,0.05,20.0,?,?,3.32,?,9.8,?,?
?,0.64,?,?,?,17.0,?,?,?,0.58,?,?,2
6.4,?,0.74,?,?,54.0,168.0,0.9978,3.58,0.68,10.1,?,?
7.6,0.31,0.49,13.4,?,50.0,?,?,?,0.53,9.0,?,2
9.8,0.31,?,?,0.046,?,119.0,1.0004,?,0.45,?,?,?
9.0,0.3,0.49,?,?,?,84.0,?,?,?,?,?,2
?,?,?,?,0.039,46.0,?,0.9934,?,0.33,11.9,?,?
?,?,?,?,0.046,?,?,?,?,?,?,5.0,2
6.4,0.25,0.74,7.8,0.045,52.0,209.0,0.9956,?,?,9.2,?,2
?,0.3,0.74,13.5,0.039,?,?,?,?,?,8.7,?,?
9.3,0.31,?,?,0.042,?,?,?,3.11,?,?,?,?
6.4,0.25,0.74,?,0.045,?,209.0,?,?,?,?,6.0,?
7.3,0.3,?,13.5,0.039,46.0,?,?,?,?,?,5.0,?
7.0,0.27,?,1.5,0.036,?,122.0,0.9926,3.35,?,?,?,2
?,0.14,0.74,?,0.028,?,165.0,?,?,0.82,12.3,6.0,?
6.4,?,0.49,?,?,49.0,?,?,3.34,0.44,10.4,6.0,?
?,0.21,0.74,?,?,?,?,0.9916,?,0.41,10.7,?,2
?,0.16,?,7.3,0.043,?,63.0,?,?,?,?,?,2
7.0,?,?,3.8,?,37.0,136.0,?,?,0.4,9.4,6.0,?
6.4,0.27,0.49,?,0.046,53.0,206.0,0.9956,3.24,?,?,?,?
?,0.55,0.01,?,0.034,56.0,?,0.9906,3.15,?,11.9,5.0,?
?,?,0.49,?,0.046,?,206.0,?,?,0.43,9.2,6.0,?
6.3,?,?,1.4,?,24.0,?,?,?,0.39,9.9,?,2
?,?,0.49,1.6,0.167,?,?,0.9914,?,?,11.4,?,2
7.0,0.29,0.49,3.8,0.047,?,136.0,0.9938,2.95,0.4,?,?,2
?,0.34,?,?,0.046,?,223.0,?,?,0.52,10.7,?,2
5.6,?,?,?,?,27.0,77.0,?,?,0.36,?,?,2
?,?,?,1.9,0.034,?,?,0.98815,?,0.5,?,7.0,?
6.7,0.41,0.01,2.8,?,?,137.0,0.9942,3.24,0.35,?,?,?
?,?,?,2.2,?,31.0,?,?,3.37,?,12.9,?,?
7.5,0.32,0.49,?,0.031,?,109.0,0.9906,?,0.46,12.5,?,?
?,?,0.49,4.9,0.04,44.0,?,?,?,?,?,?,?
6.9,?,0.49,?,0.057,?,?,1.0024,?,0.47,?,?,?
?,?,?,11.8,?,?,212.0,0.9968,3.09,?,?,?,?
7.5,0.32,?,1.7,?,?,109.0,0.9906,3.07,?,?,?,?
?,0.26,?,?,0.04,?,100.0,?,?,0.34,10.1,?,?
7.8,0.26,0.49,?,?,?,?,?,3.03,?,11.3,7.0,2
8.0,0.14,0.49,1.5,0.035,42.0,120.0,0.9928,3.26,?,?,?,?
?,?,?,?,0.035,?,?,0.9958,3.14,0.34,?,5.0,?
7.5,0.19,?,1.6,?,42.0,140.0,?,3.4,?,?,?,?
6.9,0.34,?,7.3,?,?,?,0.9957,?,?,9.0,6.0,2
6.2,?,0.49,1.6,0.065,17.0,?,?,3.22,0.52,?,?,?
?,?,?,?,0.045,?,?,0.9982,3.14,0.48,8.5,?,2
?,0.22,0.49,?,?,31.0,?,?,?,0.36,11.3,?,?
7.8,?,0.49,3.2,?,?,?,?,?,?,?,7.0,?
8.9,?,0.49,1.6,0.05,17.0,131.0,0.9956,3.13,0.34,?,?,?
?,?,0.49,7.7,?,16.0,?,?,?,0.37,8.7,6.0,2
7.0,?,0.49,?,0.053,22.0,?,?,?,0.36,?,?,2
?,?,0.49,1.0,?,46.0,131.0,0.993,3.09,?,?,?,2
?,?,?,6.4,0.037,?,161.0,?,3.38,0.53,?,?,2
?,0.22,?,?,?,52.0,195.0,?,3.31,?,?,6.0,2
8.9,0.32,?,1.6,0.05,17.0,?,?,?,?,?,?,?
?,?,?,3.5,0.057,14.0,?,?,3.19,0.35,11.5,?,2
?,?,0.24,7.7,0.047,?,?,0.9951,?,?,?,6.0,2
?,0.25,0.24,?,0.053,?,?,0.993,3.23,0.7,?,5.0,?
?,0.2,?,?,?,14.0,108.0,?,?,?,11.5,?,2
7.1,?,0.49,?,0.041,?,?,?,3.41,0.58,?,8.0,2
?,?,0.49,?,?,15.0,110.0,0.9938,?,?,?,7.0,2
?,?,?,?,?,50.0,?,?,?,?,9.2,6.0,2
?,?,0.74,?,?,?,?,?,3.26,0.45,?,6.0,2
?,0.49,?,7.0,0.043,29.0,149.0,?,?,?,?,5.0,?
8.1,0.12,0.49,1.2,?,?,160.0,0.9934,3.13,0.48,?,?,?
7.6,?,0.49,?,0.239,42.0,220.0,?,2.96,0.51,9.2,?,?
?,0.22,?,3.8,?,?,105.0,?,3.1,0.39,?,?,2
7.8,0.49,?,?,?,?,149.0,0.9952,?,?,10.0,5.0,?
?,?,?,7.5,0.054,?,151.0,?,3.27,?,10.1,6.0,?
?,0.19,?,15.55,0.058,50.0,134.0,0.9998,?,?,9.1,?,2
8.1,0.3,0.49,12.3,0.049,?,?,?,3.09,0.57,?,7.0,2
7.3,0.19,0.49,15.55,?,?,?,0.9998,?,0.36,?,7.0,?
?,?,0.49,9.4,?,?,?,?,3.17,?,10.5,?,?
6.4,?,?,?,?,?,?,0.9948,3.27,?,?,?,2
?,0.21,?,?,?,?,99.0,0.99,3.05,?,?,7.0,?
7.1,?,?,1.6,?,31.0,100.0,0.9942,3.4,0.59,10.2,?,2
6.9,?,?,1.6,0.058,?,?,?,3.65,?,9.4,4.0,2
?,0.31,0.49,?,0.044,27.0,?,0.9912,3.08,0.67,12.8,?,?
6.4,0.42,?,12.8,0.076,48.0,209.0,?,3.12,0.58,9.0,6.0,2
8.2,?,0.49,1.0,?,?,?,?,3.24,0.36,?,4.0,2
?,?,?,?,0.053,35.0,?,?,3.15,0.38,?,?,?
6.6,0.46,?,7.4,0.052,19.0,184.0,?,3.11,?,?,5.0,2
?,?,?,1.3,0.046,?,?,?,3.09,?,?,?,2
?,0.15,?,1.1,?,?,98.0,?,3.19,0.48,9.2,5.0,?
?,0.4,?,?,?,34.0,?,?,3.26,0.58,11.3,6.0,?
?,?,?,7.7,0.05,?,220.0,?,3.12,?,8.8,5.0,2
6.6,0.325,?,?,?,?,?,?,3.16,0.4,9.3,5.0,?
?,?,?,?,?,?,217.0,0.9959,?,?,9.4,6.0,2
6.7,?,?,8.3,0.047,?,191.0,0.9954,3.23,?,?,6.0,2
6.7,0.21,0.49,1.4,0.047,?,?,?,2.92,0.42,10.8,7.0,?
?,?,?,?,?,35.0,?,?,3.15,0.38,8.8,6.0,2
8.1,?,?,15.4,0.059,?,177.0,?,3.27,0.58,9.0,4.0,?
?,?,0.37,1.0,0.036,?,?,?,?,0.51,11.5,?,2
?,0.445,0.56,?,?,8.0,84.0,0.9938,?,?,10.8,5.0,2
8.8,0.39,?,?,0.055,33.0,128.0,0.9927,?,?,11.8,?,2
?,?,?,1.2,0.033,?,?,0.9922,3.12,?,?,?,2
7.1,0.31,?,1.2,?,?,124.0,0.9924,3.14,0.44,?,6.0,?
?,?,0.18,6.7,?,33.0,160.0,0.9963,?,?,9.8,6.0,2
7.0,?,0.3,?,?,27.0,?,?,?,0.42,11.4,7.0,2
?,0.26,?,4.8,0.138,41.0,?,0.9951,3.2,0.38,9.3,5.0,?
?,0.27,0.31,5.3,?,?,?,?,?,?,?,5.0,2
?,0.22,0.29,8.9,?,?,188.0,?,?,0.44,?,6.0,2
?,?,0.32,?,?,65.0,?,0.9961,?,0.47,8.9,5.0,?
?,0.35,?,6.5,0.028,27.0,87.0,?,?,?,11.4,?,2
?,?,?,1.8,0.032,60.0,156.0,0.992,?,0.35,11.1,?,2
6.2,?,0.2,?,0.045,?,?,0.9944,?,?,?,?,2
6.4,?,?,?,0.034,?,?,0.9944,3.33,?,?,5.0,?
7.6,?,?,18.35,0.054,?,197.0,1.0008,?,0.55,9.0,?,?
6.3,?,?,10.0,0.046,?,?,0.9962,?,?,?,?,2
7.2,?,?,14.4,?,?,205.0,?,?,?,9.0,?,?
?,?,?,14.4,0.055,55.0,205.0,0.9986,?,?,9.0,?,2
7.3,0.26,?,?,0.049,41.5,195.0,?,3.06,?,?,7.0,2
7.2,0.25,0.28,14.4,0.055,?,205.0,?,3.12,0.38,?,7.0,?
7.4,?,?,?,0.047,42.0,147.0,?,?,?,?,?,2
?,0.26,0.33,17.85,0.049,?,?,1.0,?,0.44,9.1,?,?
6.7,0.25,?,1.55,0.041,?,216.0,0.9949,?,?,?,?,2
7.1,0.16,0.25,?,0.034,?,123.0,?,?,?,?,6.0,2
9.0,0.43,0.3,?,?,?,?,0.9951,3.11,?,?,4.0,2
?,0.25,0.28,14.4,?,55.0,205.0,?,?,?,9.0,7.0,?
7.0,?,0.3,?,0.04,?,213.0,?,3.28,0.49,?,6.0,?
?,?,?,8.6,0.048,54.0,?,0.9955,3.25,?,10.2,5.0,?
7.7,?,?,?,?,?,150.0,?,3.37,0.42,?,6.0,?
7.2,?,0.33,?,?,35.0,132.0,?,?,0.4,11.0,?,2
8.5,?,?,14.9,0.041,47.0,?,0.9982,3.08,0.31,10.0,6.0,2
6.9,0.18,0.3,?,0.038,?,?,0.9914,?,?,?,?,?
7.0,?,0.3,?,0.04,41.0,213.0,?,?,0.49,?,6.0,2
?,?,?,2.2,0.043,35.0,?,0.9918,3.38,0.43,?,6.0,?
?,?,?,?,0.043,?,?,?,?,?,?,6.0,2
?,?,0.36,11.1,?,43.0,208.0,0.9969,?,?,10.3,?,2
6.5,?,0.19,4.2,0.046,6.0,114.0,0.9955,3.25,?,8.6,?,?
?,0.33,?,6.4,0.058,27.0,151.0,0.9954,3.16,?,9.6,?,2
?,0.31,?,?,0.057,25.0,?,?,3.16,?,9.6,?,?
?,0.25,0.31,1.5,0.035,?,127.0,?,3.41,?,?,?,?
?,0.24,0.22,1.5,0.038,38.0,157.0,?,3.41,0.55,9.9,6.0,?
6.8,?,?,16.95,0.056,?,?,?,3.45,?,9.6,5.0,?
7.0,?,?,1.7,0.051,25.0,161.0,0.9946,?,0.6,?,?,?
6.8,0.22,0.3,13.6,?,50.0,180.0,0.9984,3.44,?,?,?,2
8.1,?,?,?,?,?,?,?,?,0.47,?,5.0,?
7.0,?,?,?,0.037,31.0,120.0,?,3.24,?,?,5.0,2
?,?,?,3.0,0.061,25.0,?,0.995,3.22,0.51,?,6.0,?
6.6,?,0.27,?,0.059,?,136.0,0.9957,?,0.49,10.1,?,?
6.8,0.3,0.24,6.6,?,?,116.0,?,?,?,?,?,?
6.5,?,?,?,?,?,148.0,?,?,?,11.5,?,2
7.0,0.21,0.31,6.0,?,?,108.0,0.9939,?,?,?,6.0,?
6.8,?,0.32,1.5,0.044,?,142.0,?,?,0.43,9.9,6.0,?
?,0.2,?,?,?,28.0,?,?,?,?,9.0,4.0,2
?,0.23,?,?,?,24.0,?,0.9933,?,?,9.4,6.0,?
?,0.2,0.39,?,0.044,30.0,?,?,?,?,10.8,7.0,2
8.2,?,?,?,0.052,24.0,?,0.995,?,?,10.9,?,?
7.5,0.4,?,?,0.041,33.0,?,?,?,0.38,?,?,2
?,?,0.34,?,?,43.0,?,0.9912,?,?,11.5,?,2
7.0,?,0.3,5.0,?,31.0,?,0.9945,3.47,?,10.5,6.0,?
6.9,0.17,?,4.6,?,55.0,152.0,0.9952,?,?,9.3,6.0,2
?,0.3,?,?,0.034,?,?,0.9924,3.23,?,11.8,?,2
?,0.445,0.44,?,0.045,?,?,0.9986,?,?,10.0,?,?
?,?,0.24,?,0.123,?,116.0,?,3.07,0.48,?,?,?
?,?,?,?,?,?,?,0.9939,3.2,0.68,?,?,2
9.2,0.23,?,?,0.031,?,99.0,0.9929,2.94,0.3,10.4,?,2
8.7,?,?,13.8,0.055,68.0,198.0,?,3.36,?,?,?,2
6.6,?,0.04,?,?,?,111.0,0.9906,3.14,0.32,?,5.0,2
8.1,0.3,?,?,?,?,123.0,?,?,0.45,11.1,?,2
6.9,0.16,?,?,?,?,185.0,0.9978,3.39,0.38,9.6,?,2
8.0,?,?,?,?,?,178.0,0.9928,3.29,?,?,?,2
?,?,0.23,?,0.052,15.0,104.0,0.9948,?,0.42,?,?,?
6.9,?,?,?,?,50.0,?,?,?,?,?,6.0,?
7.5,?,?,?,0.054,19.0,101.0,?,?,?,?,?,?
?,?,0.29,1.05,0.032,?,55.0,0.9908,2.91,?,11.4,4.0,2
6.6,?,0.47,6.5,?,23.0,?,?,3.14,?,?,?,2
?,0.38,0.4,?,?,28.0,152.0,?,?,0.32,?,6.0,?
6.3,0.25,0.23,?,0.039,47.0,142.0,0.99705,3.14,?,?,6.0,2
?,0.3,0.36,?,0.042,33.0,169.0,?,?,?,?,?,2
6.6,0.22,0.58,1.1,?,52.0,136.0,?,3.1,0.3,9.1,5.0,2
?,0.34,0.31,12.0,?,46.0,?,?,3.16,0.48,8.6,5.0,2
7.5,0.22,?,4.8,0.05,?,?,?,3.14,?,9.9,?,2
8.3,?,?,10.0,?,?,?,0.9982,3.23,0.51,?,6.0,?
?,?,0.24,1.2,0.044,?,?,?,3.28,?,?,?,?
?,?,?,1.5,0.056,45.0,135.0,?,3.2,?,10.2,?,?
7.4,0.18,?,10.4,?,44.0,174.0,0.9966,3.11,?,9.7,?,?
6.7,?,?,?,?,?,?,?,?,0.51,11.4,?,2
6.1,?,0.44,12.3,?,?,?,0.9967,3.24,?,?,?,2
?,0.23,?,?,?,?,141.0,?,?,?,?,?,?
6.4,?,0.28,2.2,?,33.0,?,0.9914,3.31,0.43,?,?,2
6.3,?,0.23,?,0.039,?,142.0,?,3.14,0.35,?,6.0,2
?,?,?,?,?,?,?,?,3.22,?,?,5.0,2
6.9,?,?,8.6,0.056,56.0,?,?,3.17,0.44,8.8,?,?
9.6,?,0.28,?,?,?,53.0,?,?,?,?,5.0,?
?,0.62,?,8.7,0.046,81.0,?,0.99605,?,0.44,9.3,?,?
6.4,0.28,?,?,0.042,67.0,181.0,?,3.31,0.35,10.2,?,2
8.0,0.3,0.28,5.7,0.044,31.0,124.0,?,3.16,?,?,?,2
6.4,?,0.27,1.5,?,20.0,?,0.9916,3.46,?,11.0,7.0,2
?,?,0.3,10.9,?,?,?,0.997,?,?,9.6,?,2
?,0.27,0.25,8.0,?,?,202.0,0.9961,?,?,9.3,5.0,?
6.9,?,?,?,0.056,56.0,?,0.9967,?,0.44,?,5.0,?
?,0.32,?,?,0.054,?,209.0,?,3.17,?,8.8,5.0,?
?,?,0.22,?,0.051,?,?,0.9955,3.28,0.69,?,5.0,2
6.6,0.37,?,?,0.048,?,?,0.9922,3.17,0.38,10.0,?,?
?,0.43,0.28,4.5,0.046,33.0,?,0.9918,?,0.56,12.2,7.0,?
?,?,?,?,0.059,33.0,?,0.9955,?,0.42,10.9,?,2
?,?,?,1.4,0.041,?,?,?,3.34,?,?,6.0,2
?,?,?,9.5,?,?,?,?,?,0.43,?,?,2
?,0.39,?,?,0.059,?,?,?,3.04,?,10.9,?,?
?,?,?,3.0,?,33.0,?,0.9924,3.16,0.4,?,?,2
7.7,?,?,?,?,?,?,0.9973,?,0.4,12.0,6.0,2
?,0.25,0.35,?,?,?,163.0,?,?,?,9.8,?,?
6.5,0.18,?,1.4,0.041,?,?,0.9941,3.34,?,9.5,?,2
6.4,0.15,0.36,1.8,?,?,?,?,3.42,0.69,11.0,?,?
?,?,?,?,?,?,150.0,?,3.42,0.69,11.0,?,?
?,0.17,?,?,?,47.0,150.0,0.9953,?,?,9.8,5.0,2
6.1,0.32,?,?,?,13.0,?,0.9945,?,?,10.5,?,?
?,?,0.26,?,0.034,?,?,0.9945,3.05,0.37,?,6.0,?
8.7,0.45,0.4,?,0.067,17.0,?,0.9957,?,0.57,10.1,?,?
6.7,0.24,0.29,?,0.038,?,?,0.9932,?,?,?,7.0,2
?,?,0.26,9.25,?,?,?,0.9945,3.05,0.37,11.4,6.0,?
?,0.33,?,?,0.04,29.0,115.0,?,3.07,0.52,11.8,7.0,2
?,?,?,?,?,50.0,158.0,0.9909,?,0.43,12.1,7.0,?
8.2,?,?,7.6,?,37.0,?,?,3.16,?,12.0,5.0,2
?,?,?,?,?,?,189.0,?,?,0.74,12.1,?,2
9.4,0.16,0.3,1.4,?,26.0,?,?,3.15,0.46,?,5.0,2
?,0.33,?,1.6,?,?,117.0,0.9943,?,?,?,?,2
?,?,0.36,1.4,0.056,21.0,153.0,?,?,0.53,?,?,2
7.4,0.35,0.31,17.95,0.062,?,187.0,1.0002,3.27,0.64,?,5.0,2
6.6,?,0.24,?,?,23.0,120.0,?,?,?,9.4,5.0,?
6.7,?,0.41,6.3,?,?,?,0.9953,3.16,?,9.6,6.0,?
7.1,0.37,0.32,1.4,0.037,27.0,126.0,0.9918,3.19,0.62,?,5.0,?
6.9,0.25,?,9.05,0.039,?,?,0.9936,3.27,?,?,8.0,?
6.8,0.23,0.29,?,0.073,56.0,173.0,?,3.06,0.41,8.7,?,2
?,?,0.21,?,?,35.0,?,?,?,0.58,9.9,6.0,?
7.6,0.3,0.22,10.2,0.049,57.0,191.0,?,?,?,?,?,2
?,0.16,?,?,?,?,67.0,0.9942,3.07,?,?,?,2
6.8,?,?,?,?,56.0,173.0,0.9984,?,0.41,?,6.0,?
6.4,0.26,?,?,0.04,35.0,162.0,?,3.39,?,9.9,?,?
?,?,?,10.2,0.049,57.0,?,0.9966,3.08,0.4,?,6.0,?
7.5,?,0.39,?,?,29.0,?,?,3.16,?,9.4,?,2
?,?,0.2,3.4,?,9.0,?,?,?,?,?,?,2
8.8,?,?,15.0,?,?,?,?,?,?,?,6.0,?
7.5,?,?,?,?,?,119.0,?,?,?,?,?,?
?,?,0.43,15.0,?,?,184.0,1.0008,3.28,?,8.8,?,2
?,0.36,0.21,1.5,?,?,?,?,?,0.41,?,?,?
7.6,0.38,0.2,?,0.046,?,?,0.9944,3.15,?,?,5.0,2
?,0.46,?,4.8,?,24.0,?,?,?,?,12.6,6.0,2
?,0.15,?,?,0.038,18.0,?,?,3.19,0.43,?,6.0,2
?,?,?,4.1,0.03,31.0,?,0.9911,3.0,0.32,?,?,2
6.8,0.3,0.35,?,0.038,10.0,164.0,0.9912,3.09,?,?,6.0,?
6.7,0.27,?,?,?,?,?,0.9953,?,?,12.0,?,?
7.2,?,?,0.8,0.034,?,114.0,0.9932,3.19,0.34,9.2,4.0,?
?,?,?,1.0,0.032,27.0,?,0.9896,3.38,0.44,?,?,2
6.8,?,0.28,1.2,?,?,131.0,?,?,0.41,13.0,?,?
?,?,0.35,?,0.038,?,164.0,0.9912,3.09,0.53,12.0,6.0,?
?,0.29,0.31,1.7,?,23.0,?,?,3.07,0.38,?,?,?
8.2,0.42,0.29,?,0.03,31.0,?,0.9911,3.0,0.32,?,7.0,2
7.3,0.19,?,6.3,?,?,?,?,3.36,0.54,?,6.0,?
6.5,?,?,?,?,?,165.0,0.9974,3.22,0.32,9.0,?,?
?,0.32,?,1.5,?,13.0,?,?,?,?,?,?,2
?,0.32,?,?,0.033,35.0,165.0,0.9974,?,0.32,9.0,?,2
?,0.19,0.24,6.3,0.054,34.0,231.0,0.9964,?,0.54,?,6.0,?
7.3,?,?,?,?,?,240.0,?,?,0.54,10.0,?,?
7.7,0.44,0.24,11.2,0.031,41.0,?,0.9948,3.12,?,?,7.0,2
7.7,?,?,?,0.031,?,167.0,0.9948,?,0.43,?,7.0,2
7.4,?,0.24,15.1,0.03,34.0,153.0,0.9953,?,?,12.0,?,2
7.7,?,0.24,11.2,?,41.0,?,0.9948,?,?,11.3,?,?
?,?,?,?,0.03,34.0,153.0,?,?,0.51,?,?,2
6.4,0.21,0.3,?,0.044,?,160.0,?,3.6,0.41,?,?,2
8.0,0.55,?,12.6,0.211,?,?,0.9988,?,?,?,5.0,2
?,0.19,0.23,?,0.123,?,104.0,?,?,0.54,?,6.0,2
?,0.24,0.29,?,?,?,102.0,?,?,?,11.0,7.0,2
?,?,?,11.0,?,?,?,?,?,?,?,?,2
7.0,0.19,?,5.7,?,?,104.0,?,?,?,?,6.0,?
6.9,?,0.33,1.0,0.054,?,164.0,0.9926,3.42,?,10.5,5.0,?
7.2,?,?,2.2,?,?,102.0,?,?,?,?,7.0,?
8.2,?,?,11.8,?,96.0,?,?,3.07,?,?,6.0,?
8.3,?,0.45,7.8,?,?,?,0.9972,?,?,11.2,?,?
?,?,0.46,4.7,0.029,21.0,?,0.991,?,0.62,12.3,?,2
?,0.44,?,?,0.049,?,?,0.998,?,?,?,?,?
?,?,?,?,0.041,62.0,180.0,0.9966,3.07,0.38,9.0,5.0,?
?,?,?,11.5,?,?,?,0.998,?,0.44,?,5.0,2
8.7,0.49,?,?,0.052,?,243.0,?,?,?,9.0,5.0,2
?,0.24,0.25,1.7,0.042,48.0,?,?,3.25,0.42,?,6.0,2
7.1,?,?,?,0.046,?,?,0.9925,3.2,0.42,11.0,7.0,2
?,?,0.46,?,0.029,21.0,94.0,0.991,?,?,12.3,6.0,2
6.4,?,0.31,1.6,?,?,?,0.9934,3.6,0.67,?,?,2
?,?,0.39,2.4,?,16.0,?,0.9955,3.28,0.59,10.3,5.0,?
?,0.24,0.35,?,?,?,?,?,3.29,?,?,?,2
?,0.22,?,14.0,?,83.0,?,0.9981,?,?,?,6.0,?
?,?,?,1.6,?,34.0,?,?,?,0.46,?,?,?
?,?,?,?,0.056,13.0,176.0,0.9946,3.14,?,?,?,?
8.9,?,0.34,?,?,?,171.0,?,?,?,?,5.0,2
8.0,0.22,0.28,?,?,83.0,?,?,3.14,?,?,?,?
6.7,?,0.19,?,?,57.0,?,?,3.32,0.66,?,?,?
?,?,?,10.2,0.054,?,186.0,?,?,?,?,?,?
?,0.13,0.31,?,0.054,22.0,?,?,?,?,11.5,?,?
?,0.28,?,?,?,?,202.0,?,3.24,0.39,9.5,5.0,2
?,0.25,0.3,2.4,0.042,?,122.0,0.994,?,?,10.5,?,2
?,0.36,?,?,0.255,28.0,?,?,3.12,0.43,?,6.0,?
?,?,?,?,0.05,45.0,199.0,?,3.34,?,9.8,?,2
?,0.37,0.28,13.8,?,?,137.0,0.9948,3.1,?,?,?,?
?,?,0.27,7.3,0.031,41.0,?,?,3.15,0.38,11.8,?,2
8.2,?,0.28,8.5,0.035,41.0,140.0,0.9952,?,?,10.1,7.0,2
?,0.19,?,1.8,0.049,?,163.0,?,3.31,?,?,6.0,2
?,0.21,0.22,5.1,0.048,38.0,?,?,3.34,0.49,10.4,?,2
5.8,0.33,?,?,?,?,166.0,?,3.09,?,8.9,?,?
5.8,0.33,0.2,16.05,0.047,?,?,?,3.09,?,8.9,5.0,?
?,0.29,0.31,7.35,?,?,?,?,3.06,?,10.8,?,2
6.6,?,0.38,?,0.058,16.0,?,?,3.38,?,?,?,?
?,0.19,0.3,?,0.053,?,?,0.994,?,?,9.6,6.0,2
?,?,?,?,?,21.0,78.0,?,3.08,0.37,10.4,?,?
?,0.25,0.26,14.0,0.043,?,248.0,?,?,?,?,6.0,2
?,?,0.61,?,0.043,14.0,?,?,?,0.36,9.2,?,?
7.7,0.3,0.42,?,0.045,45.0,213.0,?,?,?,9.2,?,?
7.2,0.2,0.61,?,?,14.0,103.0,0.9987,?,0.36,9.2,6.0,2
7.7,0.3,0.42,?,?,?,?,0.9991,3.18,0.63,?,5.0,?
