@relation dataset

@attribute fixedacidity real
@attribute volatileacidity real
@attribute citricacid real
@attribute residualsugar real
@attribute chlorides real
@attribute freesulfurdioxide real
@attribute totalsulfurdioxide real
@attribute density real
@attribute ph real
@attribute sulphates real
@attribute alcohol real
@attribute quality real


@data
?,?,0.48,2.2,?,28.0,164.0,0.998,3.19,0.59,9.7,?
7.9,?,0.28,?,0.041,?,?,0.9954,?,0.43,?,6.0
7.4,0.18,0.42,?,?,?,?,0.9938,?,0.41,10.6,7.0
?,?,0.42,6.6,?,36.0,141.0,0.9918,2.98,0.39,13.3,7.0
?,?,?,2.7,0.041,35.0,128.0,0.9896,?,0.43,13.5,7.0
6.4,0.26,?,5.1,?,23.0,?,0.9944,3.29,0.32,10.1,5.0
?,0.66,?,?,0.042,62.0,?,0.9999,2.92,0.68,9.4,?
8.0,0.2,?,5.2,0.055,?,167.0,0.9953,3.18,?,10.6,?
?,?,0.34,1.1,?,25.0,80.0,0.992,3.25,?,11.3,6.0
7.2,0.18,?,?,?,20.0,73.0,0.9925,?,?,?,7.0
8.4,0.57,?,?,0.051,?,195.0,?,3.15,?,10.4,5.0
?,0.26,0.23,?,0.034,?,?,?,3.82,?,10.5,7.0
5.7,0.245,0.33,?,?,28.0,150.0,?,3.13,0.42,9.3,5.0
5.6,0.245,0.32,?,0.047,?,152.0,0.9927,?,?,?,6.0
7.3,0.25,0.41,1.8,0.037,52.0,165.0,?,3.29,0.39,12.2,?
?,0.16,?,1.0,0.138,58.0,150.0,0.9936,?,0.3,?,5.0
6.4,0.22,0.34,?,?,?,104.0,0.9959,3.81,0.57,10.3,6.0
7.3,0.18,0.65,1.4,0.046,?,157.0,0.9946,3.33,0.62,9.4,6.0
?,?,?,6.7,?,?,?,?,?,0.35,?,?
6.9,0.29,?,6.8,0.034,?,212.0,0.9955,3.08,0.39,9.0,6.0
?,?,0.38,?,?,?,245.0,0.9951,?,0.36,9.3,?
6.4,?,0.3,7.1,?,63.0,236.0,?,3.06,0.34,?,6.0
7.3,0.19,?,1.5,?,?,156.0,0.9946,3.32,0.64,?,?
?,0.18,?,?,0.046,28.0,157.0,?,?,0.62,9.4,6.0
9.6,?,?,1.45,0.039,77.5,223.0,?,?,?,9.5,?
7.2,?,0.35,?,?,15.0,73.0,?,?,?,9.9,5.0
?,0.31,0.34,?,?,36.0,?,0.9963,3.46,0.62,?,?
?,0.28,?,?,0.028,36.0,?,?,?,?,12.3,8.0
8.0,0.22,0.42,14.6,?,?,?,?,3.21,0.69,8.6,7.0
7.6,0.31,?,?,0.04,21.0,145.0,0.9966,3.04,?,9.4,5.0
?,?,0.56,13.8,0.048,?,?,0.9993,3.07,0.58,9.4,?
?,?,?,14.6,0.044,?,163.0,?,3.21,0.69,?,?
8.1,0.5,?,1.1,?,23.0,126.0,?,?,?,10.9,?
7.0,0.39,0.31,5.3,0.169,?,162.0,0.9965,?,0.48,?,?
8.1,?,0.47,?,?,?,?,?,?,0.42,10.9,5.0
?,0.35,?,13.8,0.048,?,?,0.9993,3.07,?,9.4,6.0
6.2,0.22,0.27,1.5,?,20.0,132.0,0.9938,3.22,?,9.2,?
8.0,0.22,?,?,0.044,45.0,?,1.0003,?,?,?,7.0
7.6,0.31,?,10.5,0.04,21.0,145.0,?,?,0.35,9.4,5.0
?,0.24,0.36,?,0.083,10.0,?,0.9942,3.33,?,10.8,6.0
6.6,0.27,0.3,?,0.025,14.0,?,0.9928,?,?,10.5,?
?,?,?,?,?,?,?,0.991,3.02,?,12.5,6.0
7.7,?,0.34,?,0.028,26.0,168.0,?,2.99,0.48,12.1,7.0
7.4,?,?,?,0.039,?,147.0,0.9977,3.02,?,8.7,?
?,?,?,8.8,?,50.0,151.0,?,?,?,12.7,?
7.7,0.27,?,?,0.028,?,168.0,?,?,0.48,12.1,7.0
7.8,0.16,?,?,0.026,?,140.0,?,3.02,?,12.5,?
6.6,0.16,0.29,1.8,?,?,147.0,0.9912,3.06,0.44,?,7.0
?,0.21,0.4,1.6,0.032,?,?,0.9907,3.02,0.6,?,?
7.2,?,0.33,?,0.029,?,?,0.9902,3.15,?,12.8,7.0
6.6,0.16,0.3,1.6,0.034,?,?,0.992,?,0.44,11.2,?
8.4,0.16,0.33,1.5,0.033,16.0,98.0,?,3.14,0.42,9.7,6.0
7.5,0.23,0.32,?,0.038,54.0,191.0,?,?,0.56,9.7,6.0
6.2,?,0.3,?,0.037,14.0,?,?,?,0.54,10.3,6.0
6.9,0.39,0.22,4.3,0.03,?,?,0.993,3.0,?,11.6,?
6.9,?,?,4.2,0.031,?,102.0,?,3.0,0.86,?,4.0
?,?,?,9.2,?,?,191.0,0.9966,?,0.56,9.7,?
?,0.38,?,5.0,0.045,?,?,?,3.32,0.44,?,6.0
7.3,?,0.38,?,?,?,?,0.9925,3.19,0.37,12.6,?
7.3,0.34,0.39,?,0.04,?,163.0,0.9925,?,?,12.4,6.0
7.8,0.23,0.28,4.75,0.042,45.0,?,?,?,?,11.5,5.0
9.0,0.245,0.38,?,0.045,52.0,?,?,2.93,0.35,?,?
6.9,0.2,0.4,?,?,?,?,0.9939,3.22,?,11.4,?
7.4,?,?,6.4,0.067,39.0,?,?,3.3,0.33,9.6,6.0
?,?,0.36,?,0.035,?,?,0.9952,3.05,0.3,?,6.0
?,?,0.71,?,0.038,?,228.0,1.0,2.95,?,9.3,?
7.9,0.14,0.45,?,0.05,?,114.0,0.9948,3.33,0.49,10.7,?
?,?,?,1.8,0.047,?,105.0,0.99,?,?,12.8,8.0
?,?,0.59,?,0.049,?,?,?,2.98,0.62,?,?
9.2,0.15,0.68,?,?,?,130.0,0.9948,?,0.45,10.4,6.0
?,0.17,0.55,?,0.049,14.0,94.0,0.9949,?,?,10.3,?
?,0.365,0.08,13.5,0.041,?,142.0,?,?,?,9.9,6.0
6.3,?,0.22,3.75,0.039,37.0,?,0.9927,3.23,0.5,10.7,6.0
9.6,?,0.54,?,0.04,?,160.0,?,2.94,0.43,10.5,5.0
9.2,?,?,?,0.046,?,186.0,0.9949,?,0.48,9.6,5.0
?,0.31,0.4,6.2,0.04,?,169.0,?,3.15,?,?,?
?,0.2,0.36,9.7,?,63.0,162.0,0.997,3.1,0.46,?,6.0
7.9,?,0.26,?,0.026,40.0,?,?,?,0.39,?,6.0
7.0,0.15,0.34,?,0.039,21.0,177.0,0.9927,?,?,?,?
6.4,?,0.31,?,?,25.0,96.0,0.9932,3.54,0.51,?,6.0
6.4,0.25,0.53,?,0.038,?,?,0.9955,3.03,?,?,?
?,0.19,0.42,1.5,?,?,114.0,0.9914,3.04,?,?,?
7.3,0.43,0.37,?,?,?,?,0.991,?,0.43,13.2,6.0
5.1,0.31,0.3,0.9,?,?,152.0,0.992,3.54,0.56,?,6.0
6.2,0.2,?,1.7,?,?,161.0,0.9924,?,0.66,11.0,5.0
6.9,?,0.35,1.3,0.043,21.0,?,?,3.25,0.62,10.8,?
7.7,?,?,?,0.04,28.0,114.0,0.9911,3.2,?,12.8,?
6.5,?,?,6.8,0.042,33.0,168.0,0.9958,3.12,0.36,?,6.0
6.8,?,?,1.5,?,?,?,?,3.12,?,10.5,?
5.2,0.37,0.33,1.2,0.028,?,?,?,3.37,0.38,?,6.0
8.4,0.19,?,?,0.052,20.0,?,0.994,2.85,0.46,9.5,5.0
8.3,0.21,?,2.2,?,24.0,?,0.994,?,0.45,9.5,?
?,0.15,?,8.8,0.058,24.0,110.0,0.9972,?,?,?,6.0
7.9,0.16,?,?,?,69.0,210.0,?,3.15,0.51,?,?
7.8,?,?,?,0.034,62.0,?,?,3.09,0.75,12.6,8.0
9.0,0.24,0.5,1.2,0.048,?,107.0,?,3.21,?,12.4,6.0
?,0.21,0.24,2.3,?,?,189.0,0.995,?,?,?,6.0
7.8,0.29,?,7.0,0.042,?,161.0,0.9941,3.26,0.37,?,?
?,?,0.3,6.4,?,40.0,251.0,?,3.29,0.52,10.0,5.0
?,?,?,6.4,?,40.0,?,?,?,?,?,5.0
?,0.58,0.27,?,0.033,37.0,116.0,?,2.99,0.39,10.8,6.0
7.2,0.16,?,0.8,?,?,121.0,?,?,0.33,10.0,?
7.6,?,0.23,2.0,0.029,13.0,151.0,0.9931,3.04,0.33,?,5.0
?,0.58,?,?,?,37.0,?,?,2.99,0.39,10.8,6.0
?,0.25,0.31,12.4,0.059,52.0,?,?,3.51,0.47,9.8,?
?,0.23,0.37,1.9,0.041,51.0,?,0.9908,?,?,?,8.0
7.3,?,?,1.1,0.043,?,?,0.991,?,0.48,12.7,8.0
7.0,0.46,?,6.2,?,46.0,?,0.9928,?,0.35,12.2,?
8.2,?,0.4,6.3,?,?,?,?,?,?,11.9,7.0
7.8,?,?,7.0,?,38.0,?,?,3.26,?,?,8.0
?,0.35,0.39,0.9,0.042,?,61.0,?,2.96,0.28,?,?
8.0,0.57,0.39,3.9,0.034,?,122.0,?,3.29,?,?,7.0
?,?,0.33,?,?,?,?,0.9906,3.28,0.39,12.7,?
5.7,0.21,0.24,2.3,0.047,60.0,?,?,3.65,0.72,10.1,6.0
?,?,0.3,6.4,0.048,40.0,251.0,?,?,?,?,5.0
?,0.13,0.3,1.8,0.04,43.0,179.0,0.9955,3.43,0.41,9.0,5.0
7.6,?,0.41,?,0.04,38.0,143.0,?,2.92,0.42,?,?
?,?,0.41,15.4,?,?,191.0,1.0,?,0.59,?,6.0
6.3,?,0.4,?,0.039,43.0,167.0,0.9953,3.15,0.44,9.3,6.0
?,?,?,?,?,?,103.0,0.9911,3.28,0.46,?,8.0
6.5,0.19,0.32,?,0.04,?,132.0,?,?,0.54,?,?
?,0.12,0.26,5.7,?,56.0,?,0.9951,?,0.37,?,?
6.0,0.13,?,5.7,?,?,?,0.9948,3.59,?,?,7.0
?,?,?,1.4,?,42.0,?,0.9906,3.19,0.48,11.3,?
6.9,0.32,?,1.4,0.051,?,?,0.994,3.22,0.38,?,?
7.6,0.19,0.41,?,?,38.0,143.0,0.9907,2.92,0.42,11.4,5.0
?,?,0.28,1.2,0.046,35.0,140.0,?,3.33,?,10.1,7.0
7.0,0.14,0.41,?,?,22.0,?,0.9914,3.25,0.43,?,6.0
7.6,?,0.24,?,0.058,?,115.0,?,3.15,?,8.9,?
7.3,0.22,0.41,15.4,0.05,55.0,?,1.0,3.32,0.59,?,?
?,?,0.47,?,0.168,42.0,?,?,2.9,?,?,?
?,0.28,0.39,1.9,?,23.0,116.0,?,3.25,0.4,10.4,?
8.3,?,?,9.2,0.042,41.0,162.0,?,?,?,12.0,?
10.7,?,0.56,8.2,?,?,?,?,2.87,?,9.5,6.0
10.7,?,0.56,8.2,?,37.0,?,0.998,2.87,0.68,9.5,6.0
6.9,?,?,?,?,24.0,?,0.9902,3.14,0.38,12.4,7.0
?,?,0.32,1.7,?,?,130.0,0.9911,3.28,?,?,7.0
6.9,0.27,0.41,1.7,0.047,6.0,134.0,0.9929,3.15,?,?,?
?,?,?,1.7,?,?,?,?,3.16,0.71,?,6.0
6.9,?,0.3,1.6,?,46.0,?,0.9918,3.35,?,11.1,?
6.9,0.46,0.2,?,0.054,?,?,0.992,?,0.42,?,?
6.9,0.38,?,?,0.044,36.0,152.0,?,3.38,0.35,?,7.0
5.7,0.43,?,5.7,0.039,?,?,?,3.54,0.61,?,7.0
6.6,0.56,0.16,3.1,?,?,92.0,?,3.12,0.35,?,6.0
7.1,?,0.56,1.3,0.046,25.0,102.0,0.9923,?,0.33,?,?
6.8,0.23,?,?,0.047,?,133.0,?,?,?,?,6.0
6.2,0.33,?,1.3,0.042,26.0,138.0,?,3.77,?,9.5,5.0
?,0.49,0.13,4.5,?,17.0,116.0,0.9907,?,?,?,7.0
6.6,0.42,0.33,?,?,15.0,?,0.99,3.28,?,13.4,?
?,0.18,?,?,?,?,?,?,?,0.48,11.3,?
8.1,?,0.4,0.9,?,73.0,?,0.9926,?,?,10.0,?
5.9,0.19,?,7.4,0.034,?,123.0,?,?,0.42,?,6.0
6.2,0.16,0.47,1.4,0.029,23.0,81.0,?,3.26,0.42,?,?
6.6,?,0.33,2.8,?,15.0,85.0,0.99,3.28,0.51,?,6.0
5.7,0.135,?,4.6,0.042,19.0,101.0,?,?,0.42,?,?
5.6,0.49,?,4.5,0.039,?,116.0,?,?,?,13.7,7.0
6.9,0.19,0.33,1.6,?,27.0,98.0,0.9898,3.09,0.46,?,?
7.3,0.18,?,1.2,0.044,?,143.0,?,?,0.48,11.3,?
?,0.25,?,13.1,0.05,35.0,?,0.9986,?,0.46,8.9,7.0
7.3,0.25,?,?,?,?,?,?,3.04,0.46,8.9,7.0
7.0,?,0.34,5.7,?,?,83.0,0.9928,?,0.46,?,6.0
7.3,0.25,0.36,?,?,?,200.0,0.9986,3.04,0.46,8.9,?
?,0.67,?,?,0.052,57.0,?,0.9979,3.17,?,?,?
?,?,?,?,?,31.0,?,0.994,?,0.5,?,8.0
7.1,0.26,0.31,2.2,?,29.0,128.0,0.9937,3.34,0.64,10.9,8.0
?,0.31,0.48,6.6,0.043,?,73.0,0.9938,?,0.38,11.6,?
?,0.39,0.24,6.9,0.069,9.0,117.0,0.9942,3.15,?,10.2,?
8.2,0.22,?,6.8,0.034,12.0,?,0.9944,?,?,?,?
?,?,0.28,3.6,0.033,?,78.0,?,2.91,0.78,?,?
?,0.25,0.36,13.1,0.05,?,?,?,3.04,0.46,?,?
?,?,?,?,0.04,29.0,118.0,?,?,0.41,10.6,6.0
?,0.26,0.32,5.9,0.037,39.0,97.0,?,3.31,0.4,11.6,6.0
7.0,?,?,5.7,?,?,83.0,?,?,0.46,11.5,6.0
?,?,?,?,0.035,26.0,155.0,?,3.25,0.79,12.3,8.0
8.1,0.29,?,7.1,0.042,?,124.0,0.9944,3.14,0.41,10.8,6.0
?,?,0.3,1.4,0.037,55.0,130.0,0.9909,?,0.38,11.3,6.0
?,?,?,?,0.038,22.0,63.0,0.9932,?,?,9.3,5.0
6.6,0.23,0.26,1.3,0.045,16.0,?,0.9934,?,0.6,?,?
?,?,?,?,0.057,?,?,?,3.04,?,11.0,?
6.9,?,0.74,?,?,18.0,?,0.992,3.13,?,10.2,5.0
7.6,0.14,0.74,?,0.04,27.0,?,?,3.07,?,10.8,?
?,?,0.49,11.8,0.042,?,137.0,0.998,3.1,0.34,?,4.0
6.2,?,0.49,?,?,?,90.0,0.9919,?,?,?,6.0
?,0.165,0.24,1.1,0.051,25.0,105.0,?,3.32,?,9.1,5.0
?,0.25,?,?,0.056,36.0,?,0.9977,3.06,0.43,10.0,4.0
8.1,0.29,0.49,7.1,0.042,22.0,?,?,3.14,0.41,10.8,6.0
6.8,?,0.49,?,0.052,?,128.0,?,3.25,0.35,11.4,6.0
?,?,?,1.0,?,34.0,?,?,3.05,0.34,?,?
7.4,?,?,1.1,?,35.0,?,?,3.13,?,11.3,5.0
8.2,0.18,0.49,?,0.033,28.0,?,0.9923,3.0,?,10.4,7.0
6.1,0.22,?,?,?,18.0,87.0,?,?,?,9.6,?
7.0,0.39,0.24,1.0,?,8.0,119.0,0.9923,3.0,0.31,10.1,4.0
6.1,0.22,?,1.5,0.051,18.0,87.0,0.9928,3.3,0.46,9.6,5.0
6.5,0.36,?,2.9,?,16.0,94.0,?,3.1,0.49,?,?
?,0.29,0.49,1.2,?,32.0,?,0.9893,?,0.33,12.2,6.0
7.4,0.25,0.49,1.1,0.042,35.0,?,?,?,0.55,11.3,5.0
6.9,0.23,?,?,0.053,?,94.0,?,?,?,9.6,5.0
8.5,?,0.74,17.85,?,51.0,243.0,?,2.99,?,9.2,5.0
?,?,?,1.1,?,28.0,?,0.9923,3.0,?,10.4,7.0
6.3,0.23,0.49,?,0.05,67.0,?,?,?,0.34,9.5,?
6.1,?,0.49,7.6,0.052,67.0,?,0.9956,?,0.47,8.9,5.0
7.2,0.26,0.74,?,?,?,162.0,?,?,0.44,8.8,5.0
7.2,0.31,0.24,1.4,0.057,17.0,117.0,?,3.16,0.35,10.5,5.0
8.0,0.25,0.49,?,?,?,117.0,0.9938,3.08,?,9.4,5.0
7.0,0.18,0.49,5.3,?,34.0,?,?,?,0.4,?,?
7.8,0.43,0.49,13.0,?,37.0,?,0.9955,?,?,?,6.0
8.3,?,0.74,4.45,?,33.0,?,0.9924,?,0.42,?,6.0
6.3,?,0.49,1.2,0.063,?,92.0,0.9911,3.38,0.42,12.2,6.0
7.4,?,0.49,?,?,18.0,150.0,?,3.23,?,11.2,?
7.4,0.16,0.49,?,0.055,?,150.0,0.9917,?,?,11.2,6.0
?,0.19,0.49,?,0.036,49.0,?,0.9932,?,0.27,11.5,?
7.8,0.43,0.49,?,0.033,?,158.0,0.9955,3.14,0.35,?,?
7.2,0.4,?,?,?,?,138.0,0.9929,3.01,?,?,?
7.8,0.43,?,?,0.033,37.0,?,0.9955,3.14,?,11.3,6.0
7.6,?,0.49,?,0.034,37.0,156.0,0.9958,3.14,?,11.8,?
?,0.21,?,19.8,?,50.0,231.0,?,?,0.54,?,?
6.9,0.34,0.74,?,?,44.0,150.0,?,?,0.81,?,5.0
6.3,?,?,?,0.063,35.0,?,0.9911,3.38,0.42,?,6.0
8.3,?,?,4.45,?,?,130.0,0.9924,?,?,?,6.0
7.1,?,?,2.7,0.044,42.0,?,0.991,3.31,0.41,?,?
?,0.11,?,4.5,0.048,?,133.0,0.9946,3.24,0.42,?,?
8.5,?,?,?,0.05,29.0,?,0.9928,3.28,0.4,12.4,6.0
6.4,0.145,0.49,5.4,?,?,?,0.9946,3.56,?,?,?
?,?,?,?,?,18.0,?,0.9917,3.23,?,?,?
8.3,0.19,?,?,?,?,137.0,0.9918,3.06,0.46,11.0,6.0
?,0.44,0.49,?,0.031,?,151.0,?,?,0.27,?,8.0
?,0.2,0.74,0.8,0.044,19.0,163.0,0.9931,?,0.53,?,5.0
?,0.19,0.49,?,0.036,49.0,172.0,?,?,?,?,?
7.1,0.25,0.49,3.0,?,30.0,96.0,0.9903,3.13,?,?,7.0
?,?,?,?,0.046,?,?,?,3.19,?,9.8,5.0
7.2,0.4,0.49,1.1,?,?,138.0,0.9929,3.01,?,?,?
?,0.52,0.49,?,0.034,37.0,?,?,?,0.38,?,?
7.8,0.43,?,13.0,?,?,?,0.9955,?,?,?,6.0
7.8,0.21,0.49,1.35,?,6.0,48.0,?,3.15,0.28,11.4,?
7.0,0.2,?,5.9,0.038,?,128.0,0.9938,?,0.48,?,?
6.9,0.25,?,3.6,?,?,85.0,?,?,0.48,9.5,4.0
7.2,0.08,0.49,1.3,?,18.0,148.0,0.9945,3.46,?,10.2,6.0
7.1,?,?,8.7,0.028,?,184.0,?,?,0.36,?,5.0
?,?,0.24,1.2,0.04,10.0,104.0,0.992,3.05,0.29,?,6.0
?,0.22,0.24,4.6,0.044,39.0,?,0.9927,2.99,?,11.5,?
7.7,0.16,0.49,?,0.056,20.0,?,?,3.32,0.49,?,6.0
7.2,0.08,0.49,1.3,0.05,18.0,148.0,?,?,0.44,10.2,?
6.6,?,0.24,1.7,0.048,26.0,?,0.9942,?,?,?,?
6.7,?,?,2.4,0.046,?,187.0,0.9952,?,0.81,?,?
?,0.25,0.24,3.6,?,13.0,85.0,?,2.99,0.48,9.5,4.0
7.5,0.32,?,?,?,8.0,134.0,0.9958,?,?,?,3.0
7.4,0.28,0.49,1.5,?,?,?,?,2.98,0.39,10.6,?
6.2,?,0.49,?,?,17.0,?,0.9932,?,0.7,9.4,6.0
6.7,?,0.74,19.4,?,44.0,169.0,?,?,0.45,9.8,?
6.5,0.26,0.74,13.3,0.044,68.0,224.0,?,3.18,0.54,9.5,6.0
7.9,?,0.74,17.85,?,52.0,187.0,0.9998,?,0.41,9.3,5.0
?,?,?,?,?,?,?,?,?,0.45,?,6.0
7.5,0.2,?,1.3,0.031,8.0,97.0,?,3.06,0.62,11.1,5.0
8.0,0.3,0.49,?,0.046,47.0,?,0.9964,3.14,0.48,?,5.0
?,0.34,?,9.0,0.033,?,180.0,0.9936,3.13,?,12.3,?
?,?,0.49,8.65,?,?,186.0,0.9931,3.14,?,12.4,8.0
?,0.29,?,9.6,0.03,45.0,?,?,3.13,0.38,12.3,7.0
6.7,?,?,?,?,6.0,62.0,0.9934,3.41,0.32,10.4,5.0
6.8,0.27,?,1.2,?,?,?,?,3.13,?,?,?
7.7,0.27,?,1.8,0.041,23.0,86.0,0.9914,?,0.42,?,6.0
6.7,?,?,?,?,14.0,155.0,0.9904,?,0.6,?,?
7.4,0.19,0.49,9.3,0.03,26.0,132.0,?,?,0.32,?,7.0
?,0.2,0.49,?,?,34.0,169.0,0.9938,3.05,0.37,10.1,5.0
6.6,0.3,0.24,?,0.034,17.0,121.0,0.9933,?,0.36,?,5.0
?,?,0.24,4.6,?,24.0,124.0,0.9909,?,0.34,12.6,7.0
?,?,?,12.8,0.045,24.0,126.0,0.9942,3.26,0.38,?,?
9.2,0.18,?,1.5,0.041,?,130.0,?,3.04,0.49,9.8,7.0
?,?,0.49,8.1,0.051,?,205.0,0.9954,3.1,0.52,11.0,6.0
7.8,?,0.74,?,0.044,59.0,?,0.996,3.22,0.64,10.0,?
6.8,0.21,0.49,14.5,0.06,50.0,170.0,0.9991,?,0.44,?,?
7.9,0.2,0.49,1.6,0.053,15.0,?,0.993,3.16,?,?,?
8.0,?,0.49,1.8,?,?,?,?,3.23,?,?,?
?,0.23,0.74,3.2,0.042,15.0,126.0,0.9934,?,0.51,11.2,6.0
7.3,?,0.49,9.4,0.034,29.0,134.0,0.9939,2.99,0.32,11.0,7.0
?,0.22,?,9.9,?,48.0,161.0,0.9937,3.01,?,?,6.0
?,?,0.49,?,0.03,?,?,?,?,?,11.0,?
?,0.155,?,1.3,0.039,34.0,?,?,3.14,0.77,?,6.0
?,0.22,?,?,?,53.0,154.0,0.9951,3.02,0.33,10.6,6.0
8.2,0.24,0.49,9.3,0.038,52.0,?,0.9952,?,?,?,?
8.4,0.23,0.49,7.8,0.035,22.0,95.0,0.9935,3.04,?,?,?
8.3,0.2,0.49,?,0.04,34.0,169.0,?,?,0.37,10.1,5.0
8.3,?,0.49,1.7,0.038,?,167.0,?,?,0.37,?,6.0
?,?,0.24,?,?,17.0,?,?,?,?,9.2,5.0
?,?,?,?,0.041,15.0,?,?,?,0.63,?,?
8.0,?,?,9.0,?,31.0,185.0,0.998,3.34,?,?,6.0
6.6,0.21,0.49,?,0.042,41.0,?,?,?,0.39,8.7,?
?,0.27,0.74,?,0.037,47.0,156.0,0.9981,?,?,?,5.0
14.2,0.27,?,1.1,0.037,?,?,0.992,3.15,?,11.1,6.0
7.9,?,0.49,7.7,0.045,48.0,195.0,0.9954,3.04,?,?,6.0
?,?,0.49,?,0.037,33.0,?,0.992,3.15,?,11.1,6.0
?,0.21,0.49,?,?,41.0,?,?,3.28,?,?,?
7.2,?,0.74,12.5,0.037,47.0,156.0,0.9981,3.04,0.44,8.7,?
8.1,?,0.49,8.1,?,26.0,174.0,?,3.1,0.3,11.2,?
?,?,?,7.7,?,61.0,209.0,0.9941,?,?,11.1,?
7.3,?,?,5.0,?,?,?,0.9936,?,0.54,?,?
?,?,0.74,15.6,?,?,?,0.9996,3.38,0.67,9.0,?
?,0.15,0.49,1.5,?,17.0,?,0.9932,3.03,0.4,10.3,?
8.9,0.13,0.49,1.0,0.028,6.0,24.0,0.9926,2.91,0.32,9.9,5.0
8.1,0.28,?,1.0,0.04,32.0,?,0.9936,3.13,?,10.0,6.0
?,?,0.49,1.0,0.034,?,106.0,0.992,?,0.42,9.8,?
7.3,0.26,0.49,?,0.028,32.0,107.0,?,?,0.54,?,6.0
?,0.18,0.74,?,?,?,?,0.9996,3.38,0.67,9.0,6.0
7.1,0.53,0.24,?,0.029,29.0,86.0,0.993,3.16,0.32,?,4.0
?,0.16,0.49,?,0.037,27.0,104.0,?,?,?,?,?
7.3,0.14,0.49,?,0.038,28.0,?,?,3.2,0.72,10.6,6.0
?,?,0.49,?,0.028,6.0,24.0,?,2.91,?,?,5.0
7.9,0.12,0.49,5.2,?,?,?,?,?,0.47,10.6,?
6.7,?,0.49,4.7,?,35.0,156.0,0.9945,3.13,0.45,?,6.0
?,?,0.49,4.8,0.034,36.0,158.0,0.9945,?,0.45,?,?
7.1,0.36,0.24,?,0.025,?,102.0,0.9903,?,0.59,12.8,?
?,0.15,0.49,1.5,0.031,17.0,?,0.9932,3.03,?,10.3,6.0
7.9,0.18,?,5.2,0.051,?,157.0,0.9953,?,0.48,10.6,?
?,0.19,0.99,?,0.122,?,?,0.9936,3.09,0.31,8.7,6.0
?,0.21,?,1.8,?,44.0,152.0,0.9912,?,?,12.6,7.0
6.9,?,?,7.6,0.057,25.0,?,?,3.43,0.63,11.0,7.0
7.9,0.42,0.49,8.2,0.056,32.0,?,?,3.29,0.6,11.2,?
?,0.24,0.49,1.3,0.032,35.0,148.0,?,3.45,?,10.7,7.0
7.6,0.23,?,10.0,?,?,182.0,?,3.08,0.58,9.6,?
7.9,0.18,0.49,5.2,0.051,?,?,0.9953,?,0.48,10.6,6.0
6.2,0.43,?,6.4,?,12.0,?,0.9963,3.27,?,?,4.0
?,0.35,0.49,1.0,0.036,14.0,?,?,2.96,?,10.5,?
7.8,0.3,?,1.8,0.033,33.0,?,?,?,?,?,?
9.1,?,?,2.0,0.059,10.0,112.0,0.9958,3.15,?,10.1,?
?,0.34,?,?,0.027,26.0,?,0.99,3.3,0.33,?,7.0
?,0.3,?,?,?,?,156.0,?,3.29,?,?,?
?,?,?,?,?,?,112.0,0.9958,3.15,?,10.1,5.0
8.5,?,0.49,3.5,0.044,29.0,117.0,0.9938,3.14,?,10.1,6.0
7.6,0.18,0.49,18.05,0.046,36.0,158.0,?,3.06,?,?,5.0
7.5,?,?,?,?,19.0,110.0,0.9946,3.33,?,9.9,5.0
7.4,0.3,0.49,8.2,0.055,49.0,?,0.9974,3.52,?,9.7,6.0
?,0.3,0.74,5.0,?,35.0,?,?,3.21,0.46,9.9,5.0
6.6,0.3,0.74,4.6,0.041,?,159.0,?,3.21,?,?,5.0
?,?,?,8.2,0.055,49.0,?,0.9974,3.52,0.58,9.7,6.0
?,0.22,?,?,?,50.0,168.0,0.9957,?,0.5,?,6.0
7.8,0.26,0.49,?,0.045,21.0,?,0.9931,?,?,?,5.0
?,?,0.49,8.8,0.048,?,?,0.9947,2.88,0.34,?,?
6.8,0.17,0.74,?,?,61.0,182.0,?,3.63,?,10.5,?
?,?,0.49,1.4,?,?,74.0,0.9931,3.32,0.44,9.8,6.0
7.1,?,0.49,1.8,0.05,?,128.0,?,3.31,?,10.6,4.0
6.4,0.18,0.74,?,?,?,?,0.9978,?,?,10.1,5.0
?,0.31,?,?,0.062,50.0,191.0,0.9989,3.22,0.53,9.0,?
9.8,?,0.49,?,?,13.0,?,1.0004,3.18,?,?,5.0
9.0,0.3,?,?,?,?,84.0,0.9938,2.94,?,11.5,6.0
?,?,0.49,?,0.039,46.0,?,?,?,0.33,?,7.0
6.4,?,?,11.9,0.046,?,168.0,?,3.58,?,10.1,5.0
?,0.25,0.74,?,0.045,?,?,0.9956,3.21,?,?,6.0
7.3,0.3,0.74,?,?,?,165.0,0.9982,3.02,0.4,8.7,5.0
9.3,0.31,?,1.3,0.042,34.0,147.0,0.9948,?,0.46,9.8,?
6.4,?,0.74,7.8,0.045,52.0,209.0,0.9956,3.21,0.42,9.2,?
?,?,0.74,13.5,?,46.0,?,?,3.02,0.4,?,5.0
?,0.27,0.74,1.5,?,27.0,?,0.9926,?,0.48,?,6.0
7.9,0.14,?,1.2,0.028,30.0,?,0.991,?,?,12.3,6.0
6.4,?,?,?,0.042,49.0,?,?,?,0.44,10.4,6.0
6.8,0.21,0.74,1.2,?,25.0,111.0,0.9916,3.13,?,10.7,6.0
8.6,?,?,7.3,?,?,63.0,0.9953,?,0.59,?,?
