@relation dataset

@attribute attribute_0 real
@attribute attribute_1 real
@attribute attribute_2 real
@attribute attribute_3 real
@attribute attribute_4 real
@attribute attribute_5 real
@attribute attribute_6 real
@attribute attribute_7 real
@attribute attribute_8 real
@attribute attribute_9 real
@attribute attribute_10 real
@attribute attribute_11 real
@attribute attribute_12 {1, 2}


@data
7.8,?,0.36,7.0,0.042,?,161.0,?,3.26,?,11.2,8.0,2
6.7,0.18,0.3,6.4,0.048,?,?,0.9956,3.29,0.52,?,5.0,?
6.7,0.18,0.3,6.4,0.048,40.0,?,0.9956,3.29,?,10.0,5.0,2
?,?,0.27,?,0.033,37.0,?,0.9959,2.99,0.39,10.8,6.0,?
7.2,?,0.32,0.8,?,50.0,121.0,0.9922,3.27,?,10.0,6.0,2
7.6,0.54,0.23,2.0,?,?,151.0,?,3.04,?,?,5.0,2
?,0.58,?,?,?,37.0,116.0,0.9959,?,0.39,10.8,6.0,2
6.6,0.25,0.31,12.4,0.059,52.0,181.0,0.9984,3.51,0.47,?,?,2
7.3,0.23,0.37,1.9,0.041,51.0,165.0,0.9908,3.26,0.4,12.2,?,2
7.3,?,?,1.1,0.043,36.0,?,0.991,3.39,?,12.7,8.0,2
7.0,0.46,0.39,6.2,0.039,46.0,?,?,3.21,0.35,?,?,?
8.2,0.35,0.4,?,?,?,162.0,0.9936,3.15,?,11.9,7.0,?
7.8,?,?,7.0,0.042,38.0,161.0,0.9941,3.26,0.37,11.2,8.0,2
?,0.35,0.39,0.9,?,15.0,61.0,0.9924,?,0.28,10.4,4.0,2
8.0,0.57,0.39,3.9,0.034,22.0,122.0,0.9917,3.29,0.67,?,7.0,2
?,0.37,0.33,?,0.027,40.0,130.0,0.9906,3.28,0.39,12.7,?,?
5.7,0.21,0.24,?,?,60.0,?,?,?,?,?,6.0,2
?,?,0.3,6.4,?,40.0,251.0,?,?,0.52,10.0,5.0,2
7.8,0.13,0.3,1.8,?,43.0,179.0,0.9955,?,0.41,9.0,?,2
7.6,0.19,?,1.1,0.04,38.0,?,0.9907,?,?,11.4,5.0,2
7.3,?,0.41,?,?,?,191.0,1.0,3.32,?,8.9,?,2
6.3,0.29,0.4,6.5,0.039,?,167.0,0.9953,3.15,0.44,?,?,2
6.8,0.35,0.32,?,?,35.0,103.0,?,3.28,0.46,12.0,?,?
?,0.19,?,1.4,0.04,31.0,132.0,0.9922,3.36,0.54,10.8,7.0,2
6.2,0.12,0.26,5.7,0.044,56.0,158.0,0.9951,3.52,0.37,?,6.0,2
6.0,0.13,?,5.7,0.038,56.0,189.5,?,?,0.43,10.6,7.0,?
6.4,?,0.33,?,?,?,115.0,0.9906,3.19,0.48,11.3,7.0,?
6.9,0.32,?,1.4,0.051,15.0,96.0,?,?,0.38,9.5,4.0,2
7.6,0.19,?,?,0.04,38.0,143.0,0.9907,2.92,0.42,?,5.0,?
?,0.13,0.28,1.2,0.046,35.0,140.0,?,3.33,0.33,10.1,7.0,2
7.0,0.14,?,0.9,0.037,22.0,95.0,0.9914,?,?,10.9,6.0,2
?,?,0.24,?,0.058,19.0,?,0.9958,3.15,0.45,8.9,?,2
7.3,0.22,?,15.4,0.05,55.0,191.0,1.0,3.32,0.59,8.9,6.0,2
7.4,0.64,0.47,14.15,?,42.0,185.0,?,2.9,0.49,9.3,5.0,2
7.6,?,0.39,1.9,0.052,23.0,116.0,?,3.25,0.4,10.4,?,2
8.3,0.26,?,9.2,0.042,41.0,162.0,0.9944,?,0.38,12.0,7.0,?
?,0.22,0.56,8.2,?,37.0,181.0,?,2.87,0.68,9.5,6.0,2
?,?,?,?,0.044,37.0,?,0.998,2.87,?,9.5,6.0,2
6.9,0.23,0.34,?,0.032,?,?,?,3.14,0.38,12.4,?,2
?,?,0.32,?,0.032,30.0,130.0,?,3.28,0.41,?,?,?
6.9,0.27,0.41,?,0.047,?,134.0,?,3.15,0.69,11.4,6.0,?
6.9,0.28,?,1.7,0.05,?,136.0,?,?,?,11.4,6.0,?
6.9,0.28,0.3,?,0.047,46.0,?,0.9918,?,0.38,11.1,?,2
6.9,?,0.2,0.9,0.054,?,126.0,0.992,?,0.42,10.4,6.0,2
6.9,0.38,?,?,?,36.0,152.0,0.9932,3.38,0.35,12.0,7.0,?
5.7,0.43,0.3,5.7,0.039,24.0,98.0,?,?,?,12.3,7.0,?
6.6,?,0.16,?,0.045,?,92.0,0.994,3.12,?,?,6.0,?
?,0.36,0.56,1.3,0.046,?,102.0,?,3.24,0.33,10.5,?,?
6.8,0.23,0.4,1.6,0.047,5.0,133.0,0.993,3.23,?,11.4,6.0,2
?,0.33,0.29,?,0.042,?,138.0,?,3.77,?,?,?,2
5.6,0.49,0.13,4.5,0.039,?,116.0,0.9907,3.42,0.9,?,7.0,2
6.6,0.42,0.33,?,?,15.0,85.0,0.99,3.28,?,?,6.0,2
7.3,0.18,?,?,0.044,?,143.0,?,3.2,0.48,11.3,7.0,?
8.1,0.19,0.4,0.9,?,73.0,180.0,0.9926,?,0.34,?,6.0,?
5.9,?,?,?,?,33.0,123.0,?,3.49,?,10.1,6.0,?
6.2,0.16,0.47,1.4,?,?,81.0,0.99,?,0.42,12.2,6.0,2
6.6,0.42,0.33,2.8,?,15.0,85.0,0.99,3.28,0.51,?,6.0,?
5.7,0.135,0.3,4.6,0.042,?,?,0.9946,?,0.42,?,?,2
5.6,0.49,0.13,4.5,0.039,?,116.0,0.9907,3.42,0.9,13.7,7.0,?
6.9,0.19,?,?,?,?,98.0,0.9898,?,0.46,?,?,2
7.3,0.18,0.29,1.2,0.044,?,143.0,0.9918,3.2,0.48,11.3,7.0,2
7.3,0.25,0.36,?,0.05,35.0,200.0,?,3.04,0.46,?,?,2
7.3,?,?,13.1,?,35.0,200.0,0.9986,3.04,0.46,?,7.0,2
?,?,0.34,?,0.035,32.0,83.0,0.9928,3.19,?,11.5,6.0,2
7.3,0.25,0.36,?,?,?,200.0,0.9986,3.04,?,?,7.0,2
6.3,?,0.48,12.6,0.052,57.0,222.0,0.9979,3.17,0.52,9.3,6.0,2
7.4,?,0.29,5.4,0.044,?,?,?,?,0.5,11.1,8.0,?
7.1,0.26,0.31,2.2,0.044,29.0,?,0.9937,3.34,0.64,10.9,?,2
9.0,0.31,0.48,?,?,?,73.0,0.9938,2.9,0.38,11.6,5.0,?
6.3,0.39,?,6.9,0.069,9.0,117.0,0.9942,3.15,0.35,10.2,4.0,2
8.2,0.22,0.36,?,0.034,?,90.0,?,?,0.38,10.5,8.0,2
7.1,?,0.28,3.6,0.033,?,78.0,?,?,0.78,11.4,6.0,2
7.3,?,0.36,13.1,0.05,?,200.0,?,3.04,?,?,7.0,?
7.9,?,0.34,1.2,0.04,?,118.0,0.9932,?,?,?,?,2
?,0.26,0.32,5.9,0.037,39.0,97.0,?,3.31,0.4,?,?,2
?,0.2,0.34,?,0.035,32.0,?,0.9928,?,0.46,11.5,6.0,2
6.9,0.3,?,4.1,0.035,26.0,155.0,0.9925,?,0.79,12.3,8.0,?
8.1,?,0.49,7.1,0.042,22.0,124.0,0.9944,3.14,0.41,?,6.0,?
?,0.17,0.3,1.4,0.037,55.0,130.0,0.9909,3.29,0.38,11.3,6.0,?
5.9,0.415,?,?,?,22.0,?,?,3.36,0.36,9.3,?,2
?,0.23,0.26,1.3,?,16.0,128.0,?,3.36,0.6,10.0,6.0,2
8.6,0.55,0.35,15.55,0.057,35.5,366.5,1.0001,3.04,?,11.0,3.0,2
6.9,?,0.74,1.0,?,18.0,132.0,0.992,3.13,0.55,10.2,5.0,?
7.6,0.14,0.74,1.6,0.04,27.0,103.0,0.9916,3.07,?,?,7.0,2
9.2,0.28,?,11.8,0.042,?,137.0,?,3.1,0.34,10.1,?,2
?,?,0.49,4.5,0.047,17.0,90.0,?,3.27,0.37,?,6.0,2
5.3,0.165,0.24,1.1,0.051,25.0,?,0.9925,?,0.47,9.1,5.0,?
9.8,0.25,0.74,10.0,0.056,36.0,225.0,0.9977,?,0.43,10.0,4.0,?
?,?,0.49,7.1,0.042,22.0,124.0,?,3.14,?,10.8,6.0,2
6.8,0.22,0.49,0.9,0.052,26.0,128.0,0.991,?,0.35,?,6.0,2
?,?,?,1.0,0.045,34.0,140.0,?,3.05,?,12.7,6.0,2
?,?,0.49,?,0.042,35.0,156.0,0.9917,?,?,11.3,5.0,2
8.2,0.18,0.49,?,0.033,?,81.0,?,?,0.68,?,?,2
?,0.22,?,1.5,?,18.0,?,0.9928,3.3,0.46,9.6,5.0,2
7.0,0.39,0.24,1.0,?,8.0,119.0,?,3.0,0.31,?,4.0,2
6.1,?,0.49,1.5,0.051,18.0,87.0,0.9928,3.3,0.46,?,5.0,2
6.5,0.36,?,2.9,?,?,94.0,?,?,?,?,7.0,2
7.1,?,?,?,0.031,32.0,99.0,0.9893,3.07,0.33,12.2,6.0,2
?,0.25,0.49,1.1,0.042,35.0,156.0,0.9917,3.13,0.55,11.3,5.0,2
6.9,0.23,0.24,14.2,0.053,?,94.0,0.9982,3.17,?,9.6,5.0,?
?,0.56,?,17.85,?,51.0,243.0,1.0005,2.99,0.7,?,5.0,2
8.2,0.18,?,?,0.033,28.0,?,0.9923,?,0.68,10.4,7.0,2
6.3,?,?,?,0.05,67.0,?,0.9951,?,0.34,?,5.0,?
?,0.25,0.49,7.6,?,67.0,226.0,0.9956,3.16,0.47,?,5.0,2
7.2,?,0.74,13.6,?,?,162.0,0.998,3.03,0.44,8.8,?,?
7.2,0.31,?,1.4,?,17.0,?,0.9928,3.16,0.35,10.5,5.0,2
8.0,0.25,0.49,1.2,0.061,27.0,117.0,0.9938,3.08,0.34,9.4,5.0,?
?,0.18,0.49,5.3,?,?,?,?,3.24,?,12.2,6.0,?
7.8,0.43,?,13.0,0.033,37.0,?,?,3.14,0.35,11.3,6.0,?
8.3,?,0.74,4.45,0.044,?,130.0,0.9924,3.25,?,12.2,6.0,2
6.3,0.27,0.49,1.2,0.063,?,92.0,0.9911,?,0.42,12.2,?,2
7.4,0.16,?,1.2,0.055,18.0,150.0,0.9917,?,?,11.2,6.0,2
7.4,0.16,0.49,1.2,0.055,?,150.0,0.9917,3.23,0.47,11.2,6.0,2
?,0.19,?,6.6,0.036,49.0,172.0,?,3.2,0.27,11.5,?,2
7.8,0.43,0.49,13.0,?,37.0,158.0,0.9955,3.14,0.35,11.3,?,2
7.2,?,0.49,1.1,0.048,?,138.0,0.9929,?,0.42,9.3,5.0,2
7.8,?,0.49,?,0.033,37.0,?,?,?,0.35,11.3,6.0,2
7.6,0.52,?,?,0.034,?,156.0,0.9958,3.14,0.38,11.8,7.0,2
8.3,0.21,0.49,19.8,0.054,50.0,231.0,1.0012,2.99,?,9.2,5.0,2
?,0.34,0.74,11.2,0.069,44.0,?,?,?,0.81,9.2,5.0,2
6.3,0.27,0.49,1.2,0.063,?,92.0,0.9911,3.38,0.42,12.2,6.0,?
8.3,0.2,0.74,?,0.044,33.0,130.0,0.9924,3.25,0.42,12.2,6.0,2
7.1,0.22,?,2.7,?,?,144.0,0.991,3.31,0.41,?,6.0,?
7.9,0.11,0.49,4.5,0.048,?,133.0,0.9946,?,?,10.6,6.0,?
8.5,?,0.74,3.6,0.05,29.0,?,?,3.28,0.4,?,6.0,2
?,?,0.49,?,0.048,54.0,164.0,0.9946,?,?,?,6.0,?
7.4,0.16,0.49,1.2,0.055,18.0,150.0,?,3.23,?,11.2,6.0,?
?,0.19,0.49,1.2,?,11.0,?,0.9918,?,?,?,6.0,?
8.0,0.44,?,9.1,0.031,?,151.0,?,3.16,?,12.7,8.0,?
7.0,0.2,0.74,0.8,?,?,163.0,?,?,?,10.2,?,2
6.9,?,0.49,6.6,0.036,?,172.0,0.9932,3.2,0.27,11.5,6.0,?
7.1,0.25,0.49,?,0.03,30.0,96.0,?,3.13,0.39,?,7.0,2
6.5,?,?,1.6,?,15.0,60.0,0.9928,?,0.39,9.8,5.0,2
7.2,0.4,?,1.1,0.048,11.0,138.0,0.9929,?,0.42,?,5.0,2
7.6,0.52,?,?,0.034,?,156.0,?,?,0.38,11.8,7.0,2
?,0.43,0.49,?,0.033,37.0,?,0.9955,3.14,0.35,11.3,6.0,?
7.8,0.21,0.49,1.35,?,6.0,?,?,?,0.28,?,?,2
7.0,0.2,0.49,?,0.038,39.0,?,0.9938,3.21,?,10.8,6.0,2
6.9,0.25,0.24,3.6,?,13.0,85.0,0.9942,2.99,0.48,9.5,?,2
7.2,?,?,1.3,?,18.0,?,0.9945,3.46,0.44,10.2,?,?
7.1,?,?,8.7,0.028,40.0,?,?,?,0.36,10.7,?,2
7.6,0.51,0.24,1.2,0.04,?,?,?,?,?,?,6.0,2
7.9,0.22,0.24,?,0.044,39.0,159.0,?,2.99,0.28,?,6.0,2
7.7,?,0.49,2.0,0.056,20.0,124.0,?,3.32,0.49,?,6.0,2
?,0.08,0.49,1.3,0.05,?,148.0,0.9945,?,?,?,6.0,2
6.6,0.25,?,1.7,0.048,26.0,124.0,0.9942,?,0.6,10.1,6.0,2
6.7,0.16,0.49,2.4,0.046,57.0,187.0,0.9952,3.62,0.81,10.4,6.0,2
6.9,0.25,0.24,3.6,0.057,13.0,?,0.9942,2.99,?,9.5,4.0,?
?,?,?,?,0.053,8.0,134.0,0.9958,?,?,9.1,?,2
?,0.28,?,?,?,20.0,126.0,0.9918,?,0.39,10.6,?,2
6.2,0.15,0.49,0.9,0.033,?,51.0,?,?,0.7,9.4,6.0,2
6.7,0.25,0.74,19.4,?,44.0,?,1.0004,?,0.45,9.8,6.0,2
6.5,0.26,?,13.3,?,68.0,224.0,0.9972,?,0.54,?,?,2
7.9,0.16,0.74,?,0.037,52.0,187.0,0.9998,2.99,?,9.3,5.0,2
5.6,?,?,?,0.03,28.0,?,0.9918,3.55,0.45,10.3,6.0,2
7.5,0.2,0.49,1.3,0.031,?,?,?,3.06,0.62,11.1,5.0,?
8.0,?,?,9.4,0.046,47.0,188.0,0.9964,3.14,0.48,10.0,5.0,2
?,0.34,?,9.0,0.033,39.0,?,?,3.13,?,12.3,8.0,?
7.7,0.35,0.49,8.65,0.033,42.0,?,0.9931,?,0.38,12.4,8.0,2
7.6,0.29,0.49,9.6,?,?,197.0,?,?,0.38,12.3,7.0,2
6.7,?,0.24,1.1,0.039,6.0,62.0,0.9934,3.41,0.32,10.4,5.0,2
6.8,?,0.49,?,?,35.0,126.0,0.99,3.13,0.48,12.1,7.0,?
7.7,0.27,?,?,0.041,23.0,86.0,0.9914,?,0.42,?,6.0,?
6.7,0.51,0.24,?,?,?,?,0.9904,3.22,0.6,13.0,6.0,?
7.4,0.19,?,9.3,?,?,132.0,?,?,?,11.0,7.0,2
8.3,0.2,0.49,1.7,0.04,?,?,0.9938,3.05,0.37,10.1,5.0,2
6.6,0.3,0.24,1.2,0.034,17.0,121.0,0.9933,?,0.36,?,5.0,2
?,?,?,?,0.039,24.0,124.0,0.9909,3.27,?,?,7.0,2
7.0,?,?,12.8,?,24.0,126.0,0.9942,3.26,0.38,12.2,?,?
?,0.18,0.49,1.5,0.041,39.0,?,0.9945,?,?,9.8,7.0,?
8.1,0.2,?,8.1,0.051,?,205.0,0.9954,3.1,?,11.0,?,2
7.8,0.26,?,7.5,0.044,59.0,160.0,0.996,3.22,0.64,?,?,2
6.8,0.21,0.49,14.5,0.06,50.0,170.0,0.9991,3.55,0.44,?,6.0,2
?,0.2,0.49,1.6,0.053,?,144.0,?,3.16,?,?,5.0,?
8.0,0.18,0.49,1.8,?,10.0,?,0.9942,3.23,0.48,10.0,5.0,?
?,?,0.74,?,0.042,?,126.0,0.9934,3.02,0.51,?,6.0,2
7.3,?,0.49,9.4,?,?,?,0.9939,?,?,?,?,2
7.3,0.22,?,9.9,0.031,?,161.0,0.9937,?,0.28,11.2,6.0,2
7.4,?,?,9.3,0.03,?,132.0,0.994,2.99,0.32,?,?,?
7.3,0.155,?,1.3,0.039,?,136.0,?,?,0.77,?,?,2
8.2,?,0.49,9.6,0.037,53.0,154.0,0.9951,?,0.33,10.6,?,2
8.2,0.24,0.49,?,?,?,163.0,0.9952,3.02,0.33,10.6,?,2
?,?,?,7.8,0.035,22.0,95.0,0.9935,?,0.34,12.0,6.0,?
8.3,?,?,1.7,?,?,169.0,0.9938,?,0.37,10.1,5.0,2
8.3,0.2,0.49,1.7,0.038,?,167.0,?,?,?,?,?,?
6.6,0.3,0.24,1.2,?,17.0,121.0,0.9933,3.13,0.36,9.2,?,2
6.9,?,0.49,1.4,0.041,15.0,164.0,?,3.25,0.63,11.0,5.0,2
8.0,0.25,0.49,?,0.044,31.0,185.0,0.998,3.34,?,?,6.0,2
6.6,?,0.49,?,?,41.0,?,0.9997,3.28,0.39,8.7,6.0,2
7.2,?,0.74,?,0.037,?,156.0,0.9981,3.04,0.44,8.7,?,?
14.2,?,0.49,1.1,?,33.0,?,0.992,3.15,0.54,11.1,6.0,2
?,0.28,0.49,7.7,0.045,?,?,?,3.04,?,11.0,6.0,2
7.4,0.27,?,?,0.037,33.0,156.0,0.992,3.15,?,11.1,6.0,?
?,0.21,?,?,?,41.0,158.0,0.9997,3.28,0.39,?,6.0,?
?,?,0.74,?,0.037,47.0,156.0,0.9981,3.04,0.44,8.7,5.0,2
8.1,0.3,0.49,?,0.037,26.0,174.0,0.9943,3.1,?,11.2,7.0,2
7.5,0.23,?,7.7,0.049,?,209.0,0.9941,?,0.3,11.1,7.0,2
7.3,?,0.49,5.0,0.028,?,107.0,?,3.24,0.54,10.8,?,2
7.1,0.18,0.74,15.6,0.044,44.0,176.0,0.9996,?,0.67,?,6.0,2
?,0.15,?,1.5,0.031,17.0,?,0.9932,3.03,?,?,?,2
?,?,0.49,1.0,0.028,6.0,24.0,0.9926,2.91,0.32,?,?,2
?,0.28,0.49,1.0,?,?,148.0,0.9936,3.13,?,10.0,6.0,?
6.0,0.17,0.49,?,0.034,26.0,?,0.992,3.21,?,?,6.0,2
7.3,?,0.49,5.0,0.028,32.0,107.0,0.9936,3.24,0.54,10.8,6.0,2
7.1,?,?,15.6,0.044,44.0,?,0.9996,?,?,9.0,?,2
7.1,0.53,?,0.8,?,29.0,86.0,?,3.16,0.32,?,4.0,?
?,?,0.49,1.3,?,27.0,104.0,0.9924,3.23,?,10.6,6.0,2
?,0.14,0.49,1.1,0.038,28.0,99.0,0.9928,3.2,?,?,6.0,?
8.9,0.13,0.49,1.0,0.028,6.0,24.0,?,2.91,0.32,9.9,5.0,2
7.9,?,0.49,5.2,0.049,33.0,?,0.9952,3.18,?,10.6,6.0,2
6.7,?,0.49,4.7,0.034,?,156.0,0.9945,3.13,0.45,?,6.0,2
?,0.3,0.49,4.8,0.034,36.0,158.0,0.9945,3.12,0.45,?,6.0,2
7.1,?,0.24,1.8,?,32.0,102.0,0.9903,?,0.59,12.8,?,2
8.5,?,0.49,1.5,0.031,17.0,122.0,?,3.03,0.4,?,6.0,2
7.9,?,0.49,5.2,0.051,?,157.0,?,3.18,?,10.6,?,2
?,0.19,0.99,1.2,0.122,45.0,129.0,0.9936,3.09,?,8.7,6.0,?
7.3,?,0.49,?,0.038,44.0,152.0,0.9912,3.32,0.44,?,7.0,2
6.9,0.3,0.49,7.6,?,25.0,156.0,0.9962,3.43,0.63,11.0,7.0,2
7.9,0.42,0.49,8.2,0.056,32.0,164.0,0.9965,3.29,0.6,11.2,7.0,2
6.9,0.24,0.49,1.3,0.032,35.0,148.0,0.9932,3.45,?,10.7,?,2
7.6,0.23,0.49,10.0,?,45.0,?,0.9967,?,0.58,9.6,6.0,2
7.9,0.18,?,5.2,?,?,157.0,0.9953,3.18,?,10.6,6.0,2
6.2,0.43,?,6.4,0.045,12.0,115.0,?,3.27,0.57,9.0,4.0,?
8.8,0.35,0.49,1.0,0.036,14.0,56.0,0.992,2.96,0.33,?,?,?
?,?,0.74,1.8,0.033,33.0,?,0.991,3.29,?,12.8,6.0,2
9.1,0.28,?,2.0,0.059,10.0,112.0,0.9958,3.15,?,?,5.0,2
7.1,0.34,?,1.5,0.027,26.0,126.0,0.99,?,0.33,12.2,7.0,2
7.8,?,0.74,1.8,0.033,33.0,156.0,0.991,3.29,?,12.8,6.0,2
9.1,0.28,0.49,2.0,0.059,10.0,112.0,?,3.15,0.46,10.1,?,2
8.5,0.19,0.49,?,0.044,29.0,117.0,0.9938,3.14,0.51,10.1,6.0,?
7.6,0.18,?,?,0.046,?,158.0,0.9996,3.06,0.41,9.2,5.0,2
?,0.19,0.49,1.8,0.055,19.0,?,?,3.33,0.44,?,?,2
7.4,0.3,0.49,8.2,?,49.0,?,0.9974,3.52,?,9.7,6.0,?
6.7,?,0.74,5.0,?,35.0,157.0,0.9945,?,0.46,9.9,5.0,?
6.6,0.3,0.74,4.6,0.041,?,159.0,0.9946,3.21,0.45,9.9,5.0,?
?,0.3,0.49,?,0.055,49.0,188.0,0.9974,?,?,?,?,2
?,?,?,?,0.063,?,?,?,3.54,?,?,6.0,?
7.8,0.26,0.49,3.1,?,?,116.0,0.9931,3.16,?,10.3,5.0,2
8.5,0.17,0.49,8.8,0.048,23.0,108.0,0.9947,2.88,0.34,?,4.0,?
6.8,0.17,0.74,2.4,0.053,61.0,?,0.9953,?,0.76,?,?,?
?,0.27,0.49,1.4,0.05,20.0,74.0,0.9931,3.32,?,9.8,?,2
7.1,0.64,?,1.8,0.05,?,?,0.9946,3.31,0.58,10.6,4.0,2
6.4,0.18,?,11.9,?,54.0,168.0,0.9978,?,?,10.1,?,2
7.6,0.31,?,13.4,0.062,50.0,191.0,0.9989,3.22,0.53,9.0,?,?
9.8,?,0.49,?,?,?,119.0,1.0004,3.18,?,9.5,5.0,2
9.0,0.3,0.49,7.2,0.039,32.0,84.0,?,2.94,?,11.5,?,2
?,?,?,7.4,0.039,?,108.0,0.9934,3.03,0.33,11.9,7.0,2
6.4,0.18,0.74,11.9,?,?,?,0.9978,?,0.68,10.1,5.0,2
?,?,?,7.8,0.045,52.0,209.0,0.9956,3.21,?,9.2,6.0,2
7.3,?,0.74,13.5,0.039,46.0,165.0,0.9982,3.02,0.4,8.7,5.0,2
9.3,0.31,0.49,1.3,0.042,34.0,?,0.9948,3.11,0.46,9.8,5.0,2
6.4,?,?,7.8,?,?,209.0,0.9956,3.21,0.42,?,?,?
7.3,0.3,0.74,13.5,?,46.0,165.0,0.9982,3.02,0.4,?,5.0,2
7.0,0.27,0.74,1.5,0.036,27.0,122.0,?,3.35,0.48,11.2,?,2
7.9,?,0.74,?,0.028,30.0,165.0,0.991,3.08,0.82,?,?,2
6.4,0.12,0.49,6.4,0.042,49.0,161.0,0.9945,3.34,?,?,6.0,2
6.8,0.21,?,1.2,0.047,25.0,?,0.9916,3.13,0.41,10.7,6.0,2
8.6,?,?,7.3,?,?,?,0.9953,3.13,0.59,10.5,6.0,2
7.0,?,0.49,3.8,?,37.0,136.0,0.9938,2.95,?,9.4,6.0,2
6.4,?,0.49,7.3,0.046,53.0,206.0,0.9956,3.24,0.43,?,?,?
6.6,0.55,0.01,2.7,0.034,56.0,?,0.9906,?,?,11.9,5.0,2
?,0.27,0.49,?,?,53.0,?,0.9956,3.24,0.43,9.2,6.0,?
?,0.24,0.74,?,0.172,24.0,?,0.9932,3.27,0.39,9.9,?,2
?,?,?,1.6,0.167,20.0,94.0,?,3.11,0.5,11.4,6.0,?
7.0,0.29,0.49,3.8,0.047,37.0,136.0,?,?,0.4,?,?,2
8.2,0.34,0.49,?,?,55.0,223.0,?,3.08,0.52,10.7,?,2
?,0.39,0.24,?,0.034,27.0,77.0,0.9906,3.28,0.36,12.7,5.0,?
?,0.41,?,?,0.034,?,53.0,0.98815,?,0.5,13.5,7.0,2
?,0.41,?,2.8,?,39.0,137.0,0.9942,?,0.35,?,5.0,2
7.1,0.26,?,2.2,0.032,31.0,113.0,0.9903,?,0.42,?,9.0,2
7.5,0.32,0.49,1.7,0.031,44.0,109.0,0.9906,3.07,?,12.5,6.0,2
5.8,0.19,?,4.9,0.04,44.0,118.0,?,3.34,0.38,9.5,?,2
6.9,?,0.49,23.5,0.057,?,235.0,?,?,?,?,5.0,2
?,?,0.49,11.8,0.048,46.0,212.0,?,3.09,0.46,?,?,?
7.5,?,0.49,1.7,0.031,?,109.0,0.9906,3.07,0.46,12.5,?,2
8.2,0.26,0.49,5.2,0.04,19.0,?,0.9941,?,?,?,6.0,?
?,?,0.49,3.2,0.027,28.0,?,0.9919,?,0.32,?,?,2
8.0,0.14,?,1.5,0.035,42.0,120.0,0.9928,3.26,?,10.6,7.0,2
8.0,?,0.49,11.7,0.035,40.0,131.0,?,3.14,?,10.8,5.0,?
?,0.19,0.49,1.6,0.047,42.0,140.0,0.9932,3.4,?,10.7,?,2
6.9,?,?,7.3,0.045,61.0,206.0,?,?,0.4,9.0,6.0,2
6.2,0.2,0.49,1.6,?,17.0,143.0,0.9937,3.22,0.52,9.2,6.0,2
6.4,0.37,0.49,13.3,?,?,243.0,0.9982,3.14,?,8.5,?,?
6.2,0.22,0.49,6.0,0.029,31.0,?,0.9928,3.41,0.36,?,?,?
?,0.26,?,3.2,?,?,87.0,?,3.03,0.32,11.3,7.0,?
?,?,0.49,1.6,?,17.0,131.0,0.9956,?,0.34,9.4,5.0,?
6.5,0.44,0.49,7.7,?,16.0,169.0,0.9957,3.11,?,?,6.0,2
?,0.14,0.49,5.9,0.053,22.0,?,0.9954,3.36,0.36,?,6.0,2
9.0,?,0.49,1.0,0.039,?,131.0,0.993,3.09,?,10.5,?,2
?,0.26,0.49,6.4,?,37.0,?,0.9954,3.38,0.53,?,6.0,2
?,?,0.49,10.4,0.048,?,195.0,?,3.31,0.44,10.2,6.0,2
8.9,0.32,0.49,1.6,?,17.0,?,0.9956,?,0.34,9.4,5.0,2
8.2,0.2,0.49,3.5,0.057,?,108.0,0.9928,3.19,?,11.5,6.0,2
7.8,0.15,?,7.7,0.047,?,98.0,0.9951,2.94,0.31,9.6,6.0,2
6.9,0.25,0.24,1.8,0.053,6.0,121.0,0.993,3.23,?,?,?,?
?,0.2,0.49,3.5,0.057,14.0,108.0,0.9928,3.19,0.35,11.5,6.0,?
?,0.28,0.49,?,0.041,28.0,111.0,0.9926,3.41,?,12.2,8.0,2
7.4,0.19,0.49,6.7,0.037,?,?,0.9938,3.2,0.38,11.0,7.0,?
?,0.25,?,16.8,?,?,228.0,?,3.03,0.52,9.2,6.0,?
?,?,?,1.6,0.035,21.0,?,0.9933,3.26,0.45,?,6.0,2
7.8,0.49,0.49,7.0,?,?,149.0,0.9952,?,0.33,10.0,?,?
8.1,0.12,0.49,1.2,?,43.0,160.0,?,3.13,0.48,?,6.0,?
7.6,0.47,?,13.0,0.239,42.0,220.0,0.9988,?,0.51,9.2,?,?
7.9,?,0.49,3.8,0.042,26.0,105.0,0.993,?,0.39,10.5,?,2
7.8,0.49,?,7.0,0.043,29.0,149.0,?,?,0.33,?,5.0,?
?,0.22,?,7.5,0.054,42.0,151.0,?,3.27,?,10.1,?,?
7.3,?,0.49,?,0.058,50.0,?,?,3.42,0.36,9.1,7.0,2
8.1,?,0.49,?,?,50.0,144.0,0.9971,3.09,?,10.2,?,?
7.3,0.19,0.49,?,0.058,?,134.0,?,3.42,0.36,9.1,?,?
7.5,?,?,9.4,0.048,50.0,?,0.9962,3.17,0.59,10.5,7.0,?
?,0.22,0.49,7.5,0.054,42.0,151.0,?,3.27,0.52,?,6.0,?
7.8,0.21,0.49,1.2,0.036,?,99.0,0.99,3.05,0.28,?,7.0,2
7.1,?,0.49,1.6,?,31.0,100.0,?,?,?,?,5.0,2
?,0.26,?,1.6,0.058,?,166.0,0.9965,3.65,?,?,?,?
7.6,?,0.49,3.95,0.044,?,?,?,3.08,0.67,12.8,7.0,2
6.4,?,0.74,12.8,0.076,48.0,209.0,?,3.12,0.58,?,?,2
