@relation dataset

@attribute mssubclass real
@attribute mszoning {0, 1, 2, 3, 4}
@attribute lotarea real
@attribute street {0, 1}
@attribute lotshape {0, 1, 2, 3}
@attribute landcontour {0, 1, 2, 3}
@attribute utilities {0, 1}
@attribute lotconfig {0, 1, 2, 3, 4}
@attribute landslope {0, 1, 2}
@attribute bldgtype {0, 1, 2, 3, 4}
@attribute overallqual real
@attribute overallcond real
@attribute yearbuilt real
@attribute yearremodadd real
@attribute roofstyle {0, 1, 2, 3, 4, 5}
@attribute roofmatl {0, 1, 2, 3, 4, 5, 6, 7}
@attribute masvnrtype {0, 1, 2, 3}
@attribute masvnrarea real
@attribute exterqual {0, 1, 2, 3}
@attribute extercond {0, 1, 2, 3}
@attribute foundation {0, 1, 2, 3, 4}
@attribute bsmtqual {0, 1, 2, 3}
@attribute bsmtcond {0, 1, 2, 3}
@attribute bsmtexposure {0, 1, 2, 3}
@attribute bsmtfintype1 {0, 1, 2, 3, 4, 5}
@attribute bsmtfinsf1 real
@attribute bsmtfintype2 {0, 1, 2, 3, 4, 5}
@attribute bsmtfinsf2 real
@attribute bsmtunfsf real
@attribute totalbsmtsf real
@attribute heating {0, 1, 2, 3}
@attribute heatingqc {0, 1, 2, 3, 4}
@attribute centralair {0, 1}
@attribute electrical {0, 1, 2, 3, 4}
@attribute 1stflrsf real
@attribute 2ndflrsf real
@attribute lowqualfinsf real
@attribute grlivarea real
@attribute bsmtfullbath real
@attribute bsmthalfbath real
@attribute fullbath real
@attribute halfbath real
@attribute bedroomabvgr real
@attribute kitchenabvgr real
@attribute kitchenqual {0, 1, 2, 3}
@attribute totrmsabvgrd real
@attribute functional {0, 1, 2, 3, 4, 5, 6}
@attribute fireplaces real
@attribute garagetype {0, 1, 2, 3, 4, 5}
@attribute garageyrblt real
@attribute garagefinish {0, 1, 2}
@attribute garagecars real
@attribute garagearea real
@attribute garagequal {0, 1, 2, 3, 4}
@attribute garagecond {0, 1, 2, 3, 4}
@attribute paveddrive {0, 1, 2}
@attribute wooddecksf real
@attribute openporchsf real
@attribute enclosedporch real
@attribute 3ssnporch real
@attribute screenporch real
@attribute poolarea real
@attribute miscval real
@attribute yrsold {2006, 2007, 2008, 2009, 2010}
@attribute saletype {0, 1, 2, 3, 4, 5, 6, 7, 8}
@attribute salecondition {0, 1, 2, 3, 4, 5}
@attribute saleprice real


@data
120.0,3,?,?,0,2,0,4,1,0,?,5.0,1986.0,?,1,?,?,0.0,3,?,2,2,?,1,2,1082.0,5,0.0,371.0,1453.0,0,2,1,?,1453.0,0.0,0.0,1453.0,1.0,0.0,?,1.0,2.0,1.0,2,6.0,6,?,?,?,1,?,445.0,4,?,?,?,?,0.0,0.0,?,0.0,0.0,2006,8,0,?
?,3,9084.0,1,3,3,0,4,0,?,?,?,?,?,?,1,2,0.0,3,3,1,3,0,2,3,?,4,?,0.0,616.0,0,?,?,?,616.0,?,?,1111.0,?,1.0,1.0,0.0,3.0,1.0,3,?,6,0.0,?,1941.0,?,1.0,200.0,?,1,2,48.0,?,?,0.0,0.0,0.0,0.0,2008,5,4,?
30.0,?,8520.0,?,?,3,?,4,0,0,?,8.0,1928.0,2003.0,1,?,2,?,?,?,0,3,3,3,5,0.0,5,?,624.0,624.0,0,2,?,?,720.0,0.0,0.0,720.0,0.0,0.0,?,0.0,?,1.0,3,5.0,?,0.0,5,2005.0,?,2.0,484.0,4,?,2,106.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,8,4,?
?,3,?,1,?,0,?,?,0,?,6.0,5.0,1940.0,?,1,1,2,0.0,3,3,?,3,3,?,3,388.0,5,0.0,552.0,940.0,?,0,1,4,?,?,0.0,1595.0,0.0,0.0,1.0,0.0,2.0,1.0,3,?,6,2.0,?,1940.0,2,1.0,240.0,4,4,2,0.0,0.0,?,0.0,0.0,0.0,0.0,2006,8,4,140000.0
20.0,?,11249.0,?,?,3,?,4,0,?,6.0,5.0,1995.0,1995.0,1,1,2,0.0,2,2,?,2,?,3,0,334.0,1,544.0,?,1200.0,0,0,?,4,?,0.0,?,?,?,0.0,?,0.0,?,1.0,2,?,?,0.0,?,1995.0,?,?,521.0,4,4,2,?,?,?,0.0,?,0.0,?,2007,8,?,177500.0
20.0,3,9248.0,?,0,?,?,?,0,0,?,6.0,1992.0,1992.0,1,1,1,?,3,?,2,2,3,3,?,560.0,5,0.0,598.0,1158.0,?,2,1,4,1167.0,0.0,?,1167.0,1.0,0.0,2.0,?,?,?,?,6.0,6,0.0,1,1992.0,1,2.0,?,4,4,2,120.0,26.0,0.0,0.0,?,0.0,?,2009,8,?,173000.0
120.0,4,4224.0,1,?,?,0,4,0,4,5.0,?,1976.0,?,1,1,2,0.0,3,?,?,2,?,?,?,874.0,?,?,268.0,1142.0,?,?,1,4,1142.0,?,?,1142.0,1.0,0.0,?,1.0,3.0,1.0,3,6.0,6,1.0,1,1976.0,0,2.0,528.0,?,?,?,536.0,90.0,?,0.0,0.0,0.0,?,2007,8,4,134000.0
80.0,3,6930.0,1,?,3,0,4,0,0,5.0,4.0,1958.0,?,?,1,1,120.0,3,3,1,3,3,0,1,300.0,?,294.0,468.0,1062.0,0,?,1,1,1352.0,0.0,0.0,1352.0,0.0,1.0,1.0,?,3.0,?,2,6.0,3,0.0,3,?,2,1.0,288.0,4,4,?,168.0,0.0,294.0,0.0,0.0,0.0,0.0,?,8,?,?
?,3,?,1,0,?,?,1,?,0,8.0,5.0,?,?,1,1,1,530.0,2,?,2,2,?,0,2,956.0,?,?,?,1086.0,?,0,?,4,1086.0,838.0,0.0,?,1.0,0.0,?,?,3.0,1.0,2,?,6,?,1,?,?,2.0,?,?,4,?,?,75.0,0.0,0.0,374.0,0.0,?,2006,8,?,280000.0
85.0,3,7540.0,1,0,3,0,1,0,0,6.0,6.0,1978.0,1978.0,1,1,2,?,?,?,1,2,?,?,2,773.0,5,0.0,?,888.0,0,?,1,4,912.0,0.0,0.0,912.0,?,?,1.0,0.0,2.0,1.0,3,5.0,6,1.0,1,1978.0,1,?,470.0,?,4,2,?,0.0,?,0.0,?,0.0,?,?,8,4,156000.0
?,3,9144.0,1,3,?,0,4,?,0,?,?,?,1982.0,?,?,2,?,?,?,1,3,3,?,4,399.0,?,0.0,?,883.0,0,2,1,4,988.0,517.0,0.0,1505.0,?,0.0,1.0,0.0,3.0,1.0,?,?,6,?,5,1940.0,?,?,?,4,4,?,0.0,0.0,?,0.0,0.0,?,0.0,2008,8,4,?
160.0,?,?,1,?,3,0,4,?,?,?,8.0,1972.0,2007.0,1,1,?,510.0,?,?,1,?,3,3,0,162.0,?,0.0,321.0,?,?,2,1,?,483.0,504.0,0.0,987.0,?,0.0,1.0,?,2.0,1.0,2,5.0,6,?,5,1972.0,2,1.0,264.0,?,4,?,?,?,0.0,0.0,0.0,0.0,?,2009,?,?,118000.0
60.0,?,18800.0,1,0,?,0,2,0,0,6.0,5.0,1976.0,1976.0,1,?,1,120.0,3,3,?,?,3,2,2,712.0,5,0.0,84.0,796.0,0,4,?,4,790.0,?,0.0,1574.0,1.0,0.0,2.0,1.0,3.0,?,3,?,6,?,?,?,0,2.0,566.0,4,?,2,306.0,111.0,?,0.0,?,?,0.0,?,?,4,190000.0
?,4,10690.0,?,3,?,0,4,0,?,5.0,7.0,1920.0,1997.0,3,1,?,0.0,3,?,1,3,0,3,4,456.0,5,?,216.0,672.0,0,2,?,?,672.0,672.0,0.0,?,0.0,0.0,1.0,0.0,3.0,1.0,3,?,6,0.0,5,1964.0,?,?,468.0,?,?,2,?,128.0,218.0,0.0,?,0.0,?,2009,8,?,?
20.0,3,9500.0,?,0,3,0,4,0,?,6.0,5.0,1963.0,1963.0,1,?,1,247.0,3,?,?,?,3,3,1,609.0,5,0.0,785.0,?,0,?,1,?,1394.0,0.0,?,?,1.0,?,1.0,?,3.0,?,3,?,6,?,1,1963.0,1,2.0,?,4,4,2,0.0,?,0.0,0.0,?,?,0.0,2009,?,4,159000.0
80.0,3,?,1,0,3,0,0,0,0,?,5.0,1962.0,?,1,5,1,?,3,3,1,2,3,1,?,?,5,0.0,728.0,1099.0,0,2,1,4,1431.0,?,0.0,?,0.0,1.0,?,?,3.0,1.0,?,6.0,6,1.0,?,?,1,?,296.0,?,?,?,64.0,?,?,0.0,0.0,?,0.0,?,8,4,?
20.0,?,?,1,3,?,0,?,0,0,5.0,6.0,1954.0,1954.0,1,1,?,?,?,3,2,?,3,3,?,540.0,?,0.0,728.0,1268.0,0,2,1,?,1268.0,0.0,?,1268.0,?,?,?,0.0,?,1.0,3,7.0,6,?,?,1954.0,0,1.0,244.0,4,4,?,0.0,98.0,0.0,0.0,0.0,?,0.0,?,8,4,132000.0
20.0,3,?,?,0,3,?,0,?,0,5.0,7.0,1959.0,?,1,1,2,0.0,3,2,1,3,?,?,0,72.0,4,?,733.0,1063.0,0,?,1,4,?,0.0,?,?,1.0,?,1.0,0.0,3.0,1.0,2,7.0,?,?,5,1997.0,?,2.0,576.0,4,4,2,364.0,17.0,0.0,?,182.0,?,0.0,2010,8,?,?
60.0,?,8121.0,1,0,?,0,4,0,0,6.0,5.0,2000.0,?,1,1,2,?,3,3,2,2,3,?,5,0.0,?,0.0,?,?,0,0,1,4,?,711.0,?,1664.0,0.0,0.0,?,1.0,?,?,3,7.0,6,1.0,1,2000.0,1,?,460.0,4,4,2,?,40.0,0.0,0.0,?,?,?,?,?,4,172400.0
?,3,7175.0,?,3,3,0,4,0,4,?,?,?,1984.0,1,1,?,0.0,3,3,1,2,3,3,?,623.0,?,121.0,0.0,744.0,0,4,1,?,752.0,0.0,0.0,752.0,1.0,0.0,1.0,0.0,2.0,1.0,3,?,6,?,1,?,2,1.0,264.0,4,4,2,353.0,0.0,0.0,0.0,90.0,0.0,0.0,?,8,4,125000.0
20.0,?,10634.0,1,3,3,0,?,0,0,5.0,?,1953.0,1953.0,?,1,?,0.0,3,3,2,3,3,3,1,428.0,3,180.0,?,608.0,?,4,1,4,1319.0,0.0,?,1319.0,1.0,0.0,1.0,?,3.0,1.0,3,?,?,0.0,1,1953.0,2,?,?,4,4,2,?,0.0,0.0,0.0,0.0,0.0,0.0,2009,?,4,123000.0
60.0,3,?,1,3,3,0,4,0,?,7.0,5.0,2003.0,?,1,1,2,0.0,2,3,?,2,3,3,?,0.0,5,?,847.0,?,0,0,1,4,847.0,1081.0,0.0,1928.0,0.0,?,?,1.0,4.0,1.0,2,?,?,1.0,3,?,0,2.0,?,?,4,?,?,48.0,?,0.0,0.0,0.0,0.0,2007,?,4,?
85.0,?,8846.0,1,0,?,0,1,0,?,5.0,?,?,1996.0,1,?,?,0.0,2,3,2,2,3,?,2,298.0,5,0.0,?,870.0,0,?,?,4,?,0.0,0.0,914.0,0.0,0.0,?,?,2.0,?,3,5.0,6,?,5,?,2,?,?,4,?,2,?,0.0,0.0,?,?,0.0,0.0,?,8,4,148000.0
60.0,?,11143.0,?,?,?,0,0,0,?,?,5.0,2004.0,2005.0,?,1,2,0.0,2,?,2,2,3,3,5,?,5,?,1580.0,1580.0,0,?,?,?,1580.0,886.0,?,2466.0,?,0.0,3.0,0.0,4.0,?,2,?,6,1.0,1,2004.0,1,?,610.0,4,4,?,159.0,214.0,0.0,0.0,0.0,?,0.0,2007,?,4,?
20.0,3,11394.0,?,3,3,0,0,0,?,9.0,?,?,?,?,1,3,?,2,?,2,0,?,0,2,1445.0,5,0.0,411.0,1856.0,0,0,1,4,1856.0,0.0,0.0,?,1.0,0.0,?,1.0,?,1.0,0,8.0,?,1.0,1,?,0,3.0,834.0,4,?,2,113.0,0.0,0.0,0.0,0.0,0.0,?,2010,6,5,394432.0
60.0,?,8123.0,1,0,?,?,4,0,0,6.0,5.0,2000.0,2000.0,?,?,1,?,?,3,2,?,3,3,5,0.0,5,0.0,982.0,982.0,0,0,1,?,1007.0,793.0,0.0,1800.0,0.0,?,2.0,?,?,1.0,3,7.0,6,?,1,2000.0,0,2.0,?,4,?,2,100.0,?,?,0.0,0.0,0.0,0.0,2009,8,4,179000.0
?,3,5000.0,1,3,?,0,4,0,0,5.0,6.0,1924.0,1950.0,1,1,2,0.0,3,3,0,3,3,3,3,218.0,?,0.0,808.0,?,?,?,1,4,1026.0,?,0.0,1691.0,0.0,?,?,?,3.0,1.0,?,?,6,1.0,?,1924.0,?,1.0,308.0,4,4,2,?,?,?,0.0,?,0.0,0.0,2010,8,4,?
?,1,7200.0,?,3,?,?,?,0,0,?,5.0,2006.0,?,1,?,2,?,?,?,?,2,1,?,5,0.0,5,0.0,?,1293.0,?,0,1,4,1301.0,0.0,0.0,?,?,0.0,2.0,?,2.0,?,2,5.0,6,1.0,1,?,?,2.0,572.0,4,?,2,216.0,121.0,0.0,?,?,?,0.0,2006,?,5,187750.0
?,3,9245.0,1,?,?,?,?,0,0,7.0,5.0,2006.0,?,1,1,?,0.0,2,3,2,2,3,0,5,0.0,5,0.0,939.0,?,0,0,1,4,939.0,?,0.0,?,0.0,0.0,2.0,?,3.0,1.0,2,8.0,6,0.0,1,2006.0,?,?,?,?,4,?,144.0,53.0,0.0,0.0,0.0,0.0,0.0,2007,8,4,213500.0
45.0,?,9000.0,?,3,?,0,0,?,?,6.0,3.0,1928.0,1950.0,1,1,2,?,3,?,0,1,0,?,5,?,5,?,784.0,784.0,0,?,0,?,784.0,0.0,?,784.0,0.0,0.0,1.0,0.0,2.0,1.0,3,?,6,0.0,5,1950.0,2,2.0,?,1,1,0,0.0,?,?,0.0,?,0.0,?,2009,8,4,?
60.0,?,53107.0,?,1,2,0,0,1,?,6.0,?,1992.0,1992.0,1,?,2,?,?,3,2,2,?,0,2,985.0,5,0.0,?,1580.0,0,0,?,4,?,874.0,?,1953.0,?,0.0,?,1.0,?,1.0,2,9.0,?,2.0,?,1992.0,0,?,501.0,4,4,2,216.0,231.0,?,0.0,0.0,0.0,0.0,2007,8,4,240000.0
120.0,?,3182.0,1,?,?,0,?,?,4,?,5.0,?,2005.0,1,1,?,16.0,2,3,2,2,?,?,2,24.0,5,?,1232.0,1256.0,0,0,1,4,?,?,0.0,1269.0,0.0,?,?,0.0,?,1.0,?,6.0,6,?,?,2004.0,0,2.0,430.0,?,4,2,?,20.0,0.0,?,144.0,?,0.0,2010,?,4,192000.0
?,3,?,1,?,3,0,4,?,?,6.0,6.0,1976.0,1976.0,?,1,1,?,?,3,1,3,?,0,0,631.0,5,0.0,410.0,1041.0,?,?,?,4,?,?,?,?,?,0.0,?,0.0,?,1.0,3,6.0,6,1.0,5,?,?,1.0,352.0,4,4,2,296.0,0.0,0.0,0.0,?,0.0,?,2009,8,?,125000.0
20.0,3,?,1,?,?,?,1,0,0,7.0,?,1999.0,2000.0,1,1,1,125.0,2,3,?,?,3,3,5,0.0,5,0.0,1468.0,?,?,0,?,4,?,0.0,?,1479.0,0.0,0.0,?,0.0,3.0,1.0,2,6.0,?,0.0,1,1999.0,1,?,577.0,?,4,?,120.0,?,0.0,0.0,0.0,0.0,0.0,2008,?,4,191000.0
60.0,3,12474.0,1,?,?,0,4,0,0,?,5.0,2007.0,2008.0,1,1,3,?,?,3,?,0,3,?,2,1280.0,?,0.0,402.0,1682.0,?,?,1,4,1742.0,?,?,?,?,0.0,2.0,1.0,3.0,1.0,0,9.0,6,1.0,?,2008.0,0,?,846.0,4,4,2,?,?,0.0,0.0,0.0,0.0,0.0,2008,6,?,426000.0
50.0,3,?,?,?,3,?,?,0,0,5.0,8.0,1900.0,1950.0,1,?,2,0.0,?,?,0,?,?,3,4,241.0,1,391.0,229.0,861.0,0,0,1,4,961.0,406.0,0.0,1367.0,?,?,1.0,0.0,4.0,1.0,3,7.0,6,0.0,5,1978.0,2,?,?,?,?,?,0.0,130.0,112.0,0.0,0.0,?,0.0,?,8,?,119000.0
?,3,12209.0,1,0,?,?,1,0,0,6.0,5.0,2001.0,?,1,?,2,0.0,3,?,2,0,3,3,0,690.0,5,?,?,?,0,?,1,?,804.0,?,?,1961.0,1.0,0.0,2.0,?,3.0,1.0,2,?,6,1.0,3,?,?,2.0,?,4,4,2,?,?,0.0,0.0,?,0.0,?,2009,?,?,215000.0
50.0,?,?,?,3,3,0,4,?,0,5.0,6.0,?,1950.0,1,1,2,0.0,3,?,?,?,3,3,5,0.0,5,0.0,735.0,735.0,?,2,1,0,735.0,299.0,?,?,0.0,0.0,?,0.0,2.0,?,3,5.0,6,0.0,5,1940.0,2,?,?,4,?,?,0.0,39.0,0.0,?,0.0,0.0,0.0,2007,8,4,109000.0
20.0,3,9571.0,1,?,3,0,4,0,0,5.0,?,?,?,?,?,2,0.0,3,3,?,3,3,?,1,739.0,?,?,?,1144.0,?,?,1,4,1144.0,0.0,0.0,?,1.0,0.0,1.0,0.0,?,1.0,3,?,?,?,1,?,2,1.0,596.0,4,?,2,44.0,0.0,?,?,0.0,0.0,0.0,?,8,4,129000.0
20.0,3,?,1,3,2,?,4,0,?,5.0,?,1972.0,1972.0,3,1,2,0.0,3,?,?,?,3,0,?,777.0,5,0.0,117.0,?,?,4,1,4,894.0,0.0,?,894.0,0.0,0.0,1.0,0.0,2.0,1.0,?,6.0,6,?,?,?,1,2.0,600.0,4,4,2,215.0,0.0,0.0,?,0.0,0.0,0.0,2009,?,4,123000.0
?,3,?,?,3,3,0,?,0,0,5.0,5.0,1962.0,?,?,?,1,288.0,3,3,1,3,3,?,0,540.0,5,?,324.0,?,0,4,?,?,876.0,?,0.0,1812.0,0.0,0.0,?,0.0,4.0,1.0,3,8.0,?,1.0,?,1962.0,1,1.0,264.0,4,?,2,?,168.0,0.0,0.0,0.0,0.0,?,2007,8,?,?
?,?,8967.0,1,3,?,?,?,0,?,5.0,2.0,?,1950.0,1,1,2,0.0,?,?,0,1,2,3,5,0.0,5,?,961.0,?,0,2,1,?,1077.0,?,0.0,1077.0,0.0,0.0,1.0,0.0,?,?,?,6.0,1,0.0,5,1920.0,2,1.0,?,3,?,0,0.0,0.0,0.0,0.0,0.0,?,0.0,2007,8,?,67000.0
60.0,1,8125.0,1,3,3,?,4,0,?,7.0,5.0,?,2007.0,1,?,3,100.0,2,3,?,2,3,3,?,812.0,5,0.0,280.0,?,0,0,1,4,?,438.0,0.0,?,?,0.0,2.0,?,2.0,1.0,2,7.0,6,0.0,1,?,?,2.0,438.0,4,4,2,0.0,168.0,0.0,?,?,0.0,0.0,2009,?,4,241000.0
?,3,?,1,1,3,0,4,0,4,8.0,5.0,?,1996.0,1,?,2,0.0,?,3,2,2,3,3,2,786.0,?,?,?,1260.0,0,0,1,?,?,?,?,1288.0,1.0,?,1.0,1.0,?,?,?,4.0,6,2.0,1,1996.0,0,2.0,500.0,4,4,?,120.0,30.0,0.0,0.0,224.0,?,0.0,2008,8,?,245500.0
?,?,8767.0,1,0,?,?,?,0,0,7.0,5.0,2005.0,?,1,1,2,?,2,3,2,2,3,0,2,24.0,?,0.0,1286.0,1310.0,0,?,1,?,1310.0,?,0.0,1310.0,0.0,0.0,2.0,0.0,3.0,1.0,2,6.0,6,1.0,?,2005.0,0,2.0,?,?,?,2,?,?,0.0,0.0,0.0,?,0.0,2006,?,?,164990.0
30.0,?,10200.0,1,?,3,0,4,0,?,5.0,8.0,?,1997.0,1,1,?,?,3,3,?,?,3,?,5,0.0,?,?,?,672.0,0,0,1,4,672.0,?,?,672.0,0.0,0.0,1.0,0.0,?,1.0,?,?,6,0.0,5,?,2,1.0,240.0,4,4,0,168.0,0.0,0.0,0.0,0.0,?,0.0,?,8,4,?
?,3,12090.0,?,3,3,?,0,0,0,?,?,1998.0,1998.0,3,1,1,650.0,2,3,?,2,?,3,5,0.0,?,?,?,?,0,2,?,4,1165.0,1098.0,?,2263.0,0.0,0.0,2.0,1.0,?,1.0,2,?,6,1.0,3,?,0,?,420.0,4,?,2,144.0,123.0,0.0,0.0,0.0,?,0.0,2006,?,0,258000.0
60.0,?,10364.0,?,?,3,?,4,0,0,6.0,5.0,1995.0,1996.0,?,?,2,0.0,?,3,2,2,3,3,5,?,5,0.0,?,806.0,0,2,1,4,?,766.0,?,?,0.0,0.0,2.0,1.0,?,1.0,3,7.0,6,1.0,3,1995.0,?,2.0,373.0,4,4,2,?,40.0,?,?,0.0,0.0,?,2007,8,4,168000.0
20.0,3,9991.0,?,?,3,0,0,?,0,4.0,4.0,?,1993.0,1,1,?,0.0,3,?,1,3,3,3,1,1116.0,5,?,165.0,1281.0,0,0,?,4,1620.0,0.0,0.0,1620.0,1.0,?,?,?,3.0,1.0,3,?,2,1.0,?,1993.0,2,2.0,490.0,?,4,2,120.0,?,0.0,0.0,?,0.0,?,2009,8,?,?
50.0,?,10480.0,?,3,3,0,4,0,0,6.0,?,1936.0,1950.0,?,1,2,?,3,3,?,?,3,?,5,0.0,5,0.0,?,1064.0,0,0,?,?,1166.0,0.0,?,1639.0,?,0.0,1.0,?,3.0,1.0,3,?,1,0.0,?,?,?,1.0,240.0,4,4,?,0.0,?,0.0,?,0.0,0.0,0.0,2008,8,4,115000.0
70.0,3,15576.0,?,3,?,0,4,0,0,6.0,7.0,1915.0,?,?,1,2,?,3,3,0,2,?,3,?,?,5,0.0,840.0,840.0,?,?,1,4,?,840.0,?,1680.0,0.0,?,2.0,0.0,4.0,?,3,8.0,6,?,1,1960.0,?,1.0,308.0,?,?,?,0.0,0.0,?,0.0,0.0,0.0,0.0,?,8,4,177000.0
60.0,?,14154.0,1,3,?,?,0,0,0,7.0,?,2006.0,?,1,1,?,350.0,?,3,2,0,1,?,?,?,5,0.0,?,1063.0,0,0,1,4,1071.0,1101.0,0.0,2172.0,0.0,0.0,2.0,1.0,3.0,1.0,2,9.0,6,1.0,?,2006.0,1,?,947.0,?,4,2,192.0,?,?,?,0.0,0.0,0.0,?,?,5,?
?,1,10800.0,?,3,3,0,4,0,0,8.0,5.0,2007.0,2008.0,1,1,3,100.0,2,?,2,0,?,3,2,?,5,0.0,?,1034.0,0,0,1,?,1050.0,1028.0,0.0,2078.0,?,0.0,2.0,1.0,3.0,1.0,0,8.0,6,1.0,1,2008.0,0,3.0,836.0,4,4,2,0.0,?,0.0,?,?,0.0,0.0,?,6,5,339750.0
20.0,?,?,?,?,3,0,4,0,0,?,?,?,1958.0,?,1,2,0.0,?,1,1,?,0,?,5,0.0,5,0.0,1276.0,1276.0,0,?,1,0,1276.0,0.0,0.0,1276.0,0.0,0.0,1.0,0.0,3.0,1.0,3,5.0,4,?,1,1958.0,?,1.0,?,4,?,2,?,0.0,0.0,0.0,0.0,0.0,0.0,?,?,0,?
190.0,3,34650.0,1,3,0,0,4,?,1,?,5.0,?,?,3,?,2,?,3,3,1,?,3,?,4,1056.0,5,0.0,0.0,?,0,4,0,?,1056.0,?,0.0,1056.0,1.0,0.0,1.0,?,?,1.0,3,5.0,6,0.0,1,?,0,2.0,572.0,4,?,2,264.0,?,0.0,0.0,0.0,0.0,0.0,2006,8,4,?
20.0,?,4403.0,1,?,?,?,4,0,?,7.0,5.0,?,2009.0,1,?,3,432.0,0,?,?,0,?,?,2,578.0,5,0.0,892.0,1470.0,0,?,1,?,1478.0,0.0,0.0,1478.0,1.0,?,?,1.0,2.0,1.0,?,?,6,?,1,?,?,2.0,484.0,4,4,2,0.0,144.0,0.0,0.0,0.0,0.0,0.0,2010,6,5,?
30.0,?,8960.0,?,?,?,0,4,?,0,?,6.0,1927.0,1950.0,1,1,2,?,3,3,1,3,?,3,5,?,5,0.0,1008.0,1008.0,0,2,?,0,1028.0,0.0,0.0,1028.0,0.0,?,?,0.0,2.0,1.0,3,?,6,1.0,?,1927.0,?,2.0,360.0,4,4,2,?,0.0,130.0,0.0,?,0.0,?,2010,8,4,115000.0
60.0,?,11228.0,1,1,?,0,1,0,?,?,?,1993.0,1993.0,1,1,2,0.0,2,3,2,2,3,3,1,50.0,2,531.0,499.0,1080.0,?,0,?,?,?,1017.0,0.0,2097.0,?,1.0,2.0,?,3.0,1.0,?,9.0,6,1.0,?,?,2,3.0,?,4,?,2,?,?,?,0.0,0.0,0.0,?,2008,8,4,228000.0
20.0,3,8899.0,1,0,3,?,4,0,?,?,5.0,2007.0,2007.0,1,?,?,0.0,2,3,2,2,?,?,2,?,5,0.0,1316.0,1340.0,0,0,1,4,1340.0,0.0,?,1340.0,0.0,0.0,2.0,0.0,3.0,?,2,?,6,0.0,1,2007.0,0,?,?,4,4,?,100.0,30.0,0.0,0.0,0.0,0.0,0.0,2007,6,5,181134.0
60.0,3,7844.0,?,3,3,?,4,?,0,6.0,7.0,1978.0,1978.0,?,?,1,203.0,3,3,?,?,3,?,0,?,5,0.0,?,?,?,?,1,4,672.0,728.0,0.0,?,0.0,0.0,?,?,3.0,1.0,3,6.0,?,1.0,1,1978.0,0,?,?,?,4,2,0.0,0.0,0.0,0.0,0.0,?,0.0,2006,8,4,?
70.0,3,22420.0,1,0,?,0,4,0,0,6.0,6.0,?,1950.0,?,1,2,0.0,3,3,0,2,?,3,?,?,5,?,242.0,1370.0,1,?,?,0,1370.0,?,?,?,1.0,0.0,2.0,1.0,4.0,1.0,3,?,?,1.0,5,?,?,3.0,864.0,4,4,0,?,0.0,0.0,?,0.0,0.0,?,2007,?,4,239000.0
?,3,8160.0,1,?,3,0,4,0,0,?,?,1940.0,1950.0,1,?,2,0.0,3,3,0,3,?,3,0,312.0,?,0.0,444.0,756.0,0,1,0,?,756.0,378.0,0.0,1134.0,1.0,?,1.0,1.0,3.0,1.0,3,7.0,6,0.0,?,?,2,1.0,240.0,4,?,1,0.0,?,0.0,?,?,0.0,?,2007,?,1,?
?,3,8450.0,1,?,3,0,?,0,0,5.0,?,?,1968.0,1,?,2,0.0,3,3,1,?,3,3,1,?,5,0.0,281.0,?,0,?,1,4,1056.0,0.0,0.0,?,1.0,0.0,?,?,3.0,?,3,6.0,?,1.0,1,1968.0,2,1.0,304.0,4,?,2,0.0,85.0,184.0,0.0,0.0,0.0,0.0,2010,8,4,142000.0
?,4,7060.0,1,3,3,?,?,?,2,7.0,5.0,1997.0,1998.0,1,?,?,200.0,3,2,?,2,1,1,?,?,5,0.0,35.0,1344.0,0,?,?,4,1344.0,0.0,0.0,1344.0,2.0,0.0,2.0,?,?,?,3,8.0,6,0.0,1,?,0,4.0,784.0,4,4,?,?,0.0,0.0,?,0.0,?,0.0,2008,?,?,206300.0
20.0,3,?,?,0,3,0,2,0,0,6.0,?,1977.0,?,?,1,?,126.0,?,3,1,?,3,3,0,1246.0,?,?,356.0,1602.0,0,2,?,?,?,0.0,0.0,1602.0,?,1.0,2.0,0.0,3.0,?,2,8.0,6,1.0,?,?,0,2.0,529.0,4,4,?,240.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,?,4,215000.0
?,3,21750.0,?,3,1,0,4,1,?,5.0,5.0,1954.0,1954.0,3,1,?,?,3,3,1,3,?,?,5,0.0,?,0.0,988.0,988.0,0,0,1,0,988.0,?,0.0,?,?,?,1.0,0.0,2.0,1.0,3,4.0,?,0.0,?,1954.0,1,2.0,?,4,?,?,?,0.0,?,0.0,0.0,0.0,?,2008,8,4,113000.0
?,?,9200.0,1,3,3,0,4,?,0,8.0,5.0,1998.0,?,1,?,1,473.0,?,3,?,2,?,3,?,986.0,5,0.0,484.0,1470.0,0,2,1,4,1470.0,1160.0,0.0,?,?,0.0,2.0,1.0,4.0,?,?,8.0,6,1.0,?,1998.0,?,?,?,4,4,2,0.0,?,0.0,?,0.0,0.0,0.0,?,?,4,?
20.0,3,?,?,3,?,0,4,?,0,6.0,5.0,1956.0,1956.0,?,?,1,74.0,3,3,1,2,3,3,3,616.0,5,0.0,580.0,1196.0,0,2,?,?,?,?,0.0,1196.0,1.0,0.0,1.0,?,2.0,1.0,3,?,6,?,1,1956.0,1,1.0,297.0,4,4,?,0.0,44.0,0.0,?,0.0,?,?,?,8,4,139000.0
