@relation dataset

@attribute a01 real
@attribute a03 real
@attribute a04 real
@attribute a05 real
@attribute a06 real
@attribute a07 real
@attribute a08 real
@attribute a09 real
@attribute a10 real
@attribute a11 real
@attribute a12 real
@attribute a13 real
@attribute a14 real
@attribute a15 real
@attribute a16 real
@attribute a17 real
@attribute a18 real
@attribute a19 real
@attribute a20 real
@attribute a21 real
@attribute a22 real
@attribute a23 real
@attribute a24 real
@attribute a25 real
@attribute a26 real
@attribute a27 real
@attribute a28 real
@attribute a29 real
@attribute a30 real
@attribute a31 real
@attribute a32 real
@attribute a33 real
@attribute a34 real
@attribute class {0, 1}


@data
?,?,?,?,?,?,-0.14286,?,?,?,?,?,0.0,?,?,?,?,0.2381,?,?,0.04762,0.16667,?,-0.57255,?,0.24889,?,?,?,?,-0.04762,?,?,?
1.0,?,?,?,?,0.39583,?,0.33333,-0.0625,?,0.0,0.29167,?,?,0.02083,0.4375,-0.22917,?,?,0.33333,?,?,0.1875,?,-0.1875,?,?,0.41667,?,?,?,?,?,?
1.0,1.0,?,?,0.0,0.0,0.0,0.0,?,0.47744,-0.89098,-0.51504,?,?,0.28571,?,?,?,?,0.0,?,?,?,-1.0,-1.0,?,?,?,?,?,?,?,?,?
1.0,0.95217,?,?,?,0.90996,?,0.84881,?,?,?,?,?,?,0.37988,?,?,0.95472,?,0.53258,?,0.46773,?,0.4044,0.44199,?,?,?,1.0,?,?,0.18632,?,?
1.0,?,?,?,0.80521,?,?,0.8401,-0.10984,0.97311,?,?,-0.85727,0.91962,?,0.95452,?,?,0.18135,0.98484,?,?,?,?,?,?,0.17076,?,?,0.87757,0.81007,0.81979,?,?
?,0.95882,?,?,-0.01918,?,?,0.96974,-0.09316,0.98955,?,0.9798,-0.03096,1.0,?,1.0,?,?,?,?,-0.09284,0.97889,?,?,?,?,?,?,?,1.0,-0.10797,0.93144,?,1
?,0.0,0.0,?,?,0.0,0.0,0.68869,?,?,?,-0.26048,?,?,0.65565,0.94155,?,?,?,?,?,?,?,?,0.0,1.0,?,?,0.0,?,?,?,0.0,?
1.0,?,?,1.0,0.00843,?,?,0.97868,-0.02844,0.9982,?,1.0,-0.01271,1.0,?,1.0,?,?,?,?,-0.02612,?,?,?,-0.04527,0.99188,-0.03473,0.9702,?,?,?,0.9842,?,?
?,0.0,0.0,?,?,0.18919,?,?,?,0.93243,0.07297,?,?,1.0,?,?,-0.11351,?,?,1.0,-0.21081,1.0,?,?,?,?,?,?,?,?,?,0.28919,-0.15676,?
?,?,0.01403,?,?,0.52751,0.03466,0.19512,0.12195,0.43313,?,?,?,0.29268,0.0,?,0.0,0.31707,?,?,0.12195,?,?,?,?,0.19304,0.05641,?,?,0.19512,0.0,?,?,?
?,?,?,?,-1.0,?,?,?,0.0,?,1.0,?,-1.0,?,1.0,?,?,0.0,0.0,?,?,?,?,0.0,0.0,?,?,1.0,?,1.0,?,0.0,0.0,?
?,?,?,?,?,0.40816,?,?,?,?,0.59184,0.12245,?,0.0,0.5102,?,?,?,?,?,?,-0.28571,0.32653,?,?,?,0.14895,-0.59184,?,?,0.0,?,?,?
?,0.0,?,1.0,-1.0,?,0.0,0.0,0.0,1.0,1.0,?,?,1.0,?,1.0,-1.0,?,?,?,0.0,?,?,0.0,?,?,?,0.0,?,1.0,-1.0,0.0,0.0,0
?,0.89706,0.38235,0.91176,0.375,0.74265,0.67647,?,?,0.19118,?,?,?,?,?,?,?,?,?,?,?,-0.86029,?,?,?,-0.67925,?,-0.55147,-0.42647,-0.44118,?,-0.28676,-0.56618,1
1.0,-1.0,0.28105,?,?,?,-0.70984,?,0.71242,-1.0,?,?,?,?,?,?,?,?,-0.54248,?,-0.83007,?,-0.94118,-1.0,-0.43137,0.74385,?,-1.0,0.05229,?,?,?,?,?
?,?,-0.1,0.53333,0.0,0.33333,-0.13333,0.36667,0.11667,?,?,0.71667,0.08333,?,?,?,?,?,?,0.31667,?,?,?,?,?,?,0.05439,?,0.03333,0.46667,?,0.41667,?,?
?,?,0.4,?,?,?,-0.04444,0.06192,?,?,0.02575,?,0.02726,?,-0.00166,?,-0.00883,?,?,?,?,?,?,?,?,?,?,2.6E-4,5.0E-5,0.0,1.5E-4,?,?,0
?,?,?,?,0.2973,0.64865,?,?,0.18919,?,-0.27027,?,0.0,?,-0.05405,?,?,?,?,?,0.05405,0.75676,?,?,?,0.61031,?,0.58478,?,?,?,?,?,?
?,?,?,?,?,-1.0,-0.01563,0.97266,?,?,?,?,?,?,?,?,?,?,-0.02734,?,0.11719,-0.93359,?,?,-0.00391,?,0.13758,0.90234,?,-1.0,?,-1.0,?,?
1.0,0.95202,?,?,-0.01272,?,?,?,?,?,?,0.95665,?,?,?,0.9948,?,0.99769,?,?,-0.04971,?,-0.0237,?,?,?,?,?,?,?,?,0.95838,?,1
?,?,?,?,-1.0,0.5,?,?,-0.22222,?,-0.25712,?,-0.11111,1.0,?,1.0,?,?,?,0.0,?,?,?,?,?,?,?,1.0,?,?,-0.63156,1.0,-0.65935,?
?,?,?,?,?,0.2069,-0.06897,?,?,?,?,?,?,?,?,?,-0.00893,7.8E-4,-0.00523,?,?,?,?,-3.1E-4,-9.0E-4,?,-4.8E-4,?,?,?,-1.2E-4,?,?,1
?,0.62745,?,?,?,?,?,0.62745,?,?,-0.11765,0.66667,?,?,-0.09804,?,?,?,-0.21569,0.58824,?,?,?,?,-0.2549,?,?,0.56863,-0.31373,?,?,?,-0.27451,?
1.0,0.25,?,?,0.26667,?,0.23966,0.07766,?,?,?,?,?,?,0.06317,-0.03766,?,?,0.01532,?,?,?,?,-0.01097,?,?,?,-0.00294,?,?,-0.00408,?,?,1
?,-0.65625,?,0.0625,?,?,0.0625,?,?,0.1875,0.0,-0.03125,?,?,?,?,?,0.4375,-0.375,0.0,?,0.0,?,0.03125,-0.46875,?,?,?,0.03125,-0.03125,?,0.0,0.09375,0
1.0,?,?,1.0,?,?,?,0.95135,?,?,?,?,?,1.0,?,?,0.09189,?,-0.00541,1.0,0.06486,?,0.04324,0.97838,?,?,?,1.0,?,1.0,0.02703,1.0,-0.07027,1
?,?,0.05426,?,0.08069,?,1.0,0.91473,?,?,0.03876,?,?,?,1.0,?,?,?,?,?,?,1.0,?,0.8062,?,?,?,0.84496,0.06977,?,?,?,?,?
1.0,0.90374,?,?,0.08021,?,?,0.93048,?,?,?,1.0,0.0,?,?,?,?,0.91444,?,?,0.02139,?,?,?,0.05348,?,0.04452,?,0.0107,?,?,?,?,?
?,-0.205,0.2875,?,0.1,?,?,0.3225,?,?,-0.34617,?,0.275,?,?,-0.0875,?,?,?,-0.48,?,?,?,-0.58,?,0.3219,?,?,?,?,?,0.40445,?,?
?,?,?,?,0.06667,?,?,0.7,?,0.63333,?,?,0.0,?,?,0.7,?,0.66667,0.1,0.73333,?,0.76667,0.0,?,?,?,?,?,0.13333,0.6,?,?,0.16667,?
?,?,?,0.06704,?,?,-0.01117,0.00559,-0.03911,?,?,-0.00559,?,?,?,0.0,?,-0.06425,0.07542,?,?,?,?,?,?,?,?,?,-0.00279,0.04469,?,?,?,?
1.0,?,?,?,0.67248,0.47564,?,?,0.89109,?,0.84475,?,?,?,?,?,0.07208,?,-0.19525,?,?,-0.30851,?,?,?,?,?,0.36752,?,?,-0.22535,?,?,?
1.0,?,?,?,0.04598,?,?,?,?,?,-0.06609,?,0.0431,-0.08333,-0.04598,?,0.08046,?,?,0.02011,0.02299,?,?,?,?,?,?,?,0.01149,?,?,?,?,?
?,?,-0.01084,0.79704,0.01084,?,0.00197,?,0.01084,?,?,?,?,0.85123,0.01675,?,?,0.79113,-0.02956,?,?,0.74778,?,?,?,?,?,0.74089,-0.05025,0.82956,0.02956,?,0.00788,1
1.0,?,?,0.00428,?,0.01997,?,?,-0.04993,?,?,?,?,0.0,?,?,-0.02853,?,0.03566,?,0.00428,0.05136,-0.02282,0.05136,0.01854,?,0.01569,?,?,-0.02568,?,-0.01427,?,0
?,0.4709,?,?,0.33598,?,?,0.01852,?,?,?,?,?,-0.4127,?,?,0.06878,-0.5,?,?,-0.1455,-0.14815,?,?,?,?,?,?,?,?,?,?,?,?
?,0.08696,?,?,-0.04119,0.10526,?,?,-0.06178,0.23341,?,?,0.0778,?,?,?,?,0.18993,0.07323,?,?,0.11213,?,0.15103,?,?,0.01373,0.11213,?,0.09611,?,0.1167,?,0
?,0.94333,?,?,0.64534,?,0.77514,-0.55941,?,-0.73675,0.42048,?,?,-0.62706,-0.31079,-0.38391,-0.62157,-0.12797,?,?,-0.6362,0.71481,?,?,?,0.60098,?,?,0.60512,0.02742,?,-0.21572,?,?
?,?,?,0.0409,?,0.02116,?,0.01128,0.04372,?,0.00141,?,?,?,?,-0.0409,?,-0.02398,-0.00423,?,-0.02539,0.01834,?,0.0,?,0.01834,-0.01128,0.00564,?,?,-0.02398,?,?,?
1.0,?,7.5E-4,0.81927,-0.05676,?,-0.04182,0.84317,?,?,?,?,-0.06124,0.78342,?,?,-0.06796,?,-0.1419,?,?,0.90515,0.0224,?,-0.01942,?,-0.03678,0.88125,?,?,-0.01942,?,-0.09186,?
?,1.0,-1.0,?,1.0,?,1.0,1.0,-1.0,?,?,-1.0,-1.0,-1.0,1.0,1.0,?,?,?,?,?,1.0,?,1.0,-1.0,1.0,?,1.0,1.0,-1.0,?,?,?,0
?,0.85209,?,?,0.76432,?,0.98903,-0.42625,?,?,0.4998,?,?,?,?,-0.6603,?,?,-0.86063,?,-0.80496,0.64649,?,?,?,0.71698,?,?,?,?,?,?,0.64933,?
?,?,1.0,?,0.5125,?,-1.0,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,1.0,0.3125,?,?,?,?,?,?,?,?,?,0.0,?,?
1.0,?,?,?,?,?,?,-0.4902,?,?,?,?,0.11765,?,?,?,?,-0.23529,?,?,?,?,?,?,-0.21569,0.92874,0.21876,?,?,0.23529,?,?,?,?
?,0.0,?,-1.0,?,?,?,0.0,0.0,-1.0,1.0,?,1.0,?,?,0.0,?,?,?,-1.0,?,-1.0,1.0,?,0.4375,?,?,?,?,-1.0,-1.0,?,1.0,?
?,?,?,0.53695,0.90763,-0.22222,?,-0.33333,0.88889,-1.0,?,-1.0,?,-1.0,?,?,?,0.55556,-1.0,?,?,0.77778,?,?,?,0.9212,?,0.57454,0.84353,?,1.0,?,1.0,?
?,?,0.0,0.0,0.0,?,?,?,0.0,0.0,?,0.0,?,?,0.0,0.0,?,0.0,0.0,0.0,?,0.0,?,0.0,0.0,?,?,0.0,?,0.0,0.0,?,0.0,?
?,1.0,?,1.0,?,0.5,?,?,0.0,0.91201,?,?,?,0.86922,?,?,?,0.75,?,?,?,?,-0.25,?,?,0.73944,?,?,0.25,0.69635,0.29074,?,0.30293,1
0.0,-1.0,1.0,?,1.0,0.0,?,?,?,1.0,-1.0,?,?,?,?,?,?,-1.0,?,?,?,?,?,?,?,1.0,-1.0,1.0,1.0,?,?,?,?,?
?,1.0,?,?,?,0.66667,0.11111,?,?,?,?,?,?,?,?,0.77778,?,?,-0.11111,0.77778,?,?,-0.11111,0.66667,?,0.90347,?,?,0.11111,?,?,1.0,?,1
0.0,0.0,0.0,0.0,0.0,?,?,0.0,?,?,?,-1.0,?,0.0,0.0,1.0,0.75,0.0,?,0.0,?,?,1.0,0.0,?,1.0,?,?,-1.0,1.0,?,0.0,0.0,0
?,?,?,1.0,?,1.0,?,1.0,?,?,0.0,1.0,-0.27273,1.0,?,?,0.09091,?,?,1.0,-0.36364,?,?,1.0,-0.09091,?,?,?,?,?,?,?,-0.18182,1
1.0,0.62121,-0.63636,?,0.0,0.0,0.0,0.3447,?,?,?,?,0.51894,0.36364,?,-0.53788,?,0.12121,?,?,-0.53409,?,?,0.29167,?,0.25758,?,0.43182,?,?,-0.02273,?,?,?
1.0,?,0.11765,1.0,0.23529,?,0.41176,1.0,0.05882,?,?,?,?,?,?,1.0,-0.05882,?,?,1.0,?,?,0.41176,1.0,?,1.0,?,1.0,?,1.0,0.35294,?,?,?
?,?,?,?,-0.62766,?,?,0.07979,?,?,?,?,?,?,?,?,?,0.82979,?,?,?,0.17021,?,?,0.0,?,?,?,?,0.74468,0.90426,-0.67553,0.45745,0
?,0.91667,0.29167,0.83333,?,0.70833,0.25,?,?,?,0.04167,0.83333,0.125,?,?,?,0.04167,?,?,?,?,?,?,?,-0.125,?,0.05503,?,?,?,?,?,0.04167,1
1.0,0.1859,-0.16667,0.0,?,?,?,0.0,?,0.0,0.0,0.11538,?,0.0,0.0,?,?,?,?,0.0,0.0,-0.05128,?,?,?,?,?,0.125,?,?,?,?,0.19551,0
?,1.0,?,?,?,?,?,1.0,-0.33075,?,?,0.85788,?,?,?,?,?,?,?,?,?,0.58829,?,?,?,0.48757,-0.85669,0.37941,?,?,?,?,-0.89621,1
?,?,?,-1.0,?,?,?,?,?,0.46053,?,0.22807,0.05702,?,0.34649,?,-0.03947,0.22807,?,0.0,0.0,-0.29825,?,?,?,?,-1.0,1.0,?,?,?,0.82895,?,?
1.0,?,?,?,?,0.80244,?,0.89919,?,?,?,?,?,?,?,?,-0.61189,?,?,0.61041,?,?,-0.32681,?,?,0.29208,?,0.12777,?,?,?,0.18353,?,?
?,?,?,1.0,?,0.0,?,0.0,?,?,-1.0,1.0,?,?,0.0,1.0,?,?,?,0.0,?,?,?,-1.0,?,?,?,?,?,?,?,0.0,0.0,0
1.0,0.92247,?,?,?,0.87024,?,?,-0.2707,?,?,0.70302,?,?,?,?,?,?,?,?,?,?,-0.59691,0.1475,-0.63601,?,?,?,-0.54928,-0.0184,?,?,?,?
1.0,-1.0,-1.0,?,?,?,?,1.0,?,?,0.0,0.23958,?,?,?,?,0.0,1.0,?,?,?,?,0.0,?,?,?,?,1.0,-1.0,?,-1.0,?,?,?
?,0.84177,?,0.5,?,?,0.9346,?,?,?,?,-0.93882,0.19409,?,?,?,?,?,-0.85654,?,?,?,?,?,-0.28903,0.77937,0.07933,?,?,?,0.62447,?,?,1
?,?,1.0,?,?,?,?,-1.0,-1.0,1.0,?,?,?,0.0,0.0,?,-1.0,1.0,?,0.0,0.0,1.0,?,?,?,?,?,-1.0,1.0,?,?,?,?,?
1.0,?,?,?,1.0,?,1.0,-0.33333,1.0,?,?,?,?,?,?,-1.0,?,?,?,-1.0,-0.92536,?,?,?,-1.0,?,?,1.0,?,?,-1.0,?,-0.66667,1
0.0,?,?,?,?,0.0,0.0,?,?,?,?,?,?,?,?,?,?,?,-1.0,?,?,?,?,?,-1.0,?,1.0,1.0,-1.0,?,?,0.0,?,?
1.0,1.0,?,?,0.14211,1.0,?,1.0,-0.125,1.0,?,?,0.48981,?,?,?,1.0,?,?,1.0,0.92001,?,?,1.0,?,?,1.0,?,0.25,1.0,?,1.0,?,?
?,-1.0,?,?,?,0.0,?,?,?,?,?,?,?,?,?,0.0,?,?,?,?,?,1.0,1.0,?,-1.0,1.0,-1.0,?,0.0,0.0,0.0,0.0,?,?
?,?,-0.07896,0.58264,?,?,?,0.29796,0.04403,0.38096,?,0.28931,?,?,-0.18947,0.20269,-0.29441,0.15196,?,?,?,?,?,0.03004,?,-4.6E-4,?,?,-0.21129,?,-0.1895,0.01336,-0.27201,?
?,0.0,0.0,?,?,?,?,0.0,?,1.0,-0.33333,0.16667,0.26042,?,0.0,?,?,?,?,?,-0.21875,-0.16667,0.90625,-1.0,?,0.04167,0.75,?,?,-0.125,?,?,?,0
1.0,?,?,0.99363,?,?,0.14756,?,?,?,0.54701,?,?,0.73781,0.2738,0.66775,?,0.59615,0.29304,?,0.292,0.45582,?,?,0.27226,?,0.25553,0.27381,?,?,0.21378,?,?,1
?,1.0,?,-1.0,?,?,?,1.0,?,0.81349,?,-1.0,?,?,?,?,?,1.0,?,?,-1.0,?,-1.0,0.82937,?,1.0,1.0,?,?,-1.0,?,?,0.72831,?
?,0.93669,-0.0019,?,?,?,?,0.93123,?,?,?,?,?,0.91586,?,?,-0.25324,0.87379,-0.14482,?,?,0.75081,?,?,?,?,?,0.98544,0.09385,0.78317,?,?,?,1
1.0,?,-1.0,1.0,?,?,1.0,1.0,-0.5,1.0,?,?,1.0,1.0,1.0,?,0.0,?,1.0,1.0,?,1.0,?,?,1.0,?,?,?,?,?,1.0,?,1.0,?
1.0,1.0,0.23058,?,?,?,-0.10401,?,?,?,?,?,-0.06861,?,0.0661,?,?,?,?,?,?,0.99624,?,?,?,?,-0.04597,?,?,1.0,-0.13722,0.96523,?,?
?,0.36876,?,?,-1.0,-0.07661,?,1.0,?,?,-0.3871,?,?,-0.09677,?,?,?,?,?,?,?,-0.11976,?,?,0.06639,0.03443,-0.01186,?,?,?,?,?,?,0
?,?,0.38265,0.80804,-0.16964,?,?,?,?,?,0.20663,0.99745,?,?,?,?,?,?,?,1.0,?,0.90306,?,1.0,-0.14541,?,-0.00394,?,0.07908,?,?,?,-0.0574,?
?,0.0,?,?,?,?,?,?,?,0.0,?,?,?,?,?,1.0,?,?,0.0,?,?,?,?,?,?,?,0.0,1.0,1.0,?,-1.0,?,0.0,?
?,?,?,?,?,0.94623,-0.35094,1.0,?,0.92736,-0.49057,0.90818,-0.44119,?,-0.58899,?,-0.58019,?,-0.57579,?,?,?,?,?,?,0.35504,?,0.26352,-0.78239,?,?,?,-0.7,1
?,?,?,0.0,0.0,?,?,-0.85,?,?,?,?,-1.0,?,?,-1.0,?,?,?,?,-1.0,?,-1.0,?,?,?,-0.2,?,?,?,?,0.0,0.0,?
1.0,1.0,?,0.95455,?,?,0.0,1.0,?,?,?,?,?,?,?,1.0,0.0,?,?,?,0.09091,?,?,?,?,?,?,?,?,0.86364,?,?,?,?
?,0.0,?,-1.0,1.0,?,1.0,-1.0,?,0.0,?,-1.0,-1.0,?,-0.3125,-1.0,-1.0,1.0,?,?,?,?,?,?,-1.0,?,?,0.0,?,?,?,?,?,0
1.0,0.91176,?,?,?,0.82353,0.08824,?,?,?,?,?,0.14706,?,?,?,?,1.0,?,?,0.11765,?,0.02941,?,0.02941,0.92663,0.026,0.94118,?,0.97059,?,?,?,?
1.0,-1.0,?,-1.0,?,?,1.0,?,1.0,-1.0,?,1.0,?,?,?,?,?,?,?,-0.31402,?,-1.0,?,1.0,?,?,?,1.0,?,?,?,?,1.0,?
?,?,-0.10526,0.83781,0.01756,0.83155,?,0.68421,?,?,0.0,0.79856,?,?,0.05756,?,0.47368,1.0,?,?,0.07631,?,0.08141,?,?,?,0.08968,?,-0.21053,0.6015,?,?,0.09719,?
?,?,-0.5,?,0.0,?,1.0,?,0.0,?,?,0.0,?,?,?,?,?,?,?,-0.35256,0.74359,?,?,0.0,?,?,?,?,0.0,?,0.0,?,0.0,?
1.0,1.0,0.45455,?,?,?,0.63636,?,-0.09091,?,?,0.81818,?,?,0.27273,1.0,?,?,?,?,-0.45455,?,?,?,?,?,0.08867,?,?,?,?,0.72727,0.27273,?
?,?,?,?,?,-1.0,1.0,0.0,0.0,1.0,?,?,?,?,0.0,0.0,?,?,0.0,?,?,?,?,?,1.0,1.0,?,?,?,1.0,?,?,0.0,?
?,0.45455,?,0.63636,0.09091,0.27273,?,?,?,?,-0.09091,0.45455,?,?,?,?,?,?,0.0,?,-0.09091,0.27273,?,?,-0.09091,0.34442,-0.01768,?,0.0,?,0.0,0.28985,-0.01832,1
1.0,-1.0,-0.59677,?,0.0,?,0.64516,?,?,0.0,0.0,0.0,?,?,0.0,?,?,0.0,?,?,-1.0,0.0,0.0,?,0.23387,1.0,?,0.0,0.0,0.0,?,0.0,?,0
1.0,?,?,1.0,0.71429,1.0,?,?,?,?,?,1.0,0.02534,1.0,?,?,?,1.0,?,?,?,?,?,0.28571,?,?,?,?,?,1.0,0.57143,?,?,1
0.0,1.0,1.0,?,?,?,1.0,?,?,?,1.0,?,?,?,?,?,?,?,?,1.0,?,?,1.0,?,?,?,1.0,?,?,?,1.0,?,?,?
?,0.87032,?,0.53945,0.82161,0.1038,?,-0.38033,?,-0.73939,?,?,?,-0.82417,-0.24942,-0.59383,-0.63342,?,?,0.18823,?,?,?,?,-0.24843,?,?,0.52798,0.39762,0.25974,0.56573,?,0.57552,?
?,?,?,?,?,?,-1.0,?,?,1.0,-1.0,?,-1.0,1.0,-1.0,1.0,?,?,1.0,1.0,1.0,1.0,?,1.0,?,1.0,1.0,?,1.0,1.0,1.0,1.0,-1.0,0
?,?,0.04174,?,?,0.86098,0.19791,0.83675,?,0.80619,0.40198,0.76221,?,?,?,?,?,?,?,?,0.54212,0.42546,?,0.3334,?,?,0.54214,?,0.53448,?,?,?,0.46571,?
0.0,?,?,?,?,?,-1.0,1.0,1.0,0.0,0.0,1.0,?,?,0.0,?,?,0.0,?,?,1.0,?,?,0.0,0.0,?,?,?,0.0,?,-1.0,?,?,?
1.0,0.93537,?,0.93716,?,?,0.38779,?,0.47127,0.72352,?,?,?,?,0.73586,0.41629,0.82742,?,0.85952,0.13712,0.85615,?,?,-0.07361,0.7978,?,?,-0.33169,?,?,0.64363,?,0.55835,?
?,?,-1.0,-1.0,?,?,?,?,1.0,?,?,-1.0,-1.0,-1.0,?,1.0,?,?,-1.0,-1.0,?,?,?,1.0,?,1.0,?,1.0,?,-1.0,1.0,?,?,?
1.0,0.80627,0.13069,0.73061,?,?,0.19038,?,0.45577,?,?,0.25,0.57308,0.25192,0.37115,?,?,-0.09808,?,?,?,-0.08856,0.44424,-0.14943,?,?,0.34976,?,0.29541,-0.26634,0.23896,?,?,1
0.0,1.0,-1.0,1.0,1.0,1.0,-1.0,?,1.0,?,-1.0,?,?,1.0,-1.0,?,?,?,1.0,1.0,?,?,?,?,-1.0,1.0,?,?,?,?,?,?,1.0,?
1.0,0.97467,?,0.9412,?,?,?,0.89009,?,0.8555,0.45217,?,0.52284,?,?,?,?,0.48869,?,?,0.68159,?,0.75622,0.26832,?,?,0.78541,0.07497,?,-0.02962,?,?,?,?
0.0,?,?,?,?,0.0,?,?,?,?,?,?,-1.0,?,?,?,?,0.0,?,?,?,0.0,?,?,?,1.0,?,?,?,?,1.0,0.0,0.0,?
?,?,?,?,0.29757,0.72582,?,?,0.5683,?,?,0.4327,?,?,?,?,0.76818,?,0.76171,?,?,-0.18479,?,-0.29291,?,-0.38798,?,?,0.50131,?,?,?,0.35095,?
0.0,0.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.0,?,?,?,?,?,0.0,0.0,?,?,0.0,?,?,?,0.0,?,0
?,?,?,?,?,0.29148,?,?,?,?,0.80441,-0.64574,0.56502,-0.8296,?,-0.7894,?,-0.6278,?,-0.46637,?,?,?,0.09562,?,?,-0.48392,?,?,?,?,0.42152,0.12556,1
?,?,?,?,?,1.0,?,1.0,?,?,1.0,?,?,1.0,?,?,?,1.0,?,1.0,?,?,?,?,?,1.0,?,?,?,?,?,?,1.0,0
1.0,?,-0.38293,0.80151,?,0.78826,?,?,0.05252,?,?,?,0.28954,?,?,?,?,0.64333,?,?,?,0.5312,0.44872,?,0.57549,?,?,?,1.0,?,0.49721,?,?,?
?,0.0,0.0,?,0.0,0.0,?,?,0.0,?,0.0,?,?,0.0,?,?,0.0,?,?,?,0.0,?,?,?,?,?,?,?,0.0,?,?,0.0,0.0,0
?,0.94649,?,?,?,?,?,0.95801,0.01598,?,?,?,?,0.98625,?,?,0.07135,0.98551,?,?,0.0498,0.96358,?,?,?,?,0.04356,?,?,?,?,1.0,?,1
?,?,1.0,?,?,?,-1.0,?,0.0,0.0,0.0,-1.0,?,?,?,?,?,?,?,-1.0,1.0,?,1.0,?,?,?,?,0.0,0.0,-1.0,-1.0,-1.0,?,0
1.0,0.50466,?,?,?,0.71063,?,0.68065,0.01282,?,?,?,?,?,?,?,0.05692,?,?,?,0.06856,?,?,?,?,?,?,0.38228,?,0.56466,?,0.54632,0.09346,?
?,0.68729,?,?,?,0.81773,0.04348,?,?,0.86789,0.73746,0.70067,?,0.7592,0.13712,0.93478,-0.25084,?,0.18729,?,0.24582,?,0.77425,?,-0.53846,?,?,0.7107,?,1.0,?,?,?,?
?,?,?,1.0,?,?,?,0.8,?,?,-0.42778,?,?,1.0,-0.83519,?,?,?,-0.05926,?,?,?,?,0.6963,?,?,?,0.78889,?,?,-0.27105,?,?,?
?,0.38521,?,?,0.07393,0.26459,0.24125,?,0.1323,0.19455,?,?,?,0.08949,?,?,?,0.05058,?,?,?,0.07782,0.29961,-0.02494,0.28482,?,0.26256,?,0.14786,?,?,?,0.28794,?
1.0,?,?,0.75198,?,?,?,?,0.03373,0.61706,?,?,-0.02381,?,?,?,?,0.60317,0.01587,?,-0.02778,?,0.0377,0.5,0.03968,?,?,?,?,0.68849,?,0.625,?,1
?,0.06404,?,-0.04433,?,?,?,-0.01478,0.18719,0.06404,?,0.12315,?,0.05911,?,0.0197,-0.02956,-0.12808,?,?,0.01478,0.06897,0.02956,?,?,?,?,?,-0.0936,0.04433,?,0.07389,?,?
?,?,?,?,-0.06935,?,?,0.74273,0.00224,0.71029,?,?,?,0.79754,0.066,?,?,0.6868,-0.0906,0.62528,?,0.60962,?,0.71253,-0.09508,0.69845,?,?,0.0481,0.78859,?,?,?,1
1.0,?,?,0.0,?,-0.2962,?,0.0,?,?,?,?,0.0,?,?,?,?,?,?,0.00759,?,?,?,-0.1038,0.35696,?,?,?,0.0,0.06329,-1.0,?,?,?
1.0,?,?,?,?,?,?,0.89175,?,0.82208,-0.10932,0.88853,0.01179,?,?,0.87138,?,0.90782,?,0.87996,-0.14577,0.82851,?,0.90139,?,0.88245,-0.14903,?,-0.12862,?,?,?,?,?
?,0.42708,?,?,0.0,?,?,?,?,?,?,?,0.0,0.0,?,0.16458,?,0.59167,?,?,?,?,0.0,0.9875,?,-1.0,?,?,-0.75625,0.0,?,0.0,?,?
1.0,0.88853,?,0.92007,?,?,?,0.89179,?,0.90103,?,0.9304,?,0.93094,-0.08918,?,-0.05057,0.89451,-0.04024,0.88418,?,?,?,?,-0.14138,?,-0.11808,0.85536,?,?,?,0.86786,?,?
1.0,0.0,0.0,1.0,?,0.88444,-0.02,?,?,?,-0.42444,?,?,?,-0.05333,?,-0.81556,?,?,1.0,?,?,?,?,?,1.0,?,?,?,?,?,?,?,?
1.0,0.81143,0.03714,?,-0.00143,?,0.00714,0.79571,?,?,?,?,-0.06714,0.86429,?,?,?,0.81,?,0.76857,-0.08429,0.84286,?,?,?,?,-0.08669,?,-0.10429,0.81429,?,?,?,?
1.0,?,?,0.0,0.0,?,?,?,?,0.0,?,-1.0,?,?,?,?,?,?,?,0.0,?,?,0.0,?,?,?,?,0.0,0.0,?,?,?,?,0
1.0,0.4987,?,?,?,?,?,0.5013,?,?,0.05974,?,?,0.51688,?,?,-0.05974,0.55325,-0.01039,?,-0.03377,0.49091,?,?,?,?,-0.0328,?,0.03377,?,-0.05455,?,?,?
?,?,0.0,?,0.0,?,0.0,?,?,?,0.0,?,?,?,?,?,?,?,0.0,?,0.0,?,?,?,0.0,1.0,-1.0,?,0.0,?,?,?,0.0,?
1.0,1.0,?,1.0,?,?,?,?,?,?,?,-0.34107,0.60793,-0.4382,0.37856,-0.43663,0.16709,-0.36676,0.00678,-0.26477,?,?,-0.12964,-0.07782,-0.12744,?,?,0.01033,?,0.02224,?,?,?,?
1.0,?,0.0,?,0.0,?,?,-1.0,?,0.0,0.0,?,?,?,?,?,?,?,?,?,?,1.0,?,?,?,?,?,?,0.0,0.0,?,1.0,?,?
1.0,?,?,?,0.69212,0.31347,0.86625,?,?,-0.42173,?,?,?,?,0.22735,?,?,?,-0.38102,?,?,?,?,?,?,?,-0.51568,0.52573,-0.29897,?,-0.05938,?,0.16645,?
?,?,?,0.0,?,?,?,-1.0,?,0.0,?,?,?,?,?,0.0,?,-1.0,?,0.0,?,1.0,?,?,?,?,?,0.0,?,?,?,0.0,0.0,0
