@relation dataset

@attribute attribute_0 real
@attribute attribute_1 real
@attribute attribute_2 real
@attribute attribute_3 real
@attribute attribute_4 real
@attribute attribute_5 real
@attribute attribute_6 real
@attribute attribute_7 real
@attribute attribute_8 real
@attribute attribute_9 real
@attribute attribute_10 real
@attribute attribute_11 real
@attribute attribute_12 {1, 2}


@data
?,0.46,0.32,?,0.033,40.0,?,?,?,0.44,?,7.0,2
6.5,0.41,?,11.8,0.065,?,?,0.9978,3.12,0.51,?,5.0,2
7.5,0.32,0.37,?,0.048,?,?,?,3.09,?,?,5.0,2
?,?,0.38,2.2,?,40.0,104.0,0.9914,3.25,0.4,11.1,8.0,2
7.1,0.21,?,?,0.037,?,?,?,?,?,?,6.0,?
7.6,?,?,1.6,?,5.0,55.0,?,3.1,?,9.6,5.0,2
7.6,?,0.44,?,0.036,?,?,0.9913,?,0.7,12.8,6.0,2
?,?,?,?,0.024,?,?,?,?,0.72,10.7,7.0,?
7.1,0.26,0.32,?,0.074,29.0,?,0.998,2.96,?,9.2,6.0,?
7.3,0.22,0.4,?,0.042,?,?,?,3.36,0.41,9.1,?,2
6.2,?,?,?,0.025,36.0,216.0,0.9964,?,0.6,9.6,6.0,2
7.9,?,?,?,0.038,53.0,141.0,?,3.03,?,?,6.0,?
6.9,?,0.26,5.2,0.024,?,?,?,?,0.72,10.7,7.0,2
7.3,0.22,?,?,?,44.5,129.5,0.9998,3.36,?,?,?,?
7.1,?,0.32,?,?,?,107.0,?,2.96,?,?,6.0,2
7.4,?,0.37,?,?,14.0,?,0.9939,3.0,0.48,?,?,2
6.8,0.18,0.37,1.5,0.027,?,93.0,0.992,3.3,0.45,10.8,6.0,?
7.0,?,0.37,1.5,0.028,26.0,?,?,3.3,?,?,?,2
?,?,?,7.8,0.046,35.0,192.0,0.9955,3.1,?,9.0,5.0,?
5.0,?,0.16,1.5,0.049,10.0,?,0.9917,?,0.44,10.7,6.0,?
5.0,?,?,1.5,0.049,10.0,97.0,0.9917,?,0.44,?,?,2
8.9,?,0.32,1.5,0.047,11.0,?,0.9954,?,?,?,5.0,2
7.0,?,0.46,15.55,0.037,61.0,171.0,0.9986,2.94,0.35,?,6.0,?
6.4,?,0.38,?,?,35.0,?,0.9955,3.1,?,?,?,?
6.3,?,0.4,1.7,?,?,134.0,0.9917,3.42,0.49,11.5,6.0,2
8.0,0.23,?,?,?,30.0,125.0,?,3.23,?,?,?,2
?,0.28,?,1.0,0.042,?,59.0,?,?,?,10.5,?,?
7.3,0.27,?,?,0.064,28.0,?,0.9958,3.29,?,9.7,5.0,2
?,?,0.36,1.6,?,?,155.0,0.993,?,?,?,6.0,?
5.0,0.33,0.16,?,?,10.0,97.0,?,3.48,0.44,10.7,6.0,?
9.7,0.24,?,1.2,0.033,11.0,59.0,0.9926,2.74,0.47,?,6.0,?
8.0,?,0.42,?,0.045,?,169.0,0.9959,3.17,0.43,?,?,2
8.2,0.37,?,1.0,?,?,93.0,0.9906,?,0.32,?,?,2
8.0,0.61,?,12.1,?,24.0,?,?,2.94,0.48,?,5.0,?
7.2,0.26,0.44,?,?,25.0,?,?,?,0.34,?,8.0,2
8.2,0.37,?,?,0.034,?,93.0,0.9906,3.04,?,11.7,8.0,?
6.4,?,0.33,?,0.044,15.5,217.5,0.992,3.33,0.44,?,6.0,2
?,0.4,?,6.0,0.034,50.0,127.0,?,3.51,0.58,12.5,7.0,2
7.6,?,?,1.2,0.038,21.0,?,?,?,0.67,10.0,6.0,2
8.0,?,0.42,?,?,?,169.0,?,?,0.43,10.6,5.0,?
?,0.23,0.39,2.3,0.033,?,102.0,0.9908,3.26,?,12.3,7.0,2
?,0.32,0.37,?,0.023,19.0,?,0.9902,3.14,?,?,6.0,2
7.2,?,?,2.3,0.033,?,?,?,3.26,?,12.3,?,2
6.9,0.18,?,6.5,?,20.0,?,0.9943,3.1,?,?,5.0,?
9.4,0.26,0.53,1.2,0.047,25.0,?,?,?,0.28,?,6.0,?
8.3,0.33,0.42,?,?,18.0,96.0,0.9911,3.2,?,12.4,3.0,2
7.3,?,?,13.0,0.043,?,?,0.9986,3.06,0.41,8.7,?,?
?,0.41,?,4.5,0.03,40.0,?,0.992,?,?,12.4,7.0,2
?,0.44,0.37,5.85,?,?,93.0,?,3.16,0.54,?,7.0,2
7.7,0.39,0.3,?,0.037,29.0,131.0,0.9943,?,?,?,6.0,?
7.7,0.26,0.31,1.3,0.043,47.0,?,?,?,0.5,?,6.0,?
7.8,0.32,0.31,1.7,0.036,?,195.0,?,3.03,?,10.5,?,?
6.8,0.32,0.37,3.4,0.023,19.0,87.0,?,?,0.53,?,?,?
7.3,?,?,?,?,35.0,116.0,0.9928,3.17,0.51,?,5.0,?
?,0.44,0.37,2.7,0.041,35.0,?,0.9896,3.07,?,?,?,2
10.3,?,0.48,2.2,0.042,28.0,?,0.998,3.19,0.59,9.7,5.0,?
?,0.14,?,1.8,0.041,44.0,178.0,?,3.45,0.43,9.2,6.0,2
7.4,0.18,?,2.1,?,33.0,?,0.9938,?,0.41,10.6,7.0,?
8.1,0.43,?,6.6,0.033,36.0,141.0,0.9918,?,0.39,13.3,7.0,?
7.1,0.44,0.37,?,0.041,?,?,0.9896,3.07,0.43,13.5,?,?
6.4,0.26,0.22,5.1,0.037,?,?,0.9944,?,?,?,5.0,2
8.0,0.66,?,?,0.042,62.0,?,?,2.92,?,?,4.0,2
?,?,0.4,5.2,?,41.0,167.0,0.9953,3.18,0.4,?,7.0,?
7.2,0.21,0.34,1.1,?,?,80.0,0.992,?,?,11.3,6.0,2
7.2,0.18,?,1.1,?,20.0,73.0,0.9925,3.32,0.4,?,7.0,2
8.4,0.57,?,10.7,?,46.0,195.0,?,3.15,?,?,?,?
5.3,0.26,0.23,5.15,?,?,160.0,?,?,0.51,?,7.0,?
?,?,?,1.1,0.049,28.0,?,0.9927,3.13,?,9.3,?,?
?,0.245,0.32,?,0.047,?,?,?,?,0.42,9.3,?,2
?,0.25,?,?,?,52.0,165.0,0.9911,3.29,0.39,?,7.0,2
?,?,0.73,?,0.138,58.0,150.0,?,3.08,0.3,9.2,5.0,2
6.4,?,0.34,1.8,0.057,29.0,104.0,0.9959,3.81,?,?,?,?
7.3,0.18,0.65,1.4,0.046,?,157.0,0.9946,?,0.62,?,6.0,2
6.4,0.17,?,6.7,0.036,?,223.0,0.9948,?,0.35,10.2,?,2
6.9,0.29,0.16,?,0.034,?,212.0,?,3.08,0.39,?,6.0,2
?,?,?,?,0.036,64.0,245.0,0.9951,3.06,?,?,?,2
6.4,?,0.3,7.1,0.037,63.0,236.0,0.9952,?,?,?,6.0,?
7.3,0.19,0.68,1.5,0.05,31.0,156.0,?,3.32,0.64,9.4,6.0,?
7.3,?,0.65,1.4,0.046,28.0,157.0,0.9946,3.33,?,?,?,2
?,?,0.46,1.45,0.039,77.5,?,?,2.92,?,?,?,2
?,?,?,1.2,0.036,15.0,73.0,?,?,0.39,9.9,?,?
6.9,0.31,?,7.4,?,36.0,174.0,0.9963,3.46,0.62,?,7.0,2
7.5,?,?,4.2,0.028,36.0,116.0,0.991,?,?,?,?,?
?,0.22,0.42,14.6,0.044,?,163.0,1.0003,3.21,0.69,?,7.0,2
7.6,?,0.29,10.5,0.04,21.0,145.0,0.9966,?,?,?,5.0,2
8.4,?,?,13.8,0.048,55.0,190.0,?,3.07,?,9.4,?,2
8.0,0.22,?,14.6,0.044,?,163.0,?,3.21,0.69,?,?,2
8.1,?,?,1.1,?,23.0,?,?,3.21,?,10.9,?,?
7.0,?,0.31,5.3,0.169,?,?,?,3.2,?,?,5.0,2
8.1,?,0.47,1.1,0.037,?,?,?,?,0.42,?,5.0,2
?,0.35,?,?,?,?,190.0,?,?,0.58,9.4,6.0,2
6.2,0.22,0.27,1.5,0.064,20.0,?,?,3.22,0.46,9.2,6.0,2
?,0.22,0.42,14.6,?,?,163.0,?,3.21,0.69,8.6,7.0,2
?,0.31,0.29,10.5,0.04,?,?,0.9966,?,0.35,9.4,?,2
7.0,?,0.36,4.9,0.083,10.0,?,0.9942,3.33,?,10.8,6.0,2
6.6,?,?,?,?,14.0,?,0.9928,3.29,?,?,?,2
?,0.16,0.41,?,0.026,29.0,140.0,0.991,3.02,0.78,12.5,?,2
?,?,0.34,?,?,?,168.0,?,2.99,0.48,?,7.0,?
?,0.31,0.74,10.7,0.039,51.0,147.0,0.9977,?,0.43,?,?,?
?,0.45,?,?,0.026,?,?,?,3.07,0.25,?,8.0,2
7.7,0.27,0.34,?,?,26.0,168.0,?,?,?,?,?,2
7.8,0.16,?,?,0.026,?,140.0,0.991,3.02,0.78,?,6.0,?
6.6,?,0.29,1.8,0.05,?,?,0.9912,?,?,?,7.0,2
8.3,?,0.4,1.6,0.032,35.0,?,0.9907,3.02,0.6,12.9,?,2
?,0.32,?,1.4,0.029,?,109.0,0.9902,?,?,12.8,?,2
?,0.16,?,1.6,0.034,15.0,78.0,0.992,?,0.44,11.2,6.0,2
8.4,?,?,?,0.033,?,?,?,?,0.42,9.7,6.0,2
?,0.23,?,9.2,?,54.0,191.0,0.9966,?,0.56,9.7,?,2
6.2,0.17,0.3,1.1,0.037,14.0,79.0,0.993,?,0.54,10.3,?,2
?,0.39,0.22,?,0.03,?,?,?,3.0,?,11.6,4.0,?
6.9,?,?,4.2,0.031,10.0,102.0,0.993,?,0.86,11.6,?,?
7.5,0.23,?,9.2,?,54.0,191.0,0.9966,3.04,0.56,9.7,6.0,2
?,0.38,0.33,5.0,?,?,?,?,3.32,?,10.9,6.0,2
7.3,0.42,0.38,6.8,0.045,?,122.0,0.9925,3.19,?,?,?,2
7.3,0.34,?,?,0.04,45.0,163.0,0.9925,3.3,?,12.4,6.0,2
7.8,0.23,0.28,?,0.042,45.0,166.0,0.9928,2.96,0.4,11.5,?,2
9.0,0.245,?,?,0.045,52.0,?,0.995,2.93,0.35,10.2,6.0,?
6.9,0.2,0.4,7.7,0.032,51.0,176.0,0.9939,?,0.27,11.4,?,2
7.4,0.19,?,6.4,?,39.0,?,0.9958,3.3,?,?,6.0,2
8.2,0.2,0.36,8.1,0.035,?,?,?,?,0.3,?,6.0,?
?,0.59,0.71,?,0.038,?,?,1.0,?,?,?,5.0,?
7.9,?,0.45,?,0.05,?,?,?,3.33,?,10.7,?,2
?,0.24,0.4,?,?,34.0,105.0,?,?,0.49,?,8.0,?
?,?,?,?,0.049,23.0,142.0,0.9958,2.98,?,?,5.0,2
?,?,0.68,?,?,22.0,130.0,0.9948,?,?,?,?,2
9.4,?,0.55,1.6,0.049,14.0,94.0,?,?,?,10.3,?,2
5.2,?,?,?,0.041,37.0,?,?,?,?,?,?,?
?,0.23,0.22,3.75,0.039,?,116.0,?,3.23,0.5,?,?,2
9.6,?,0.54,?,?,16.0,160.0,0.9938,?,0.43,10.5,5.0,2
9.2,0.32,0.42,?,0.046,?,186.0,?,?,?,?,5.0,2
?,0.31,0.4,?,?,?,169.0,0.9953,?,?,?,?,?
8.1,?,0.36,?,?,63.0,?,?,?,0.46,?,?,?
7.9,?,?,2.0,?,40.0,190.0,0.9932,3.04,?,?,6.0,2
7.0,0.15,0.34,1.4,?,?,?,0.9927,?,0.62,10.8,?,2
?,0.15,?,?,0.044,25.0,?,0.9932,?,?,?,?,?
?,?,?,?,?,59.0,234.0,?,?,0.42,?,?,2
7.6,0.19,?,1.5,?,?,?,?,?,0.74,?,6.0,?
7.3,0.43,0.37,?,0.028,17.0,?,0.991,?,0.43,13.2,6.0,2
?,?,0.3,0.9,?,28.0,?,0.992,3.54,?,?,?,2
6.2,0.2,0.26,1.7,0.093,40.0,?,0.9924,?,0.66,?,?,2
6.9,?,0.35,1.3,0.043,21.0,?,0.9927,3.25,0.62,10.8,6.0,?
?,?,?,2.3,0.04,28.0,114.0,?,3.2,0.52,?,?,?
6.5,0.22,?,6.8,0.042,33.0,?,0.9958,?,0.36,9.2,?,2
6.8,0.26,0.33,?,0.047,44.0,167.0,?,3.12,?,10.5,?,2
5.2,0.37,0.33,1.2,0.028,13.0,81.0,?,3.37,?,?,6.0,2
8.4,0.19,0.43,?,0.052,20.0,104.0,0.994,2.85,0.46,9.5,5.0,?
8.3,0.21,?,?,?,24.0,108.0,0.994,2.85,0.45,9.5,5.0,2
?,0.15,?,?,0.058,24.0,?,0.9972,3.4,0.4,8.8,6.0,?
7.9,0.16,0.64,?,0.05,69.0,210.0,1.0004,?,0.51,?,?,2
?,?,?,?,0.034,?,180.0,?,3.09,0.75,?,8.0,2
9.0,0.24,?,1.2,?,26.0,107.0,0.9918,?,?,12.4,6.0,2
?,0.21,0.24,2.3,0.047,60.0,?,?,3.65,0.72,10.1,6.0,?
?,0.29,0.36,?,0.042,?,161.0,0.9941,3.26,0.37,?,8.0,2
6.7,0.18,?,6.4,0.048,40.0,251.0,0.9956,3.29,0.52,?,5.0,?
6.7,?,0.3,6.4,?,40.0,?,0.9956,3.29,0.52,?,5.0,2
8.4,0.58,0.27,?,0.033,37.0,116.0,?,2.99,0.39,10.8,6.0,?
7.2,?,0.32,?,?,50.0,121.0,0.9922,?,0.33,?,6.0,2
?,?,0.23,2.0,?,?,?,?,3.04,0.33,10.4,5.0,?
8.4,0.58,0.27,12.15,?,37.0,?,0.9959,2.99,0.39,?,6.0,2
6.6,?,0.31,?,0.059,?,181.0,0.9984,3.51,0.47,9.8,6.0,?
?,0.23,0.37,1.9,0.041,?,?,?,3.26,0.4,12.2,?,?
7.3,0.39,?,?,0.043,36.0,113.0,0.991,3.39,0.48,12.7,?,2
7.0,?,0.39,6.2,?,46.0,163.0,?,3.21,?,12.2,7.0,2
8.2,0.35,0.4,6.3,?,35.0,?,?,?,0.34,11.9,7.0,?
?,0.29,0.36,7.0,?,38.0,161.0,?,3.26,?,?,8.0,2
?,?,0.39,?,0.042,?,61.0,0.9924,2.96,0.28,?,4.0,2
8.0,?,0.39,3.9,0.034,22.0,122.0,0.9917,3.29,0.67,12.8,7.0,?
?,0.37,0.33,3.9,0.027,40.0,130.0,0.9906,3.28,0.39,?,?,?
5.7,0.21,0.24,2.3,0.047,?,?,?,3.65,0.72,?,6.0,?
6.7,0.18,0.3,6.4,0.048,?,?,0.9956,3.29,0.52,10.0,5.0,?
7.8,?,0.3,1.8,?,43.0,?,0.9955,?,?,9.0,5.0,?
7.6,0.19,?,1.1,0.04,?,?,?,2.92,?,11.4,5.0,2
?,?,0.41,15.4,?,55.0,191.0,1.0,3.32,0.59,8.9,6.0,2
?,0.29,?,?,?,43.0,167.0,?,?,?,9.3,?,2
?,?,?,?,0.048,?,103.0,?,?,?,12.0,?,?
6.5,0.19,0.32,?,0.04,31.0,132.0,?,?,?,10.8,7.0,?
?,0.12,?,?,?,?,158.0,0.9951,3.52,0.37,?,?,2
6.0,0.13,0.28,5.7,0.038,56.0,189.5,?,3.59,0.43,10.6,7.0,2
6.4,?,?,1.4,0.04,42.0,115.0,0.9906,3.19,0.48,?,7.0,?
6.9,0.32,0.16,?,0.051,15.0,96.0,?,?,0.38,9.5,4.0,2
7.6,?,?,1.1,0.04,?,143.0,?,2.92,0.42,11.4,5.0,2
6.7,0.13,0.28,1.2,0.046,?,?,?,3.33,0.33,10.1,?,2
?,0.14,0.41,0.9,0.037,?,95.0,?,3.25,0.43,10.9,6.0,?
7.6,?,?,?,0.058,?,?,0.9958,3.15,0.45,8.9,5.0,2
7.3,0.22,?,?,0.05,55.0,?,?,3.32,0.59,?,?,?
?,0.64,?,?,0.168,42.0,?,?,2.9,0.49,9.3,5.0,?
7.6,?,0.39,?,0.052,?,?,0.9941,3.25,0.4,?,?,?
?,0.26,?,9.2,?,?,?,?,3.1,?,?,7.0,2
?,?,0.56,?,?,37.0,181.0,?,2.87,0.68,9.5,?,2
?,0.22,?,8.2,?,?,?,0.998,?,0.68,?,6.0,2
6.9,?,0.34,?,0.032,?,121.0,?,3.14,0.38,?,?,2
6.2,?,?,?,?,?,?,?,?,?,11.2,7.0,2
?,0.27,?,1.7,0.047,6.0,134.0,0.9929,?,?,11.4,6.0,2
?,0.28,0.41,1.7,0.05,10.0,136.0,?,3.16,?,?,6.0,2
6.9,?,?,1.6,0.047,?,?,0.9918,3.35,0.38,?,?,2
6.9,?,0.2,?,0.054,?,?,0.992,?,?,10.4,?,2
6.9,?,0.32,?,?,36.0,152.0,?,3.38,0.35,12.0,?,?
?,0.43,?,?,0.039,24.0,98.0,0.992,?,?,12.3,7.0,?
?,?,0.16,3.1,?,?,92.0,0.994,3.12,?,9.1,?,2
7.1,0.36,0.56,1.3,?,?,102.0,0.9923,3.24,0.33,10.5,6.0,?
?,?,0.4,1.6,?,?,?,0.993,3.23,0.7,11.4,6.0,?
?,0.33,0.29,?,?,26.0,138.0,0.9956,3.77,0.64,9.5,5.0,?
5.6,?,0.13,4.5,0.039,?,?,0.9907,3.42,?,13.7,?,2
6.6,0.42,?,?,?,?,85.0,0.99,?,?,13.4,6.0,2
7.3,0.18,0.29,1.2,0.044,12.0,?,?,?,?,11.3,?,2
8.1,0.19,0.4,?,?,?,?,0.9926,3.06,0.34,10.0,6.0,?
?,?,?,?,?,?,123.0,0.995,3.49,0.42,10.1,?,?
6.2,?,0.47,?,0.029,23.0,?,0.99,3.26,0.42,12.2,?,?
6.6,?,?,2.8,?,15.0,?,?,?,0.51,?,?,2
5.7,0.135,0.3,4.6,0.042,19.0,101.0,0.9946,?,?,?,6.0,2
5.6,0.49,0.13,?,?,?,116.0,?,?,0.9,?,7.0,2
?,?,0.33,?,0.039,27.0,?,?,?,?,12.3,7.0,?
7.3,0.18,?,?,?,?,?,?,?,0.48,?,7.0,?
7.3,?,?,13.1,0.05,?,?,0.9986,3.04,0.46,?,?,2
7.3,0.25,?,?,?,35.0,?,0.9986,?,0.46,8.9,7.0,?
7.0,0.2,0.34,?,?,32.0,83.0,0.9928,?,0.46,?,6.0,2
7.3,?,0.36,?,0.05,35.0,200.0,?,3.04,0.46,?,7.0,2
6.3,?,0.48,?,0.052,?,222.0,0.9979,?,0.52,?,6.0,2
7.4,0.4,0.29,?,0.044,?,?,0.994,?,?,11.1,?,?
7.1,0.26,0.31,?,?,29.0,128.0,0.9937,?,0.64,?,8.0,2
9.0,?,?,6.6,0.043,?,?,?,?,0.38,?,?,?
?,?,?,?,0.069,?,117.0,0.9942,3.15,0.35,?,?,?
?,?,0.36,6.8,0.034,?,?,0.9944,3.01,0.38,?,?,2
7.1,?,0.28,?,0.033,?,78.0,0.993,?,?,11.4,6.0,2
?,?,0.36,13.1,0.05,35.0,200.0,?,?,?,?,7.0,?
7.9,?,?,1.2,0.04,29.0,118.0,0.9932,3.14,0.41,10.6,6.0,2
7.1,0.26,0.32,5.9,?,?,?,?,3.31,0.4,?,?,2
?,?,?,?,0.035,32.0,83.0,0.9928,?,0.46,?,?,2
6.9,0.3,0.33,4.1,0.035,?,155.0,?,3.25,?,?,?,2
8.1,0.29,0.49,?,?,22.0,124.0,0.9944,?,?,?,6.0,?
?,0.17,0.3,1.4,0.037,55.0,130.0,0.9909,?,?,11.3,?,2
5.9,?,?,0.8,0.038,22.0,63.0,0.9932,?,0.36,9.3,?,2
6.6,?,?,1.3,0.045,16.0,128.0,?,?,0.6,?,6.0,?
8.6,0.55,0.35,?,0.057,35.5,?,?,3.04,0.63,11.0,3.0,2
?,0.35,?,1.0,0.044,?,132.0,?,?,?,?,?,2
7.6,0.14,?,?,0.04,?,?,0.9916,?,?,?,?,2
9.2,?,0.49,11.8,0.042,?,137.0,?,?,0.34,10.1,4.0,2
6.2,0.18,?,4.5,0.047,17.0,90.0,?,3.27,?,11.6,?,?
?,0.165,?,?,0.051,25.0,105.0,?,3.32,0.47,9.1,5.0,2
?,0.25,0.74,10.0,0.056,36.0,225.0,0.9977,3.06,?,10.0,4.0,?
8.1,?,?,?,0.042,22.0,124.0,?,?,0.41,?,6.0,2
6.8,0.22,0.49,0.9,?,26.0,?,0.991,?,0.35,11.4,6.0,?
?,0.22,?,?,0.045,34.0,?,?,3.05,0.34,12.7,6.0,2
7.4,0.25,?,1.1,?,35.0,?,?,?,0.55,?,5.0,2
8.2,?,0.49,1.1,0.033,28.0,?,0.9923,3.0,0.68,10.4,7.0,2
6.1,?,0.49,?,?,18.0,?,?,3.3,0.46,9.6,5.0,2
?,?,0.24,?,?,?,119.0,?,?,0.31,?,?,?
6.1,?,0.49,1.5,0.051,18.0,?,0.9928,?,0.46,?,5.0,2
6.5,0.36,0.49,?,0.03,16.0,94.0,?,?,0.49,12.1,7.0,2
7.1,0.29,0.49,1.2,?,?,99.0,0.9893,3.07,0.33,12.2,?,?
7.4,0.25,0.49,?,?,35.0,?,0.9917,?,0.55,11.3,?,2
?,0.23,0.24,?,?,19.0,?,0.9982,3.17,0.5,9.6,5.0,2
8.5,?,?,17.85,0.051,?,?,1.0005,2.99,?,?,5.0,2
?,?,0.49,?,0.033,28.0,81.0,0.9923,?,0.68,10.4,7.0,?
?,?,0.49,7.1,?,67.0,210.0,0.9951,3.23,?,9.5,5.0,2
6.1,?,?,?,0.052,?,226.0,0.9956,3.16,0.47,?,?,2
7.2,0.26,?,?,0.05,56.0,162.0,0.998,?,?,?,5.0,?
7.2,?,?,1.4,0.057,?,117.0,0.9928,3.16,?,?,?,?
8.0,?,?,1.2,?,?,?,0.9938,3.08,0.34,9.4,?,2
?,0.18,0.49,5.3,0.04,34.0,125.0,?,3.24,0.4,12.2,6.0,2
7.8,0.43,0.49,?,0.033,?,?,0.9955,?,0.35,?,?,?
?,0.2,?,4.45,0.044,?,130.0,?,?,?,?,?,2
6.3,0.27,0.49,1.2,?,?,?,0.9911,3.38,?,12.2,?,?
7.4,?,?,1.2,0.055,18.0,?,0.9917,?,0.47,11.2,?,2
?,0.16,0.49,1.2,?,?,?,0.9917,3.23,0.47,11.2,6.0,?
6.9,?,?,?,?,49.0,172.0,0.9932,3.2,?,?,6.0,?
7.8,0.43,?,?,0.033,37.0,158.0,?,3.14,0.35,11.3,?,?
7.2,0.4,?,1.1,?,11.0,?,?,3.01,?,?,?,2
7.8,?,0.49,13.0,0.033,?,?,0.9955,?,0.35,11.3,6.0,?
7.6,0.52,0.49,?,?,?,?,0.9958,?,?,?,7.0,2
8.3,0.21,0.49,?,?,?,?,1.0012,?,0.54,9.2,?,?
6.9,?,?,?,?,44.0,150.0,0.9968,3.0,?,?,5.0,2
?,0.27,0.49,1.2,?,35.0,?,0.9911,3.38,?,12.2,?,2
8.3,0.2,0.74,?,0.044,?,130.0,?,3.25,?,12.2,?,2
7.1,?,0.74,2.7,0.044,?,144.0,?,?,0.41,12.2,6.0,?
7.9,0.11,0.49,?,?,27.0,133.0,0.9946,?,?,10.6,?,?
?,0.17,0.74,3.6,0.05,29.0,?,0.9928,3.28,0.4,?,6.0,?
6.4,?,?,?,0.048,?,164.0,?,?,0.44,10.8,6.0,2
7.4,0.16,?,1.2,0.055,18.0,150.0,0.9917,3.23,?,?,6.0,2
?,?,0.49,1.2,0.051,?,?,0.9918,?,0.46,11.0,6.0,2
?,0.44,0.49,9.1,0.031,46.0,?,0.9926,3.16,0.27,12.7,?,2
7.0,0.2,0.74,?,0.044,19.0,163.0,0.9931,3.46,?,?,5.0,2
6.9,0.19,0.49,6.6,?,49.0,172.0,0.9932,3.2,?,?,?,2
7.1,?,?,?,?,?,96.0,?,3.13,?,?,7.0,2
6.5,?,0.24,?,0.046,?,?,?,?,0.39,?,5.0,?
?,0.4,?,1.1,?,11.0,138.0,0.9929,3.01,?,?,5.0,2
7.6,0.52,0.49,14.0,0.034,?,?,?,?,?,11.8,?,2
?,?,0.49,13.0,?,37.0,158.0,?,3.14,0.35,11.3,6.0,2
?,0.21,0.49,1.35,0.052,6.0,48.0,?,3.15,?,11.4,5.0,?
7.0,0.2,?,?,0.038,39.0,128.0,0.9938,?,0.48,?,6.0,?
6.9,?,0.24,?,?,?,?,0.9942,2.99,0.48,9.5,?,?
7.2,?,?,?,0.05,18.0,148.0,0.9945,3.46,?,?,?,?
7.1,0.85,0.49,?,?,?,?,0.9962,3.22,0.36,10.7,5.0,?
7.6,0.51,0.24,1.2,0.04,10.0,?,0.992,3.05,0.29,10.8,6.0,?
?,0.22,0.24,?,0.044,39.0,?,0.9927,2.99,0.28,?,?,2
?,0.16,?,2.0,?,20.0,124.0,?,3.32,?,?,?,2
7.2,0.08,0.49,1.3,?,18.0,?,0.9945,3.46,?,?,6.0,2
?,0.25,0.24,?,?,?,124.0,?,?,?,?,6.0,2
6.7,0.16,?,2.4,0.046,57.0,?,?,?,?,?,?,2
6.9,0.25,0.24,3.6,?,13.0,?,0.9942,2.99,0.48,9.5,4.0,?
7.5,0.32,0.24,4.6,0.053,8.0,134.0,0.9958,?,0.5,9.1,3.0,?
7.4,0.28,?,1.5,?,?,126.0,?,?,0.39,10.6,6.0,2
?,0.15,0.49,0.9,?,17.0,?,0.9932,?,0.7,9.4,?,?
6.7,0.25,0.74,19.4,0.054,44.0,169.0,?,3.51,?,9.8,?,2
6.5,0.26,0.74,13.3,?,68.0,?,?,?,?,?,6.0,2
7.9,0.16,0.74,?,?,?,?,0.9998,?,0.41,?,5.0,2
5.6,?,?,1.1,0.03,28.0,117.0,0.9918,3.55,?,10.3,6.0,2
?,0.2,0.49,1.3,0.031,?,97.0,0.9918,?,0.62,?,?,2
8.0,?,0.49,9.4,0.046,?,188.0,0.9964,3.14,0.48,?,5.0,2
8.0,?,0.49,9.0,0.033,?,?,0.9936,3.13,?,12.3,8.0,?
?,?,?,?,0.033,42.0,?,0.9931,3.14,0.38,?,?,?
7.6,?,?,?,0.03,45.0,197.0,0.9938,3.13,0.38,12.3,7.0,?
6.7,?,?,1.1,0.039,?,62.0,?,3.41,0.32,10.4,?,?
6.8,0.27,?,?,0.044,35.0,126.0,0.99,?,0.48,?,7.0,?
7.7,0.27,0.49,1.8,0.041,?,86.0,?,3.16,0.42,?,6.0,?
6.7,?,?,2.1,0.043,?,155.0,0.9904,3.22,?,?,?,?
7.4,?,0.49,?,0.03,26.0,?,?,2.99,?,?,?,?
?,0.2,0.49,1.7,?,?,169.0,0.9938,3.05,?,?,5.0,2
6.6,0.3,0.24,?,0.034,?,?,0.9933,3.13,?,9.2,5.0,?
6.8,0.36,0.24,4.6,0.039,?,?,0.9909,3.27,0.34,12.6,?,?
?,0.17,0.74,12.8,0.045,24.0,126.0,?,?,0.38,?,8.0,?
?,0.18,?,?,0.041,39.0,?,0.9945,3.04,0.49,9.8,7.0,2
?,0.2,0.49,8.1,0.051,51.0,?,0.9954,?,0.52,?,6.0,2
7.8,0.26,0.74,7.5,?,59.0,160.0,?,?,0.64,?,6.0,2
?,?,0.49,?,?,50.0,?,0.9991,?,0.44,9.8,6.0,2
7.9,0.2,0.49,?,0.053,15.0,144.0,0.993,3.16,0.47,?,5.0,2
8.0,?,0.49,1.8,?,?,145.0,0.9942,3.23,0.48,10.0,5.0,2
8.8,0.23,0.74,?,0.042,15.0,126.0,0.9934,?,0.51,11.2,6.0,2
7.3,0.22,0.49,9.4,?,?,?,?,2.99,?,11.0,7.0,2
7.3,?,0.49,?,0.031,48.0,161.0,0.9937,?,0.28,11.2,?,2
?,0.19,0.49,?,0.03,26.0,?,?,2.99,0.32,11.0,7.0,2
?,0.155,?,1.3,0.039,?,136.0,?,?,0.77,10.5,6.0,2
8.2,0.22,?,?,?,53.0,?,0.9951,3.02,0.33,10.6,6.0,?
?,0.24,?,9.3,0.038,?,?,0.9952,3.02,?,10.6,6.0,2
?,?,?,7.8,0.035,?,95.0,?,3.04,?,?,?,?
8.3,0.2,?,1.7,0.04,34.0,169.0,0.9938,3.05,?,?,5.0,2
8.3,?,0.49,?,0.038,?,?,?,3.05,0.37,10.1,6.0,?
?,0.3,?,?,0.034,?,?,0.9933,3.13,0.36,9.2,5.0,?
