@relation dataset

@attribute attribute_0 real
@attribute attribute_1 real
@attribute attribute_2 real
@attribute attribute_3 real
@attribute attribute_4 real
@attribute attribute_5 real
@attribute attribute_6 real
@attribute attribute_7 real
@attribute attribute_8 real
@attribute attribute_9 real
@attribute attribute_10 real
@attribute attribute_11 real
@attribute attribute_12 {1, 2}


@data
5.6,?,?,1.1,0.047,?,152.0,0.9927,?,0.42,?,6.0,2
?,?,0.41,1.8,0.037,52.0,165.0,?,?,0.39,12.2,7.0,?
7.0,?,0.73,1.0,?,?,150.0,?,3.08,?,?,?,?
6.4,?,?,1.8,0.057,?,?,?,?,0.57,?,?,2
7.3,?,?,?,0.046,?,157.0,?,3.33,0.62,9.4,6.0,2
?,0.17,?,6.7,0.036,88.0,?,?,?,0.35,10.2,6.0,2
?,?,0.16,?,?,65.0,212.0,0.9955,3.08,0.39,9.0,6.0,?
?,0.21,0.38,?,0.036,64.0,?,0.9951,?,0.36,9.3,6.0,2
?,?,?,?,0.037,63.0,236.0,?,?,0.34,?,?,2
7.3,?,?,?,?,31.0,?,0.9946,?,?,9.4,?,2
7.3,0.18,0.65,1.4,?,28.0,?,0.9946,3.33,?,9.4,6.0,?
9.6,0.29,?,1.45,?,77.5,?,0.9944,2.92,?,?,?,2
?,?,?,1.2,?,15.0,73.0,0.9938,?,0.39,9.9,5.0,?
6.9,?,0.34,7.4,0.059,?,?,?,3.46,?,11.1,?,2
?,0.28,0.34,4.2,?,?,?,0.991,2.99,0.41,12.3,8.0,?
8.0,?,0.42,?,0.044,45.0,?,?,3.21,0.69,?,7.0,2
7.6,0.31,0.29,?,?,?,?,0.9966,3.04,0.35,?,?,?
8.4,0.35,0.56,13.8,0.048,55.0,?,0.9993,3.07,0.58,?,6.0,?
8.0,?,0.42,14.6,?,?,163.0,?,3.21,?,?,?,2
8.1,0.5,?,1.1,0.037,23.0,126.0,0.9938,3.21,0.42,?,5.0,2
?,?,0.31,5.3,?,32.0,162.0,0.9965,3.2,0.48,?,?,2
8.1,0.5,0.47,1.1,?,?,?,0.9938,?,0.42,?,5.0,2
?,0.35,0.56,?,0.048,?,190.0,?,?,0.58,9.4,6.0,2
6.2,0.22,0.27,?,?,?,132.0,?,3.22,0.46,9.2,6.0,2
8.0,?,0.42,14.6,0.044,?,163.0,?,3.21,0.69,?,?,2
7.6,?,0.29,10.5,0.04,21.0,145.0,?,3.04,?,9.4,5.0,?
7.0,?,0.36,?,?,10.0,?,0.9942,?,0.37,?,?,?
6.6,0.27,?,1.9,?,?,153.0,0.9928,?,0.62,?,?,?
7.8,0.16,?,1.7,0.026,?,140.0,0.991,3.02,0.78,12.5,?,?
7.7,0.27,?,?,0.028,?,168.0,0.9911,2.99,?,?,7.0,2
?,?,0.74,?,?,51.0,?,?,?,?,?,?,2
8.0,0.45,0.36,8.8,?,50.0,?,0.9927,3.07,0.25,12.7,8.0,2
7.7,0.27,?,1.8,0.028,?,?,?,2.99,0.48,?,7.0,?
7.8,0.16,?,1.7,?,29.0,?,0.991,?,0.78,12.5,6.0,?
6.6,?,0.29,1.8,0.05,40.0,147.0,0.9912,3.06,?,11.4,7.0,2
?,0.21,0.4,1.6,?,35.0,?,0.9907,3.02,0.6,12.9,7.0,2
?,?,?,1.4,?,?,109.0,0.9902,?,?,?,?,2
?,?,0.3,?,?,15.0,78.0,0.992,3.38,?,11.2,?,2
?,0.16,?,?,?,?,98.0,0.994,?,0.42,?,?,2
?,?,0.32,9.2,?,?,191.0,?,3.04,0.56,?,?,2
?,0.17,0.3,1.1,0.037,14.0,79.0,0.993,3.5,?,?,?,?
?,0.39,0.22,?,?,?,102.0,0.993,?,0.87,?,4.0,2
6.9,?,0.22,?,0.031,10.0,?,?,?,?,?,4.0,?
?,0.23,0.32,9.2,0.038,?,191.0,0.9966,3.04,?,?,6.0,?
7.5,?,?,5.0,0.045,?,131.0,0.9942,?,0.44,?,6.0,2
?,0.42,?,6.8,?,29.0,122.0,0.9925,3.19,?,12.6,?,?
?,?,?,?,?,?,163.0,0.9925,3.3,0.47,12.4,6.0,?
7.8,0.23,?,4.75,0.042,?,?,0.9928,?,?,11.5,?,?
?,0.245,0.38,?,0.045,52.0,159.0,?,?,?,10.2,6.0,2
6.9,0.2,?,7.7,0.032,?,176.0,0.9939,?,0.27,11.4,5.0,?
7.4,?,0.42,6.4,0.067,39.0,212.0,?,3.3,0.33,9.6,6.0,2
8.2,0.2,0.36,?,0.035,60.0,163.0,0.9952,3.05,0.3,10.3,6.0,2
8.0,0.59,0.71,?,0.038,61.0,228.0,1.0,2.95,0.75,9.3,?,?
?,0.14,?,1.8,0.05,17.0,?,0.9948,3.33,?,?,7.0,2
6.8,0.24,0.4,?,0.047,34.0,105.0,0.99,?,?,12.8,8.0,2
9.7,0.14,0.59,?,?,23.0,?,0.9958,2.98,?,9.5,5.0,2
?,?,?,?,?,?,?,0.9948,3.02,?,?,6.0,?
9.4,0.17,0.55,?,?,?,?,0.9949,3.02,?,?,6.0,?
?,0.365,0.08,13.5,0.041,37.0,142.0,?,3.46,0.39,9.9,?,2
?,0.23,0.22,3.75,0.039,?,116.0,0.9927,3.23,0.5,10.7,6.0,2
?,?,?,1.3,0.04,16.0,?,0.9938,?,0.43,10.5,5.0,2
9.2,?,?,1.3,0.046,14.0,186.0,0.9949,3.08,0.48,?,5.0,?
?,0.31,0.4,?,?,?,169.0,0.9953,3.15,0.46,9.3,6.0,?
8.1,?,0.36,?,?,63.0,162.0,0.997,?,0.46,?,?,?
7.9,0.255,0.26,2.0,0.026,40.0,190.0,0.9932,?,0.39,?,?,2
7.0,0.15,?,1.4,0.039,21.0,177.0,0.9927,?,0.62,10.8,?,2
?,?,0.31,?,0.044,?,96.0,0.9932,?,?,?,6.0,?
6.4,0.25,?,6.6,0.038,59.0,234.0,?,?,?,?,?,?
?,?,?,?,0.044,6.0,114.0,0.9914,3.04,0.74,12.8,6.0,2
?,0.43,0.37,4.6,?,17.0,114.0,0.991,3.23,0.43,13.2,?,2
5.1,?,0.3,0.9,?,?,?,0.992,3.54,0.56,10.1,6.0,2
6.2,0.2,0.26,?,0.093,?,161.0,0.9924,3.44,0.66,11.0,5.0,2
6.9,0.16,?,?,0.043,21.0,182.0,?,3.25,?,?,?,?
7.7,0.32,0.48,2.3,0.04,28.0,114.0,0.9911,?,?,12.8,7.0,?
6.5,0.22,?,?,0.042,33.0,?,0.9958,?,?,?,?,?
?,?,?,1.5,?,?,?,0.9928,3.12,0.44,?,?,?
?,0.37,0.33,?,?,?,81.0,?,3.37,0.38,11.7,6.0,2
?,0.19,0.43,?,0.052,?,104.0,?,2.85,?,?,?,2
?,0.21,?,?,?,24.0,108.0,0.994,2.85,?,?,?,2
6.8,?,0.32,8.8,?,24.0,110.0,?,3.4,?,8.8,?,2
?,0.16,0.64,17.0,?,69.0,210.0,1.0004,3.15,0.51,?,7.0,2
7.8,?,0.39,1.8,?,62.0,180.0,0.991,3.09,0.75,?,8.0,2
9.0,0.24,0.5,1.2,0.048,26.0,?,0.9918,3.21,0.34,?,6.0,2
?,?,0.24,?,?,60.0,189.0,0.995,3.65,?,10.1,6.0,2
7.8,?,?,7.0,?,38.0,161.0,0.9941,?,0.37,?,?,?
6.7,?,?,6.4,0.048,?,251.0,0.9956,3.29,0.52,10.0,5.0,2
?,0.18,0.3,6.4,0.048,?,?,?,3.29,?,?,?,2
8.4,?,0.27,12.15,0.033,37.0,116.0,?,?,0.39,10.8,6.0,2
?,0.16,0.32,0.8,0.04,50.0,121.0,0.9922,3.27,0.33,?,6.0,2
7.6,?,0.23,?,0.029,13.0,151.0,0.9931,3.04,0.33,10.4,?,2
8.4,0.58,0.27,?,0.033,37.0,116.0,0.9959,?,0.39,10.8,6.0,2
6.6,?,?,12.4,?,52.0,?,0.9984,3.51,?,9.8,6.0,?
7.3,0.23,?,?,?,?,?,?,3.26,0.4,12.2,?,2
?,0.39,0.37,1.1,0.043,36.0,?,0.991,3.39,0.48,12.7,?,?
?,0.46,0.39,?,0.039,?,?,0.9928,?,0.35,?,7.0,?
?,0.35,?,6.3,?,35.0,162.0,0.9936,?,?,11.9,7.0,2
?,0.29,0.36,7.0,0.042,?,161.0,0.9941,3.26,0.37,?,?,2
9.2,?,?,?,0.042,?,61.0,?,?,0.28,?,4.0,2
8.0,?,?,3.9,0.034,?,?,0.9917,?,0.67,?,?,?
?,?,0.33,3.9,0.027,40.0,130.0,0.9906,3.28,?,12.7,?,?
5.7,0.21,?,?,0.047,?,189.0,0.995,3.65,?,10.1,6.0,?
6.7,0.18,0.3,?,?,?,?,?,3.29,0.52,?,5.0,?
7.8,0.13,0.3,1.8,0.04,?,179.0,?,3.43,0.41,?,?,?
7.6,?,?,1.1,0.04,38.0,143.0,?,?,0.42,11.4,5.0,2
7.3,0.22,?,?,?,55.0,?,?,3.32,?,8.9,6.0,?
6.3,0.29,0.4,6.5,0.039,43.0,167.0,?,3.15,0.44,?,?,2
6.8,0.35,?,2.4,0.048,35.0,103.0,?,3.28,?,?,8.0,?
6.5,0.19,?,?,0.04,?,132.0,?,3.36,0.54,?,?,?
?,0.12,?,5.7,0.044,56.0,158.0,?,?,?,10.5,6.0,2
?,0.13,0.28,5.7,0.038,56.0,?,0.9948,3.59,0.43,?,7.0,2
?,?,?,1.4,0.04,42.0,115.0,0.9906,?,?,11.3,?,2
6.9,0.32,?,?,0.051,15.0,96.0,?,3.22,0.38,9.5,?,2
7.6,0.19,?,1.1,0.04,38.0,143.0,0.9907,2.92,0.42,11.4,5.0,?
?,?,?,1.2,0.046,?,?,0.9927,3.33,0.33,10.1,7.0,?
7.0,0.14,?,?,?,22.0,?,0.9914,3.25,0.43,?,6.0,?
7.6,?,0.24,3.8,?,?,115.0,?,?,0.45,8.9,5.0,2
?,0.22,0.41,15.4,?,55.0,191.0,1.0,?,?,?,6.0,2
7.4,0.64,0.47,14.15,?,42.0,?,0.9984,2.9,?,9.3,5.0,2
7.6,?,?,?,?,23.0,?,?,3.25,0.4,?,?,2
?,?,0.41,?,0.042,41.0,?,?,?,0.38,?,?,2
?,0.22,?,?,?,?,?,0.998,2.87,0.68,9.5,?,2
10.7,?,0.56,8.2,0.044,37.0,181.0,0.998,2.87,0.68,9.5,6.0,?
6.9,0.23,0.34,?,0.032,?,?,?,?,?,12.4,7.0,2
6.2,?,?,1.7,?,30.0,130.0,?,3.28,0.41,11.2,7.0,?
6.9,0.27,0.41,1.7,0.047,6.0,?,0.9929,3.15,0.69,?,6.0,2
?,?,0.41,?,0.05,?,?,0.993,?,?,11.4,?,2
?,0.28,0.3,1.6,0.047,?,?,0.9918,?,0.38,11.1,7.0,2
?,?,0.2,0.9,0.054,5.0,126.0,0.992,3.1,0.42,?,6.0,2
?,?,?,?,?,36.0,?,0.9932,3.38,0.35,12.0,7.0,?
5.7,?,0.3,5.7,0.039,24.0,?,?,3.54,?,?,7.0,2
6.6,?,?,3.1,0.045,28.0,?,0.994,3.12,0.35,9.1,6.0,2
?,0.36,0.56,1.3,0.046,25.0,102.0,?,3.24,0.33,?,6.0,2
?,0.23,0.4,?,0.047,5.0,133.0,0.993,3.23,0.7,11.4,6.0,2
?,0.33,0.29,1.3,0.042,26.0,?,?,3.77,0.64,?,5.0,?
?,?,0.13,4.5,?,17.0,?,0.9907,?,0.9,?,7.0,2
?,0.42,0.33,2.8,0.034,?,85.0,?,?,0.51,13.4,?,?
7.3,0.18,?,?,?,?,143.0,0.9918,?,0.48,?,?,?
8.1,0.19,0.4,0.9,0.037,73.0,180.0,0.9926,?,0.34,?,6.0,2
5.9,?,0.26,?,0.034,33.0,123.0,0.995,3.49,0.42,?,?,?
6.2,?,0.47,?,?,?,81.0,0.99,3.26,?,12.2,6.0,?
6.6,?,0.33,2.8,0.034,?,85.0,0.99,?,?,13.4,?,?
?,?,?,4.6,0.042,?,?,?,3.31,?,9.3,6.0,?
5.6,?,?,4.5,0.039,17.0,?,?,3.42,0.9,13.7,?,?
?,?,0.33,?,?,?,?,0.9898,3.09,?,12.3,7.0,2
7.3,?,?,1.2,?,12.0,143.0,0.9918,3.2,?,11.3,7.0,2
?,0.25,?,?,?,?,?,?,3.04,?,8.9,7.0,2
7.3,0.25,0.36,13.1,?,35.0,?,0.9986,3.04,0.46,8.9,7.0,2
?,?,0.34,?,?,32.0,83.0,?,3.19,0.46,?,6.0,2
7.3,0.25,?,13.1,0.05,35.0,200.0,?,?,?,?,?,2
6.3,0.67,0.48,?,0.052,?,222.0,0.9979,3.17,0.52,9.3,?,?
7.4,?,0.29,5.4,0.044,31.0,?,?,3.3,0.5,?,?,?
7.1,0.26,0.31,2.2,?,29.0,128.0,?,3.34,?,?,8.0,2
9.0,?,0.48,6.6,0.043,?,73.0,0.9938,2.9,0.38,?,5.0,?
?,?,0.24,?,0.069,9.0,117.0,?,3.15,?,10.2,4.0,?
8.2,?,0.36,6.8,?,?,90.0,0.9944,?,0.38,?,8.0,2
?,0.19,0.28,?,0.033,16.0,?,?,?,?,11.4,6.0,2
7.3,0.25,0.36,13.1,0.05,35.0,200.0,?,?,0.46,?,7.0,2
7.9,0.2,0.34,1.2,?,29.0,?,?,?,?,?,?,2
?,0.26,0.32,?,0.037,39.0,97.0,?,3.31,0.4,11.6,6.0,2
7.0,?,0.34,5.7,0.035,32.0,83.0,0.9928,3.19,0.46,11.5,6.0,2
?,0.3,0.33,4.1,?,26.0,?,?,3.25,0.79,?,?,?
8.1,0.29,0.49,7.1,0.042,22.0,124.0,0.9944,3.14,0.41,10.8,6.0,2
5.8,0.17,?,?,?,?,130.0,0.9909,?,?,?,6.0,2
5.9,0.415,?,?,0.038,?,63.0,?,?,0.36,?,5.0,?
6.6,0.23,0.26,1.3,0.045,?,128.0,?,3.36,?,?,?,?
?,?,0.35,15.55,?,35.5,?,1.0001,3.04,0.63,?,3.0,2
6.9,?,0.74,1.0,0.044,18.0,?,?,?,?,10.2,5.0,?
?,?,0.74,?,?,27.0,?,0.9916,?,0.4,10.8,7.0,?
9.2,?,0.49,?,?,?,137.0,0.998,?,0.34,?,?,?
?,?,?,?,0.047,17.0,90.0,0.9919,3.27,?,11.6,?,2
5.3,?,0.24,1.1,0.051,25.0,105.0,?,?,?,?,5.0,?
?,0.25,?,?,?,36.0,225.0,0.9977,?,?,?,4.0,?
?,?,?,7.1,?,22.0,124.0,?,?,0.41,?,6.0,2
6.8,?,0.49,0.9,?,26.0,?,0.991,3.25,0.35,?,6.0,2
?,0.22,0.49,?,0.045,?,140.0,?,3.05,0.34,12.7,6.0,2
7.4,?,0.49,1.1,0.042,35.0,156.0,?,3.13,0.55,11.3,5.0,2
8.2,?,0.49,?,0.033,28.0,?,?,3.0,?,10.4,?,2
6.1,0.22,0.49,1.5,0.051,18.0,87.0,0.9928,3.3,?,9.6,?,2
7.0,0.39,?,1.0,0.048,8.0,?,0.9923,?,0.31,10.1,4.0,2
?,0.22,?,1.5,0.051,18.0,?,?,3.3,0.46,?,?,2
6.5,?,?,?,0.03,?,94.0,0.9902,3.1,?,?,?,2
7.1,0.29,?,1.2,0.031,?,?,0.9893,3.07,0.33,?,?,2
?,0.25,?,?,0.042,35.0,156.0,0.9917,3.13,0.55,11.3,?,2
?,0.23,0.24,14.2,0.053,?,?,0.9982,3.17,0.5,?,5.0,2
?,?,?,17.85,?,?,243.0,1.0005,2.99,0.7,?,5.0,2
?,?,0.49,?,0.033,?,81.0,0.9923,?,0.68,10.4,?,2
?,0.23,?,?,0.05,67.0,210.0,?,?,?,9.5,?,2
6.1,0.25,0.49,?,?,67.0,226.0,?,3.16,0.47,8.9,5.0,?
?,0.26,0.74,13.6,0.05,?,162.0,?,3.03,0.44,8.8,5.0,2
7.2,0.31,?,?,?,?,117.0,0.9928,3.16,?,10.5,5.0,2
8.0,0.25,0.49,1.2,0.061,27.0,?,?,?,?,9.4,?,?
7.0,0.18,?,5.3,?,?,125.0,0.9914,?,0.4,?,?,?
7.8,0.43,?,13.0,0.033,37.0,158.0,0.9955,3.14,?,11.3,?,?
?,?,?,?,0.044,33.0,130.0,?,3.25,0.42,?,6.0,?
6.3,0.27,0.49,?,0.063,?,92.0,?,?,0.42,12.2,?,?
7.4,0.16,?,?,0.055,?,?,0.9917,3.23,?,11.2,6.0,2
7.4,?,0.49,1.2,?,18.0,150.0,?,3.23,0.47,11.2,6.0,2
6.9,?,?,6.6,0.036,49.0,?,0.9932,3.2,?,?,?,2
?,?,0.49,13.0,?,37.0,158.0,0.9955,3.14,?,?,6.0,2
7.2,0.4,0.49,?,0.048,?,138.0,0.9929,3.01,0.42,9.3,?,2
7.8,0.43,?,13.0,?,37.0,158.0,0.9955,?,?,11.3,?,2
7.6,?,0.49,?,0.034,?,156.0,0.9958,3.14,0.38,11.8,7.0,2
8.3,0.21,?,19.8,0.054,?,231.0,?,?,?,9.2,5.0,2
6.9,0.34,0.74,?,0.069,44.0,150.0,0.9968,3.0,0.81,9.2,?,?
?,?,0.49,?,?,35.0,?,?,?,0.42,?,?,2
8.3,?,0.74,4.45,0.044,33.0,130.0,0.9924,3.25,?,?,?,?
?,0.22,0.74,2.7,?,?,144.0,0.991,3.31,0.41,?,?,2
?,0.11,0.49,?,0.048,27.0,133.0,0.9946,3.24,?,10.6,6.0,2
?,0.17,0.74,?,0.05,29.0,128.0,0.9928,?,?,12.4,6.0,2
6.4,0.145,0.49,5.4,0.048,54.0,?,?,?,?,10.8,?,2
?,0.16,?,1.2,0.055,?,?,0.9917,?,0.47,?,?,2
8.3,0.19,?,?,0.051,11.0,?,?,?,?,?,6.0,2
8.0,?,?,?,?,?,?,?,?,0.27,12.7,?,?
?,0.2,0.74,?,0.044,19.0,?,?,?,?,10.2,5.0,?
6.9,0.19,0.49,6.6,0.036,?,?,0.9932,3.2,?,11.5,?,2
7.1,0.25,0.49,3.0,?,?,96.0,0.9903,3.13,0.39,?,?,?
6.5,?,0.24,1.6,0.046,?,60.0,0.9928,?,?,?,?,2
?,0.4,?,?,?,11.0,138.0,0.9929,?,0.42,9.3,5.0,2
7.6,?,0.49,?,?,?,156.0,0.9958,?,0.38,11.8,7.0,2
7.8,0.43,0.49,13.0,0.033,?,158.0,?,3.14,0.35,?,6.0,?
7.8,?,0.49,?,0.052,6.0,48.0,?,?,0.28,?,?,2
7.0,0.2,?,5.9,?,39.0,?,0.9938,3.21,0.48,?,?,2
6.9,?,?,?,?,13.0,?,0.9942,?,0.48,?,4.0,2
?,0.08,0.49,1.3,?,?,?,?,?,0.44,?,?,2
?,?,0.49,8.7,?,40.0,184.0,0.9962,3.22,?,?,?,2
?,0.51,0.24,1.2,0.04,10.0,104.0,0.992,?,?,?,6.0,?
7.9,?,?,4.6,?,39.0,159.0,?,2.99,?,?,6.0,?
7.7,0.16,0.49,?,0.056,20.0,?,0.9948,3.32,0.49,10.7,?,2
7.2,?,?,1.3,0.05,?,?,?,3.46,0.44,?,6.0,2
6.6,0.25,0.24,1.7,0.048,26.0,124.0,?,?,0.6,10.1,6.0,2
?,0.16,0.49,2.4,?,?,?,0.9952,3.62,0.81,10.4,6.0,?
6.9,0.25,?,?,0.057,?,?,0.9942,2.99,?,9.5,4.0,?
7.5,0.32,?,?,?,?,?,0.9958,3.14,0.5,9.1,3.0,2
?,?,?,1.5,0.034,?,?,?,?,0.39,?,6.0,2
?,0.15,?,?,0.033,17.0,51.0,?,3.3,?,?,6.0,?
6.7,?,0.74,?,?,44.0,169.0,1.0004,3.51,?,?,6.0,2
6.5,?,0.74,13.3,0.044,68.0,224.0,?,?,0.54,?,6.0,2
?,0.16,?,17.85,?,?,?,0.9998,2.99,0.41,9.3,5.0,2
5.6,0.185,0.49,?,0.03,28.0,117.0,?,?,0.45,10.3,6.0,?
?,0.2,0.49,1.3,0.031,8.0,97.0,0.9918,3.06,?,11.1,?,2
?,0.3,0.49,?,0.046,?,?,?,3.14,0.48,10.0,?,2
8.0,0.34,0.49,9.0,?,39.0,180.0,0.9936,?,?,?,8.0,2
7.7,?,0.49,8.65,?,?,186.0,0.9931,?,?,?,8.0,2
?,0.29,0.49,9.6,0.03,?,?,0.9938,?,?,12.3,?,2
6.7,0.62,0.24,1.1,0.039,6.0,?,?,3.41,0.32,10.4,5.0,2
6.8,0.27,0.49,1.2,0.044,?,126.0,0.99,3.13,?,?,?,?
?,?,?,?,?,?,86.0,0.9914,3.16,?,?,6.0,?
6.7,0.51,?,?,0.043,14.0,155.0,?,?,?,13.0,6.0,2
?,?,0.49,9.3,0.03,26.0,?,?,?,0.32,?,?,?
8.3,0.2,0.49,?,?,?,?,0.9938,3.05,0.37,?,5.0,?
6.6,?,?,1.2,0.034,17.0,121.0,0.9933,3.13,?,9.2,5.0,?
6.8,?,?,4.6,?,?,?,0.9909,?,?,12.6,?,2
7.0,?,?,?,?,24.0,126.0,?,3.26,0.38,12.2,8.0,?
9.2,?,?,?,0.041,39.0,130.0,?,3.04,0.49,9.8,?,2
8.1,0.2,?,8.1,0.051,51.0,205.0,0.9954,3.1,?,?,?,2
7.8,0.26,0.74,7.5,0.044,?,?,?,3.22,?,10.0,6.0,?
6.8,?,?,14.5,0.06,50.0,170.0,0.9991,3.55,0.44,9.8,6.0,2
7.9,?,?,?,0.053,?,?,?,?,?,10.5,?,2
?,?,?,?,0.061,10.0,?,0.9942,?,?,?,?,?
8.8,0.23,?,3.2,?,?,126.0,0.9934,3.02,?,?,6.0,2
?,0.22,0.49,?,0.034,29.0,134.0,?,2.99,0.32,11.0,7.0,?
7.3,0.22,?,?,0.031,48.0,?,?,?,0.28,?,?,2
7.4,?,?,?,0.03,?,132.0,0.994,2.99,0.32,11.0,7.0,?
7.3,0.155,?,1.3,?,34.0,?,?,?,0.77,10.5,6.0,2
8.2,0.22,0.49,?,0.037,53.0,154.0,?,?,0.33,10.6,6.0,?
8.2,0.24,?,9.3,0.038,52.0,?,0.9952,?,0.33,10.6,6.0,2
8.4,0.23,?,?,?,?,95.0,0.9935,3.04,0.34,12.0,?,?
8.3,0.2,?,1.7,0.04,?,169.0,0.9938,3.05,?,?,5.0,2
8.3,?,0.49,1.7,?,38.0,167.0,0.9939,3.05,0.37,?,?,?
6.6,?,0.24,?,?,17.0,121.0,?,3.13,?,?,?,?
?,?,?,1.4,0.041,15.0,?,?,3.25,0.63,11.0,?,?
8.0,0.25,?,9.0,?,31.0,185.0,?,3.34,0.49,?,?,2
6.6,0.21,?,?,0.042,41.0,158.0,?,?,0.39,8.7,?,2
?,0.27,?,?,0.037,?,?,0.9981,?,?,?,5.0,2
?,0.27,0.49,1.1,0.037,?,?,0.992,3.15,0.54,11.1,?,2
7.9,?,?,7.7,?,48.0,195.0,0.9954,3.04,?,11.0,6.0,?
7.4,0.27,0.49,?,?,33.0,156.0,0.992,3.15,0.54,11.1,6.0,2
6.6,0.21,?,18.15,?,41.0,158.0,?,3.28,0.39,?,6.0,?
7.2,0.27,0.74,?,?,?,156.0,?,3.04,?,?,5.0,2
8.1,0.3,?,?,?,26.0,?,?,3.1,?,11.2,7.0,2
7.5,0.23,?,7.7,0.049,?,209.0,0.9941,?,?,?,7.0,2
7.3,0.26,?,?,0.028,?,?,?,?,?,10.8,6.0,2
7.1,?,0.74,?,0.044,?,176.0,?,?,?,9.0,6.0,?
?,0.15,0.49,1.5,0.031,17.0,122.0,0.9932,3.03,0.4,10.3,?,2
8.9,?,0.49,1.0,?,6.0,?,0.9926,2.91,0.32,?,?,2
?,?,?,1.0,0.04,32.0,148.0,?,?,?,?,6.0,2
6.0,0.17,0.49,1.0,0.034,26.0,?,0.992,3.21,?,?,?,2
?,0.26,0.49,5.0,?,?,?,?,?,?,10.8,?,?
?,0.18,?,?,0.044,44.0,?,?,?,?,?,6.0,2
?,?,0.24,0.8,0.029,29.0,86.0,0.993,?,0.32,?,4.0,2
7.2,?,?,1.3,0.037,27.0,104.0,?,?,0.57,?,6.0,2
7.3,0.14,0.49,1.1,0.038,28.0,99.0,0.9928,3.2,0.72,?,?,?
8.9,0.13,?,?,?,?,?,0.9926,2.91,0.32,9.9,5.0,2
?,0.12,?,?,?,?,152.0,0.9952,3.18,0.47,?,6.0,2
?,0.29,0.49,4.7,0.034,?,156.0,0.9945,?,?,?,6.0,?
6.7,?,0.49,4.8,0.034,?,?,0.9945,?,0.45,?,6.0,2
?,?,0.24,1.8,?,?,?,?,?,?,?,6.0,2
8.5,?,0.49,?,0.031,?,?,0.9932,3.03,0.4,10.3,6.0,2
7.9,0.18,0.49,?,?,?,?,?,?,?,10.6,?,?
6.6,0.19,0.99,?,?,?,129.0,0.9936,3.09,?,?,6.0,2
?,?,?,1.8,0.038,44.0,152.0,?,3.32,?,?,7.0,2
6.9,0.3,0.49,?,0.057,25.0,?,?,3.43,0.63,11.0,7.0,2
7.9,0.42,0.49,8.2,?,?,164.0,0.9965,3.29,?,11.2,7.0,2
?,0.24,0.49,1.3,?,35.0,148.0,?,?,0.57,?,?,2
?,?,0.49,?,0.036,45.0,?,0.9967,?,0.58,?,?,?
7.9,?,0.49,?,?,36.0,157.0,?,3.18,0.48,10.6,?,?
?,0.43,0.49,6.4,0.045,?,115.0,0.9963,3.27,0.57,9.0,4.0,?
8.8,?,0.49,?,0.036,?,?,0.992,?,0.33,10.5,4.0,2
7.8,0.3,0.74,1.8,0.033,?,156.0,?,?,?,12.8,?,2
9.1,0.28,0.49,2.0,?,10.0,?,?,3.15,?,10.1,?,2
?,?,0.49,1.5,0.027,26.0,126.0,?,3.3,0.33,12.2,7.0,2
7.8,0.3,0.74,1.8,0.033,33.0,?,?,3.29,0.52,?,6.0,2
9.1,?,?,2.0,0.059,10.0,?,0.9958,?,0.46,?,5.0,2
8.5,0.19,0.49,3.5,?,29.0,117.0,0.9938,?,0.51,?,6.0,2
7.6,?,?,?,0.046,36.0,?,?,3.06,?,?,5.0,2
7.5,0.19,?,?,0.055,?,?,0.9946,3.33,?,9.9,5.0,?
?,?,?,8.2,0.055,49.0,?,?,3.52,0.58,?,?,?
6.7,0.3,0.74,5.0,?,35.0,157.0,?,3.21,0.46,?,?,2
6.6,0.3,?,4.6,?,?,159.0,?,3.21,0.45,9.9,5.0,?
7.4,?,?,8.2,?,49.0,188.0,0.9974,3.52,?,9.7,6.0,?
6.9,0.22,?,7.0,0.063,?,168.0,?,3.54,?,?,?,2
7.8,0.26,0.49,?,0.045,21.0,?,0.9931,?,0.35,10.3,5.0,2
8.5,0.17,0.49,8.8,?,?,108.0,0.9947,?,0.34,10.5,4.0,?
6.8,0.17,?,?,0.053,61.0,182.0,?,3.63,?,?,6.0,2
6.2,0.27,0.49,1.4,0.05,20.0,?,0.9931,3.32,0.44,9.8,6.0,2
7.1,0.64,0.49,?,?,17.0,?,0.9946,?,?,10.6,?,2
?,0.18,0.74,11.9,0.046,54.0,168.0,0.9978,3.58,?,?,?,2
7.6,?,0.49,13.4,0.062,50.0,?,0.9989,3.22,?,?,4.0,2
9.8,0.31,0.49,15.4,0.046,?,119.0,1.0004,3.18,?,?,5.0,2
9.0,0.3,0.49,?,?,?,?,0.9938,2.94,?,?,6.0,?
?,0.24,0.49,?,?,46.0,?,0.9934,3.03,?,11.9,7.0,2
6.4,0.18,0.74,?,0.046,54.0,168.0,?,3.58,?,10.1,?,?
6.4,0.25,?,?,?,?,209.0,?,3.21,?,9.2,?,2
?,0.3,0.74,13.5,0.039,?,165.0,0.9982,3.02,0.4,8.7,5.0,2
9.3,?,0.49,?,0.042,34.0,?,?,?,0.46,9.8,5.0,2
6.4,?,?,7.8,0.045,52.0,209.0,0.9956,3.21,?,9.2,?,?
7.3,0.3,0.74,13.5,0.039,46.0,165.0,?,3.02,?,8.7,5.0,2
?,?,0.74,?,0.036,?,122.0,0.9926,?,?,11.2,6.0,?
