@relation dataset

@attribute fixedacidity real
@attribute volatileacidity real
@attribute citricacid real
@attribute residualsugar real
@attribute chlorides real
@attribute freesulfurdioxide real
@attribute totalsulfurdioxide real
@attribute density real
@attribute ph real
@attribute sulphates real
@attribute alcohol real
@attribute quality real


@data
8.0,0.22,0.42,14.6,0.044,?,163.0,?,3.21,0.69,8.6,?
?,?,0.29,10.5,0.04,21.0,145.0,0.9966,3.04,?,?,5.0
7.0,?,?,?,0.083,10.0,?,0.9942,3.33,0.37,10.8,?
6.6,0.27,?,?,?,?,?,0.9928,?,0.62,10.5,6.0
?,?,?,?,?,29.0,?,0.991,?,0.78,?,6.0
7.7,?,0.34,1.8,?,?,?,0.9911,2.99,0.48,12.1,7.0
7.4,0.31,0.74,10.7,?,51.0,?,0.9977,?,?,?,?
?,0.45,0.36,8.8,?,?,?,?,?,?,?,?
7.7,?,?,?,0.028,?,?,0.9911,2.99,?,?,?
?,?,?,?,?,29.0,?,0.991,?,0.78,12.5,?
?,0.16,?,?,?,?,?,?,?,?,?,7.0
8.3,0.21,0.4,?,0.032,?,?,0.9907,?,0.6,?,?
7.2,0.32,0.33,?,?,29.0,109.0,0.9902,3.15,0.51,12.8,7.0
?,?,?,?,?,?,78.0,?,3.38,?,11.2,?
?,?,?,1.5,?,16.0,?,0.994,3.14,0.42,?,?
7.5,?,?,9.2,?,?,?,0.9966,3.04,?,?,6.0
?,?,?,?,?,14.0,79.0,?,3.5,0.54,?,6.0
6.9,0.39,0.22,?,0.03,?,102.0,?,3.0,0.87,11.6,4.0
6.9,?,?,4.2,0.031,10.0,102.0,?,3.0,?,11.6,?
7.5,0.23,0.32,?,0.038,?,191.0,0.9966,3.04,?,9.7,?
?,?,0.33,?,0.045,?,131.0,0.9942,?,?,?,6.0
?,?,0.38,?,0.045,?,122.0,0.9925,3.19,0.37,12.6,7.0
?,?,?,?,0.04,45.0,?,?,?,0.47,?,?
7.8,0.23,0.28,?,0.042,?,?,?,?,0.4,?,?
9.0,?,?,?,?,52.0,159.0,?,?,?,?,?
?,?,0.4,7.7,?,?,?,0.9939,?,?,11.4,?
?,0.19,?,6.4,0.067,?,212.0,0.9958,?,?,9.6,6.0
8.2,?,0.36,8.1,?,?,163.0,?,?,0.3,10.3,?
8.0,0.59,0.71,17.35,0.038,?,228.0,1.0,?,?,9.3,?
7.9,0.14,0.45,1.8,?,?,114.0,0.9948,?,?,10.7,?
6.8,?,?,?,?,?,105.0,?,3.13,?,?,?
?,?,?,1.5,?,23.0,?,?,?,?,?,5.0
9.2,0.15,?,1.6,0.046,?,130.0,0.9948,3.02,0.45,10.4,6.0
?,0.17,?,?,?,14.0,94.0,?,?,?,10.3,?
5.2,?,?,13.5,0.041,37.0,?,?,?,0.39,?,6.0
6.3,0.23,0.22,3.75,0.039,37.0,116.0,?,?,?,10.7,?
9.6,?,0.54,?,0.04,?,160.0,0.9938,?,0.43,?,?
9.2,?,0.42,?,?,?,?,0.9949,3.08,0.48,?,?
?,0.31,0.4,?,?,?,?,?,3.15,?,9.3,?
?,?,?,?,?,?,?,?,?,0.46,?,6.0
?,0.255,?,?,?,?,?,?,3.04,?,?,?
7.0,0.15,0.34,?,0.039,?,?,?,3.32,?,?,5.0
6.4,?,?,?,?,?,96.0,?,?,0.51,?,?
6.4,0.25,0.53,6.6,?,?,234.0,0.9955,3.03,?,8.8,5.0
?,?,0.42,1.5,?,6.0,?,0.9914,?,0.74,12.8,?
7.3,0.43,?,4.6,0.028,?,?,0.991,3.23,?,13.2,?
5.1,0.31,0.3,0.9,0.037,?,152.0,0.992,3.54,0.56,?,?
?,0.2,?,1.7,0.093,?,?,?,?,?,?,?
?,0.16,0.35,1.3,0.043,21.0,?,?,3.25,?,?,?
7.7,?,?,?,0.04,28.0,?,?,3.2,?,12.8,?
?,?,0.72,?,0.042,33.0,?,0.9958,?,0.36,?,6.0
6.8,0.26,?,?,0.047,44.0,?,?,3.12,?,?,?
?,?,?,1.2,0.028,13.0,81.0,?,3.37,0.38,11.7,6.0
8.4,0.19,?,2.1,?,?,?,?,?,0.46,9.5,?
?,?,?,?,0.05,24.0,108.0,0.994,?,?,?,5.0
?,?,0.32,?,?,?,110.0,0.9972,?,0.4,?,?
7.9,?,?,?,0.05,?,210.0,1.0004,3.15,?,?,7.0
7.8,0.21,?,1.8,0.034,62.0,180.0,?,?,?,?,?
9.0,?,?,?,?,?,107.0,0.9918,3.21,?,?,6.0
?,?,?,?,?,60.0,?,?,?,?,10.1,?
7.8,0.29,0.36,7.0,0.042,?,161.0,0.9941,?,?,?,8.0
6.7,?,0.3,6.4,?,40.0,?,0.9956,3.29,?,10.0,?
6.7,0.18,0.3,?,?,40.0,251.0,?,?,?,10.0,?
8.4,0.58,?,12.15,0.033,37.0,?,0.9959,2.99,?,?,?
?,0.16,?,0.8,0.04,?,121.0,?,3.27,0.33,?,?
7.6,?,0.23,2.0,0.029,13.0,?,?,3.04,?,10.4,?
?,?,?,12.15,0.033,?,116.0,?,2.99,?,10.8,6.0
6.6,0.25,?,12.4,0.059,52.0,181.0,0.9984,3.51,0.47,?,?
?,0.23,?,?,?,?,165.0,0.9908,?,?,?,8.0
7.3,?,0.37,?,0.043,36.0,113.0,0.991,?,0.48,12.7,?
?,0.46,0.39,6.2,?,?,?,?,?,?,?,?
?,0.35,0.4,?,?,35.0,?,0.9936,?,0.34,?,?
?,?,0.36,7.0,?,?,?,?,3.26,0.37,11.2,8.0
?,0.35,?,0.9,?,15.0,61.0,?,?,0.28,10.4,4.0
?,?,?,?,0.034,?,?,?,3.29,?,?,?
6.5,0.37,?,?,0.027,40.0,130.0,0.9906,3.28,0.39,12.7,?
?,?,?,?,0.047,?,189.0,?,?,0.72,?,6.0
6.7,?,0.3,6.4,?,?,251.0,?,?,0.52,?,?
7.8,?,?,?,?,43.0,?,?,3.43,?,?,?
?,?,?,?,0.04,?,143.0,0.9907,?,0.42,?,5.0
7.3,?,0.41,15.4,0.05,?,?,?,3.32,?,8.9,?
?,?,0.4,?,?,?,?,0.9953,?,0.44,?,6.0
6.8,0.35,?,?,?,35.0,103.0,0.9911,3.28,0.46,12.0,?
?,?,0.32,?,?,31.0,132.0,0.9922,3.36,0.54,10.8,?
6.2,?,?,5.7,?,56.0,?,?,3.52,0.37,10.5,?
6.0,?,?,?,0.038,56.0,189.5,0.9948,?,?,10.6,?
6.4,?,0.33,1.4,0.04,?,115.0,?,?,?,?,?
6.9,?,0.16,?,0.051,?,?,0.994,?,0.38,9.5,4.0
?,?,0.41,?,?,?,?,?,?,0.42,11.4,5.0
?,?,0.28,1.2,0.046,35.0,?,0.9927,?,0.33,10.1,7.0
7.0,0.14,?,?,0.037,22.0,?,?,?,0.43,10.9,6.0
?,0.27,?,3.8,0.058,19.0,115.0,0.9958,?,0.45,8.9,5.0
7.3,0.22,?,15.4,?,55.0,191.0,1.0,3.32,?,?,6.0
7.4,?,?,14.15,0.168,42.0,185.0,0.9984,?,?,9.3,?
?,?,0.39,?,?,?,?,?,3.25,0.4,?,6.0
8.3,?,0.41,9.2,0.042,41.0,162.0,0.9944,?,?,?,7.0
10.7,?,0.56,?,0.044,37.0,?,?,2.87,?,?,6.0
?,0.22,0.56,8.2,?,37.0,?,?,?,0.68,?,6.0
6.9,0.23,?,?,?,24.0,?,?,3.14,0.38,12.4,7.0
?,0.3,0.32,1.7,0.032,30.0,130.0,?,3.28,0.41,11.2,?
?,0.27,?,1.7,0.047,?,134.0,?,?,?,11.4,6.0
6.9,?,?,?,0.05,10.0,?,?,?,0.71,?,?
6.9,0.28,?,1.6,0.047,46.0,132.0,?,?,?,11.1,?
6.9,0.46,?,0.9,0.054,?,126.0,0.992,?,?,?,?
?,?,?,8.5,?,36.0,?,?,?,?,?,?
5.7,?,?,?,0.039,?,98.0,0.992,3.54,0.61,?,7.0
6.6,?,0.16,?,?,28.0,92.0,?,3.12,0.35,9.1,6.0
?,?,?,1.3,?,25.0,102.0,0.9923,?,0.33,10.5,?
?,?,?,?,?,?,133.0,0.993,3.23,?,?,?
?,0.33,?,1.3,?,26.0,?,?,3.77,?,?,5.0
?,0.49,?,4.5,0.039,17.0,?,?,?,?,13.7,7.0
?,0.42,0.33,2.8,?,15.0,?,0.99,3.28,0.51,13.4,?
7.3,0.18,?,1.2,0.044,?,?,0.9918,3.2,0.48,11.3,7.0
8.1,?,?,?,0.037,73.0,?,0.9926,3.06,?,?,6.0
5.9,0.19,?,7.4,?,?,123.0,0.995,3.49,?,?,6.0
6.2,?,?,?,0.029,?,?,?,?,?,12.2,6.0
6.6,?,?,2.8,?,15.0,85.0,0.99,3.28,?,?,?
?,?,?,?,?,19.0,?,?,?,?,?,?
5.6,0.49,?,?,?,17.0,116.0,?,3.42,?,13.7,7.0
?,0.19,0.33,?,?,?,98.0,?,?,0.46,?,7.0
?,?,0.29,?,0.044,12.0,?,?,3.2,0.48,11.3,?
7.3,0.25,0.36,?,?,35.0,200.0,0.9986,3.04,0.46,?,7.0
?,0.25,0.36,13.1,0.05,?,?,?,3.04,?,8.9,7.0
?,?,?,5.7,?,?,?,0.9928,3.19,?,?,6.0
?,?,0.36,?,0.05,35.0,200.0,?,3.04,0.46,8.9,?
6.3,0.67,?,?,0.052,57.0,222.0,?,3.17,?,9.3,6.0
?,?,0.29,5.4,0.044,31.0,?,0.994,3.3,?,11.1,8.0
?,0.26,?,?,?,?,?,0.9937,3.34,0.64,?,?
9.0,0.31,?,?,?,11.0,73.0,0.9938,2.9,?,11.6,?
?,?,0.24,?,0.069,?,?,?,?,?,10.2,?
?,0.22,?,6.8,?,12.0,?,?,?,0.38,?,8.0
7.1,?,0.28,?,0.033,16.0,78.0,?,2.91,?,?,?
?,0.25,?,?,0.05,35.0,?,?,3.04,?,?,?
7.9,?,?,?,0.04,29.0,?,0.9932,?,?,10.6,6.0
?,?,0.32,5.9,0.037,39.0,97.0,?,?,0.4,11.6,?
?,?,?,5.7,0.035,?,?,?,3.19,?,?,?
?,?,?,?,?,?,155.0,0.9925,3.25,0.79,12.3,8.0
?,?,?,7.1,?,?,?,0.9944,3.14,0.41,?,6.0
5.8,0.17,0.3,1.4,0.037,55.0,?,?,3.29,0.38,11.3,6.0
5.9,?,?,?,?,22.0,63.0,0.9932,3.36,0.36,?,?
?,?,0.26,?,?,?,?,0.9934,?,?,?,?
8.6,0.55,?,15.55,0.057,35.5,366.5,1.0001,3.04,?,?,3.0
6.9,?,0.74,?,?,?,?,?,?,0.55,10.2,5.0
7.6,?,0.74,1.6,0.04,?,103.0,0.9916,?,?,?,7.0
?,?,0.49,11.8,?,?,137.0,?,?,?,10.1,?
6.2,?,0.49,?,0.047,17.0,90.0,0.9919,?,0.37,11.6,6.0
5.3,0.165,0.24,?,?,25.0,105.0,0.9925,3.32,0.47,9.1,5.0
?,?,?,?,0.056,36.0,?,?,?,?,?,4.0
?,?,0.49,7.1,?,22.0,?,0.9944,3.14,?,?,?
?,?,0.49,0.9,0.052,?,128.0,?,3.25,?,?,?
7.2,0.22,?,?,?,?,?,?,?,?,12.7,6.0
7.4,0.25,?,1.1,0.042,?,?,?,3.13,0.55,11.3,?
?,?,?,?,0.033,28.0,?,0.9923,?,?,10.4,7.0
6.1,0.22,0.49,1.5,0.051,?,87.0,?,?,0.46,?,5.0
7.0,0.39,0.24,?,?,?,119.0,?,3.0,?,10.1,?
6.1,?,?,1.5,0.051,18.0,87.0,?,?,0.46,?,?
6.5,?,0.49,2.9,0.03,16.0,?,?,?,0.49,?,?
7.1,0.29,0.49,?,?,?,99.0,0.9893,?,?,?,?
?,?,?,?,0.042,35.0,?,0.9917,?,0.55,11.3,5.0
6.9,?,?,?,?,?,?,?,3.17,?,9.6,?
?,?,?,?,0.051,?,243.0,1.0005,2.99,0.7,?,?
8.2,?,?,?,?,28.0,81.0,?,?,?,10.4,?
?,?,?,?,?,67.0,210.0,0.9951,?,0.34,?,5.0
?,0.25,0.49,7.6,0.052,?,226.0,0.9956,3.16,?,8.9,5.0
?,?,0.74,13.6,?,?,162.0,0.998,?,?,8.8,?
?,?,0.24,?,?,17.0,?,0.9928,?,?,10.5,?
8.0,0.25,?,1.2,0.061,27.0,117.0,?,?,0.34,?,?
7.0,0.18,0.49,?,0.04,34.0,125.0,0.9914,?,?,?,6.0
7.8,0.43,0.49,?,?,?,?,?,?,0.35,?,6.0
8.3,?,0.74,?,?,33.0,130.0,0.9924,3.25,0.42,12.2,6.0
?,0.27,0.49,1.2,0.063,?,?,0.9911,?,?,?,6.0
?,0.16,?,1.2,?,?,?,?,3.23,?,?,?
7.4,0.16,?,1.2,?,18.0,150.0,0.9917,?,0.47,11.2,?
6.9,?,0.49,6.6,0.036,?,172.0,?,?,0.27,11.5,?
?,?,?,?,?,?,?,?,?,0.35,11.3,6.0
?,0.4,0.49,?,0.048,11.0,?,0.9929,3.01,0.42,?,?
?,?,0.49,?,?,37.0,158.0,?,?,0.35,11.3,?
?,0.52,?,14.0,0.034,?,156.0,0.9958,?,?,11.8,7.0
8.3,?,0.49,19.8,?,50.0,231.0,?,2.99,?,?,5.0
6.9,?,0.74,11.2,0.069,?,150.0,?,?,?,9.2,5.0
6.3,0.27,?,1.2,?,?,?,0.9911,3.38,?,12.2,?
8.3,0.2,0.74,4.45,?,33.0,?,?,3.25,?,?,6.0
7.1,0.22,0.74,?,0.044,?,?,0.991,3.31,0.41,12.2,?
7.9,0.11,?,4.5,?,?,133.0,0.9946,?,?,?,6.0
8.5,0.17,?,3.6,?,29.0,128.0,?,3.28,0.4,?,6.0
?,?,?,?,?,?,164.0,?,?,0.44,10.8,?
?,?,0.49,?,?,?,?,?,?,0.47,?,?
8.3,0.19,0.49,?,0.051,?,137.0,0.9918,3.06,0.46,?,6.0
?,0.44,?,9.1,0.031,46.0,?,?,3.16,?,?,8.0
?,?,0.74,?,0.044,?,?,0.9931,3.46,?,?,?
?,?,?,6.6,0.036,?,172.0,?,?,0.27,?,6.0
?,0.25,0.49,3.0,?,30.0,96.0,?,?,0.39,12.3,?
?,0.24,?,?,?,15.0,?,?,3.19,?,?,?
7.2,?,?,?,0.048,?,?,?,3.01,0.42,?,?
7.6,?,0.49,14.0,0.034,37.0,?,?,?,0.38,11.8,7.0
7.8,?,0.49,?,?,?,158.0,0.9955,?,?,11.3,?
?,?,?,1.35,0.052,6.0,?,?,?,?,?,5.0
7.0,?,?,5.9,?,?,?,?,?,0.48,10.8,6.0
?,0.25,0.24,3.6,?,?,85.0,?,?,?,?,?
7.2,?,?,1.3,?,?,148.0,?,3.46,0.44,10.2,?
7.1,?,?,8.7,0.028,?,?,0.9962,?,0.36,?,5.0
?,0.51,0.24,?,0.04,10.0,104.0,?,3.05,0.29,10.8,?
7.9,?,0.24,?,0.044,39.0,?,0.9927,2.99,0.28,?,?
7.7,0.16,?,2.0,0.056,20.0,?,0.9948,3.32,0.49,?,?
7.2,?,?,1.3,0.05,18.0,148.0,?,3.46,0.44,?,?
?,0.25,0.24,1.7,?,?,124.0,?,3.37,0.6,?,6.0
6.7,?,?,?,0.046,57.0,?,?,3.62,0.81,10.4,?
?,?,?,?,0.057,13.0,?,0.9942,?,?,?,?
7.5,0.32,?,?,0.053,?,134.0,?,3.14,?,?,?
?,0.28,0.49,1.5,?,20.0,?,?,?,?,10.6,6.0
?,?,0.49,0.9,0.033,17.0,?,?,?,0.7,9.4,?
6.7,0.25,0.74,19.4,?,?,169.0,1.0004,?,0.45,?,?
?,0.26,0.74,13.3,?,68.0,?,0.9972,3.18,0.54,?,6.0
?,0.16,?,?,?,?,187.0,?,?,?,9.3,?
5.6,?,?,1.1,?,?,?,0.9918,?,0.45,?,6.0
?,0.2,?,1.3,?,8.0,97.0,0.9918,?,0.62,11.1,5.0
8.0,0.3,0.49,?,?,47.0,?,?,?,?,10.0,5.0
8.0,?,0.49,9.0,0.033,39.0,?,?,?,0.38,12.3,8.0
7.7,?,?,8.65,0.033,42.0,?,0.9931,3.14,?,12.4,8.0
7.6,0.29,?,?,0.03,?,?,?,?,?,?,?
6.7,0.62,0.24,1.1,0.039,6.0,?,?,?,?,10.4,5.0
?,?,?,1.2,?,?,126.0,0.99,?,0.48,12.1,7.0
7.7,0.27,0.49,?,?,23.0,86.0,?,?,0.42,?,?
?,0.51,?,?,?,?,155.0,?,3.22,0.6,13.0,6.0
7.4,?,0.49,?,0.03,26.0,?,0.994,?,?,11.0,?
?,?,0.49,1.7,?,?,?,?,?,?,?,5.0
?,?,0.24,1.2,?,17.0,?,0.9933,3.13,0.36,?,?
6.8,?,?,?,0.039,24.0,124.0,0.9909,?,0.34,?,?
?,?,0.74,?,?,?,126.0,0.9942,3.26,0.38,?,?
9.2,?,0.49,?,0.041,39.0,130.0,0.9945,?,0.49,?,?
?,?,0.49,?,0.051,51.0,205.0,?,?,?,11.0,6.0
7.8,?,0.74,7.5,0.044,59.0,160.0,?,3.22,0.64,?,6.0
6.8,?,?,?,0.06,50.0,?,?,?,?,?,6.0
?,0.2,?,?,0.053,15.0,?,?,?,?,?,5.0
8.0,?,?,1.8,0.061,?,?,0.9942,?,?,10.0,?
8.8,?,0.74,?,0.042,15.0,?,0.9934,?,?,?,?
7.3,?,?,9.4,?,?,134.0,?,2.99,0.32,11.0,?
7.3,0.22,?,9.9,?,?,?,?,?,?,11.2,6.0
7.4,?,?,?,?,?,?,0.994,2.99,0.32,?,?
?,?,?,1.3,0.039,34.0,?,0.9926,?,0.77,10.5,?
?,?,0.49,?,0.037,53.0,154.0,0.9951,?,?,?,?
?,?,0.49,?,0.038,52.0,163.0,?,3.02,0.33,10.6,6.0
?,0.23,0.49,7.8,?,?,?,?,3.04,?,?,?
8.3,?,?,1.7,0.04,34.0,169.0,?,3.05,?,?,5.0
8.3,0.2,?,?,?,38.0,?,0.9939,3.05,?,?,?
6.6,0.3,0.24,1.2,?,?,121.0,?,?,?,9.2,?
6.9,?,0.49,?,0.041,15.0,164.0,?,3.25,?,11.0,?
?,0.25,0.49,9.0,?,31.0,?,0.998,3.34,0.49,10.0,6.0
6.6,0.21,0.49,18.15,?,?,?,0.9997,3.28,0.39,8.7,?
?,0.27,0.74,12.5,0.037,47.0,156.0,?,?,?,?,?
?,0.27,?,?,0.037,33.0,?,0.992,?,?,?,?
?,?,?,7.7,0.045,?,?,?,3.04,?,11.0,?
7.4,0.27,0.49,?,0.037,?,?,0.992,?,?,11.1,?
?,0.21,0.49,?,0.042,?,158.0,0.9997,?,?,8.7,?
?,0.27,0.74,12.5,?,47.0,156.0,0.9981,?,?,8.7,5.0
8.1,0.3,0.49,8.1,?,26.0,174.0,0.9943,?,?,11.2,?
?,?,?,7.7,?,61.0,?,?,?,0.3,11.1,7.0
7.3,0.26,0.49,5.0,0.028,32.0,107.0,0.9936,3.24,0.54,10.8,6.0
?,0.18,0.74,15.6,0.044,?,?,0.9996,3.38,?,9.0,?
?,?,0.49,1.5,?,17.0,122.0,?,?,?,10.3,?
?,0.13,?,?,0.028,?,24.0,?,?,0.32,9.9,5.0
?,0.28,0.49,?,0.04,32.0,?,?,?,?,?,6.0
?,?,0.49,?,0.034,?,?,?,3.21,0.42,?,?
7.3,0.26,?,5.0,0.028,?,107.0,?,3.24,0.54,10.8,6.0
?,0.18,0.74,?,0.044,44.0,?,?,3.38,0.67,9.0,?
7.1,0.53,?,?,0.029,?,?,0.993,3.16,?,9.1,?
7.2,0.16,?,1.3,?,?,104.0,0.9924,?,0.57,10.6,?
7.3,0.14,0.49,?,0.038,28.0,99.0,0.9928,3.2,?,?,?
8.9,?,?,?,?,?,24.0,0.9926,2.91,0.32,?,5.0
?,0.12,?,?,0.049,?,152.0,?,3.18,0.47,?,?
6.7,0.29,?,?,?,?,156.0,0.9945,3.13,?,?,6.0
6.7,0.3,?,?,?,?,?,0.9945,?,?,9.9,6.0
7.1,0.36,?,?,?,32.0,102.0,?,?,0.59,12.8,6.0
8.5,?,?,1.5,?,?,?,?,3.03,0.4,10.3,?
7.9,?,?,5.2,?,36.0,?,?,?,0.48,?,?
6.6,?,?,1.2,0.122,?,?,?,3.09,0.31,?,6.0
7.3,0.21,0.49,1.8,0.038,?,?,0.9912,3.32,?,?,7.0
?,0.3,?,?,0.057,?,156.0,0.9962,3.43,?,11.0,7.0
?,?,0.49,8.2,0.056,?,164.0,0.9965,3.29,0.6,11.2,?
6.9,0.24,0.49,1.3,?,?,148.0,?,3.45,?,10.7,?
?,?,?,10.0,0.036,?,182.0,?,3.08,?,?,6.0
?,0.18,?,5.2,?,36.0,?,?,?,0.48,10.6,6.0
6.2,0.43,?,?,?,?,115.0,0.9963,?,0.57,?,4.0
8.8,0.35,?,1.0,0.036,14.0,?,0.992,2.96,0.33,10.5,4.0
7.8,0.3,0.74,1.8,?,33.0,?,0.991,?,0.52,12.8,?
9.1,?,0.49,2.0,?,?,112.0,0.9958,3.15,0.46,10.1,5.0
?,0.34,?,?,0.027,?,126.0,0.99,?,?,12.2,7.0
7.8,0.3,0.74,?,0.033,33.0,156.0,?,3.29,0.52,?,6.0
?,0.28,0.49,2.0,?,10.0,?,?,3.15,?,10.1,5.0
?,0.19,0.49,3.5,?,29.0,117.0,0.9938,?,0.51,?,?
7.6,?,?,?,0.046,36.0,?,?,3.06,?,?,5.0
7.5,0.19,?,1.8,0.055,?,110.0,?,?,0.44,9.9,5.0
7.4,?,0.49,8.2,?,49.0,?,0.9974,3.52,?,9.7,6.0
6.7,?,0.74,5.0,0.038,?,157.0,?,3.21,0.46,9.9,?
6.6,0.3,0.74,4.6,?,?,159.0,?,3.21,0.45,9.9,5.0
?,0.3,0.49,?,?,?,?,?,?,?,9.7,?
?,0.22,0.49,7.0,0.063,?,?,?,3.54,?,10.3,?
7.8,0.26,?,3.1,0.045,?,116.0,0.9931,3.16,?,10.3,5.0
8.5,?,?,?,0.048,?,?,?,2.88,0.34,10.5,4.0
?,?,0.74,?,0.053,?,?,?,?,0.76,10.5,6.0
6.2,0.27,0.49,?,?,?,?,?,3.32,?,9.8,?
7.1,?,?,?,0.05,17.0,128.0,0.9946,?,?,10.6,?
?,?,0.74,?,0.046,?,?,0.9978,?,0.68,10.1,5.0
?,?,?,?,?,?,?,?,?,?,?,4.0
?,0.31,?,15.4,?,13.0,?,1.0004,3.18,0.45,?,?
9.0,?,?,7.2,?,32.0,?,?,2.94,?,?,6.0
?,0.24,0.49,7.4,0.039,?,108.0,0.9934,3.03,0.33,11.9,7.0
?,0.18,?,11.9,0.046,54.0,?,?,?,?,10.1,5.0
6.4,0.25,0.74,?,?,?,?,0.9956,?,?,9.2,?
7.3,?,0.74,13.5,0.039,46.0,165.0,0.9982,?,?,?,?
9.3,0.31,0.49,?,?,34.0,?,0.9948,?,?,9.8,?
6.4,0.25,?,7.8,0.045,52.0,?,?,?,0.42,?,?
?,0.3,0.74,?,0.039,46.0,?,?,?,?,?,5.0
7.0,0.27,?,?,?,27.0,?,0.9926,?,0.48,11.2,6.0
?,0.14,?,?,?,30.0,165.0,?,?,?,?,?
6.4,0.12,?,6.4,?,49.0,161.0,?,?,0.44,10.4,?
?,?,?,?,0.047,?,111.0,?,?,0.41,?,?
?,?,?,7.3,0.043,9.0,63.0,0.9953,?,0.59,10.5,6.0
?,?,?,3.8,?,?,?,0.9938,2.95,?,?,?
6.4,0.27,?,?,0.046,53.0,206.0,?,?,?,?,6.0
6.6,?,0.01,2.7,?,56.0,122.0,?,3.15,?,?,5.0
?,0.27,0.49,?,?,?,206.0,0.9956,3.24,0.43,9.2,?
?,0.24,0.74,1.4,0.172,?,108.0,?,3.27,0.39,?,6.0
6.7,?,0.49,?,?,20.0,?,0.9914,?,0.5,11.4,6.0
7.0,0.29,0.49,?,0.047,37.0,?,0.9938,?,0.4,9.4,?
?,?,0.49,8.0,0.046,55.0,223.0,0.996,?,?,10.7,?
5.6,0.39,?,?,0.034,27.0,77.0,0.9906,?,?,12.7,?
5.6,?,0.24,1.9,?,?,53.0,0.98815,?,?,?,?
?,?,?,?,0.048,?,?,0.9942,3.24,?,?,5.0
?,?,?,?,?,?,?,0.9903,?,?,12.9,?
?,?,0.49,?,?,?,109.0,?,?,?,12.5,?
5.8,?,0.49,?,0.04,?,118.0,?,3.34,0.38,9.5,7.0
6.9,?,?,23.5,?,59.0,235.0,?,2.98,0.47,?,?
?,0.2,0.49,?,?,46.0,212.0,?,?,?,?,?
?,?,?,1.7,?,44.0,?,?,3.07,0.46,?,?
?,?,?,5.2,?,?,?,?,3.12,0.34,?,?
?,0.26,0.49,3.2,?,?,87.0,?,3.03,?,11.3,7.0
?,0.14,?,1.5,0.035,?,120.0,0.9928,3.26,?,10.6,7.0
8.0,?,0.49,?,0.035,40.0,?,0.9958,?,?,?,?
?,?,0.49,?,?,42.0,?,?,?,?,10.7,6.0
?,?,0.49,7.3,?,61.0,?,?,?,?,?,6.0
?,?,0.49,1.6,?,?,143.0,?,?,?,9.2,6.0
?,?,?,?,?,53.0,?,0.9982,3.14,?,?,?
?,0.22,?,?,0.029,31.0,128.0,0.9928,3.41,0.36,11.3,8.0
7.8,?,?,3.2,?,28.0,87.0,?,3.03,0.32,?,7.0
?,?,?,1.6,0.05,17.0,?,0.9956,3.13,?,?,?
?,0.44,?,?,?,?,169.0,?,3.11,0.37,8.7,6.0
7.0,?,?,5.9,0.053,?,118.0,?,3.36,0.36,9.4,?
9.0,0.17,0.49,1.0,0.039,46.0,131.0,?,3.09,0.51,?,7.0
6.4,0.26,0.49,?,0.037,37.0,?,?,?,?,9.7,?
?,0.22,0.49,?,?,?,?,0.9987,?,0.44,10.2,?
?,?,?,?,0.05,17.0,131.0,0.9956,?,0.34,9.4,5.0
?,?,?,3.5,?,14.0,108.0,0.9928,3.19,?,11.5,?
?,0.15,?,?,?,?,?,0.9951,?,?,?,6.0
6.9,0.25,0.24,?,?,6.0,121.0,?,3.23,0.7,?,5.0
?,?,0.49,?,0.057,?,108.0,?,?,0.35,?,?
7.1,?,?,6.5,?,?,111.0,0.9926,3.41,?,?,?
?,?,0.49,6.7,?,?,?,?,?,0.38,11.0,?
?,?,0.49,?,0.048,?,228.0,?,?,?,9.2,6.0
7.5,0.14,?,1.6,0.035,?,126.0,?,?,?,10.2,?
7.8,?,?,?,0.043,29.0,149.0,?,?,0.33,10.0,5.0
?,?,?,?,?,43.0,160.0,?,3.13,0.48,?,6.0
7.6,0.47,0.49,13.0,0.239,42.0,220.0,?,2.96,?,?,?
?,0.22,?,?,0.042,26.0,?,?,3.1,?,?,?
?,?,0.49,7.0,?,29.0,149.0,?,?,?,?,5.0
?,0.22,0.49,?,0.054,42.0,?,0.9948,?,0.52,?,?
7.3,0.19,?,?,?,?,134.0,0.9998,3.42,0.36,9.1,7.0
?,?,?,12.3,?,50.0,?,?,?,?,?,?
?,0.19,?,?,0.058,50.0,134.0,?,3.42,?,9.1,7.0
7.5,0.24,?,9.4,0.048,50.0,149.0,0.9962,3.17,?,?,7.0
?,?,0.49,7.5,0.054,42.0,?,?,?,?,?,?
7.8,?,?,1.2,?,20.0,99.0,?,?,0.28,12.1,7.0
7.1,?,0.49,?,0.045,?,100.0,?,?,?,10.2,5.0
6.9,0.26,0.49,?,?,39.0,?,?,3.65,?,9.4,?
?,?,0.49,3.95,?,?,131.0,?,?,0.67,12.8,7.0
6.4,0.42,0.74,?,?,48.0,209.0,0.9978,?,?,9.0,?
8.2,0.29,0.49,1.0,?,29.0,118.0,0.9928,?,0.36,?,?
7.9,?,0.28,?,?,35.0,?,1.0103,3.15,0.38,8.8,?
6.6,0.46,?,?,0.052,?,184.0,?,?,0.38,?,5.0
7.8,0.28,?,1.3,?,?,?,0.9936,3.09,?,10.2,5.0
5.8,?,?,1.1,?,?,98.0,0.9929,3.19,0.48,?,5.0
