@relation dataset

@attribute class {B, C, D, E, F, H}
@attribute largest_spot_size {A, H, K, R, S, X}
@attribute spot_distribution {C, I, O, X}
@attribute Activity {1, 2}
@attribute Evolution {1, 2, 3}
@attribute Previous_24_hour_flare_activity_code {1, 2, 3}
@attribute Historically-complex {1, 2}
@attribute Did_region_become_historically_complex {1, 2}
@attribute Area {1, 2}
@attribute Area_of_the_largest_spot {1, 2}
@attribute C-class_flares_production_by_this_region {0, 1, 2, 3, 4, 5, 6, 8}
@attribute M-class_flares_production_by_this_region {0, 1, 2, 3, 4, 5}
@attribute X-class_flares_production_by_this_region {0, 1, 2}


@data
?,S,O,1,?,1,?,?,?,1,?,?,0
?,S,?,?,3,?,?,1,1,?,?,?,0
C,S,O,?,?,1,?,2,1,1,?,?,0
H,?,?,1,2,1,1,2,1,?,?,?,0
?,?,?,1,?,?,?,?,1,?,?,0,?
?,H,O,?,?,?,?,2,1,1,1,0,0
B,X,O,?,?,1,?,?,1,?,?,?,?
F,?,?,?,?,?,2,?,2,1,0,?,?
?,A,O,2,2,?,?,2,?,?,?,?,?
D,?,?,1,?,1,?,?,1,1,?,?,?
?,?,X,1,?,1,1,?,?,1,0,0,?
C,R,I,1,3,?,?,2,1,?,0,0,?
D,?,O,1,3,1,?,?,1,?,1,?,?
H,?,?,?,?,?,1,?,1,1,0,?,?
C,?,?,2,3,?,1,?,1,?,1,?,?
C,S,?,?,2,1,?,2,?,?,?,?,0
F,?,?,2,?,1,2,2,?,?,?,?,0
E,?,O,?,2,1,?,2,1,?,?,0,0
C,?,I,1,?,1,1,2,?,?,0,0,?
?,?,?,1,?,1,?,?,?,?,0,?,0
?,?,?,1,3,1,1,?,1,1,?,?,?
D,?,?,1,?,1,?,2,1,?,1,?,?
C,?,O,?,3,?,1,?,1,1,0,?,0
H,?,?,?,1,1,1,2,1,1,?,0,?
?,?,?,2,2,?,?,2,?,?,?,?,0
?,?,I,1,?,?,2,2,1,?,2,0,?
?,R,?,?,?,1,?,?,?,1,?,?,?
D,?,O,1,3,?,?,?,1,1,?,0,?
?,?,?,?,2,1,2,?,1,?,?,0,?
D,?,?,?,?,1,?,2,?,?,?,?,?
C,S,?,1,?,1,1,2,1,1,?,?,?
H,S,?,?,2,1,1,2,1,?,0,?,0
H,S,?,1,3,?,1,2,?,1,0,0,0
?,A,I,?,2,1,2,?,?,1,1,?,?
D,R,I,2,?,1,1,?,?,?,?,?,?
?,A,?,1,?,1,1,?,1,?,?,?,0
?,?,O,?,2,3,?,2,1,1,?,?,?
D,?,O,?,2,1,1,?,1,?,0,0,?
?,R,?,1,3,1,?,?,?,1,1,0,?
?,S,X,1,2,1,1,?,1,1,?,?,?
?,S,?,1,2,1,?,2,1,?,?,0,?
F,K,?,2,3,?,?,?,?,1,3,?,?
?,?,?,?,?,1,2,?,1,?,0,?,?
D,A,?,?,?,?,?,?,1,?,?,?,0
B,?,?,?,2,1,?,2,?,1,0,?,0
D,?,O,1,3,1,?,?,?,1,0,?,0
?,A,?,2,?,1,1,?,?,1,?,0,?
?,R,O,1,3,?,?,2,?,1,?,0,0
?,X,O,1,3,?,1,2,?,?,?,0,0
?,X,O,?,2,?,?,?,?,1,?,?,?
?,?,X,?,?,?,1,2,?,1,0,?,?
H,?,X,?,2,?,?,?,?,1,?,?,0
?,?,I,2,?,?,2,?,1,1,?,0,0
?,?,C,1,3,?,2,2,1,?,1,?,?
D,A,I,1,2,1,2,?,1,?,?,0,?
?,S,?,?,1,1,?,2,1,1,0,0,?
D,?,?,?,2,1,?,2,?,1,?,?,?
D,?,?,2,?,1,?,2,1,1,0,?,?
D,R,?,1,?,1,1,?,1,1,?,?,0
?,?,O,?,?,1,1,?,1,1,?,0,0
?,R,O,?,?,?,?,?,1,?,0,?,?
?,?,?,1,?,?,1,?,?,?,?,?,0
H,R,X,?,2,1,1,1,1,1,0,0,?
H,?,?,?,2,?,?,?,?,1,0,0,0
?,S,O,?,1,?,2,?,?,1,?,?,0
?,R,?,2,2,?,2,?,1,1,?,0,0
?,?,O,1,2,1,2,?,?,1,?,0,0
H,?,?,2,3,2,?,?,1,?,0,?,0
?,?,?,?,2,?,?,2,1,1,?,0,?
?,A,?,1,2,?,1,2,?,1,?,?,?
H,S,X,?,1,1,?,2,?,1,?,0,0
?,?,O,?,?,?,?,2,1,1,?,0,?
D,R,O,1,3,1,?,?,?,1,?,0,?
C,R,O,?,3,1,1,?,?,?,?,0,0
?,S,?,1,2,?,?,1,?,1,?,?,0
C,R,?,1,3,1,?,2,1,1,?,?,?
?,?,O,?,?,?,?,?,?,?,?,?,0
?,?,?,1,?,1,2,?,1,?,?,0,?
H,?,?,?,2,?,2,2,1,1,0,?,?
H,?,?,?,?,1,1,?,?,?,?,?,0
D,?,I,1,?,1,?,?,?,?,?,?,?
?,?,O,?,3,?,?,?,?,1,?,?,0
?,?,?,?,?,1,?,2,1,?,?,0,?
?,S,I,1,3,?,1,2,?,?,0,?,0
H,R,?,1,?,1,?,2,1,1,?,0,0
?,?,?,1,2,?,2,?,1,1,0,0,0
H,?,X,?,?,1,1,2,1,?,0,?,0
?,?,?,1,3,1,?,?,?,1,0,?,0
?,?,?,?,?,?,?,?,1,?,?,?,0
?,X,O,1,?,1,1,2,?,?,?,?,0
?,S,O,1,2,1,?,?,?,?,0,?,?
B,X,?,2,?,?,2,?,?,1,0,?,0
H,?,?,1,2,?,?,2,?,1,?,0,?
D,?,O,1,?,?,?,?,1,?,0,0,0
?,?,O,?,?,?,2,2,?,1,0,?,?
B,?,O,1,2,1,?,?,1,?,0,0,0
?,?,?,?,?,?,1,?,1,1,?,?,?
C,?,?,?,2,1,?,2,1,1,?,0,0
?,?,?,?,?,?,?,2,?,1,0,0,?
C,A,O,?,?,1,2,2,?,1,?,0,?
H,S,?,?,3,?,1,2,1,?,?,0,0
C,?,?,?,3,1,?,2,1,1,0,?,?
?,?,X,1,?,?,1,2,?,1,?,0,0
?,R,?,1,3,1,?,2,1,1,2,0,?
?,A,O,1,?,?,?,?,1,?,?,0,0
B,?,?,1,3,1,1,?,1,1,0,0,0
H,?,X,?,?,1,?,?,1,1,?,0,?
?,?,?,2,?,3,2,?,?,?,?,0,?
H,R,X,1,?,?,?,?,?,?,0,?,0
?,R,?,?,2,?,?,2,?,1,0,?,?
C,R,O,1,?,1,?,?,?,1,0,0,?
?,?,X,1,?,1,?,?,?,1,0,?,?
C,?,O,?,?,1,1,2,?,1,?,0,?
B,?,O,?,3,?,?,2,1,1,?,0,0
D,?,I,?,3,1,1,?,1,1,2,?,?
?,?,X,?,?,?,2,2,1,?,0,?,?
?,R,O,1,3,?,1,?,1,?,0,?,0
H,S,?,?,3,?,?,?,1,1,0,?,?
?,X,?,?,2,?,?,2,?,?,?,?,?
H,S,?,?,2,1,1,?,?,?,?,0,0
C,S,O,1,2,1,2,?,?,1,?,0,0
?,?,?,?,1,?,?,?,1,?,?,0,0
?,R,X,?,?,1,?,?,?,?,0,0,?
E,A,I,?,?,1,?,?,?,?,1,?,0
?,R,I,?,?,?,2,?,?,1,?,0,0
C,R,?,?,2,1,?,2,1,?,0,0,?
?,?,?,1,?,?,?,?,1,1,?,0,0
C,S,O,1,?,?,?,2,1,?,?,?,0
?,?,?,2,?,?,2,?,1,1,0,0,0
B,X,O,?,?,?,?,2,1,1,?,?,?
C,?,O,1,3,1,?,2,1,?,?,?,0
D,A,I,1,?,?,?,2,1,?,0,?,?
?,A,?,2,?,1,?,2,1,?,?,0,0
D,?,?,2,?,2,?,2,1,1,?,?,0
?,S,?,1,?,?,1,2,?,1,?,?,0
H,S,?,1,?,1,2,2,?,1,0,0,?
C,A,?,1,2,1,?,2,?,?,?,?,0
C,?,?,?,2,?,2,?,?,?,0,0,?
C,A,?,1,2,1,?,?,1,?,?,0,?
B,X,O,?,2,?,?,?,1,?,?,0,0
D,A,?,2,3,1,?,?,?,?,0,0,0
C,?,O,1,?,?,?,2,1,?,?,0,?
B,X,O,1,?,?,?,2,1,1,?,0,?
?,?,?,?,2,?,2,?,?,?,0,?,?
?,A,?,1,?,1,2,?,?,?,?,?,0
?,R,?,1,?,?,?,2,?,1,0,0,0
?,R,O,?,2,1,?,2,?,1,0,?,?
?,?,I,1,?,?,?,?,1,?,?,0,?
?,?,?,2,3,?,?,2,1,1,2,0,?
?,R,O,1,?,1,1,2,1,1,?,0,0
?,X,?,?,?,?,1,2,1,?,0,?,?
D,?,?,1,?,1,1,2,?,?,0,?,0
?,?,?,?,?,1,?,2,?,1,0,?,0
?,?,?,?,?,?,2,?,?,?,0,0,0
?,A,O,1,?,?,?,2,?,?,0,?,?
?,?,?,?,?,?,?,2,1,1,?,0,0
C,R,?,?,?,1,1,?,1,1,?,?,?
C,R,?,1,1,1,1,2,?,1,0,0,0
H,?,?,1,?,1,2,2,1,1,?,?,?
C,?,?,1,?,1,?,2,?,1,0,0,0
D,S,?,2,?,1,2,?,?,1,?,?,?
?,X,O,2,?,?,1,2,1,1,?,?,0
C,S,O,?,3,1,1,?,1,1,0,?,?
B,?,?,1,?,1,1,?,1,?,?,0,0
?,?,?,?,3,1,?,2,?,1,0,0,0
H,S,?,?,?,?,?,?,?,?,?,0,0
?,A,I,?,?,?,?,?,1,?,0,1,?
H,?,X,?,2,1,?,?,1,1,0,0,0
?,R,?,1,2,?,1,2,1,1,?,?,0
H,R,?,1,2,?,?,?,?,1,0,0,0
?,S,?,1,?,1,?,1,1,?,?,0,?
?,?,X,1,?,?,?,2,1,?,?,0,0
D,?,I,?,3,2,?,?,?,1,2,?,?
?,?,O,1,2,1,?,2,?,1,?,0,?
?,?,I,1,?,1,1,?,1,?,?,?,?
B,?,O,1,?,?,1,2,?,?,0,0,?
?,S,X,1,2,?,?,?,1,?,0,?,?
B,?,O,?,3,?,1,2,?,?,0,?,0
H,?,X,1,2,1,1,?,1,?,0,1,0
?,K,?,1,?,?,2,?,1,?,?,?,?
?,X,O,?,1,?,1,?,1,1,?,0,0
B,?,O,1,?,?,?,?,?,1,?,?,0
?,?,?,1,?,?,?,1,1,1,0,?,0
C,?,?,?,3,3,1,2,?,?,0,?,?
B,X,?,1,?,?,?,?,?,1,?,0,?
?,?,O,1,2,?,1,?,1,1,?,?,?
?,K,I,?,?,?,?,?,1,?,?,1,0
?,?,?,?,?,1,1,2,1,1,0,0,0
H,S,X,1,2,1,?,1,?,1,0,0,?
?,S,O,?,3,?,?,?,1,1,0,0,0
B,X,O,?,3,1,?,2,?,1,?,?,?
D,?,?,?,?,?,?,2,1,1,0,0,0
?,R,O,1,3,1,?,?,?,?,?,0,0
?,?,O,1,3,?,1,?,1,?,?,?,0
D,?,I,?,2,1,2,?,?,1,?,?,?
?,A,?,?,?,1,?,2,1,?,0,?,0
H,S,?,1,2,1,1,?,1,?,0,?,0
C,?,O,2,?,2,?,?,1,1,?,?,0
?,?,O,1,?,1,1,2,?,?,0,?,?
?,?,?,1,2,?,1,2,?,?,?,?,0
?,?,?,1,2,?,1,2,?,1,?,?,?
B,X,?,1,?,?,1,?,1,1,?,0,?
B,X,?,1,3,1,1,?,?,?,?,?,?
D,?,O,1,?,?,?,2,1,1,?,?,0
?,A,I,?,2,?,?,?,?,?,0,0,?
D,S,?,?,3,1,1,?,1,?,1,?,?
D,?,I,?,?,?,?,2,?,?,?,?,0
?,S,?,?,3,1,1,?,?,1,?,0,0
?,R,?,?,3,1,1,?,1,?,0,0,?
C,?,O,?,?,?,1,2,1,1,?,0,0
?,X,?,?,2,?,1,2,1,?,?,?,?
B,?,?,1,?,1,?,2,1,1,0,0,0
D,?,?,?,?,?,1,?,1,1,0,0,0
?,?,X,?,2,1,?,1,1,1,?,?,0
?,R,?,?,?,1,1,2,1,?,1,?,0
H,A,?,?,1,1,2,2,?,1,0,?,?
H,S,X,1,1,?,1,?,1,1,?,?,0
?,A,I,1,3,1,2,?,?,1,?,0,0
?,S,X,1,1,1,1,?,1,1,?,?,0
?,S,O,?,2,1,1,2,1,1,0,0,0
?,?,O,?,2,1,1,?,?,1,?,0,0
D,S,I,2,3,?,?,2,?,?,0,?,0
?,?,C,?,?,?,2,2,1,1,?,?,?
H,S,X,1,3,?,?,1,1,1,?,?,0
?,R,?,?,2,1,?,?,?,1,?,0,?
?,?,O,?,3,1,1,?,1,1,?,?,?
?,?,?,?,3,?,?,?,1,1,?,?,0
?,S,?,1,3,1,1,2,?,?,?,?,0
?,S,?,?,2,?,1,1,?,1,0,0,0
B,X,?,1,2,?,?,?,?,1,?,0,0
E,A,I,?,3,1,?,2,1,?,?,?,?
D,S,?,1,3,1,?,2,?,1,?,?,0
H,?,X,1,?,1,1,2,1,?,0,?,?
H,R,X,?,?,1,?,2,1,?,?,0,0
D,A,O,1,1,?,2,2,?,1,0,?,0
?,?,I,?,2,1,?,2,?,?,?,0,?
?,S,X,?,2,?,1,?,1,1,?,0,0
C,R,?,2,?,?,?,2,?,1,0,0,?
C,?,O,1,3,1,1,2,1,1,0,0,?
D,S,I,?,?,?,1,2,?,?,1,0,0
?,R,X,?,?,?,?,?,?,?,?,0,?
?,?,X,1,?,1,1,2,1,?,?,0,0
E,?,?,?,3,?,2,?,?,1,?,?,?
D,?,?,1,?,?,?,?,?,1,?,?,?
?,S,?,1,3,1,1,?,1,?,0,?,?
H,S,?,2,2,?,1,2,1,1,?,?,0
D,R,?,1,3,?,2,?,?,?,?,?,0
?,?,O,?,2,?,2,?,1,1,0,0,?
?,H,?,1,?,?,?,?,?,?,?,0,?
C,?,?,?,?,?,1,2,1,?,?,?,?
?,S,?,1,?,1,2,2,1,?,1,0,0
?,R,?,?,3,?,1,2,1,?,?,?,?
?,R,?,1,?,1,1,?,1,1,0,?,0
?,?,?,?,2,?,?,?,?,?,0,?,?
?,S,X,1,?,1,?,?,1,?,?,0,?
?,A,O,?,1,1,2,?,1,1,?,?,?
D,S,I,?,?,?,?,?,1,1,?,0,0
H,?,X,1,?,1,?,?,?,1,?,?,0
C,R,?,1,3,?,2,?,?,1,?,0,0
D,R,?,?,?,1,2,?,?,1,0,0,?
?,?,X,?,2,?,1,?,?,1,?,?,?
B,X,?,1,2,1,?,?,?,1,0,0,0
E,?,?,?,3,?,2,?,1,?,2,?,0
?,?,O,?,?,?,?,?,?,1,?,1,?
?,H,?,1,?,?,?,?,1,1,0,?,0
D,A,I,1,?,1,1,2,?,1,?,?,?
?,?,O,?,?,?,1,?,?,?,0,0,0
?,?,?,1,3,?,?,2,1,?,0,0,?
?,S,?,1,?,1,?,?,?,1,0,0,0
?,S,X,?,?,1,1,?,?,1,0,?,?
D,?,I,?,3,1,?,?,?,?,?,?,?
C,R,O,1,?,?,?,?,?,1,?,0,0
?,?,O,1,?,1,2,?,1,1,0,0,0
?,S,X,?,3,?,1,1,?,?,0,?,?
D,?,?,1,?,1,?,2,1,?,?,?,0
?,?,I,?,2,?,2,2,1,1,3,?,0
?,A,I,2,3,?,1,?,1,?,?,?,?
?,?,O,?,?,?,?,?,?,?,?,0,?
H,A,X,1,3,?,?,?,?,?,?,?,0
D,?,I,1,3,?,?,2,1,1,3,?,?
?,?,O,?,?,1,?,2,1,?,?,?,?
?,S,O,1,1,1,?,?,?,?,0,0,?
?,?,X,1,?,?,?,?,1,1,0,0,?
?,?,O,?,1,1,?,?,?,?,0,0,0
C,R,O,?,?,1,1,2,1,?,0,?,?
?,X,O,1,2,1,?,?,?,1,?,?,0
H,S,?,?,3,?,?,?,?,?,?,?,?
?,?,?,?,2,?,?,?,1,?,0,?,0
E,A,O,2,?,?,2,?,?,?,?,?,0
?,?,I,?,?,?,2,?,?,?,?,0,?
?,A,X,1,3,?,?,?,?,?,0,?,0
D,A,I,2,3,?,2,?,?,?,?,1,?
?,R,?,1,?,?,?,2,?,?,?,0,?
?,?,O,?,?,1,?,?,?,?,0,0,?
H,?,X,?,2,1,1,?,1,?,?,0,?
?,?,?,?,?,1,2,2,1,1,0,?,?
?,S,?,1,?,1,?,?,?,1,0,0,?
C,A,O,?,1,?,?,?,1,1,0,0,?
E,?,?,1,?,?,?,2,1,1,?,0,?
E,?,?,2,?,?,?,?,1,?,0,?,?
H,A,?,1,2,1,2,1,?,1,0,?,0
?,?,?,2,?,3,2,?,?,1,?,?,0
E,?,?,1,?,?,2,?,1,?,?,0,0
?,R,?,?,?,?,?,1,?,?,0,0,0
?,?,X,1,3,?,1,?,1,1,0,0,0
D,A,I,1,?,1,2,2,1,1,0,1,0
H,?,?,?,?,?,?,?,?,1,?,0,?
?,?,?,2,3,?,?,2,?,?,?,?,?
?,A,?,?,?,1,?,2,1,?,?,0,?
C,?,O,?,2,?,?,?,?,?,0,?,?
D,?,C,?,2,?,?,2,?,?,0,0,0
?,?,?,?,3,1,2,?,1,1,?,1,?
H,R,?,1,3,1,1,1,?,?,0,0,0
D,?,I,1,?,?,1,?,1,?,1,0,?
?,S,X,1,3,?,?,?,?,1,?,0,?
?,S,?,1,3,1,?,1,?,1,0,0,0
?,?,?,1,3,?,?,2,1,1,0,?,?
H,?,?,1,?,?,?,?,1,1,?,?,0
H,A,?,1,?,?,2,2,?,?,0,0,0
?,A,I,1,?,?,?,2,?,1,?,?,?
C,A,O,?,3,1,2,?,?,1,0,?,0
C,A,?,1,2,?,?,2,?,?,0,0,0
?,?,?,1,3,1,2,2,1,1,0,?,?
?,S,?,1,2,?,1,1,?,1,1,?,?
?,R,?,2,?,?,?,?,1,?,?,0,?
?,S,X,?,?,1,?,?,1,1,?,0,0
B,?,?,1,3,?,1,?,1,?,?,0,?
D,S,O,1,?,3,2,?,?,1,0,?,0
?,?,?,1,2,?,1,?,?,?,?,?,?
F,?,?,?,?,?,2,?,1,?,?,0,?
?,R,O,?,?,1,2,?,?,1,?,?,?
?,A,I,?,3,3,2,2,1,1,1,0,0
?,S,X,1,?,1,1,?,1,1,?,0,?
C,A,?,?,2,?,2,?,?,1,?,?,?
H,?,?,?,2,1,?,?,?,1,0,?,0
?,?,?,1,?,1,1,?,1,?,?,?,?
?,R,O,?,?,?,1,?,1,1,0,?,?
?,S,X,1,2,?,?,1,?,1,0,0,0
?,A,I,2,2,1,?,2,?,?,?,0,?
?,?,?,?,2,?,?,2,1,1,0,0,?
?,?,?,1,3,1,2,?,?,?,?,0,0
E,?,I,1,?,?,2,?,?,1,?,0,?
H,S,?,2,?,1,1,?,?,1,?,0,0
?,?,I,?,?,1,?,?,?,1,0,?,0
H,S,X,1,?,1,?,?,?,1,?,0,?
D,?,?,?,3,?,2,2,?,?,?,?,?
C,R,O,1,?,?,?,?,?,1,?,0,0
?,?,X,?,?,?,1,?,1,?,?,0,0
?,?,?,?,?,?,?,?,1,1,0,?,?
?,R,X,1,1,?,?,?,?,1,?,0,0
H,S,?,2,3,?,?,2,1,?,0,?,?
?,S,?,?,?,1,2,?,1,?,?,?,0
?,S,X,?,?,1,?,?,?,1,?,?,0
D,?,?,?,?,1,?,?,1,?,?,0,0
?,R,?,?,2,?,2,1,?,?,?,?,0
D,?,O,?,?,?,?,2,1,1,0,?,0
H,?,X,1,1,?,?,2,1,?,?,0,?
B,X,O,?,?,1,?,2,1,?,0,?,0
H,?,?,1,2,?,?,1,?,1,?,?,?
H,?,?,1,?,1,?,?,?,1,0,?,0
E,?,?,?,?,1,?,?,1,1,?,?,0
?,S,O,?,?,1,?,?,?,1,0,?,0
?,R,?,1,?,?,2,2,?,?,?,0,0
?,?,?,?,2,1,?,?,?,1,?,?,?
?,X,?,?,?,1,?,2,1,1,?,?,0
?,S,?,1,3,1,1,1,1,?,?,0,?
H,S,X,?,?,1,2,?,?,?,?,?,0
D,A,?,?,2,1,?,2,?,?,?,?,?
?,?,?,1,2,?,1,2,?,?,0,?,?
B,?,?,?,?,?,2,2,?,?,0,0,0
?,S,?,1,2,?,?,?,?,1,?,0,?
C,?,O,?,3,?,?,2,1,?,0,?,0
D,S,O,2,3,?,2,?,1,1,?,?,?
?,?,?,?,?,1,?,2,?,?,?,?,0
D,?,O,?,3,1,1,2,?,?,0,0,?
?,?,?,1,?,1,1,?,1,1,?,0,0
?,?,?,?,?,1,?,?,1,1,?,?,0
?,A,I,1,2,1,?,?,1,?,0,?,0
?,?,X,?,2,1,1,?,1,?,0,?,0
?,?,X,?,?,?,?,1,?,1,?,?,0
?,S,O,?,3,1,2,2,?,?,0,?,?
?,S,I,1,3,1,?,2,1,?,0,?,0
?,?,X,?,?,1,?,2,?,1,0,0,?
?,?,O,1,3,1,?,2,?,?,?,?,0
?,?,X,?,2,?,?,2,1,1,0,0,0
?,A,O,1,3,1,2,2,1,?,?,?,0
H,S,?,1,2,1,?,?,1,1,?,0,?
H,R,X,?,?,?,2,1,1,?,?,?,?
B,X,O,1,?,?,?,?,1,?,0,?,0
?,S,?,?,?,?,2,?,?,1,1,0,0
?,?,O,1,2,?,?,?,?,1,?,0,?
?,?,O,?,3,?,1,?,1,?,0,?,?
?,S,O,?,?,?,1,2,?,?,?,?,0
B,X,O,?,?,?,1,2,?,?,?,?,0
C,S,?,?,?,1,1,?,1,1,?,?,?
?,A,I,1,3,?,2,?,1,1,?,?,0
?,S,X,1,2,1,?,2,1,?,0,0,0
?,?,X,?,3,1,2,?,?,?,0,?,?
?,?,O,?,3,?,?,2,1,?,1,0,?
?,?,O,?,3,1,2,?,?,1,?,1,0
?,?,?,?,?,1,?,?,?,1,?,?,0
?,R,O,?,2,?,?,2,1,?,0,?,0
D,?,O,?,?,?,?,?,?,1,?,?,0
H,?,X,2,?,?,?,?,?,?,0,0,0
H,S,?,1,?,1,?,?,1,1,?,?,0
?,?,?,1,?,1,?,?,1,?,?,?,?
?,?,X,?,2,1,1,?,1,1,0,?,0
?,?,?,?,?,?,2,1,1,?,0,?,?
D,?,?,1,3,?,1,2,?,1,0,0,?
?,A,?,2,?,?,2,2,?,?,?,?,0
?,?,O,2,?,1,1,?,1,?,?,0,?
?,R,X,1,?,1,1,?,?,1,?,0,?
?,?,?,1,2,?,1,?,?,?,2,0,0
H,?,X,?,2,?,1,?,?,?,?,0,0
H,S,X,1,?,1,?,?,1,?,0,?,?
?,?,O,1,3,1,?,2,1,?,0,0,0
D,?,I,2,?,?,2,?,1,?,2,0,?
?,S,?,2,2,?,?,?,?,1,?,0,?
?,H,O,?,?,1,?,2,1,?,?,?,0
?,R,O,1,3,?,1,2,1,?,?,?,0
?,?,?,?,3,1,1,2,?,1,0,0,?
?,?,O,?,2,1,1,?,?,?,?,?,0
?,?,X,1,?,1,1,2,1,?,?,?,0
?,?,X,1,3,?,1,1,1,1,?,?,0
?,S,?,?,?,1,?,?,?,1,0,?,0
?,S,I,1,1,?,2,2,?,1,?,0,0
?,?,I,1,?,1,2,?,1,?,1,0,?
?,?,?,?,3,1,?,?,?,?,0,?,?
?,X,I,?,?,1,2,2,?,1,?,0,?
H,S,X,1,3,1,1,2,?,1,?,0,?
B,X,?,1,3,1,?,2,1,1,?,0,?
?,S,?,1,3,?,1,?,?,?,?,0,0
?,?,X,2,1,1,?,?,1,1,0,?,0
C,S,?,1,?,?,?,2,1,?,?,?,?
?,S,?,?,2,1,?,?,1,?,0,?,?
?,?,?,1,?,1,2,2,1,1,?,?,0
C,S,O,1,2,1,1,2,?,?,0,?,?
B,X,?,?,3,1,?,2,?,?,?,0,?
D,A,?,1,?,?,1,?,1,?,?,0,?
C,?,O,1,?,1,?,2,?,1,0,0,0
?,X,?,1,?,1,?,2,1,?,0,?,?
?,S,?,?,?,1,2,?,?,1,0,?,?
C,S,I,?,?,?,1,?,?,1,0,0,0
?,R,?,?,?,?,?,?,1,?,?,0,?
?,S,?,1,?,1,?,?,1,1,?,0,?
?,A,I,?,?,1,1,?,?,?,0,0,?
?,A,?,?,?,1,1,?,?,?,?,0,0
H,?,X,1,?,?,1,?,?,?,?,?,?
C,?,?,?,?,1,?,2,1,1,0,0,?
?,?,X,1,?,1,2,2,?,1,?,0,0
?,S,?,1,?,1,?,?,?,?,0,?,?
C,S,O,?,?,1,?,?,?,1,0,?,0
?,S,O,1,3,1,?,?,1,1,0,?,?
D,?,?,?,?,1,2,2,?,?,?,?,?
F,?,I,?,3,?,2,2,1,?,2,?,0
D,?,?,?,2,?,1,2,?,1,0,0,?
C,?,?,1,?,1,1,2,?,1,?,0,0
?,A,I,1,3,1,1,?,?,1,?,?,?
E,?,?,1,3,?,?,?,1,?,6,0,?
?,S,X,?,2,?,?,2,1,?,0,?,0
?,?,?,?,?,1,1,?,1,1,0,0,?
?,S,?,1,1,1,?,2,?,?,?,?,0
?,?,O,?,3,1,?,?,1,1,0,?,?
F,?,?,1,3,?,2,2,1,?,?,?,?
?,R,?,?,?,1,2,?,1,1,0,0,?
?,A,?,?,3,1,?,?,1,?,0,0,?
D,?,?,2,3,1,?,2,?,?,?,0,?
H,K,X,1,?,?,?,1,?,1,0,0,0
C,R,?,1,2,?,?,2,?,1,?,0,?
?,?,X,?,?,1,1,?,1,?,?,0,?
H,?,X,1,?,?,?,2,?,1,0,?,0
F,?,I,2,?,1,2,2,1,?,0,0,?
?,?,?,1,2,?,2,?,1,1,0,?,0
D,S,I,?,?,?,?,?,1,?,0,?,?
?,?,C,?,3,?,?,2,?,1,0,0,0
?,X,?,1,?,1,?,2,1,1,0,?,0
C,?,?,?,3,1,?,?,1,?,?,?,0
B,?,O,1,3,1,?,?,?,1,0,?,?
H,R,X,1,?,1,1,2,1,?,?,0,?
H,?,?,?,3,?,?,?,1,1,0,0,?
?,R,?,1,2,?,?,?,1,1,?,0,?
H,?,X,?,1,1,?,?,1,1,?,0,?
?,?,?,1,3,1,2,2,1,?,?,0,0
E,?,?,2,?,?,?,?,?,?,?,?,0
F,H,O,1,2,?,?,?,1,?,?,0,?
B,?,O,?,?,?,1,2,?,1,?,0,?
H,R,X,1,?,1,?,2,1,?,0,?,0
B,?,?,1,2,1,?,?,1,1,0,?,?
?,A,I,?,?,?,?,2,1,1,1,?,?
?,?,I,?,2,?,2,2,?,?,?,0,0
E,?,?,2,?,1,?,2,1,?,?,0,?
?,?,I,1,?,1,1,?,?,1,?,?,0
?,S,?,?,2,?,2,?,?,?,0,?,0
H,R,?,?,2,?,?,2,1,?,?,0,?
?,?,?,1,?,1,?,2,?,?,?,0,0
D,S,?,?,2,?,?,2,?,?,?,?,?
E,?,I,?,?,1,2,?,?,1,2,0,?
F,H,?,1,?,?,2,2,1,1,0,?,0
?,?,?,?,?,1,?,2,1,1,0,?,0
?,S,?,?,3,1,?,2,?,1,?,?,0
?,?,X,?,1,?,?,2,1,?,?,0,0
B,X,I,?,1,?,?,2,?,?,?,?,0
F,?,?,?,2,1,?,?,1,1,?,?,?
?,H,?,?,?,1,2,?,1,1,?,0,?
C,?,?,?,?,1,1,2,?,?,0,?,0
?,S,?,?,?,?,?,?,1,?,?,?,0
H,R,X,?,2,1,1,2,?,1,?,?,0
?,?,?,?,3,?,1,2,1,?,0,0,?
?,S,?,1,3,1,?,1,1,?,0,?,?
?,R,?,1,3,1,?,2,1,1,0,0,0
F,A,?,2,?,?,?,?,2,1,1,1,0
?,H,?,1,3,?,2,2,1,1,?,?,0
H,?,?,1,?,1,2,2,1,1,?,?,?
H,R,X,1,?,?,1,2,?,?,0,?,?
H,?,X,?,?,?,1,?,1,1,0,?,?
?,?,?,?,3,1,2,?,?,1,0,?,0
?,?,I,?,3,?,?,?,1,1,?,0,?
?,?,?,?,?,?,2,?,1,1,?,0,0
H,?,X,?,3,1,2,?,?,?,?,?,0
?,R,X,?,?,1,?,2,?,?,0,?,?
H,?,?,1,3,?,?,1,1,1,0,?,0
?,?,O,?,3,1,?,?,1,?,?,0,?
F,A,?,?,2,?,?,?,1,?,0,?,0
E,?,?,?,?,2,2,2,?,1,0,?,0
H,?,?,1,2,?,2,2,1,?,?,0,0
?,?,X,1,2,?,1,?,?,1,0,0,0
