@relation dataset

@attribute mcg real
@attribute gvh real
@attribute alm real
@attribute mit real
@attribute erl real
@attribute pox real
@attribute vac real
@attribute nuc real
@attribute class {0, 1, 2, 3, 4, 5, 6, 7, 8, 9}


@data
?,?,0.5,0.47,0.5,?,?,?,?
?,?,?,?,?,0.0,?,0.25,5
0.5,?,0.48,?,?,?,?,0.26,?
0.44,?,0.43,0.17,?,?,0.54,0.75,7
0.46,?,?,?,?,?,?,?,?
0.52,0.49,?,?,?,?,0.51,0.22,?
?,0.64,?,0.2,0.5,0.0,0.48,0.33,7
0.46,0.32,0.58,?,0.5,?,0.61,0.25,7
0.78,0.48,0.47,?,?,0.0,?,0.47,?
?,?,0.65,?,0.5,0.0,?,?,7
0.5,0.34,0.62,?,0.5,?,0.57,?,0
0.39,0.37,?,?,0.5,?,?,0.26,?
0.39,?,?,0.15,?,?,?,0.27,0
?,0.37,0.54,0.28,?,?,0.53,0.27,7
?,?,0.33,0.23,?,0.0,0.52,?,?
0.33,?,0.53,?,0.5,?,?,0.27,?
0.48,?,0.57,0.24,0.5,0.0,0.5,0.22,0
0.5,?,?,0.66,?,0.0,?,?,6
0.47,0.54,?,0.48,?,0.0,0.53,?,6
?,0.58,?,0.28,0.5,?,?,0.22,6
?,?,?,?,0.5,?,0.57,0.22,?
0.81,0.65,?,0.41,?,?,0.57,?,?
0.5,0.49,?,0.2,0.5,?,?,?,7
?,?,?,?,?,0.0,?,0.25,?
?,0.38,0.52,0.36,0.5,0.0,?,0.56,?
0.53,?,?,0.11,0.5,?,?,0.41,?
?,0.49,0.5,0.41,?,0.0,?,?,6
?,?,?,?,?,0.0,0.53,0.22,?
0.68,0.58,?,?,0.5,?,0.54,?,?
0.4,?,0.53,?,?,?,?,0.22,?
?,?,?,?,0.5,0.0,?,0.22,5
?,0.56,0.4,?,?,?,0.51,?,?
?,0.44,?,?,0.5,0.0,0.51,?,0
?,0.47,?,0.25,?,?,0.49,0.22,?
?,?,0.52,?,0.5,0.0,?,0.22,7
?,?,0.45,0.44,?,?,0.49,?,?
0.49,?,?,0.63,?,?,?,0.22,6
0.7,?,?,0.22,0.5,0.0,0.51,0.28,?
0.68,0.68,?,?,?,?,?,?,?
0.47,?,0.35,?,0.5,?,?,?,?
?,0.49,?,?,0.5,?,?,?,?
0.4,?,?,?,?,?,?,0.33,?
?,?,?,0.2,?,0.0,0.54,?,0
?,0.47,?,0.18,0.5,?,?,0.22,0
?,0.54,0.54,0.13,?,0.0,0.52,0.22,?
0.43,?,0.55,0.2,0.5,0.0,0.47,?,7
0.55,0.65,?,0.28,0.5,0.0,0.55,0.22,7
?,?,?,?,?,0.0,?,?,0
?,?,?,0.21,0.5,?,?,0.22,?
0.8,?,0.55,?,?,?,?,0.22,2
0.79,0.74,?,?,0.5,?,0.48,0.22,2
?,0.48,?,0.67,?,0.0,0.48,0.22,?
0.66,?,0.52,0.44,?,?,?,0.27,?
?,0.49,?,?,?,?,?,0.36,6
?,0.52,0.54,0.2,?,0.0,0.55,?,?
0.37,?,0.53,0.16,?,?,?,?,?
0.43,0.39,0.59,?,0.5,0.0,0.41,?,7
0.48,?,?,?,?,?,0.51,?,?
?,0.59,?,?,0.5,?,?,0.22,?
?,0.73,0.47,0.65,0.5,0.0,?,0.43,6
?,?,?,0.16,0.5,0.0,?,0.36,?
0.46,?,0.61,0.13,0.5,0.0,0.47,0.22,?
0.42,?,0.53,0.22,0.5,?,0.5,0.22,?
0.66,?,?,?,0.5,?,?,0.22,4
0.74,0.56,0.35,0.36,?,?,0.51,0.25,?
?,0.52,0.41,0.26,?,0.0,0.52,0.31,4
0.67,?,0.54,?,0.5,0.0,?,0.3,?
0.58,0.46,0.46,?,0.5,0.0,0.5,?,7
?,?,0.5,?,0.5,0.0,?,?,6
0.59,0.57,0.43,0.26,0.5,0.0,0.51,0.22,?
?,?,?,0.12,?,?,0.53,?,?
0.6,?,?,0.4,0.5,?,0.5,0.22,6
0.36,0.4,?,?,?,0.0,0.48,?,?
?,0.42,?,0.38,0.5,0.0,0.46,0.22,6
?,0.54,0.58,?,?,?,?,0.22,6
?,0.4,?,0.3,0.5,0.0,?,?,6
?,0.5,?,?,?,0.0,?,0.22,6
0.42,0.53,0.53,?,?,0.0,?,0.22,?
0.5,?,0.64,0.36,?,?,0.49,?,6
?,0.51,?,?,?,0.83,0.52,0.24,?
0.45,0.38,0.64,0.14,?,0.0,?,?,6
0.6,?,?,?,?,0.0,0.47,0.28,6
0.53,?,0.58,0.29,?,0.0,0.5,?,6
?,?,0.53,0.41,0.5,?,?,?,6
?,0.43,0.63,0.4,0.5,?,?,0.11,6
?,0.44,?,0.35,0.5,0.0,0.48,?,?
0.58,?,0.61,0.33,?,0.0,?,0.11,6
?,?,?,?,0.5,0.0,?,?,6
0.57,?,0.58,?,?,?,?,0.22,6
?,0.64,?,?,0.5,0.0,0.5,?,?
0.56,?,?,?,?,0.0,?,0.28,6
?,0.46,?,0.16,0.5,?,?,?,6
?,?,0.56,0.44,0.5,?,?,?,6
?,0.52,0.61,0.35,?,0.0,?,0.22,?
?,?,?,?,?,0.0,0.46,?,6
0.55,?,0.6,?,0.5,0.0,?,?,?
?,0.53,0.57,?,0.5,?,0.51,0.27,?
?,0.53,0.55,0.52,?,0.0,0.47,0.27,?
0.38,?,?,0.41,?,0.0,?,0.22,?
?,0.53,0.5,0.53,?,?,?,?,6
0.61,?,0.51,0.37,0.5,?,0.51,?,?
?,0.59,?,?,?,0.0,0.54,?,6
0.54,0.64,0.5,0.13,0.5,0.0,0.49,?,6
0.4,?,?,0.16,0.5,0.0,?,0.22,6
?,?,0.35,0.27,0.5,?,0.44,?,?
0.51,0.56,?,0.42,?,?,?,?,?
?,?,0.5,?,?,0.0,?,?,6
0.49,?,?,0.55,0.5,?,?,?,6
?,0.45,?,0.2,?,0.0,?,0.33,?
?,?,0.51,0.26,0.5,?,?,?,?
0.49,?,?,?,0.5,0.0,0.55,?,?
?,?,0.49,?,?,?,?,0.22,6
0.51,0.48,?,0.43,0.5,?,0.49,0.22,?
0.52,0.38,?,0.12,?,?,0.41,0.28,?
?,?,?,0.12,0.5,?,?,0.32,7
0.51,?,0.62,?,0.5,?,?,0.51,7
?,0.6,?,?,?,?,?,?,6
0.46,?,?,0.31,?,?,?,?,6
?,0.57,?,0.69,0.5,?,?,0.22,?
?,?,?,?,0.5,0.0,?,0.22,?
0.63,0.47,?,0.12,0.5,?,0.5,?,?
?,?,0.54,?,0.5,0.0,?,?,?
0.41,0.47,0.58,0.62,?,0.0,?,0.22,6
0.44,?,?,0.37,?,?,?,0.22,?
?,?,?,0.24,0.5,?,0.55,?,0
?,0.46,0.56,0.12,?,0.0,?,0.22,?
0.47,?,0.55,0.28,0.5,0.0,?,?,7
0.39,0.35,?,?,0.5,?,?,?,7
?,?,?,?,?,?,?,0.22,0
0.53,0.41,?,0.24,1.0,?,0.47,0.22,?
0.43,?,0.5,?,?,0.0,?,?,0
0.41,?,0.46,0.19,?,?,0.36,?,?
?,?,?,?,0.5,?,?,0.35,7
0.51,0.65,?,0.19,0.5,?,?,?,?
0.81,?,?,0.37,0.5,?,0.41,0.22,?
0.44,0.41,?,?,0.5,?,0.49,0.22,5
?,0.6,?,?,0.5,?,?,0.22,?
0.56,0.63,0.52,?,?,?,?,0.26,?
?,?,?,0.18,0.5,?,?,0.22,?
0.51,0.46,0.54,?,?,0.0,0.53,?,?
0.6,0.51,?,?,?,0.0,?,0.27,?
?,?,?,0.14,0.5,?,?,?,0
?,0.51,?,?,0.5,?,0.48,?,6
0.36,?,0.55,0.26,?,?,?,0.22,7
0.5,?,?,?,?,0.0,?,0.36,?
?,?,0.39,?,?,0.0,0.5,0.31,?
?,0.63,0.53,0.13,?,?,?,0.22,4
0.47,0.59,?,0.31,?,0.0,?,0.36,7
0.48,0.62,0.52,?,?,?,?,0.37,?
?,0.61,?,?,0.5,0.0,0.54,0.27,?
0.48,?,?,?,0.5,?,?,0.31,?
0.33,?,?,0.29,0.5,?,0.5,?,7
?,?,0.51,?,?,?,?,?,?
0.39,0.34,?,?,?,?,?,0.29,7
?,0.41,?,?,0.5,0.0,?,?,7
0.4,?,?,0.18,0.5,0.0,?,0.31,?
0.47,?,0.55,?,0.5,0.0,0.62,0.22,0
0.35,0.5,0.44,?,0.5,0.0,?,?,0
?,0.3,?,0.19,0.5,0.0,?,0.3,7
0.49,0.44,0.51,0.18,?,0.0,?,?,0
0.35,0.44,?,?,0.5,?,0.52,0.26,?
0.43,0.28,0.53,?,0.5,0.0,?,0.57,?
0.33,0.48,0.55,?,?,0.0,?,?,7
0.45,?,0.49,0.24,0.5,0.0,0.46,0.31,?
?,0.34,?,?,0.5,?,?,0.26,7
0.87,0.47,0.6,?,0.5,?,?,0.22,?
?,0.55,0.58,0.16,0.5,?,0.61,0.28,7
?,?,0.55,?,0.5,?,0.51,?,?
0.75,0.67,?,?,?,?,0.52,0.36,?
?,?,0.5,?,0.5,?,?,0.48,?
0.51,?,?,?,?,?,?,0.21,7
?,?,0.51,?,?,0.0,?,0.22,?
0.45,0.41,?,?,0.5,?,0.53,?,7
?,?,0.59,0.2,0.5,0.0,0.48,?,7
0.88,?,0.54,0.39,?,0.0,0.41,?,7
?,?,?,0.24,0.5,0.0,?,?,7
?,0.36,?,?,?,?,0.58,0.31,?
0.69,?,0.49,?,1.0,?,0.47,0.22,7
?,?,?,0.57,0.5,0.0,0.5,?,4
0.43,0.38,0.38,0.12,0.5,0.0,0.5,0.22,4
0.78,?,0.4,?,0.5,?,0.63,0.22,6
0.52,0.64,0.34,?,0.5,?,?,?,6
?,?,0.64,?,0.5,0.0,?,0.32,6
0.41,?,?,0.22,0.5,0.0,0.52,0.22,6
?,0.51,0.56,0.16,0.5,?,0.34,0.22,?
0.48,?,0.45,0.23,0.5,0.0,0.51,?,5
0.39,?,?,0.1,?,?,?,0.65,?
0.31,?,0.48,?,0.5,0.0,0.49,0.53,7
0.39,0.28,?,?,0.5,?,?,?,6
?,?,0.37,0.22,?,?,0.54,?,4
0.49,0.27,?,?,?,?,?,?,?
?,0.48,?,0.16,0.5,?,0.48,?,?
0.69,0.39,?,0.12,?,?,0.38,?,?
?,0.52,0.5,0.26,?,0.0,0.51,0.31,7
0.56,?,?,0.3,0.5,?,0.51,0.22,0
?,?,0.54,?,?,0.0,?,0.22,8
?,?,?,0.27,?,?,0.55,?,8
?,0.59,?,0.49,0.5,0.0,?,?,8
?,?,0.57,?,0.5,0.0,?,?,?
0.45,?,?,?,0.5,?,?,?,?
?,0.51,0.36,?,?,?,0.52,?,5
?,0.54,?,?,?,?,0.52,0.27,6
0.49,?,?,?,0.5,?,?,0.22,?
?,?,0.53,?,?,0.0,0.49,0.31,?
0.51,?,0.57,0.25,0.5,0.0,0.53,0.22,0
?,0.45,0.46,0.18,0.5,?,?,0.31,0
?,0.46,?,?,0.5,0.0,0.5,?,?
0.55,?,0.52,?,0.5,0.0,?,0.22,?
?,0.58,0.5,?,?,?,?,0.25,?
0.7,?,?,0.28,1.0,?,0.58,0.22,1
?,?,0.45,0.19,?,0.0,?,0.37,?
0.61,?,?,0.47,0.5,0.0,0.5,?,?
0.41,0.48,?,0.13,?,0.0,?,?,?
0.37,0.42,0.6,0.13,?,?,0.51,0.22,7
0.45,?,0.59,0.44,0.5,?,?,?,6
?,0.89,?,0.24,?,0.0,?,0.32,?
?,0.46,?,?,?,0.0,0.39,?,?
0.51,?,0.49,?,0.5,?,0.55,?,?
0.8,?,?,?,?,0.0,0.57,?,?
0.46,0.49,?,?,0.5,0.0,?,?,?
?,0.36,?,?,0.5,0.0,?,0.22,?
0.67,0.46,?,?,?,?,?,?,?
0.5,0.32,0.49,?,0.5,0.0,0.48,0.32,6
?,?,?,?,0.5,0.0,0.5,?,6
?,0.6,?,0.35,?,?,?,?,?
?,?,?,0.39,?,0.0,0.36,0.22,6
?,0.45,0.59,?,0.5,0.0,?,?,6
?,?,?,?,?,0.0,0.54,0.31,?
?,0.45,0.58,?,0.5,?,0.49,0.22,?
?,?,0.49,0.35,0.5,?,?,?,6
0.59,0.58,?,0.61,0.5,0.0,0.44,0.3,?
?,?,?,0.25,0.5,?,?,?,?
0.57,0.49,0.5,0.2,0.5,?,0.51,?,0
0.62,?,0.49,0.29,0.5,0.0,?,0.27,0
?,0.41,0.49,0.14,?,?,?,0.3,?
0.47,0.49,0.6,0.15,0.5,0.0,?,0.22,?
?,0.48,0.54,?,?,?,0.37,?,7
0.46,0.46,?,0.23,0.5,0.0,?,?,0
?,?,0.48,?,0.5,0.0,?,?,0
0.43,?,0.53,?,?,0.0,?,?,?
?,0.36,0.55,?,0.5,?,?,0.22,?
?,?,?,?,0.5,?,0.44,0.22,7
0.74,0.72,?,?,0.5,?,?,0.27,2
?,0.72,0.5,?,?,?,0.49,?,2
0.38,0.62,?,0.14,0.5,?,0.53,?,?
0.77,0.72,0.48,?,?,?,0.51,0.22,2
0.44,0.42,?,?,0.5,0.0,?,?,7
?,0.74,0.51,0.27,0.5,?,?,?,?
0.39,?,?,0.28,?,0.0,?,0.45,?
0.53,?,?,?,0.5,0.0,0.53,0.31,7
0.38,0.45,?,0.19,?,?,0.52,0.3,?
0.4,?,0.54,?,0.5,0.0,?,0.22,7
?,0.3,?,0.19,?,0.0,0.55,?,5
0.5,0.42,0.57,0.49,0.5,0.0,?,0.27,7
?,0.61,0.51,?,0.5,?,0.51,0.38,?
0.45,?,?,0.22,?,?,?,?,7
?,?,0.53,?,0.5,?,?,?,?
?,0.78,0.51,0.28,0.5,0.0,?,?,2
0.74,?,0.52,0.3,?,0.0,0.27,0.22,2
?,0.73,0.51,0.27,?,0.0,?,0.22,?
0.47,0.61,?,?,0.5,?,0.49,0.22,5
?,?,?,?,0.5,?,?,0.22,3
?,0.6,0.3,0.34,?,?,?,0.43,?
0.27,0.56,0.3,?,?,?,?,?,5
?,0.39,?,0.17,0.5,0.0,0.51,?,9
0.55,0.51,?,0.2,0.5,0.0,?,0.22,0
0.95,?,0.27,?,?,0.0,?,?,?
0.97,?,0.29,?,?,0.0,?,0.22,4
?,?,?,?,?,?,0.55,0.4,?
0.39,?,0.3,0.19,?,0.0,?,?,5
?,0.48,?,0.13,?,0.0,?,?,7
?,?,?,?,?,?,0.51,0.27,?
0.27,0.49,?,0.26,0.5,?,0.49,?,5
?,?,0.52,?,?,0.0,?,?,7
0.36,0.39,0.54,0.16,0.5,?,0.5,0.28,7
?,0.53,?,0.14,?,0.0,?,0.33,7
?,0.48,0.5,?,0.5,0.0,?,?,7
?,?,?,0.23,?,0.0,?,?,7
?,0.71,?,0.13,0.5,?,0.58,?,?
0.56,?,0.56,0.26,0.5,0.0,0.53,?,7
?,?,?,0.15,?,?,0.54,0.25,7
?,0.45,?,?,0.5,?,0.28,0.22,?
?,0.37,0.48,?,?,?,0.48,?,?
?,?,?,0.2,?,0.0,0.62,0.22,?
?,?,?,?,?,?,0.5,0.22,?
0.45,0.47,?,?,0.5,?,0.52,0.27,0
?,0.28,0.51,0.23,?,0.0,0.53,?,?
0.51,0.48,0.46,?,0.5,0.0,0.54,?,?
?,?,?,0.13,?,0.0,0.57,?,?
0.69,?,?,?,0.5,0.0,?,0.22,?
?,0.55,0.53,0.51,0.5,?,0.55,0.22,?
?,0.63,?,0.16,0.5,?,?,0.27,?
0.46,0.62,0.54,0.25,?,?,0.46,?,0
0.53,?,0.48,?,0.5,?,?,0.22,?
?,0.53,?,0.17,0.5,0.0,0.49,?,?
0.52,0.46,0.56,?,?,?,0.5,0.22,?
0.53,?,?,0.24,0.5,0.0,0.39,?,?
?,0.35,0.56,0.19,?,?,?,?,7
?,?,0.56,0.56,?,?,?,?,?
?,?,0.5,0.17,?,?,?,0.26,?
?,?,?,?,?,?,?,0.22,?
0.56,?,0.54,0.18,0.5,?,?,0.46,7
?,0.39,0.52,?,?,?,0.47,0.28,7
?,0.41,0.54,?,0.5,0.0,?,?,7
0.3,0.3,0.46,0.32,0.5,0.0,?,?,?
0.38,?,0.6,0.1,0.5,?,0.48,?,?
0.68,?,?,0.15,?,0.0,0.48,0.37,?
0.62,0.41,0.52,?,0.5,0.0,0.48,0.22,?
0.52,0.37,?,0.13,0.5,?,0.55,0.22,7
0.32,0.48,0.49,0.17,0.5,0.0,0.47,0.22,7
?,0.35,0.58,0.2,?,0.0,0.46,0.32,?
0.33,0.21,0.53,0.15,?,?,0.52,?,?
0.49,?,0.57,0.24,?,?,0.47,0.38,?
?,0.28,?,?,?,?,?,?,7
0.51,0.39,?,0.25,0.5,0.0,?,?,?
?,0.45,?,0.17,0.5,?,?,?,0
?,?,?,?,0.5,0.0,?,?,?
?,0.51,?,?,?,0.0,0.54,0.27,0
0.48,?,?,?,?,?,0.5,0.22,0
?,?,0.48,?,?,0.0,0.49,0.22,0
0.51,0.46,?,0.65,?,0.0,0.49,0.22,?
0.37,0.44,?,?,?,0.0,?,?,7
0.81,0.55,?,0.34,0.5,?,0.51,0.22,?
?,0.45,0.53,0.18,?,?,?,?,?
?,0.27,0.5,?,?,0.0,0.53,?,?
?,?,?,0.15,?,0.0,?,?,?
?,?,?,0.11,0.5,0.0,?,0.22,?
0.35,?,0.53,?,?,0.0,0.48,0.22,?
?,?,?,?,0.5,0.0,0.58,0.22,0
0.6,0.59,?,0.47,0.5,?,?,?,6
?,?,?,?,0.5,0.0,0.52,?,?
0.29,?,?,0.48,?,0.0,?,?,?
?,?,?,0.26,?,0.0,0.51,?,?
?,?,0.5,?,?,0.0,0.48,?,0
0.43,0.46,?,0.21,0.5,0.0,0.49,0.34,?
?,?,?,0.26,0.5,0.0,?,?,0
?,0.62,0.52,0.3,?,?,?,?,6
?,0.45,?,?,?,0.0,0.55,?,?
?,?,0.59,0.14,?,0.0,?,0.22,6
0.57,?,?,0.17,0.5,0.0,0.52,0.22,?
0.38,?,?,?,0.5,?,?,0.22,6
?,0.53,?,0.31,?,0.0,0.51,0.22,6
0.24,?,0.47,?,0.5,?,?,0.38,?
0.61,0.39,0.53,?,0.5,?,?,?,?
0.39,?,0.59,0.08,?,0.0,0.51,?,?
?,?,0.5,?,?,?,?,?,7
0.51,?,?,0.18,0.5,0.0,?,0.38,7
?,0.44,?,?,?,?,?,0.49,?
?,0.48,?,0.18,?,?,0.46,?,7
?,0.43,?,0.16,?,0.0,0.46,0.27,7
?,?,0.51,0.2,0.5,?,0.51,0.22,7
0.33,0.28,?,0.15,?,?,?,0.86,7
?,0.48,0.5,?,0.5,0.0,?,0.6,7
0.45,0.54,0.49,?,0.5,?,?,?,?
?,?,0.53,0.15,0.5,?,?,0.22,7
0.31,0.39,0.55,0.28,0.5,0.0,0.46,?,?
0.43,0.41,0.51,0.34,0.5,0.0,?,0.28,7
?,0.5,0.53,0.1,0.5,0.0,0.51,?,7
0.41,?,?,?,0.5,0.0,0.48,0.32,?
0.48,?,0.59,?,?,0.0,0.56,0.27,7
?,0.49,0.51,?,?,?,?,?,7
?,0.52,0.51,0.22,0.5,0.0,?,?,?
?,?,?,?,?,?,?,?,?
?,0.47,0.51,0.53,?,?,?,?,?
0.4,?,?,?,?,0.0,0.51,?,0
?,0.53,?,?,0.5,?,0.51,0.39,?
0.61,?,?,?,?,0.0,0.47,?,0
0.66,?,?,0.18,?,0.0,0.43,?,0
0.53,0.46,0.54,?,0.5,?,0.51,?,?
?,0.41,0.43,?,0.5,?,?,0.22,6
0.58,?,0.6,0.12,?,?,0.47,0.33,7
0.49,?,?,0.28,0.5,?,?,?,7
0.44,?,?,0.16,?,0.0,0.49,?,7
?,?,0.53,0.19,0.5,0.0,?,?,?
?,0.55,?,?,?,?,0.49,?,?
0.45,?,0.39,?,?,?,0.54,?,?
?,0.49,0.53,?,0.5,0.0,?,0.5,7
0.35,0.42,?,?,?,?,0.47,0.22,7
?,?,?,?,0.5,0.0,?,?,7
?,?,0.58,0.22,?,0.0,?,0.22,?
?,?,0.54,?,?,0.0,0.51,?,7
?,0.58,0.5,?,0.5,?,?,0.22,7
?,0.45,?,0.25,0.5,0.0,?,?,?
0.4,0.66,0.34,0.21,?,?,?,0.26,7
0.42,?,?,0.3,0.5,?,?,?,?
0.6,0.48,0.46,0.32,0.5,0.0,0.4,0.33,0
?,0.44,?,?,?,0.0,?,0.22,0
?,0.4,0.44,0.25,?,0.0,0.53,0.57,?
0.55,?,?,?,?,?,0.47,?,?
?,0.43,0.5,0.25,0.5,0.0,?,?,6
0.47,?,?,?,0.5,?,0.54,?,6
0.45,0.49,0.57,?,?,?,0.48,0.22,?
0.45,?,0.5,0.12,0.5,0.0,?,0.22,?
0.56,0.51,0.32,0.49,0.5,0.0,?,?,7
0.37,0.58,?,0.22,?,0.0,0.47,?,7
?,0.45,?,?,?,0.0,0.46,0.26,?
0.5,0.36,0.64,?,0.5,0.0,0.37,?,7
0.43,?,?,0.19,0.5,?,0.38,0.33,?
?,?,?,?,?,?,?,?,?
0.39,?,0.59,0.25,?,0.0,0.45,?,?
0.54,?,0.56,?,?,0.0,?,?,0
?,0.5,?,?,0.5,?,?,?,?
0.45,?,?,?,0.5,0.0,?,0.11,?
0.61,0.38,0.57,?,0.5,0.0,0.44,0.21,?
?,?,?,0.36,0.5,0.0,0.44,?,0
?,0.33,?,0.37,?,?,?,0.16,0
?,0.33,?,0.37,0.5,0.0,?,?,0
?,0.39,?,0.19,?,0.0,0.47,?,?
0.72,0.51,?,0.08,0.5,?,?,?,?
?,?,?,?,?,?,?,?,?
0.56,0.49,?,0.15,?,0.0,?,?,?
0.57,0.37,?,?,0.5,?,?,?,?
?,?,?,0.26,?,0.0,0.52,0.22,7
?,0.45,?,0.19,0.5,0.0,?,0.22,7
0.34,0.48,0.47,0.19,0.5,0.0,0.5,?,7
0.54,?,?,?,?,?,0.5,0.22,?
?,0.44,?,0.44,?,?,?,0.51,?
0.4,?,?,?,?,0.0,?,0.22,7
?,0.31,?,0.13,0.5,0.0,?,0.22,?
0.52,0.46,?,?,0.5,?,0.52,0.22,7
0.44,0.5,0.55,0.24,0.5,0.0,?,?,?
0.34,?,0.48,?,?,?,?,0.22,?
0.5,?,?,?,?,0.0,?,0.22,?
0.46,0.53,0.47,0.37,0.5,0.0,0.51,?,7
0.31,0.6,0.65,0.18,?,?,0.46,0.22,?
?,0.42,0.63,?,0.5,0.0,?,?,?
0.37,0.45,?,?,?,?,0.49,0.22,7
0.38,?,?,0.24,?,?,0.54,?,?
0.36,0.49,?,?,0.5,?,?,0.33,?
0.29,0.4,?,?,?,?,0.51,0.34,?
0.37,?,?,?,?,?,?,0.26,?
?,?,?,?,0.5,?,?,0.43,0
?,?,0.69,?,0.5,0.0,?,?,?
0.46,?,?,?,?,?,?,0.25,0
0.57,0.43,0.52,0.3,?,?,?,?,0
?,0.43,0.52,0.3,?,?,?,0.11,0
0.59,0.51,?,0.12,?,?,?,?,?
?,?,0.48,?,?,?,0.54,?,0
?,0.53,?,?,?,0.0,?,?,0
0.61,?,0.56,?,?,?,0.53,0.31,?
0.61,?,0.56,0.19,0.5,0.0,0.53,0.31,?
0.44,?,0.52,0.18,0.5,0.0,?,?,?
0.36,?,?,0.18,0.5,0.0,?,?,0
?,?,?,?,0.5,?,?,?,?
0.72,0.37,0.63,0.38,0.5,0.0,?,?,?
?,0.37,?,0.38,0.5,?,?,0.14,0
0.44,?,0.64,0.45,?,0.0,?,0.11,?
?,?,?,?,0.5,0.0,0.48,0.11,0
0.63,0.64,?,?,?,?,0.43,0.22,?
0.63,?,?,?,?,?,?,0.22,?
0.43,0.33,?,0.12,0.5,0.0,0.45,?,0
?,0.33,0.67,0.12,?,?,?,0.23,0
0.58,?,?,?,0.5,0.0,0.52,?,?
?,?,?,?,0.5,0.0,0.48,?,0
0.4,0.45,0.61,?,?,?,?,?,0
?,0.45,0.61,?,?,0.0,0.44,0.22,?
?,0.34,0.65,?,?,?,?,0.16,?
0.34,0.34,0.65,0.4,?,0.0,?,0.16,0
?,0.22,0.79,?,?,0.0,?,?,?
0.35,?,1.0,0.8,0.5,0.0,?,0.01,?
?,0.21,1.0,0.8,?,0.0,?,0.01,?
?,?,0.47,?,?,0.0,0.5,0.22,0
?,0.35,0.47,0.35,0.5,?,0.52,0.22,?
0.54,0.44,0.55,0.48,0.5,0.0,?,?,0
0.35,0.39,?,0.2,0.5,0.0,?,0.41,0
0.48,?,?,0.16,?,?,0.45,?,?
?,?,0.48,?,?,?,?,?,?
0.66,?,?,?,?,0.0,?,0.22,?
0.69,0.54,?,0.23,?,0.0,0.73,?,?
0.73,?,0.47,0.2,0.5,?,0.72,?,0
0.78,?,0.56,0.21,?,0.0,0.69,0.22,0
?,0.49,?,?,0.5,0.0,0.57,0.26,6
0.44,?,?,?,0.5,0.0,0.49,0.22,7
?,?,0.52,0.19,?,0.0,0.52,?,?
0.47,?,0.46,0.5,0.5,0.0,0.51,0.22,6
0.46,?,0.45,?,?,0.0,?,?,0
0.52,?,?,?,?,?,0.45,?,?
?,?,?,0.22,0.5,?,?,0.22,?
0.32,?,0.54,0.21,?,?,?,0.19,0
0.32,0.44,0.54,0.21,?,?,0.4,0.19,0
0.48,0.41,?,?,?,0.0,?,0.26,0
?,0.39,0.54,0.22,?,?,0.48,?,?
?,?,0.54,0.22,0.5,0.0,0.48,0.25,0
?,0.5,?,0.13,?,?,0.49,0.22,0
?,0.54,?,?,?,0.0,?,0.21,0
0.46,?,0.59,?,?,0.0,0.53,0.21,0
?,0.65,0.57,?,?,?,?,0.25,0
0.39,?,?,0.19,0.5,0.0,0.43,0.25,?
?,?,0.52,0.44,?,0.0,?,0.11,0
0.38,0.5,0.52,0.44,0.5,0.0,0.54,0.11,?
?,0.52,0.58,0.17,?,0.0,0.47,?,?
?,?,?,?,?,0.0,0.5,0.11,?
0.5,?,0.62,?,?,0.0,0.35,0.11,0
0.41,?,0.65,0.28,0.5,?,0.59,0.57,?
0.53,0.57,0.6,0.36,?,?,?,0.22,0
?,?,0.6,?,?,?,?,?,0
?,?,0.62,0.43,0.5,?,0.44,0.39,?
0.37,?,?,?,0.5,?,0.44,0.39,?
0.6,0.57,?,0.14,?,?,0.46,?,?
0.42,0.38,?,0.29,0.5,0.0,?,0.22,7
0.41,0.46,0.58,?,0.5,?,?,?,7
0.49,?,?,0.23,0.5,0.0,?,0.27,0
0.37,0.37,0.51,?,?,?,?,?,?
0.57,?,0.4,0.08,?,0.0,0.47,0.22,5
?,0.4,?,?,0.5,0.0,?,0.27,0
0.34,?,0.55,?,?,?,0.51,0.49,?
?,0.86,0.44,0.27,0.5,0.0,0.48,0.22,?
0.59,0.54,0.53,?,0.5,?,?,?,0
?,0.48,0.48,?,0.5,0.0,0.53,?,0
?,1.0,?,0.41,0.5,0.0,?,?,?
?,0.42,0.52,?,0.5,0.0,0.51,?,?
0.39,0.46,0.33,0.18,?,?,?,?,?
0.52,?,?,?,?,?,?,0.22,?
0.46,?,0.55,?,?,?,?,0.22,?
?,0.65,0.49,0.56,0.5,0.0,0.49,?,6
?,?,?,0.57,0.5,?,0.46,0.22,6
0.54,?,0.4,0.56,0.5,0.0,?,0.22,6
?,0.58,?,0.52,?,?,0.54,0.22,?
0.46,0.42,?,0.16,?,0.0,?,0.22,?
?,0.51,0.49,?,?,0.0,?,0.38,0
?,?,?,?,0.5,0.0,0.51,0.22,?
?,?,?,0.2,0.5,0.0,0.56,0.22,4
0.49,?,?,?,?,?,0.46,?,0
0.38,?,0.53,?,0.5,0.0,?,0.22,?
?,0.55,?,?,0.5,?,0.53,0.25,?
?,0.44,?,?,0.5,0.0,0.55,0.22,0
0.34,0.46,?,0.19,?,?,0.53,0.26,0
?,0.56,?,?,?,?,?,?,?
0.46,?,0.44,0.18,?,0.0,0.46,0.22,4
?,?,?,?,?,?,?,?,0
