@relation dataset

@attribute mcg real
@attribute gvh real
@attribute alm real
@attribute mit real
@attribute erl real
@attribute pox real
@attribute vac real
@attribute nuc real
@attribute class {CYT, ERL, EXC, ME1, ME2, ME3, MIT, NUC, POX, VAC}


@data
?,0.48,?,0.28,0.5,0.0,?,?,NUC
?,0.6,?,?,0.5,0.0,0.57,0.22,?
?,0.74,?,0.34,0.5,?,?,0.3,ME2
0.58,?,?,?,0.5,?,?,0.3,?
?,0.6,?,0.49,0.5,?,?,?,?
0.36,?,?,0.18,0.5,?,0.42,0.22,MIT
0.42,?,?,?,?,0.0,0.49,0.26,ME3
0.52,0.48,0.58,?,0.5,0.0,?,?,CYT
?,?,0.48,?,0.5,?,?,?,?
?,0.38,?,?,0.5,?,0.46,?,NUC
?,?,?,?,0.5,?,0.51,?,MIT
?,0.53,?,0.2,0.5,0.0,?,?,ME2
0.36,?,?,?,0.5,?,?,?,?
0.51,?,?,0.19,0.5,?,0.52,0.37,?
?,0.54,0.49,0.14,?,0.0,?,?,?
0.44,0.41,0.44,0.13,0.5,0.0,?,0.42,?
0.52,?,?,0.19,0.5,?,0.5,?,MIT
0.46,?,0.38,0.18,?,0.0,?,?,ME3
0.68,?,0.55,?,?,0.0,?,?,?
?,?,0.47,?,?,0.0,?,?,?
0.48,0.48,?,?,?,?,0.55,0.22,MIT
0.46,?,?,?,0.5,?,0.5,0.25,ME3
0.5,?,0.48,0.17,0.5,0.0,?,0.26,CYT
?,?,?,0.17,?,?,?,0.75,NUC
?,0.47,0.46,?,?,0.0,?,?,?
0.52,0.49,?,0.57,?,?,?,0.22,?
0.62,?,0.56,?,0.5,?,0.48,?,NUC
0.46,0.32,0.58,0.17,?,?,?,0.25,?
0.78,0.48,?,?,0.5,?,?,?,ME2
0.49,0.62,?,?,?,0.0,?,?,?
?,0.34,0.62,0.19,0.5,?,0.57,0.22,?
?,?,0.33,0.23,?,?,?,?,?
0.39,0.37,?,?,0.5,?,?,0.27,?
0.33,0.37,?,?,0.5,?,?,?,NUC
?,0.37,0.33,0.23,0.5,?,0.52,0.26,?
0.33,0.38,?,?,0.5,?,?,?,?
?,0.51,?,?,?,?,?,0.22,CYT
?,?,0.54,0.66,0.5,?,?,?,MIT
?,0.54,0.54,?,0.5,0.0,?,0.26,MIT
?,0.58,?,?,0.5,0.0,0.48,0.22,?
?,0.41,?,?,?,?,?,0.22,?
0.81,0.65,0.52,0.41,?,0.0,0.57,0.26,MIT
0.5,0.49,?,0.2,0.5,?,0.43,?,NUC
?,0.48,?,0.12,?,?,0.0,0.25,NUC
0.26,?,?,?,0.5,?,?,0.56,?
0.53,?,?,0.11,0.5,0.0,?,?,NUC
?,?,0.5,0.41,0.5,?,?,?,?
0.62,?,?,?,?,?,0.53,?,CYT
0.68,?,?,?,0.5,0.83,?,0.22,?
0.4,?,0.53,?,?,0.0,0.51,?,?
0.51,?,?,?,0.5,0.0,?,?,ME3
0.72,0.56,0.4,?,?,?,?,?,ME2
?,0.44,?,0.22,?,?,0.51,0.22,?
0.32,0.47,0.55,0.25,0.5,?,?,0.22,MIT
?,?,?,?,?,?,?,?,NUC
0.53,0.48,?,?,0.5,?,?,?,MIT
0.49,?,?,0.63,?,0.0,?,0.22,?
?,0.53,?,0.22,0.5,0.0,?,?,NUC
?,?,0.49,?,0.5,?,0.53,?,?
?,?,?,?,?,0.0,0.52,?,ME3
0.55,?,0.45,0.18,?,?,0.49,0.22,?
?,?,0.61,0.21,0.5,?,?,?,NUC
?,0.44,?,0.2,0.5,?,?,?,?
?,?,0.48,0.18,?,0.0,?,?,CYT
?,0.54,0.54,?,?,?,?,?,CYT
0.43,?,0.55,0.2,?,0.0,?,0.4,?
?,?,0.5,?,0.5,0.0,?,?,?
?,0.46,?,0.27,?,0.0,0.49,0.22,?
?,?,?,?,?,0.0,0.4,?,?
?,?,0.55,0.35,?,0.0,0.42,0.22,EXC
0.79,?,0.49,?,0.5,0.0,0.48,0.22,EXC
0.45,?,?,0.67,?,?,0.48,?,MIT
?,0.52,?,?,0.5,0.0,?,0.27,MIT
?,?,?,?,0.5,0.0,0.49,0.36,?
0.54,0.52,?,0.2,0.5,0.0,0.55,0.25,?
?,?,0.53,0.16,0.5,?,?,?,?
?,0.39,?,?,?,?,0.41,0.43,?
?,0.47,?,0.55,0.5,?,?,?,MIT
?,0.59,?,0.23,?,?,?,0.22,MIT
?,?,?,?,0.5,?,0.54,?,MIT
?,0.54,0.49,0.16,?,?,?,?,NUC
?,0.55,0.61,0.13,?,?,?,?,?
?,0.5,0.53,?,?,0.83,?,0.22,?
?,?,0.32,0.54,0.5,?,?,0.22,?
0.74,?,?,?,?,0.0,?,?,ME2
0.89,?,0.41,0.26,?,0.0,?,?,?
0.67,0.51,0.54,0.21,?,?,0.43,0.3,MIT
0.58,0.46,0.46,?,?,0.0,0.5,0.43,NUC
0.4,0.68,0.5,?,0.5,?,0.44,0.36,MIT
?,?,0.43,?,?,0.0,0.51,?,?
?,?,0.56,?,0.5,?,0.53,?,?
0.6,0.62,?,0.4,?,?,?,?,?
?,0.4,?,?,?,?,?,0.22,MIT
?,0.42,0.56,0.38,?,?,?,0.22,?
?,0.54,?,0.2,0.5,0.0,?,0.22,?
0.57,0.4,?,?,?,?,?,0.11,?
0.52,0.5,?,?,0.5,0.0,?,0.22,MIT
0.42,0.53,?,?,?,0.0,?,?,?
?,0.46,0.64,0.36,?,?,0.49,0.22,MIT
?,0.51,0.6,?,0.5,?,?,0.24,?
0.45,0.38,?,?,?,?,0.54,0.22,?
?,?,?,0.52,0.5,0.0,?,?,?
?,?,0.58,0.29,0.5,0.0,0.5,0.22,MIT
0.41,?,0.53,?,?,0.0,?,?,MIT
?,?,0.63,?,0.5,?,?,?,MIT
?,?,?,0.35,?,?,?,0.26,MIT
?,0.52,?,?,0.5,?,0.38,0.11,MIT
?,?,?,0.27,0.5,0.0,0.44,?,MIT
0.57,0.58,0.58,?,0.5,?,0.49,0.22,MIT
0.64,0.64,?,?,0.5,0.0,0.5,0.22,?
?,0.5,0.61,0.49,0.5,0.0,?,?,?
0.6,0.46,0.59,?,0.5,?,0.49,?,?
?,?,?,0.44,0.5,?,?,?,MIT
0.53,0.52,?,?,0.5,?,?,?,?
?,0.59,?,?,?,?,0.46,?,?
0.55,?,0.6,0.31,0.5,0.0,?,0.27,?
0.58,?,?,?,0.5,?,?,0.27,MIT
?,?,0.55,0.52,?,0.0,?,?,?
0.38,?,?,0.41,0.5,0.0,?,0.22,?
0.58,?,?,?,0.5,0.0,0.47,?,MIT
?,0.46,0.51,?,0.5,0.0,0.51,0.22,?
0.55,?,0.47,0.64,0.5,?,?,?,MIT
?,0.64,0.5,0.13,0.5,?,0.49,0.22,MIT
?,?,?,0.16,?,0.0,0.51,0.22,MIT
?,?,0.35,?,?,0.0,0.44,0.22,ME1
?,0.56,0.51,0.42,0.5,?,0.53,?,?
0.43,?,0.5,0.29,0.5,0.0,?,0.22,?
0.49,?,?,?,?,?,?,?,MIT
?,?,?,?,?,?,?,?,NUC
?,?,?,0.26,0.5,0.0,0.54,0.22,NUC
?,?,?,0.46,?,?,0.55,0.22,?
?,0.56,?,?,?,?,?,?,MIT
0.51,0.48,?,0.43,0.5,?,0.49,?,MIT
?,?,0.62,?,?,?,0.41,0.28,NUC
?,?,0.57,?,0.5,?,?,0.32,NUC
0.51,?,0.62,0.24,0.5,0.0,?,0.51,NUC
0.63,0.6,?,?,?,0.0,?,?,?
?,0.44,0.53,?,?,?,0.48,0.22,?
0.58,0.57,0.54,0.69,0.5,0.0,?,0.22,?
?,?,0.47,0.49,0.5,0.0,0.54,0.22,?
?,0.47,0.56,?,?,0.0,0.5,0.22,?
0.55,?,?,0.4,0.5,0.0,?,?,MIT
0.41,0.47,?,0.62,?,?,0.5,?,?
?,?,?,?,0.5,?,?,?,?
0.57,?,?,?,0.5,0.0,0.55,0.22,CYT
?,?,0.56,?,?,?,0.55,0.22,MIT
0.47,0.46,0.55,?,?,0.0,0.44,0.46,NUC
?,?,0.49,0.17,0.5,0.0,0.49,0.22,?
?,0.38,0.4,0.21,0.5,0.0,?,?,CYT
0.53,?,0.5,?,?,0.0,0.47,0.22,?
?,0.4,?,0.18,0.5,0.0,?,?,?
0.41,?,?,0.19,0.5,?,0.36,?,EXC
?,?,0.52,0.25,0.5,?,?,0.35,NUC
?,0.65,?,?,0.5,0.0,?,?,?
?,?,?,0.37,0.5,?,?,?,?
?,?,0.29,?,?,?,?,?,?
0.49,0.6,0.55,0.17,?,?,0.44,0.22,CYT
?,?,0.52,0.2,0.5,0.0,0.34,0.26,?
0.42,?,?,0.18,0.5,?,0.42,?,?
?,0.46,?,?,0.5,0.0,?,?,MIT
0.6,?,?,?,?,0.0,0.5,0.27,?
0.37,0.41,0.45,?,0.5,?,?,0.22,?
0.37,?,?,0.4,?,?,0.48,?,MIT
?,0.39,?,?,0.5,?,0.49,?,NUC
0.5,0.36,0.53,0.41,0.5,0.0,0.55,0.36,?
?,0.58,?,?,0.5,0.0,0.5,?,?
0.78,0.63,0.53,0.13,0.5,0.0,0.54,0.22,?
?,0.59,?,?,?,?,?,?,?
?,?,?,?,?,0.0,?,?,NUC
?,0.61,0.51,?,0.5,?,0.54,0.27,?
?,0.54,?,?,?,0.0,?,?,NUC
?,?,0.53,?,0.5,0.0,?,?,NUC
?,0.44,0.51,?,?,0.0,0.6,?,?
0.39,0.34,?,0.3,?,0.0,?,?,?
0.11,?,?,?,0.5,?,?,0.29,NUC
?,?,?,0.18,0.5,0.0,?,?,NUC
0.47,0.5,?,0.19,0.5,0.0,?,?,CYT
?,?,0.44,?,0.5,?,0.51,?,CYT
0.36,0.3,?,0.19,?,?,?,?,NUC
0.49,?,0.51,?,?,?,0.52,0.27,CYT
0.35,0.44,0.54,?,?,?,?,0.26,NUC
0.43,0.28,?,0.34,?,0.0,0.55,?,NUC
0.33,0.48,?,0.16,?,?,0.53,0.75,?
?,?,?,0.24,?,?,0.46,0.31,NUC
?,?,?,0.13,?,?,?,0.26,?
?,0.47,?,?,?,0.0,?,0.22,?
?,0.55,0.58,?,0.5,?,?,0.28,NUC
?,0.34,?,?,?,0.0,0.51,0.22,?
?,?,0.51,?,?,?,?,?,MIT
0.47,0.47,0.5,?,0.5,0.0,?,0.48,?
?,?,0.49,0.16,?,0.0,?,0.21,?
0.64,0.76,?,0.18,0.5,0.0,0.46,0.22,?
0.45,?,0.58,0.48,?,0.0,?,0.64,?
0.9,0.54,?,?,0.5,0.0,?,?,NUC
?,0.59,0.54,0.39,?,?,?,?,?
0.7,0.51,?,?,0.5,?,?,0.25,NUC
0.25,0.36,?,0.3,0.5,?,0.58,0.31,NUC
0.69,?,?,0.0,1.0,?,?,?,?
0.83,?,?,0.57,?,?,0.5,0.32,?
0.43,0.38,?,?,0.5,0.0,0.5,?,ME2
0.78,0.65,?,0.16,0.5,0.0,0.63,0.22,MIT
0.52,?,0.34,0.16,0.5,0.0,0.57,?,?
?,?,0.64,?,0.5,0.0,?,0.32,MIT
0.41,?,0.58,?,?,?,0.52,?,MIT
0.58,0.51,0.56,?,0.5,?,0.34,?,?
0.48,?,0.45,0.23,0.5,?,0.51,0.22,ME3
0.39,0.42,0.49,0.1,0.5,0.0,0.49,0.65,?
?,?,?,0.17,?,0.0,?,0.53,NUC
?,?,0.54,?,?,0.0,?,0.22,?
0.76,0.67,0.37,0.22,0.5,0.0,?,?,ME2
0.49,?,0.57,?,?,0.83,0.54,?,?
?,?,0.56,0.16,?,0.0,0.48,0.26,CYT
0.69,0.39,0.52,?,?,?,?,0.35,?
?,?,0.5,?,?,0.0,?,0.31,?
0.56,?,0.5,0.3,?,0.0,0.51,?,?
0.5,0.5,0.54,?,0.5,?,?,0.22,POX
?,0.43,0.59,?,?,0.0,0.55,?,?
0.68,0.59,?,0.49,0.5,0.0,0.4,0.26,POX
0.5,?,?,0.27,0.5,?,?,?,?
?,?,0.61,?,?,?,0.62,0.22,CYT
?,0.51,0.36,?,0.5,?,0.52,?,ME3
0.6,?,?,0.53,?,?,0.52,0.27,?
?,0.52,?,0.7,?,?,0.51,?,MIT
?,0.45,0.53,0.16,0.5,0.0,?,0.31,?
0.51,0.46,?,0.25,?,?,0.53,?,CYT
0.49,0.45,?,?,?,0.0,?,?,?
?,?,0.51,0.18,0.5,0.0,0.5,?,CYT
?,0.59,?,0.1,?,?,0.53,?,?
0.39,0.58,?,0.1,?,0.0,?,0.25,CYT
?,0.84,0.49,?,1.0,0.0,0.58,0.22,ERL
0.33,0.38,?,?,?,?,0.54,?,NUC
?,?,0.44,?,?,?,?,?,NUC
0.41,?,0.38,0.13,?,0.0,0.51,?,ME3
0.37,?,0.6,?,0.5,?,0.51,?,NUC
0.45,0.58,0.59,0.44,0.5,0.0,0.56,?,MIT
?,0.89,?,0.24,0.5,0.0,0.54,?,?
?,0.46,?,0.18,?,0.0,?,?,?
?,0.46,?,0.21,0.5,?,0.55,?,?
0.8,?,0.57,0.26,0.5,?,?,0.27,?
?,0.49,?,0.28,0.5,0.0,?,?,?
?,?,?,0.15,?,?,?,?,VAC
0.67,0.46,?,?,?,?,?,?,NUC
?,?,?,?,?,?,?,?,MIT
0.45,0.53,0.47,?,0.5,0.0,0.5,0.27,?
?,?,0.43,0.35,?,0.0,0.45,0.27,MIT
0.56,0.68,0.52,?,?,0.0,?,?,?
0.48,?,0.59,?,?,?,?,?,MIT
?,?,?,?,?,0.0,?,0.31,?
?,?,0.58,0.21,?,?,?,?,MIT
0.48,0.52,?,0.35,0.5,?,0.51,0.22,MIT
?,0.58,?,?,0.5,0.0,?,0.3,?
0.5,0.57,?,?,?,?,0.51,0.22,?
0.57,0.49,0.5,0.2,0.5,?,0.51,?,?
?,?,?,0.29,?,0.0,?,0.27,CYT
0.45,?,?,?,1.0,0.0,?,0.3,CYT
?,?,0.6,0.15,?,0.0,0.38,0.22,?
0.41,?,?,0.24,?,0.0,0.37,0.51,NUC
0.46,0.46,?,0.23,0.5,?,?,0.22,?
?,0.42,?,?,?,0.0,?,?,?
0.43,0.45,?,?,0.5,?,?,?,?
0.28,0.36,?,0.15,0.5,0.0,?,?,?
0.48,0.46,0.58,0.26,?,?,?,0.22,NUC
0.74,0.72,0.5,0.28,0.5,0.0,0.5,?,?
0.74,?,?,?,?,?,0.49,0.27,?
?,?,?,0.14,0.5,?,0.53,?,?
?,0.72,0.48,?,?,0.0,0.51,?,EXC
?,0.42,?,0.22,0.5,0.0,0.5,0.25,NUC
?,0.74,?,?,0.5,0.0,0.5,0.22,EXC
0.39,?,?,?,0.5,0.0,0.51,0.45,?
?,?,?,?,?,?,?,?,?
0.38,?,0.37,?,?,0.0,?,0.3,?
0.4,0.37,0.54,0.13,0.5,0.0,0.48,?,NUC
?,0.3,?,0.19,0.5,?,0.55,?,ME3
?,?,0.57,?,?,?,?,0.27,?
0.59,0.61,?,?,?,?,?,0.38,?
?,?,0.43,0.22,?,0.0,0.51,?,?
0.47,?,?,?,?,0.0,?,?,?
0.77,0.78,0.51,?,?,0.0,0.33,0.22,?
?,?,0.52,?,?,?,0.27,?,EXC
0.77,0.73,0.51,?,?,0.0,0.34,?,EXC
?,?,0.5,0.23,0.5,?,?,0.22,?
?,?,?,0.26,?,?,?,?,?
0.49,0.6,?,0.34,?,?,?,?,ME3
0.27,?,?,0.14,?,0.0,?,?,?
0.4,0.39,?,0.17,0.5,?,?,?,VAC
0.55,?,0.54,?,0.5,0.0,?,0.22,CYT
?,?,?,0.39,0.5,0.0,0.31,0.22,ME2
?,?,?,?,0.5,0.0,0.35,?,?
?,0.43,0.34,0.21,0.5,?,?,0.4,ME3
?,0.49,0.3,0.19,0.5,0.0,0.52,?,?
?,0.48,0.51,0.13,0.5,0.0,?,?,NUC
0.37,0.51,0.39,0.18,0.5,0.0,0.51,?,?
0.27,0.49,?,0.26,0.5,0.0,0.49,?,?
0.49,0.48,?,0.2,0.5,?,?,0.22,?
?,?,0.54,?,?,?,?,0.28,?
?,?,?,?,0.5,?,0.49,0.33,?
0.37,?,0.5,0.26,?,?,0.52,?,?
?,0.39,?,0.23,?,0.0,0.5,?,?
?,?,?,?,?,?,0.58,0.22,NUC
?,?,0.56,0.26,?,0.0,0.53,?,NUC
0.41,?,0.41,0.15,?,0.0,0.54,0.25,?
0.5,?,0.53,?,0.5,?,0.28,0.22,NUC
0.46,0.37,0.48,?,?,?,?,?,POX
?,0.55,0.34,0.2,?,0.0,?,?,ME3
?,0.65,?,?,0.5,0.0,0.5,0.22,?
0.45,?,?,0.15,0.5,0.0,0.52,0.27,CYT
0.42,?,?,0.23,?,?,0.53,0.27,NUC
?,?,0.46,?,?,0.0,?,0.22,CYT
?,0.69,0.48,0.13,?,?,?,0.4,?
0.69,?,?,0.3,?,0.0,0.54,?,VAC
0.63,?,?,?,0.5,?,0.55,?,?
?,?,0.54,0.16,?,?,?,0.27,?
?,?,?,0.25,0.5,?,0.46,0.22,CYT
?,0.59,?,0.14,0.5,?,0.51,0.22,CYT
?,0.53,?,0.17,?,0.0,?,0.22,?
0.52,0.46,?,?,?,?,0.5,0.22,CYT
?,?,0.57,?,?,0.0,0.39,0.28,CYT
?,0.35,0.56,?,0.5,0.0,?,?,NUC
?,?,?,?,0.5,0.0,?,?,?
?,?,0.5,0.17,0.5,0.0,?,0.26,?
?,?,0.45,?,?,?,?,?,?
0.56,0.59,0.54,?,0.5,?,?,0.46,NUC
?,0.39,0.52,?,?,?,0.47,0.28,?
?,0.41,0.54,0.39,0.5,?,0.51,0.22,NUC
?,?,0.46,0.32,?,0.0,?,0.22,NUC
?,0.26,?,?,?,?,0.48,0.44,NUC
0.68,0.39,?,?,?,?,?,0.37,?
?,0.41,0.52,0.17,?,0.0,?,?,?
0.52,?,?,?,0.5,?,?,?,NUC
?,0.48,0.49,0.17,0.5,?,0.47,?,?
0.34,?,?,?,0.5,0.0,0.46,0.32,NUC
?,0.21,?,?,1.0,0.0,?,0.5,?
?,?,?,?,?,?,?,0.38,NUC
?,0.28,0.48,0.06,?,?,?,0.42,NUC
?,0.39,?,?,0.5,0.0,?,?,?
?,?,?,?,?,?,0.54,?,?
0.28,0.51,0.55,0.19,0.5,?,?,?,?
0.51,?,?,0.28,?,0.0,0.54,0.27,CYT
0.48,0.56,0.49,0.32,0.5,?,0.5,0.22,CYT
?,0.46,?,?,0.5,?,?,?,CYT
?,0.46,0.4,0.65,?,?,0.49,?,?
?,?,?,?,0.5,?,0.5,0.38,?
0.81,?,0.35,0.34,0.5,0.0,?,0.22,?
?,0.45,?,?,0.5,?,?,0.22,?
0.45,?,?,0.33,0.5,0.0,0.53,?,?
?,?,0.38,0.15,?,?,?,0.36,?
?,0.5,?,?,?,0.0,0.33,?,?
?,?,0.53,?,0.5,?,0.48,0.22,CYT
0.48,?,?,0.18,?,0.0,?,0.22,?
?,?,0.47,?,?,?,0.53,?,?
0.45,?,?,0.42,0.5,0.0,?,?,?
0.29,?,0.41,0.48,?,?,0.53,0.3,?
?,0.53,0.33,?,0.5,0.0,0.51,0.22,ME3
0.46,?,0.5,?,?,0.0,?,0.31,?
0.43,0.46,?,?,?,?,0.49,0.34,?
?,?,?,0.26,?,0.0,0.52,0.22,?
0.5,0.62,?,0.3,0.5,?,?,0.22,MIT
0.49,0.45,0.54,?,?,0.0,0.55,?,MIT
0.64,0.53,0.59,0.14,?,?,?,?,MIT
?,0.6,0.54,?,?,0.0,0.52,?,?
?,?,?,?,?,?,0.46,?,?
?,?,0.44,?,0.5,0.0,0.51,0.22,?
0.24,?,0.47,?,0.5,0.0,0.51,?,?
0.61,0.39,0.53,0.14,0.5,0.0,?,?,?
0.39,0.16,?,0.08,?,0.0,0.51,0.27,NUC
?,0.28,0.5,0.4,0.5,0.0,0.46,?,NUC
0.51,0.55,0.56,0.18,?,?,0.5,?,?
?,?,?,?,?,0.0,0.51,0.49,?
?,?,?,0.18,0.5,0.0,0.46,0.22,NUC
0.47,0.43,?,?,0.5,?,0.46,0.27,NUC
?,0.5,0.51,0.2,?,0.0,0.51,?,?
?,0.28,?,0.15,?,?,?,0.86,?
?,?,?,0.13,0.5,?,?,0.6,?
?,?,?,?,0.5,0.0,?,?,?
0.55,?,0.53,0.15,0.5,0.0,0.49,?,?
0.31,0.39,0.55,0.28,?,0.0,?,0.31,?
?,?,0.51,0.34,0.5,0.0,0.49,0.28,?
?,0.5,?,0.1,?,?,?,0.22,NUC
?,0.52,0.56,0.26,0.5,0.0,0.48,0.32,NUC
?,?,0.59,0.41,0.5,?,0.56,0.27,NUC
?,0.49,?,0.29,?,?,0.52,0.71,NUC
?,?,?,?,?,?,0.52,0.44,?
?,?,?,0.23,0.5,0.0,0.52,0.61,?
0.59,0.47,?,?,0.5,?,0.53,0.26,?
?,?,0.5,?,0.5,0.0,?,?,CYT
?,?,?,0.17,?,?,?,?,?
0.61,0.46,0.54,?,?,?,?,?,?
0.66,0.55,0.54,0.18,?,0.0,0.43,?,?
?,?,?,?,?,?,0.51,?,NUC
0.41,?,0.43,?,0.5,0.0,0.53,0.22,MIT
0.58,0.31,?,0.12,?,?,0.47,?,?
?,0.67,?,0.28,?,?,0.43,?,NUC
0.44,?,?,0.16,?,?,?,0.22,NUC
?,0.45,0.53,0.19,?,0.0,?,0.28,NUC
?,0.55,?,0.16,?,0.0,0.49,?,NUC
?,0.66,?,?,?,?,0.54,0.22,?
0.32,0.49,0.53,?,0.5,?,?,?,?
?,?,?,?,0.5,?,?,0.22,?
0.46,?,?,0.1,?,?,?,0.22,NUC
0.57,?,?,0.22,0.5,0.0,?,?,?
?,0.47,?,0.19,0.5,?,0.51,0.33,?
?,?,?,?,?,0.0,0.51,0.22,?
0.55,?,0.58,0.25,0.5,?,0.49,?,NUC
0.4,?,0.34,0.21,?,?,?,0.26,NUC
?,?,0.59,0.3,0.5,?,?,0.27,NUC
0.6,?,0.46,?,0.5,?,?,?,CYT
?,?,0.51,0.35,0.5,0.0,0.53,?,CYT
?,0.4,0.44,0.25,?,?,0.53,0.57,NUC
0.55,0.38,0.64,0.42,?,0.0,?,0.22,MIT
0.45,?,0.5,0.25,?,0.0,0.47,0.22,?
?,?,0.48,0.51,?,?,?,?,?
?,0.49,?,?,?,?,0.48,?,NUC
0.45,?,0.5,?,?,?,?,?,CYT
?,?,?,?,?,0.0,?,0.22,NUC
0.37,?,?,0.22,0.5,?,0.47,?,NUC
0.47,?,?,?,?,?,0.46,?,NUC
0.5,0.36,?,?,0.5,?,?,?,NUC
?,0.44,?,0.19,0.5,?,?,?,?
0.38,0.4,?,0.25,0.5,0.0,?,?,CYT
?,?,0.59,0.25,?,?,0.45,?,?
0.54,0.55,0.56,?,0.5,0.0,0.5,?,CYT
0.45,?,?,0.29,?,?,?,?,?
?,?,0.57,?,?,?,0.44,?,?
0.61,0.38,0.57,?,?,?,0.44,?,CYT
0.61,?,0.57,?,0.5,0.0,?,0.21,CYT
0.43,?,0.54,?,0.5,?,?,0.16,CYT
?,?,?,0.37,0.5,0.0,?,0.16,?
?,?,?,0.19,?,?,?,0.22,CYT
?,?,?,?,0.5,0.0,0.54,0.22,NUC
0.35,?,?,0.27,0.5,?,?,?,NUC
?,?,?,0.15,?,?,0.5,?,?
0.57,?,?,0.27,?,0.0,0.53,?,?
?,?,?,?,0.5,?,?,0.22,NUC
?,?,0.63,?,0.5,0.0,?,?,NUC
?,?,0.47,0.19,?,0.0,0.5,?,NUC
?,0.57,0.55,?,0.5,0.0,0.5,?,NUC
0.38,0.44,0.55,0.44,0.5,?,0.47,0.51,?
0.4,?,?,0.13,?,?,?,?,?
0.27,0.31,?,0.13,?,?,0.5,0.22,NUC
?,?,?,0.25,0.5,0.0,0.52,0.22,?
0.44,0.5,0.55,0.24,0.5,0.0,0.48,?,NUC
0.34,?,0.48,?,0.5,0.0,?,0.22,NUC
?,?,0.63,0.25,0.5,?,?,0.22,?
0.46,?,?,0.37,0.5,?,?,?,NUC
?,0.6,?,0.18,?,0.0,?,?,?
?,?,0.63,0.22,0.5,0.0,?,0.32,?
0.37,0.45,0.53,0.14,0.5,0.0,?,?,NUC
?,?,?,0.24,?,0.0,0.54,0.22,?
?,0.49,0.55,0.21,?,?,?,0.33,NUC
?,?,0.5,?,0.5,0.0,?,0.34,?
0.37,?,0.51,0.15,?,?,?,?,NUC
0.35,?,0.48,0.42,0.5,?,?,0.43,CYT
?,?,0.69,?,?,?,0.3,?,CYT
0.46,?,0.69,0.18,?,?,?,?,?
?,0.43,?,?,0.5,0.0,0.37,0.11,?
?,0.43,?,0.3,?,?,?,?,CYT
?,?,?,0.12,0.5,?,?,?,?
?,?,0.48,0.12,0.5,?,0.54,0.31,CYT
?,?,?,?,?,0.0,?,0.28,CYT
0.61,0.48,0.56,0.19,0.5,0.0,0.53,0.31,CYT
0.61,?,0.56,0.19,0.5,0.0,0.53,0.31,CYT
0.44,0.56,?,?,0.5,0.0,?,?,?
0.36,0.56,?,0.18,0.5,?,?,?,?
0.37,?,?,?,0.5,?,0.36,0.27,?
?,?,0.63,0.38,0.5,0.0,?,?,?
0.72,?,0.63,0.38,0.5,0.0,0.4,?,?
?,0.36,0.64,?,0.5,?,?,0.11,?
?,?,?,0.27,0.5,0.0,0.48,?,?
?,0.64,?,?,?,0.0,0.43,0.22,?
0.63,?,0.45,?,0.5,?,?,0.22,?
?,?,?,0.12,0.5,0.0,0.45,0.23,CYT
?,?,0.67,?,?,?,0.43,?,?
0.58,0.44,0.5,?,0.5,0.0,?,0.22,CYT
?,0.43,?,0.22,?,?,0.48,?,CYT
?,0.45,0.61,?,0.5,?,0.44,?,?
?,0.45,0.61,0.29,?,0.0,0.44,?,?
0.34,?,0.65,0.4,?,0.0,0.32,0.16,CYT
?,0.34,?,0.4,?,?,?,0.16,?
?,0.22,0.79,?,0.5,?,0.22,?,CYT
?,0.21,?,0.8,0.5,?,?,?,?
?,0.21,1.0,?,?,0.0,0.13,?,CYT
?,0.35,?,0.41,0.5,?,0.5,0.22,?
?,?,0.47,?,0.5,?,?,0.22,?
0.54,?,?,0.48,0.5,?,?,0.22,?
?,?,?,?,0.5,0.0,?,?,?
?,?,?,?,?,?,?,0.22,?
0.48,?,0.48,?,?,?,0.55,0.22,CYT
0.66,0.6,0.52,0.19,?,?,?,?,CYT
?,?,?,?,0.5,?,?,0.22,?
?,?,?,?,?,0.0,0.72,0.22,?
0.78,?,?,?,?,?,0.69,?,?
?,?,?,?,?,?,?,?,?
0.44,0.62,0.53,0.27,0.5,?,?,0.22,NUC
?,?,0.52,?,?,0.0,0.52,?,NUC
0.47,0.56,?,0.5,?,?,?,?,?
0.46,0.33,?,0.22,0.5,?,?,?,CYT
0.52,0.43,?,0.22,?,0.0,0.45,?,?
?,?,?,?,?,0.0,?,0.22,CYT
0.32,0.44,0.54,?,?,0.0,0.4,0.19,CYT
0.32,0.44,0.54,?,?,?,0.4,?,CYT
0.48,0.41,?,0.33,0.5,?,?,0.26,?
0.46,0.39,0.54,0.22,0.5,0.0,0.48,?,?
0.46,?,0.54,0.22,0.5,?,0.48,0.25,CYT
0.42,?,0.64,?,0.5,0.0,?,0.22,?
?,0.54,0.59,0.41,0.5,?,?,0.21,?
?,?,0.59,?,?,?,?,0.21,?
0.39,0.65,?,?,0.5,0.0,?,?,?
?,0.65,?,0.19,0.5,?,?,0.25,CYT
?,?,0.52,?,0.5,0.0,?,?,?
?,0.5,?,0.44,0.5,?,?,0.11,CYT
0.51,?,?,0.17,0.5,?,0.47,0.28,CYT
0.57,?,0.54,?,?,?,?,0.11,CYT
?,0.5,0.62,?,?,?,0.35,0.11,CYT
?,?,?,?,?,?,0.59,?,?
0.53,0.57,?,0.36,0.5,0.0,?,?,?
0.53,0.57,0.6,?,?,0.0,0.5,0.22,?
